APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-x_p_w,APPVAL_RECS_bert-x_p_w,FOA_RECS_bert-x_p_w
9332366,f,w,"9134738,9733443,9529788,8774773,9529867","294750.0,281250.0,281250.0,299250.0,281250.0","RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012"
8920545,m,w,"10470777,10234154,10470742,10470773,10470779","267500.0,290000.0,267500.0,267500.0,267500.0","RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509"
10013563,m,w,"10017222,10219251,9831503,8752056,8901173","246000.0,232000.0,246000.0,266000.0,266000.0","RFA-AG-19-023,RFA-AG-19-023,RFA-AG-19-023,RFA-ES-13-007,RFA-ES-13-007"
7778742,m,w,"10316999,9832193,9394797,9646359,9246899","53500.0,61500.0,62500.0,61500.0,62500.0","RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011"
8849042,m,w,"10493382,10687248,10340783,10264881,10670123","831390.0,800310.0,901320.0,174000.0,154500.0","RFA-AG-21-027,RFA-AG-21-027,RFA-AG-21-027,RFA-AG-20-031,RFA-AG-20-031"
8879187,f,b,"9509503,9477768,9090775,9089463,9313927","562500.0,562500.0,589500.0,589500.0,562500.0","RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001"
9612492,m,w,"10541710,10705855,10705854,10705741,10705685","214000.0,206000.0,206000.0,206000.0,206000.0","RFA-AA-21-015,RFA-AA-21-015,RFA-AA-21-015,RFA-AA-21-015,RFA-AA-21-015"
7903428,f,w,"8119429,7932410,7915186,7915187,7915185","1756800.0,1781200.0,1781200.0,1781200.0,1781200.0","RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002"
8920695,m,h,"8871986,8329650,8379874,8378012,8378209","166250.0,171250.0,171250.0,171250.0,171250.0","RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503"
10245896,m,a,"9812105,10470432,9975112,10483185,8792751","799500.0,754000.0,799500.0,695500.0,665000.0","RFA-RM-18-027,RFA-RM-18-027,RFA-RM-18-027,RFA-RM-18-027,RFA-HG-13-013"
7573426,m,w,"8893847,8230144,8586256,8598467,8410576","332500.0,342500.0,332500.0,332500.0,337500.0","RFA-DC-11-001,RFA-DC-11-001,RFA-DC-11-001,RFA-DC-11-001,RFA-DC-11-001"
7656696,m,h,"10666233,10701922,10533583,10588717,10578468","360500.0,360500.0,374500.0,535000.0,515000.0","RFA-HG-22-004,RFA-HG-21-033,RFA-HG-21-033,RFA-HG-21-041,RFA-HG-21-041"
8376563,m,w,"9571254,9472109,9472656,9568054,7926568","500000.0,500000.0,500000.0,500000.0,1440000.0","RFA-TR-17-007,RFA-TR-17-007,RFA-TR-17-007,RFA-TR-17-007,RFA-OD-09-008"
9100656,m,h,"9108584,9247816,9870863,9890987,9897616","458500.0,437500.0,430500.0,430500.0,430500.0","RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005"
9067860,m,w,"8735850,8729544,8449065,9315636,9557465","1330000.0,1350000.0,1370000.0,1250000.0,1250000.0","RFA-CA-12-001,RFA-CA-12-001,RFA-CA-12-001,RFA-CA-16-008,RFA-CA-16-008"
10439933,f,w,"7901149,8113184,8137663,7691805,7693834","576000.0,560000.0,560000.0,584000.0,584000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
9893850,f,w,"10378747,10596565,9765880,10131155,9893850","535000.0,515000.0,615000.0,580000.0,615000.0","RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013"
9852507,f,w,"9783891,9654469,9901363,10180770,10141077","553500.0,562500.0,553500.0,553500.0,522000.0","RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002"
7750586,m,w,"8717559,8381803,8514495,8514503,8516448","1330000.0,1370000.0,1350000.0,1350000.0,1350000.0","RFA-AI-09-022,RFA-AI-09-022,RFA-AI-09-022,RFA-AI-09-022,RFA-AI-09-022"
9752514,m,w,"8625439,9115861,8899514,8899512,8899511","1012500.0,997500.0,997500.0,997500.0,997500.0","RFA-DK-12-008,RFA-DK-12-008,RFA-DK-12-008,RFA-DK-12-008,RFA-DK-12-008"
9547256,m,w,"8120323,8120322,7664558,7673673,7895014","1008000.0,1008000.0,1022000.0,1022000.0,1022000.0","RFA-AI-05-022,RFA-AI-05-022,RFA-AI-05-022,RFA-AI-05-022,RFA-AI-05-022"
10691911,m,w,"10596875,10597790,10598312,10598724,10598873","214000.0,214000.0,214000.0,214000.0,214000.0","RFA-DE-22-011,RFA-DE-22-011,RFA-DE-22-011,RFA-DE-22-011,RFA-DE-22-011"
9989552,m,w,"9352804,9546642,10439370,10631927,9544872","1000000.0,1000000.0,802500.0,772500.0,843750.0","RFA-CA-15-021,RFA-CA-15-021,RFA-CA-21-023,RFA-CA-21-023,RFA-CA-15-023"
8365163,m,w,"8473955,8364986,7961503,7878901,7961507","3149999.5500000003,3266666.2,3406666.18,3406666.18,3406666.18","RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002"
7905197,m,w,"10617666,10618211,10617859,10617858,10617857","351230.0,351230.0,351230.0,351230.0,351230.0","RFA-LM-20-001,RFA-LM-20-001,RFA-LM-20-001,RFA-LM-20-001,RFA-LM-20-001"
9533996,f,w,"8874104,8885651,8882257,8766909,8768636","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038"
8056801,f,w,"9823598,9948568,9936155,9935964,9931155","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025"
9475082,f,w,"9328000,10392899,10162308,10162309,10166788","1875000.0,1605000.0,1739999.9999999998,1739999.9999999998,1739999.9999999998","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
7797602,f,b,"9195617,9390406,8974745,8976788,9174040","312500.0,312500.0,327500.0,327500.0,312500.0","RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002"
8691551,m,w,"9130171,8777866,9557797,9081920,9048049","1310000.0,1330000.0,1250000.0,1330000.0,1330000.0","RFA-RM-13-012,RFA-RM-13-012,RFA-RM-13-012,RFA-RM-13-012,RFA-RM-13-012"
7658237,m,w,"7626749,8114133,7989838,7900055,7886881","511000.0,490000.0,504000.0,504000.0,504000.0","RFA-RM-06-010,RFA-RM-06-010,RFA-RM-06-010,RFA-RM-06-010,RFA-RM-06-010"
8375469,f,w,"10552672,10214949,10378726,10400905,10405034","772500.0,869999.9999999999,802500.0,802500.0,802500.0","RFA-AI-20-028,RFA-AI-20-028,RFA-AI-20-028,RFA-AI-20-028,RFA-AI-20-028"
9900325,f,h,"10219251,9831503,10017222,8754322,8901173","232000.0,246000.0,246000.0,266000.0,266000.0","RFA-AG-19-023,RFA-AG-19-023,RFA-AG-19-023,RFA-ES-13-007,RFA-ES-13-007"
8659423,m,w,"9149273,9221318,9019340,9020156,9019083","294750.0,281250.0,299250.0,299250.0,299250.0","RFA-ES-15-006,RFA-ES-15-006,RFA-ES-15-006,RFA-ES-15-006,RFA-ES-15-006"
9978601,m,w,"10264881,10670123,10087183,10458695,10340783","174000.0,154500.0,184500.0,160500.0,901320.0","RFA-AG-20-031,RFA-AG-20-031,RFA-AG-20-031,RFA-AG-20-031,RFA-AG-21-027"
8399839,m,w,"8397951,8548323,8397976,8399846,8539606","1027500.0,1012500.0,1027500.0,1027500.0,1012500.0","RFA-DK-11-009,RFA-DK-11-009,RFA-DK-11-009,RFA-DK-11-009,RFA-DK-11-009"
9565766,m,w,"9459899,9670111,9247181,9247185,9044778","116680.0,114813.12,116680.0,116680.0,122280.64","RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004"
9317706,f,w,"10390460,9915838,9975082,10147840,10150811","535000.0,615000.0,615000.0,580000.0,580000.0","RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027"
9514768,f,w,"9922845,9202052,9566451,9353283,9692477","615000.0,655000.0,625000.0,625000.0,615000.0","RFA-AG-16-009,RFA-AG-16-009,RFA-AG-16-009,RFA-AG-16-009,RFA-AG-16-009"
9550778,m,b,"8911793,9102043,8351930,8351959,8351929","465500.0,458500.0,479500.00000000006,479500.00000000006,479500.00000000006","RFA-CA-11-009,RFA-CA-11-009,RFA-CA-11-009,RFA-CA-11-009,RFA-CA-11-009"
8066691,m,h,"8639135,8911806,8640226,8639741,8640775","337500.0,332500.0,337500.0,337500.0,337500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
9414391,m,w,"9732844,9738727,9891933,9899912,9902296","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003"
9608711,m,w,"8267131,8534028,8468969,8266870,7691794","1027500.0,1012500.0,1012500.0,1027500.0,73000.0","RFA-DA-12-004,RFA-DA-12-004,RFA-DA-12-004,RFA-DA-12-004,RFA-MH-08-080"
10404437,m,w,"8705393,8526375,8382164,8382162,8381457","532000.0,540000.0,548000.0,548000.0,548000.0","RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010"
9522003,m,w,"8695511,8551776,8551833,8386770,8386762","1596000.0,1620000.0,1644000.0000000002,1644000.0000000002,1644000.0000000002","RFA-NS-12-006,RFA-NS-12-006,RFA-NS-12-006,RFA-NS-12-006,RFA-NS-12-006"
9263859,f,w,"10340783,10687248,10493382,9172411,9751709","901320.0,800310.0,831390.0,1441000.0,1353000.0","RFA-AG-21-027,RFA-AG-21-027,RFA-AG-21-027,RFA-AG-16-018,RFA-AG-16-018"
10525192,f,w,"10632121,10440591,9210303,9764289,9355142","566500.0,588500.0,884250.0,830250.0,843750.0","RFA-CA-21-024,RFA-CA-21-024,RFA-CA-15-023,RFA-CA-15-023,RFA-CA-15-023"
8790574,m,h,"8521355,7938709,7936895,8119685,8118867","708750.0,756000.0,756000.0,735000.0,735000.0","RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006"
9644048,f,a,"9313775,8765701,9276574,9313781,9313770","3750000.0,3990000.0,3750000.0,3750000.0,3750000.0","RFA-AI-13-023,RFA-AI-13-023,RFA-AI-13-023,RFA-AI-13-023,RFA-AI-13-023"
8461242,f,w,"8575754,9268688,8708165,8721456,8887351","168750.0,166250.0,166250.0,166250.0,166250.0","RFA-GM-13-010,RFA-GM-13-010,RFA-GM-13-010,RFA-GM-13-010,RFA-GM-13-010"
9085450,m,w,"10744965,10394038,10393985,10444319,10450631","1339000.0,57999.99999999999,57999.99999999999,57999.99999999999,57999.99999999999","RFA-NS-22-030,RFA-NS-19-011,RFA-NS-19-011,RFA-NS-19-011,RFA-NS-19-011"
7941872,m,w,"10363694,10111628,10593939,10599233,10272350","321000.0,348000.0,309000.0,309000.0,348000.0","RFA-CA-20-018,RFA-CA-20-018,RFA-CA-20-018,RFA-CA-20-018,RFA-CA-20-018"
8894056,m,w,"9507895,8967025,9882460,9327025,9330377","3125000.0,3325000.0,3075000.0,3125000.0,3275000.0","RFA-HG-14-027,RFA-HG-14-027,RFA-HG-14-027,RFA-HG-14-027,RFA-HG-14-027"
9052094,f,w,"8575462,8720041,8576310,8576067,8575991","270000.0,266000.0,270000.0,270000.0,270000.0","RFA-EY-13-001,RFA-EY-13-001,RFA-EY-13-001,RFA-EY-13-001,RFA-EY-13-001"
9985190,m,b,"9935964,10013122,9824342,9824335,9823598","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025"
9352740,m,w,"10264881,10670123,10087183,10458695,10340783","174000.0,154500.0,184500.0,160500.0,901320.0","RFA-AG-20-031,RFA-AG-20-031,RFA-AG-20-031,RFA-AG-20-031,RFA-AG-21-027"
8690906,m,w,"10470432,9975112,10483185,9812105,9307934","754000.0,799500.0,695500.0,799500.0,625000.0","RFA-RM-18-027,RFA-RM-18-027,RFA-RM-18-027,RFA-RM-18-027,RFA-HG-13-013"
9557571,f,w,"8932728,8846355,8846193,8846276,8846380","931000.0,931000.0,931000.0,931000.0,931000.0","RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016"
8377944,m,w,"7684829,7684808,7938904,7938903,7938902","1460000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002"
7856355,f,w,"7691805,8314113,7897686,7901149,8113184","584000.0,548000.0,576000.0,576000.0,560000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
8284352,m,h,"9849922,9849379,9849925,9849375,9849376","1014750.0,1014750.0,1014750.0,1014750.0,1014750.0","RFA-NS-18-026,RFA-NS-18-026,RFA-NS-18-026,RFA-NS-18-026,RFA-NS-18-026"
7764313,f,w,"8665279,8307933,8079597,8065483,8103209","675000.0,411000.00000000006,420000.0,420000.0,420000.0","RFA-FD-13-017,RFA-AI-07-003,RFA-AI-07-003,RFA-AI-07-003,RFA-AI-07-003"
10499403,m,w,"10000637,9709264,9938144,9930943,9925966","184500.0,184500.0,184500.0,184500.0,184500.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
8337273,m,w,"8337273,8337275,8240260,8240780,8240639","274000.0,274000.0,280000.0,280000.0,280000.0","RFA-HG-11-004,RFA-HG-11-004,RFA-HG-11-004,RFA-HG-11-004,RFA-HG-11-004"
8707989,f,w,"9000677,8929882,9320517,9206146,9198526","262000.0,266000.0,250000.0,250000.0,250000.0","RFA-CA-14-005,RFA-CA-14-005,RFA-CA-14-005,RFA-CA-14-005,RFA-CA-14-005"
8231456,m,h,"9742869,10136592,9904614,10379951,9383250","615000.0,580000.0,615000.0,535000.0,3125000.0","RFA-DK-17-028,RFA-DK-17-028,RFA-DK-17-028,RFA-DK-17-028,RFA-DK-16-509"
8642228,m,w,"10907172,10524770,10413694,7742417,7928193","257500.0,257500.0,267500.0,292000.0,288000.0","RFA-FD-22-002,RFA-FD-22-002,RFA-FD-22-002,RFA-CA-08-025,RFA-CA-08-025"
9096099,f,w,"7742077,7921467,7928268,7921007,7914148","292000.0,288000.0,288000.0,288000.0,288000.0","RFA-CA-08-023,RFA-CA-08-023,RFA-CA-08-023,RFA-CA-08-023,RFA-CA-08-023"
9207637,f,w,"10044051,10289606,10488795,10491100,10491106","984000.0,928000.0,856000.0,856000.0,856000.0","RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034"
8440888,m,w,"10031380,10037760,10037854,10037968,10016163","613770.0,613770.0,613770.0,613770.0,246000.0","RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-MH-19-511"
10065441,m,w,"9105753,9323489,9757795,9563295,8990689","1441000.0,1375000.0,1353000.0,1375000.0,1463000.0","RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027"
10622128,f,w,"7914250,8067069,7918437,8034232,8039905","1152000.0,1120000.0,1168000.0,1120000.0,1120000.0","RFA-AI-07-006,RFA-AI-07-006,RFA-AI-07-006,RFA-AI-07-006,RFA-AI-07-006"
9815293,f,w,"9194247,9358335,9743642,9548717,8337273","262000.0,250000.0,270600.0,275000.0,274000.0","RFA-HD-16-004,RFA-HD-16-004,RFA-HD-17-001,RFA-HD-17-001,RFA-HG-11-004"
10003455,m,w,"7943002,7935205,7779493,7782591,7943004","216000.0,216000.0,219000.0,219000.0,216000.0","RFA-NS-09-003,RFA-NS-09-003,RFA-NS-09-003,RFA-NS-09-003,RFA-NS-09-003"
10700012,m,a,"8258790,8284352,8149911,8152240,8149961","342500.0,342500.0,350000.0,350000.0,350000.0","RFA-RM-09-022,RFA-RM-09-022,RFA-RM-09-022,RFA-RM-09-022,RFA-RM-09-022"
9546849,m,w,"7666099,7678381,7662434,10043873,9925035","584000.0,584000.0,584000.0,246000.0,276750.0","RFA-DA-05-006,RFA-DA-05-006,RFA-DA-05-006,RFA-DA-20-001,RFA-MH-20-100"
10406901,f,w,"9884411,10657325,10117883,10117817,10117521","61500.0,51500.0,57999.99999999999,57999.99999999999,57999.99999999999","RFA-HL-20-001,RFA-HL-20-001,RFA-HL-20-001,RFA-HL-20-001,RFA-HL-20-001"
8210201,m,w,"8116584,7841541,7937764,7938820,7936813","315000.0,328500.0,324000.0,324000.0,324000.0","RFA-MH-09-160,RFA-MH-09-160,RFA-MH-09-160,RFA-MH-09-160,RFA-MH-09-160"
10155547,m,w,"8821583,8549099,8413360,8413274,8412898","665000.0,675000.0,685000.0,685000.0,685000.0","RFA-MH-12-130,RFA-MH-12-130,RFA-MH-12-130,RFA-MH-12-130,RFA-MH-12-130"
10380652,f,w,"7924597,8153648,7681099,7677333,7666251","360000.0,360000.0,365000.0,365000.0,365000.0","RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004"
8328121,m,w,"10725821,10726020,10727503,10727279,10727278","103000.0,103000.0,103000.0,103000.0,103000.0","RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030"
9728688,f,w,"10427336,10187519,10427219,9968924,9968942","909500.0,986000.0,909500.0,1045500.0,1045500.0","RFA-AI-19-028,RFA-AI-19-028,RFA-AI-19-028,RFA-AI-19-028,RFA-AI-19-028"
9762768,f,a,"10017868,10657602,10251982,10250457,10250423","615000.0,515000.0,580000.0,580000.0,580000.0","RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007"
10366039,m,w,"10673319,10674221,10674274,10674294,10169871","669500.0,669500.0,669500.0,669500.0,1605000.0","RFA-AI-22-028,RFA-AI-22-028,RFA-AI-22-028,RFA-AI-22-028,RFA-AI-20-001"
8525585,m,w,"8526102,8521157,8524956,8524876,8525940","675000.0,675000.0,675000.0,675000.0,675000.0","RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008"
9149219,m,w,"10058601,10251338,10250536,10250535,10673198","861000.0,812000.0,812000.0,812000.0,721000.0","RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004"
9546829,f,w,"9555026,9723180,9384724,10219339,9957191","335625.0,330255.0,335625.0,311460.0,330255.0","RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014"
10578760,m,w,"9108588,9897616,9442694,9459844,9450465","458500.0,430500.0,437500.0,437500.0,437500.0","RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005"
7942235,m,w,"8501599,8708917,8382152,8723672,8707502","1012500.0,997500.0,1027500.0,997500.0,997500.0","RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012"
10707158,m,w,"9145630,9748889,9751726,9753034,9756134","917000.0,861000.0,861000.0,861000.0,861000.0","RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006"
7919773,m,w,"8173761,8088117,8065524,8074473,8092543","3359999.52,3266666.2,3266666.2,3266666.2,3266666.2","RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002"
8527695,f,w,"8381157,8519210,8527694,8527683,8527695","465800.00000000006,459000.00000000006,459000.00000000006,459000.00000000006,459000.00000000006","RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
10351931,f,w,"10704017,10353539,10353531,10353532,10353533","1802500.0,1872500.0,1872500.0,1872500.0,1872500.0","RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014"
8119685,m,a,"7797129,7805955,8308465,8308466,8521356","766500.0,766500.0,719250.0,719250.0,708750.0","RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006"
8492194,m,w,"8611811,8492194,8261666,8207937,8207882","249375.0,253125.00000000003,256875.00000000003,256875.00000000003,256875.00000000003","RFA-RR-10-002,RFA-RR-10-002,RFA-RR-10-002,RFA-RR-10-002,RFA-RR-10-002"
8666752,m,w,"7876715,7660416,9096942,9132048,8734570","360000.0,365000.0,540000.0,524000.0,532000.0","RFA-OH-06-004,RFA-OH-06-004,RFA-OH-13-001,RFA-OH-13-001,RFA-OH-13-001"
7714604,m,w,"10428680,9964553,10165781,10359183,9316069","428000.0,861000.0,812000.0,749000.0,500000.0","RFA-HG-21-008,RFA-HG-18-001,RFA-HG-18-001,RFA-HG-18-001,RFA-HG-15-031"
9854274,m,a,"9981830,9577581,9773226,10224900,8906517","615000.0,625000.0,615000.0,580000.0,665000.0","RFA-OD-17-004,RFA-OD-17-004,RFA-OD-17-004,RFA-OD-17-004,RFA-DA-11-003"
7637402,f,w,"7916646,7452671,7929538,7923917,8137209","432000.0,438000.0,432000.0,432000.0,420000.0","RFA-AI-07-003,RFA-AI-07-003,RFA-AI-07-003,RFA-AI-07-003,RFA-AI-07-003"
9193285,m,w,"9192831,9308003,9700229,9693329,9693328","524000.0,500000.0,492000.0,492000.0,492000.0","RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004"
8543632,f,w,"8080956,7714706,7727121,7727436,7727349","350000.0,365000.0,365000.0,365000.0,365000.0","RFA-GM-09-008,RFA-GM-09-008,RFA-GM-09-008,RFA-GM-09-008,RFA-GM-09-008"
9699505,m,w,"8130862,7691355,8107626,8107627,7918870","1080000.0,1095000.0,1080000.0,1080000.0,1080000.0","RFA-NS-08-004,RFA-NS-08-004,RFA-NS-08-004,RFA-NS-08-004,RFA-NS-08-004"
10160883,f,w,"10407840,10626077,10622628,10622630,10622635","1070000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025"
8851574,m,w,"8058787,8066756,7797453,7797452,7797451","1080000.0,1080000.0,1095000.0,1095000.0,1095000.0","RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021"
9717295,m,w,"9129767,8640299,8640771,8639733,8640007","327500.0,337500.0,337500.0,337500.0,337500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
8538309,m,a,"7586381,7917417,8102731,8118445,8043666","730000.0,720000.0,700000.0,700000.0,700000.0","RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006"
8663557,m,h,"10679062,10115433,10114539,10867877,10359685","256470.0,288840.0,288840.0,256470.0,266430.0","RFA-CA-20-015,RFA-CA-20-015,RFA-CA-20-015,RFA-CA-20-015,RFA-CA-20-015"
8659452,m,w,"8728858,8598612,8904013,8728236,8599113","266000.0,270000.0,266000.0,266000.0,270000.0","RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007"
8499148,f,w,"8848027,8478028,8451886,8484785,8446266","997500.0,1012500.0,1012500.0,1012500.0,1012500.0","RFA-AI-11-014,RFA-AI-11-014,RFA-AI-11-014,RFA-AI-11-014,RFA-AI-11-014"
10201577,m,a,"10414980,10647844,10632005,10632073,10632146","856000.0,824000.0,824000.0,824000.0,824000.0","RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501"
10090965,f,h,"10436348,10646448,10417248,10090925,10090965","267500.0,257500.0,267500.0,307500.0,307500.0","RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036"
9350668,f,a,"9382491,10250499,10242123,10242813,10242868","312500.0,290000.0,290000.0,290000.0,290000.0","RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004"
9109284,m,w,"9108662,9111220,9769423,9540711,9769426","997500.0,997500.0,937500.0,937500.0,937500.0","RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021"
10242081,m,w,"10656438,9863072,10475146,10011854,10011856","515000.0,615000.0,535000.0,615000.0,615000.0","RFA-MH-19-120,RFA-MH-19-120,RFA-MH-19-120,RFA-MH-19-120,RFA-MH-19-120"
7942791,m,w,"9352341,9783783,9045340,9045156,9044100","337500.0,332100.0,359100.0,359100.0,359100.0","RFA-DK-14-027,RFA-DK-14-027,RFA-DK-14-027,RFA-DK-14-027,RFA-DK-14-027"
9969469,m,h,"9044149,7574579,7741246,7770893,8136758","465500.0,182500.0,180000.0,180000.0,180000.0","RFA-HG-14-006,RFA-RR-06-004,RFA-RR-06-004,RFA-RR-06-004,RFA-RR-06-004"
7626596,m,w,"8463321,8231178,10261386,10256724,10889043","342500.0,350000.0,464000.0,464000.0,412000.0","RFA-RM-10-005,RFA-RM-10-005,RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001"
10134824,f,w,"10491106,10493296,10488790,10488792,10488793","856000.0,856000.0,856000.0,856000.0,856000.0","RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034"
9813755,m,a,"7807595,7808560,8137215,8284912,7930575","1460000.0,1460000.0,1400000.0,1400000.0,1440000.0","RFA-DK-09-001,RFA-DK-09-001,RFA-DK-09-001,RFA-DK-09-001,RFA-DK-09-001"
7924597,m,w,"7939058,8536992,7681099,7666251,7849341","365000.0,360000.0,365000.0,365000.0,365000.0","RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004"
7937028,m,w,"7681145,7929889,7905870,7915396,7929888","146000.0,144000.0,144000.0,144000.0,144000.0","RFA-DA-06-011,RFA-DA-06-011,RFA-DA-06-011,RFA-DA-06-011,RFA-DA-06-011"
10221177,f,w,"10256798,10254418,10636807,10221177,10213963","406000.0,406000.0,360500.0,430500.0,430500.0","RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001"
9998690,f,w,"8383448,8989552,8596824,8601926,8601928","1620000.0,1572000.0,1596000.0,1596000.0,1596000.0","RFA-HD-12-202,RFA-HD-12-202,RFA-HD-12-202,RFA-HD-12-202,RFA-HD-12-202"
8880326,f,w,"10244964,10286761,10491106,10491121,10491124","928000.0,928000.0,856000.0,856000.0,856000.0","RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034"
