APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-x_p_w,APPVAL_RECS_bert-x_p_w,FOA_RECS_bert-x_p_w
9036868,f,w,"10457740,10459080,10746928,8740530,8740521","274540.60000000003,274540.60000000003,947600.0,1596000.0,1596000.0","RFA-HD-22-010,RFA-HD-22-010,RFA-HD-23-012,RFA-HD-13-016,RFA-HD-13-016"
8899507,m,w,"7892940,7691828,8064565,8064557,8509157","360000.0,365000.0,360000.0,360000.0,342500.0","RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040"
10019516,m,w,"7680819,7884906,7799274,8053805,7668798","584000.0,584000.0,576000.0,576000.0,584000.0","RFA-AR-08-003,RFA-AR-08-003,RFA-AR-08-003,RFA-AR-08-003,RFA-AR-08-003"
9967656,f,w,"9528658,9309032,9322574,9313301,9334910","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
9229202,f,w,"7935500,7935498,7844766,7836643,7844765","302400.0,302400.0,306600.0,306600.0,306600.0","RFA-MH-09-172,RFA-MH-09-172,RFA-MH-09-172,RFA-MH-09-172,RFA-MH-09-172"
10282001,m,w,"7649446,8099556,7651215,7692255,7661695","4380000.0,4200000.0,4380000.0,4380000.0,4380000.0","RFA-RM-06-008,RFA-RM-06-008,RFA-RM-06-008,RFA-RM-06-008,RFA-RM-06-008"
8451695,f,w,"8920545,8627692,8920547,8920543,8920548","332500.0,337500.0,332500.0,332500.0,332500.0","RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003"
10145677,f,w,"9020144,9019083,9019006,9019340,9020156","294750.0,299250.0,299250.0,299250.0,299250.0","RFA-ES-15-006,RFA-ES-15-006,RFA-ES-15-006,RFA-ES-15-006,RFA-ES-15-006"
9063146,f,w,"10023281,9925422,10163270,9925602,10023284","246000.0,246000.0,232000.0,246000.0,246000.0","RFA-MH-20-115,RFA-MH-20-115,RFA-MH-20-115,RFA-MH-20-115,RFA-MH-20-115"
7667758,m,h,"7941928,8529703,7939800,7938945,8145323","360000.0,342500.0,360000.0,360000.0,360000.0","RFA-GM-09-005,RFA-GM-09-005,RFA-GM-09-005,RFA-GM-09-005,RFA-GM-09-005"
9086187,m,w,"9674261,9784662,8758050,10388131,9672786","625000.0,625000.0,332500.0,535000.0,625000.0","RFA-AG-18-025,RFA-AG-18-025,RFA-AG-14-012,RFA-AG-18-027,RFA-AG-18-027"
8542844,f,w,"9119516,9135441,8832151,8831313,8831079","327500.0,327500.0,332500.0,332500.0,332500.0","RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020"
9557074,m,w,"10541717,10662257,10651665,10650154,10633144","62060.0,59740.0,59740.0,59740.0,59740.0","RFA-NS-21-012,RFA-NS-21-012,RFA-NS-21-012,RFA-NS-21-012,RFA-NS-21-012"
10003414,m,w,"10208683,10656300,10008512,10449317,7992670","2784000.0,2472000.0,2952000.0,2568000.0,1728000.0","RFA-AI-19-041,RFA-AI-19-041,RFA-AI-19-041,RFA-AI-19-041,RFA-AI-09-030"
9312784,f,h,"9542390,9549142,9763656,9694731,9403965","281250.0,281250.0,276750.0,276750.0,281250.0","RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560"
8173806,m,w,"8232167,8232164,8437093,8639461,8639467","2366675.0,2366675.0,2332125.0,2297575.0,2297575.0","RFA-HS-11-001,RFA-HS-11-001,RFA-HS-11-001,RFA-HS-11-001,RFA-HS-11-001"
8323155,m,w,"10672295,10327866,9735446,9705804,10169501","499550.0,562600.0,615000.0,615000.0,580000.0","RFA-HL-21-018,RFA-HL-21-018,RFA-HL-18-007,RFA-HL-18-007,RFA-HL-18-007"
8168360,f,h,"8710281,8337692,8508325,8541855,8541057","665000.0,685000.0,675000.0,675000.0,675000.0","RFA-RM-10-008,RFA-RM-10-008,RFA-RM-10-008,RFA-RM-10-008,RFA-RM-10-008"
9551706,m,h,"9402326,9402327,9402324,9402331,9402325","1250000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-NS-17-001,RFA-NS-17-001,RFA-NS-17-001,RFA-NS-17-001,RFA-NS-17-001"
10062818,f,w,"7647965,7667944,7686727,7624173,7624174","876000.0,876000.0,876000.0,876000.0,876000.0","RFA-HL-07-005,RFA-HL-07-005,RFA-HL-07-005,RFA-HL-07-005,RFA-HL-07-005"
8516922,m,h,"8627364,9725881,8924283,8924248,9115575","675000.0,625000.0,665000.0,665000.0,655000.0","RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014"
8548110,m,a,"8335417,8335390,8529517,8545171,8909880","616500.0,616500.0,607500.0,607500.0,607500.0","RFA-DK-10-011,RFA-DK-10-011,RFA-DK-10-011,RFA-DK-10-011,RFA-DK-10-011"
10700830,f,h,"10355532,10578704,10210397,10171852,10598566","802500.0,772500.0,869999.9999999999,869999.9999999999,772500.0","RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007"
10672416,f,w,"10456171,10670766,10455057,10455589,10456145","749000.0,721000.0,749000.0,749000.0,749000.0","RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004"
8380712,m,b,"8963189,9119001,9118998,9332271,9118995","931000.0,917000.0,917000.0,917000.0,917000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
9976185,f,w,"9547966,9905322,9519655,9462654,9687642","218750.0,215250.0,218750.0,218750.0,215250.0","RFA-AG-16-008,RFA-AG-16-008,RFA-AG-16-008,RFA-AG-16-008,RFA-AG-16-008"
8757890,m,w,"10704095,10837916,10012227,10618888,10657507","721000.0,721000.0,861000.0,721000.0,721000.0","RFA-RM-19-005,RFA-RM-19-005,RFA-RM-19-005,RFA-RM-19-005,RFA-RM-19-005"
10247669,m,w,"8856283,8702454,9102130,9690737,9124887","2992500.0,2992500.0,2947500.0,2767500.0,2947500.0","RFA-GM-14-002,RFA-GM-14-002,RFA-GM-15-001,RFA-GM-15-001,RFA-GM-15-001"
9260052,m,a,"10630593,10631646,10707213,10740364,9114846","535000.0,515000.0,515000.0,515000.0,294750.0","RFA-MD-22-008,RFA-MD-22-008,RFA-MD-22-008,RFA-MD-22-008,RFA-MD-15-008"
8927122,f,w,"9967926,9519819,9707686,9353269,9205914","615000.0,625000.0,615000.0,625000.0,655000.0","RFA-AG-16-022,RFA-AG-16-022,RFA-AG-16-022,RFA-AG-16-022,RFA-AG-16-022"
9002168,m,w,"9276820,8796932,8794123,8796585,8798404","312500.0,332500.0,332500.0,332500.0,332500.0","RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214"
8628753,m,w,"9135268,9135265,9771364,9559624,9554769","4585000.0,4585000.0,4305000.0,4375000.0,4375000.0","RFA-HS-14-011,RFA-HS-14-011,RFA-HS-14-011,RFA-HS-14-011,RFA-HS-14-011"
9670750,m,w,"9901487,10392894,9949387,9949379,9931181","1845000.0,1605000.0,1845000.0,1845000.0,1845000.0","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
9461088,f,a,"10425373,9757654,9937625,10131734,10144354","267500.0,307500.0,307500.0,290000.0,290000.0","RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009"
8114220,m,w,"8607041,8499148,8792365,8790424,8898714","997500.0,1012500.0,997500.0,997500.0,997500.0","RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014"
7914844,f,w,"9020204,9011505,9214310,9222699,9437652","196500.0,196500.0,187500.0,187500.0,187500.0","RFA-AI-14-006,RFA-AI-14-006,RFA-AI-14-006,RFA-AI-14-006,RFA-AI-14-006"
8308497,m,w,"8990854,8848554,9395915,9609523,9187879","1703000.0,1729000.0,1625000.0,1599000.0,1625000.0","RFA-HD-14-020,RFA-HD-14-020,RFA-HD-14-020,RFA-HD-14-020,RFA-HD-14-020"
8461393,f,w,"8895758,8332663,8729318,8730553,8298387","665000.0,685000.0,665000.0,665000.0,700000.0","RFA-FD-11-031,RFA-FD-11-031,RFA-FD-11-031,RFA-FD-11-031,RFA-FD-11-031"
9562956,m,w,"7900849,8097394,7727430,7727346,7727728","360000.0,350000.0,365000.0,365000.0,365000.0","RFA-GM-09-008,RFA-GM-09-008,RFA-GM-09-008,RFA-GM-09-008,RFA-GM-09-008"
8414504,m,w,"10471285,9628229,10465255,10019696,10019714","535000.0,625000.0,535000.0,615000.0,615000.0","RFA-MH-18-600,RFA-MH-18-600,RFA-MH-18-600,RFA-MH-18-600,RFA-MH-18-600"
9146763,m,w,"8314113,8309338,7693834,7691805,8137663","548000.0,548000.0,584000.0,584000.0,560000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
10138971,f,a,"9577408,9575666,9727895,10138971,10630048","937500.0,937500.0,922500.0,869999.9999999999,772500.0","RFA-AI-17-014,RFA-AI-17-014,RFA-AI-17-014,RFA-AI-17-014,RFA-AI-17-014"
8753251,f,w,"7942035,8916315,7937885,7934641,8206009","324000.0,308250.0,324000.0,324000.0,315000.0","RFA-MH-09-161,RFA-MH-09-161,RFA-MH-09-161,RFA-MH-09-161,RFA-MH-09-161"
7818012,f,w,"7674794,10570855,10570228,10552045,10375045","365000.0,515000.0,515000.0,515000.0,535000.0","RFA-MH-07-051,RFA-MH-21-160,RFA-MH-21-160,RFA-MH-21-160,RFA-MH-21-160"
8811917,m,w,"8815164,9226035,9223655,9268701,9226033","1995000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
9230544,m,a,"10248532,10455017,10413278,10248541,10248537","522000.0,481500.0,522000.0,522000.0,522000.0","RFA-DK-19-015,RFA-DK-19-015,RFA-DK-19-015,RFA-DK-19-015,RFA-DK-19-015"
9963302,m,w,"9732603,10202674,9970499,9490412,9338976","2337000.0,2204000.0,2337000.0,2375000.0,2375000.0","RFA-HD-17-010,RFA-HD-17-010,RFA-HD-17-010,RFA-HD-17-010,RFA-HD-17-010"
9567540,m,w,"7942856,7942848,7942895,7942862,7942845","720000.0,720000.0,720000.0,720000.0,720000.0","RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004"
8395435,f,w,"10681283,10500864,10217970,10207464,10207461","143170.0,148730.0,2610000.0,2610000.0,2610000.0","RFA-AG-22-009,RFA-AG-22-009,RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002"
10200770,f,w,"10625996,10584508,10584505,10584501,10584499","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004"
10748106,f,h,"9252208,9606073,9391182,9824459,10059242","593750.0,584250.0,593750.0,584250.0,551000.0","RFA-DC-17-001,RFA-DC-17-001,RFA-DC-17-001,RFA-DC-17-001,RFA-DC-17-001"
9733172,f,w,"7843188,7938810,7844428,7844115,7843368","924666.18,911999.52,924666.18,924666.18,924666.18","RFA-MH-09-171,RFA-MH-09-171,RFA-MH-09-171,RFA-MH-09-171,RFA-MH-09-171"
9506944,m,w,"9999273,9946863,9506944,10088137,9689710","33210000.0,33210000.0,33750000.0,33210000.0,1375000.0","RFA-DK-17-508,RFA-DK-17-508,RFA-DK-17-508,RFA-DK-17-508,RFA-DK-17-511"
8132413,m,w,"10214212,10654778,10641782,10640257,10640254","861000.0,721000.0,721000.0,721000.0,721000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
9617184,f,w,"8307391,7980361,8508754,8508764,8508755","274000.0,288000.0,270000.0,270000.0,270000.0","RFA-AA-10-001,RFA-AA-10-001,RFA-AA-10-001,RFA-AA-10-001,RFA-AA-10-001"
8657472,f,w,"8319209,8311934,8448691,8463228,8588492","68500.0,68500.0,67500.0,67500.0,67500.0","RFA-HD-12-199,RFA-HD-12-199,RFA-HD-12-199,RFA-HD-12-199,RFA-HD-13-009"
9604799,m,a,"8724343,8725571,8565991,8566312,8565628","266000.0,266000.0,270000.0,270000.0,270000.0","RFA-AG-13-003,RFA-AG-13-003,RFA-AG-13-003,RFA-AG-13-003,RFA-AG-13-003"
10437903,f,w,"10666025,10666871,10667123,10665204,9738982","515000.0,515000.0,515000.0,206000.0,123000.0","RFA-AG-23-010,RFA-AG-23-010,RFA-AG-23-010,RFA-AG-23-011,RFA-AG-19-003"
7853209,m,w,"9609262,9748426,10423663,9975693,10458119","625000.0,615000.0,580000.0,615000.0,535000.0","RFA-AI-17-013,RFA-AI-17-013,RFA-AI-17-013,RFA-AI-17-013,RFA-AI-17-013"
10013162,m,w,"9546642,9352804,10439370,10631927,9627523","1000000.0,1000000.0,802500.0,772500.0,2812500.0","RFA-CA-15-021,RFA-CA-15-021,RFA-CA-21-023,RFA-CA-21-023,RFA-CA-17-034"
9329412,m,h,"10327866,10672295,9705804,9540496,9735446","562600.0,499550.0,615000.0,625000.0,615000.0","RFA-HL-21-018,RFA-HL-21-018,RFA-HL-18-007,RFA-HL-18-007,RFA-HL-18-007"
8379952,f,a,"9728812,9087083,9267109,9267125,9269964","184500.0,196500.0,187500.0,187500.0,187500.0","RFA-AG-15-009,RFA-AG-15-009,RFA-AG-15-009,RFA-AG-15-009,RFA-AG-15-009"
8360036,m,w,"9275097,9273238,9551139,9356598,9356597","1310000.0,1310000.0,1250000.0,1250000.0,1250000.0","RFA-TR-16-006,RFA-TR-16-006,RFA-TR-16-006,RFA-TR-16-006,RFA-TR-16-006"
8382371,f,w,"8971383,8973019,8970990,9330189,9333417","199500.0,199500.0,199500.0,187500.0,187500.0","RFA-GM-15-006,RFA-GM-15-006,RFA-GM-15-006,RFA-GM-15-006,RFA-GM-15-006"
7625894,m,w,"8710507,8710801,8710641,8711102,8852667","299250.0,299250.0,299250.0,299250.0,299250.0","RFA-HD-14-029,RFA-HD-14-029,RFA-HD-14-029,RFA-HD-14-029,RFA-HD-14-029"
7837216,m,w,"8604915,9022512,9245732,8825531,8319431","3192000.0,3144000.0,3000000.0,3192000.0,5534998.65","RFA-HL-13-013,RFA-HL-13-013,RFA-HL-13-013,RFA-HL-13-013,RFA-HL-10-008"
10626040,f,w,"8310518,8469497,8469483,9069805,8310461","1712500.0000000002,1687500.0,1687500.0,1637500.0,1712500.0000000002","RFA-DK-11-002,RFA-DK-11-002,RFA-DK-11-002,RFA-DK-11-002,RFA-DK-11-002"
10053952,f,w,"10455099,10053952,10413278,10248541,10248537","481500.0,553500.0,522000.0,522000.0,522000.0","RFA-DK-19-015,RFA-DK-19-015,RFA-DK-19-015,RFA-DK-19-015,RFA-DK-19-015"
8126245,f,w,"9335971,9477768,9509503,9090775,9089463","562500.0,562500.0,562500.0,589500.0,589500.0","RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001"
9054855,f,w,"7798326,7797933,7798339,10398120,10502788","4171428.78,4171428.78,4171428.78,642000.0,642000.0","RFA-DK-08-006,RFA-DK-08-006,RFA-DK-08-006,RFA-DK-18-005,RFA-DK-18-005"
9137602,f,b,"9566396,8733976,8842906,9137180,8544163","14375000.0,15525000.000000002,15295000.0,15295000.0,15755000.000000002","RFA-AG-12-001,RFA-AG-12-001,RFA-AG-12-001,RFA-AG-12-001,RFA-AG-12-001"
9469495,m,w,"10641509,10619616,10331097,10260580,10256062","772500.0,206000.0,232000.0,232000.0,232000.0","RFA-ES-22-002,RFA-ES-19-011,RFA-ES-19-011,RFA-ES-19-011,RFA-ES-19-011"
9569265,m,w,"9911192,10897683,9912431,9906987,9906360","307500.0,257500.0,307500.0,307500.0,307500.0","RFA-AR-19-013,RFA-AR-19-013,RFA-AR-19-013,RFA-AR-19-013,RFA-AR-19-013"
8701215,m,w,"8196248,8516346,8707646,8503590,8503587","2170000.0,2092500.0,2092500.0,2092500.0,2092500.0","RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013"
10454671,m,w,"10684274,10453884,10453886,10454616,10454618","824000.0,856000.0,856000.0,856000.0,856000.0","RFA-CA-21-029,RFA-CA-21-029,RFA-CA-21-029,RFA-CA-21-029,RFA-CA-21-029"
9377237,m,w,"9566197,9377237,10248371,10228022,10225542","937500.0,937500.0,869999.9999999999,869999.9999999999,869999.9999999999","RFA-ES-16-008,RFA-ES-16-008,RFA-ES-16-008,RFA-ES-16-008,RFA-ES-16-008"
9180056,m,w,"8147009,8147013,8037446,8036923,8035191","350000.0,350000.0,360000.0,360000.0,360000.0","RFA-MD-10-003,RFA-MD-10-003,RFA-MD-10-003,RFA-MD-10-003,RFA-MD-10-003"
9976230,m,w,"10241251,9941540,10435516,10663331,10432019","632200.0,670350.0,583150.0,561350.0,583150.0","RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001"
10731711,m,w,"8892604,9022397,9223662,9673609,9433601","1330000.0,1310000.0,1250000.0,1230000.0,1250000.0","RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055"
7620050,f,h,"9107513,8077799,8079236,8929298,8795756","98250.0,99750.0,99750.0,99750.0,99750.0","RFA-MD-10-001,RFA-MD-10-001,RFA-MD-10-001,RFA-MD-10-001,RFA-MD-10-001"
9729074,m,w,"10570855,10552045,10375045,10375033,10374385","515000.0,515000.0,535000.0,535000.0,535000.0","RFA-MH-21-160,RFA-MH-21-160,RFA-MH-21-160,RFA-MH-21-160,RFA-MH-21-160"
7682546,f,w,"9540701,9987199,9750688,9342869,9329844","1250000.0,1230000.0,1230000.0,1250000.0,1310000.0","RFA-DK-14-001,RFA-DK-14-001,RFA-DK-14-001,RFA-DK-14-001,RFA-DK-14-001"
8391179,m,w,"8534816,8536362,8340598,8525420,8551670","270000.0,270000.0,274000.0,270000.0,270000.0","RFA-HD-12-204,RFA-HD-12-204,RFA-HD-12-204,RFA-HD-12-204,RFA-HD-12-204"
8075920,m,w,"7689759,7921125,7932824,7936098,8144601","438000.0,438000.0,432000.0,432000.0,432000.0","RFA-AI-06-005,RFA-AI-06-005,RFA-AI-06-005,RFA-AI-06-005,RFA-AI-06-005"
9568843,m,w,"7935205,7943002,7943004,7782591,7779493","216000.0,216000.0,216000.0,219000.0,219000.0","RFA-NS-09-003,RFA-NS-09-003,RFA-NS-09-003,RFA-NS-09-003,RFA-NS-09-003"
7588810,m,w,"8717559,8381803,8514495,8514503,8516448","1330000.0,1370000.0,1350000.0,1350000.0,1350000.0","RFA-AI-09-022,RFA-AI-09-022,RFA-AI-09-022,RFA-AI-09-022,RFA-AI-09-022"
9736301,m,a,"9764289,9999317,9544872,9355142,9210303","830250.0,830250.0,843750.0,843750.0,884250.0","RFA-CA-15-023,RFA-CA-15-023,RFA-CA-15-023,RFA-CA-15-023,RFA-CA-15-023"
10000521,m,w,"8334553,8477043,8686851,8686849,8685982","205500.00000000003,202500.0,199500.0,199500.0,199500.0","RFA-ES-10-009,RFA-ES-10-009,RFA-ES-10-009,RFA-ES-10-009,RFA-ES-10-009"
7922027,m,w,"7826668,7869118,7826643,8100577,8210135","504000.0,511000.0,504000.0,504000.0,504000.0","RFA-RM-06-010,RFA-RM-06-010,RFA-RM-06-010,RFA-RM-06-010,RFA-RM-06-010"
9882675,m,w,"7922061,8134472,7899807,8134783,8134782","1095000.0,1080000.0,1080000.0,1080000.0,1080000.0","RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003"
9569261,m,w,"8725470,8532645,8187077,8475567,8475563","532000.0,540000.0,560000.0,540000.0,540000.0","RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011"
7883431,m,w,"9113510,9111775,8534646,8537082,8534654","524000.0,524000.0,540000.0,540000.0,540000.0","RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012"
9248858,m,w,"10450133,10647874,10500864,10681283,10700147","535000.0,515000.0,148730.0,143170.0,514998.97","RFA-AG-20-022,RFA-AG-20-022,RFA-AG-22-009,RFA-AG-22-009,RFA-AG-20-017"
8035532,m,w,"10047390,10046930,10044199,10045760,10047605","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-RM-19-011,RFA-RM-19-011,RFA-RM-19-011,RFA-RM-19-011,RFA-RM-19-011"
7764470,f,w,"9733444,9529840,9130828,8918615,8918614","281250.0,281250.0,294750.0,299250.0,299250.0","RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012"
7696352,m,w,"9660083,10026443,9784896,9782980,10441650","500000.0,492000.0,492000.0,492000.0,464000.0","RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025"
10683504,f,w,"10094515,10095572,10093953,10658457,10264881","615000.0,615000.0,615000.0,412000.0,174000.0","RFA-AG-20-033,RFA-AG-20-033,RFA-AG-20-033,RFA-AG-23-005,RFA-AG-20-031"
9518904,m,h,"10330303,10530693,7878823,8462327,8462328","481500.0,463500.0,1440000.0,1370000.0,1370000.0","RFA-ES-20-007,RFA-ES-20-007,RFA-ES-05-004,RFA-ES-05-004,RFA-ES-05-004"
8458888,f,w,"7886939,8111997,8130991,8318246,7885185","432000.0,420000.0,420000.0,411000.00000000006,432000.0","RFA-LM-09-001,RFA-LM-09-001,RFA-LM-09-001,RFA-LM-09-001,RFA-LM-09-001"
8365003,m,w,"8219360,8218380,8219232,8217664,9113189","700000.0,700000.0,700000.0,675000.0,655000.0","RFA-RR-11-001,RFA-RR-11-001,RFA-RR-11-001,RFA-RR-11-001,RFA-AI-15-017"
8144480,f,b,"9544765,9332087,9124628,9124623,9124625","9375000.0,9375000.0,9825000.0,9825000.0,9825000.0","RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001"
9055118,m,w,"10599333,10432507,10423437,10602532,8132498","103000.0,107000.0,107000.0,103000.0,700000.0","RFA-RM-21-011,RFA-RM-21-011,RFA-RM-21-011,RFA-RM-21-011,RFA-HD-09-031"
10045791,m,w,"8936251,8936254,9085428,9085430,9085429","332500.0,332500.0,327500.0,327500.0,327500.0","RFA-NS-14-011,RFA-NS-14-011,RFA-NS-14-011,RFA-NS-14-011,RFA-NS-14-011"
7691811,m,w,"8845368,9113362,9302337,9518455,8928502","1596000.0,1572000.0,1500000.0,1500000.0,1596000.0","RFA-OH-14-005,RFA-OH-14-005,RFA-OH-14-005,RFA-OH-14-005,RFA-OH-14-005"
9043951,m,w,"7684270,7683307,8131789,8143344,7932292","73000.0,73000.0,70000.0,70000.0,72000.0","RFA-AI-06-033,RFA-AI-06-033,RFA-AI-06-033,RFA-AI-06-033,RFA-AI-06-033"
10394908,m,w,"8058788,8066756,7797454,8058787,8058789","1080000.0,1080000.0,1080000.0,1080000.0,1080000.0","RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021"
8182412,m,w,"7692869,7630366,7798242,7816701,7908682","1095000.0,292000.0,288000.0,288000.0,288000.0","RFA-CA-07-041,RFA-CA-08-007,RFA-CA-08-007,RFA-CA-08-007,RFA-CA-08-007"
8352942,m,a,"7675361,7660406,7905975,7556691,7904765","1022000.0,1022000.0,720000.0,730000.0,720000.0","RFA-EB-07-001,RFA-EB-07-001,RFA-GM-08-009,RFA-GM-08-009,RFA-GM-08-009"
10020310,m,w,"10493382,10340783,10687248,10264881,10670123","831390.0,901320.0,800310.0,174000.0,154500.0","RFA-AG-21-027,RFA-AG-21-027,RFA-AG-21-027,RFA-AG-20-031,RFA-AG-20-031"
8044996,m,w,"8314113,7897686,7901149,8113184,8137663","548000.0,576000.0,576000.0,560000.0,560000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
8080261,m,a,"10666482,10474138,10474231,10474735,10474736","515000.0,535000.0,535000.0,535000.0,535000.0","RFA-MD-21-004,RFA-MD-21-004,RFA-MD-21-004,RFA-MD-21-004,RFA-MD-21-004"
9754212,m,w,"10001990,9492636,9857691,9488036,9492585","922500.0,937500.0,937500.0,937500.0,937500.0","RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002"
9492228,m,w,"9308687,9143120,9310029,9310016,9310012","87500.0,91700.0,87500.0,87500.0,87500.0","RFA-FD-15-018,RFA-FD-15-018,RFA-FD-15-018,RFA-FD-15-018,RFA-FD-15-018"
8261666,f,w,"8651959,8837075,8835161,8272075,8278285","1330000.0,1330000.0,1330000.0,1370000.0,1370000.0","RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003"
8120917,m,w,"8153648,7900507,7924597,8536992,7849341","360000.0,360000.0,360000.0,360000.0,365000.0","RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004"
8173716,m,w,"8219232,8218380,8219360,8217664,9113189","700000.0,700000.0,700000.0,675000.0,655000.0","RFA-RR-11-001,RFA-RR-11-001,RFA-RR-11-001,RFA-RR-11-001,RFA-AI-15-017"
9674982,m,w,"7961226,8356904,8318839,8033358,7916578","1314000.0,1260000.0,1233000.0,1296000.0,1296000.0","RFA-RR-07-006,RFA-RR-07-006,RFA-RR-07-006,RFA-RR-07-006,RFA-RR-07-006"
8375214,m,w,"10137294,10018071,10005427,10005429,10005443","1392000.0,1476000.0,1476000.0,1476000.0,1476000.0","RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017"
7901144,f,w,"9085433,9085428,9085430,9085429,8936251","327500.0,327500.0,327500.0,327500.0,332500.0","RFA-NS-14-011,RFA-NS-14-011,RFA-NS-14-011,RFA-NS-14-011,RFA-NS-14-011"
7904190,m,w,"8196219,8330068,9327821,9312388,9312390","2170000.0,2170000.0,2030500.0,2030500.0,2030500.0","RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013"
7961383,m,w,"8218380,8219360,8219232,8217664,8699878","700000.0,700000.0,700000.0,675000.0,3192000.0","RFA-RR-11-001,RFA-RR-11-001,RFA-RR-11-001,RFA-RR-11-001,RFA-AI-13-010"
8307815,m,a,"8640255,8639733,9114680,9129767,9097820","337500.0,337500.0,327500.0,327500.0,327500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
7674700,m,h,"8395397,8395550,8534667,8534674,8534673","548000.0,548000.0,548000.0,548000.0,548000.0","RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012"
8437095,m,w,"9119619,9131807,9120400,9127926,9265136","327500.0,327500.0,327500.0,327500.0,312500.0","RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017"
