APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-x_o_w,APPVAL_RECS_bert-x_o_w,FOA_RECS_bert-x_o_w
9689014,m,a,"8517895,8550801,8544456,8693975,8711423","1027500.0,1012500.0,1012500.0,997500.0,997500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
7943942,f,w,"8499174,8335413,8689016,8152547,8153835","1080000.0,1096000.0,1064000.0,1120000.0,1120000.0","RFA-ES-10-002,RFA-ES-10-002,RFA-ES-10-002,RFA-ES-10-002,RFA-ES-10-002"
7880199,m,w,"8916882,8364987,8261143,8305191,8250052","3103332.89,3266666.2,3266666.2,3266666.2,3266666.2","RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002"
9547569,m,w,"10402964,10703385,10404415,10404416,10689961","1070000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-AR-22-001,RFA-AR-22-001,RFA-AR-22-001,RFA-AR-22-001,RFA-AR-22-001"
7827965,f,h,"10611978,10158411,10630245,10396550,9731061","257500.0,290000.0,257500.0,267500.0,307500.0","RFA-AI-18-003,RFA-AI-18-003,RFA-AI-18-003,RFA-AI-18-003,RFA-AI-18-003"
8136416,m,w,"10703733,10703789,8628038,9040078,8510253","515000.0,515000.0,399000.0,393000.0,405000.0","RFA-AI-22-034,RFA-AI-22-034,RFA-AI-12-020,RFA-AI-12-020,RFA-AI-12-020"
8328701,m,w,"8368676,8368684,8368538,8368535,8368573","205500.00000000003,205500.00000000003,205500.00000000003,205500.00000000003,205500.00000000003","RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020"
9274290,m,w,"8840934,8775646,9102060,8447671,8447673","66500.0,66500.0,65500.0,68500.0,68500.0","RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015"
10693848,m,w,"10020384,10022114,10020994,10020998,10021627","1476000.0,1476000.0,1476000.0,1476000.0,1476000.0","RFA-CA-19-006,RFA-CA-19-006,RFA-CA-19-006,RFA-CA-19-006,RFA-CA-19-006"
9130871,m,a,"10337316,10549319,10104483,9638710,9884761","534998.93,514998.97,579998.84,614998.77,614998.77","RFA-DK-17-016,RFA-DK-17-016,RFA-DK-17-016,RFA-DK-17-016,RFA-DK-17-016"
7900608,m,w,"10692841,10505679,10694941,10694936,10694929","741600.0,770400.0,741600.0,741600.0,741600.0","RFA-CA-21-038,RFA-CA-21-038,RFA-CA-21-038,RFA-CA-21-038,RFA-CA-21-038"
10237264,m,w,"9320709,9067246,9067247,9067248,9320708","1250000.0,1310000.0,1310000.0,1310000.0,1250000.0","RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021"
9535474,m,w,"10249236,9548283,9981257,9751383,9385369","6919399.999999999,7456250.0,7336950.0,7336950.0,7456250.0","RFA-HL-17-019,RFA-HL-17-019,RFA-HL-17-019,RFA-HL-17-019,RFA-HL-17-019"
9077610,f,h,"7982200,7983351,8720644,8728718,8721814","720000.0,720000.0,665000.0,665000.0,665000.0","RFA-AG-10-004,RFA-AG-10-004,RFA-AG-10-004,RFA-AG-10-004,RFA-AG-10-004"
10687208,m,w,"9191206,9313943,9308005,9293384,9308003","524000.0,500000.0,500000.0,500000.0,500000.0","RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004"
10297621,m,w,"9353667,9553388,9543931,9353663,9553383","1250000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-DK-13-020,RFA-DK-13-020,RFA-DK-13-020,RFA-DK-13-020,RFA-DK-13-020"
7907874,m,w,"9999623,10003353,10224695,10248391,9405754","879450.0,879450.0,829400.0,829400.0,893750.0","RFA-HD-17-021,RFA-HD-17-021,RFA-HD-17-021,RFA-HD-17-021,RFA-HD-17-021"
8547128,m,w,"10407836,10666477,10626039,10626040,10626043","1070000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025"
10249236,f,w,"9385369,9751383,10471284,9981802,10684204","7456250.0,7336950.0,6382550.0,7336950.0,6143950.0","RFA-HL-17-019,RFA-HL-17-019,RFA-HL-17-019,RFA-HL-17-019,RFA-HL-17-019"
7845958,m,w,"8272615,8115914,8269071,8274643,8111234","342500.0,350000.0,342500.0,342500.0,350000.0","RFA-RM-09-005,RFA-RM-09-005,RFA-RM-09-005,RFA-RM-09-005,RFA-RM-09-005"
9188040,m,w,"10673319,10674221,10674274,10674294,8354615","669500.0,669500.0,669500.0,669500.0,411000.00000000006","RFA-AI-22-028,RFA-AI-22-028,RFA-AI-22-028,RFA-AI-22-028,RFA-AI-11-027"
9444899,m,w,"9985235,9444853,9985237,9985236,9985234","922500.0,937500.0,922500.0,922500.0,922500.0","RFA-CA-17-009,RFA-CA-17-009,RFA-CA-17-009,RFA-CA-17-009,RFA-CA-17-009"
9507912,m,w,"8766909,8768731,8768636,8882257,8885651","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038"
10025872,m,a,"8901076,8472073,8906816,8916648,8842104","399000.0,405000.0,399000.0,399000.0,399000.0","RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003"
10054621,m,a,"10473714,10264893,10263230,10691374,10691350","749000.0,812000.0,812000.0,721000.0,721000.0","RFA-RM-19-009,RFA-RM-19-009,RFA-RM-19-009,RFA-RM-19-009,RFA-RM-19-009"
8072718,m,w,"8249298,8459599,8466327,8451543,8451546","1540000.0,1485000.0,1485000.0,1485000.0,1485000.0","RFA-ES-10-001,RFA-ES-10-001,RFA-ES-10-001,RFA-ES-10-001,RFA-ES-10-001"
7862470,f,h,"9771638,9353346,9978939,9980299,9990720","218750.0,218750.0,215250.0,215250.0,215250.0","RFA-AG-16-020,RFA-AG-16-020,RFA-AG-16-020,RFA-AG-16-020,RFA-AG-16-020"
8527753,m,w,"10143221,10545971,10874181,10874180,10581505","580000.0,535000.0,515000.0,515000.0,515000.0","RFA-DA-19-008,RFA-DA-19-008,RFA-DA-19-008,RFA-DA-19-008,RFA-DA-19-008"
8501593,f,w,"10661712,10682415,10675509,10677569,10677587","824000.0,824000.0,824000.0,824000.0,824000.0","RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016"
7882274,m,h,"9113997,9113998,9111762,8534669,8534650","524000.0,524000.0,524000.0,540000.0,540000.0","RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012"
10689266,f,w,"10684535,10678256,10509346,10643067,10689266","231750.0,231750.0,4173000.000000001,4017000.0,4017000.0","RFA-DA-23-010,RFA-DA-23-010,RFA-MH-21-110,RFA-MH-21-110,RFA-MH-21-110"
10544355,f,b,"8782592,9391174,9604763,9186941,8975583","24605000.0,23125000.0,22755000.0,23125000.0,24235000.0","RFA-AI-12-011,RFA-AI-12-011,RFA-AI-12-011,RFA-AI-12-011,RFA-AI-12-011"
9124842,m,w,"10645898,10498859,10709532,10708013,10707321","515000.0,535000.0,515000.0,515000.0,515000.0","RFA-HG-21-001,RFA-HG-21-001,RFA-HG-21-001,RFA-HG-21-001,RFA-HG-21-001"
7930570,m,w,"7891425,8116664,7930522,7930521,7673464","1460000.0,1440000.0,1460000.0,1460000.0,1460000.0","RFA-AR-05-005,RFA-AR-05-005,RFA-AR-05-005,RFA-AR-05-005,RFA-AR-05-005"
8128739,f,w,"9689591,10213173,9789180,9689750,9689754","1250000.0,1160000.0,1230000.0,1250000.0,1250000.0","RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004"
9539191,f,w,"8850806,9252365,8474396,8474232,8474666","997500.0,937500.0,1012500.0,1012500.0,1012500.0","RFA-AI-12-017,RFA-AI-12-017,RFA-AI-12-017,RFA-AI-12-017,RFA-AI-12-017"
8230662,m,w,"8853116,9128128,8853001,8852336,8851806","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
10252888,m,w,"10463575,10003138,10017794,10017799,10017806","535000.0,615000.0,615000.0,615000.0,615000.0","RFA-AG-19-006,RFA-AG-19-006,RFA-AG-19-006,RFA-AG-19-006,RFA-AG-19-006"
9320710,m,w,"8128556,7917476,8380616,8380613,8380622","1440000.0,1460000.0,1370000.0,1370000.0,1370000.0","RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002"
9390341,f,w,"9514117,10190908,10216221,10216223,10216224","187500.0,174000.0,174000.0,174000.0,174000.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
10394258,f,w,"10189586,10598509,10598489,10598481,10598480","1160000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
7945309,m,w,"10446751,10447513,10630956,10632021,8758248","1070000.0,1070000.0,1030000.0,1030000.0,299250.0","RFA-TR-21-001,RFA-TR-21-001,RFA-TR-21-001,RFA-TR-21-001,RFA-ES-13-009"
8659856,f,w,"8658202,8658314,8659856,8218380,8219232","1350000.0,1350000.0,1350000.0,700000.0,700000.0","RFA-OD-13-003,RFA-OD-13-003,RFA-OD-13-003,RFA-RR-11-001,RFA-RR-11-001"
8890533,m,w,"8890533,8662573,10454245,10698013,10377279","332500.0,337500.0,214000.0,206000.0,232000.0","RFA-FD-13-020,RFA-FD-13-020,RFA-FD-21-014,RFA-FD-21-014,RFA-FD-21-014"
10625693,m,w,"10169872,10583463,10583470,10583498,10583502","1605000.0,1545000.0,1545000.0,1545000.0,1545000.0","RFA-AI-20-001,RFA-AI-20-001,RFA-AI-20-001,RFA-AI-20-001,RFA-AI-20-001"
8848985,f,w,"9976439,9745507,9751711,9751710,9751709","1353000.0,1353000.0,1353000.0,1353000.0,1353000.0","RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018"
7536075,m,w,"7535265,7776959,7758282,7744049,7752807","584000.0,576000.0,576000.0,576000.0,576000.0","RFA-HD-05-027,RFA-HD-05-027,RFA-HD-05-027,RFA-HD-05-027,RFA-HD-05-027"
8375814,m,w,"9201288,9841344,9841347,9841349,9841350","9250000.0,9102000.0,9102000.0,9102000.0,9102000.0","RFA-AA-15-002,RFA-AA-15-002,RFA-AA-15-002,RFA-AA-15-002,RFA-AA-15-002"
9356351,m,w,"9429358,9568823,9569726,9430880,9654946","62500.0,62500.0,62500.0,62500.0,625000.0","RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-AG-18-024"
8475397,m,w,"8722021,8911359,8904715,8871783,8352123","299250.0,299250.0,299250.0,299250.0,308250.0","RFA-HL-12-023,RFA-HL-12-023,RFA-HL-12-023,RFA-HL-12-023,RFA-HL-12-023"
8843569,f,w,"7650379,7693710,7647457,7647458,7874550","1752000.0,1752000.0,1752000.0,1752000.0,1728000.0","RFA-NR-07-003,RFA-NR-07-003,RFA-NR-07-003,RFA-NR-07-003,RFA-NR-07-003"
8731165,f,w,"10526645,10526252,10526646,10526642,10526641","1184500.0,1184500.0,1184500.0,1184500.0,1184500.0","RFA-AA-21-005,RFA-AA-21-005,RFA-AA-21-005,RFA-AA-21-005,RFA-AA-21-005"
8432093,f,w,"9988349,9476925,10609608,10609609,10609610","430500.0,437500.0,374500.0,374500.0,374500.0","RFA-AI-16-008,RFA-AI-16-008,RFA-AI-16-008,RFA-AI-16-008,RFA-AI-16-008"
10153841,m,h,"10398873,10615692,10613364,10613361,10613359","1070000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012"
9681484,f,b,"9387100,10461770,10229522,9747347,9545579","1250000.0,1070000.0,1160000.0,1230000.0,1250000.0","RFA-HL-17-001,RFA-HL-17-001,RFA-HL-17-001,RFA-HL-17-001,RFA-HL-17-001"
8323614,f,a,"8382297,8733605,8536763,8538774,8730838","2055000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
9694683,m,w,"9917774,9543281,9544227,9553748,9552841","2152500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
10435027,f,w,"7862326,7555583,10600826,10343773,10553234","1440000.0,1460000.0,412000.0,428000.0,412000.0","RFA-MH-08-110,RFA-MH-08-110,RFA-MH-19-130,RFA-MH-19-130,RFA-MH-19-130"
7930601,m,w,"8528621,7763556,8133503,8131595,8137845","337500.0,365000.0,350000.0,350000.0,350000.0","RFA-RM-08-029,RFA-RM-08-029,RFA-RM-08-029,RFA-RM-08-029,RFA-RM-08-029"
8900377,f,w,"8367997,8548223,9022388,9471780,9433593","274000.0,270000.0,294750.0,281250.0,281250.0","RFA-AG-12-003,RFA-AG-12-003,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002"
8676793,m,w,"9694533,9536438,9689449,9689448,9536297","250000.0,250000.0,246000.0,246000.0,250000.0","RFA-ES-17-004,RFA-ES-17-004,RFA-ES-17-004,RFA-ES-17-004,RFA-ES-17-004"
8476276,m,w,"8472541,7897645,7908714,7920960,8487260","675000.0,720000.0,720000.0,720000.0,675000.0","RFA-HD-08-010,RFA-HD-08-010,RFA-HD-08-010,RFA-HD-08-010,RFA-HD-08-010"
7814052,f,w,"7817883,7936929,7942896,7943945,7936939","1460000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
8353100,m,w,"8868954,8913107,8414034,8413975,8517895","997500.0,997500.0,1027500.0,1027500.0,1027500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
10281597,f,b,"8711543,8528703,8688051,8628867,8646983","332500.0,337500.0,332500.0,332500.0,332500.0","RFA-HL-10-024,RFA-HL-10-024,RFA-HL-10-024,RFA-HL-10-024,RFA-HL-10-024"
9514748,f,a,"9981584,9170767,9962202,9962201,9170763","1353000.0,1441000.0,1353000.0,1353000.0,1441000.0","RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018"
9096722,m,w,"9099726,9727906,9707724,9707719,9700035","524000.0,492000.0,492000.0,492000.0,492000.0","RFA-AI-14-027,RFA-AI-14-027,RFA-AI-14-027,RFA-AI-14-027,RFA-AI-14-027"
7944022,m,w,"9594449,10001120,9930205,9789905,8303361","950000.0,934800.0,934800.0,934800.0,959000.0","RFA-HG-17-008,RFA-HG-17-008,RFA-HG-17-008,RFA-HG-17-008,RFA-HL-11-020"
9472915,f,w,"9784886,10250321,10011859,10011858,10011857","1476000.0,1392000.0,1476000.0,1476000.0,1476000.0","RFA-HD-18-012,RFA-HD-18-012,RFA-HD-18-012,RFA-HD-18-012,RFA-HD-18-012"
8501202,m,w,"9514751,9750582,9514752,9514746,9514737","1250000.0,1230000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
7942971,m,w,"9529679,9307934,9072264,9052201,9116910","625000.0,625000.0,655000.0,655000.0,655000.0","RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013"
9576145,f,a,"10251242,10472687,10254249,10254250,10254251","580000.0,535000.0,580000.0,580000.0,580000.0","RFA-AR-18-004,RFA-AR-18-004,RFA-AR-18-004,RFA-AR-18-004,RFA-AR-18-004"
10641803,m,b,"9751872,9534644,8959868,9108137,8959869","861000.0,875000.0,931000.0,931000.0,931000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
9810433,m,w,"10670236,10475062,10017884,10017804,10242796","515000.0,535000.0,615000.0,615000.0,580000.0","RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007"
7687207,f,h,"9057441,9469469,9036325,8680584,8680575","327500.0,312500.0,327500.0,332500.0,332500.0","RFA-AI-12-059,RFA-AI-12-059,RFA-AI-12-059,RFA-AI-12-059,RFA-AI-12-059"
9446576,m,w,"9627574,9627577,9627275,9627726,9627725","2000000.0,2000000.0,2000000.0,2000000.0,2000000.0","RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035"
10335544,m,a,"10874181,9839338,10357851,10545971,10583148","515000.0,615000.0,535000.0,535000.0,535000.0","RFA-DA-19-008,RFA-DA-19-008,RFA-DA-19-008,RFA-DA-19-008,RFA-DA-19-008"
7743027,m,h,"8290331,7560051,7580996,7560001,7577386","274000.0,292000.0,292000.0,292000.0,292000.0","RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002"
10191937,m,h,"8378751,7701558,8508796,8508797,8501253","1370000.0,1460000.0,1350000.0,1350000.0,1350000.0","RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014"
10223897,m,w,"10598376,10598771,10598935,10598775,10598939","824000.0,824000.0,824000.0,824000.0,824000.0","RFA-CA-22-011,RFA-CA-22-011,RFA-CA-22-011,RFA-CA-22-011,RFA-CA-22-011"
9571057,f,h,"9868826,9404755,9356804,9356808,10108951","1845000.0,1875000.0,1875000.0,1875000.0,1739999.9999999998","RFA-MD-15-014,RFA-MD-15-014,RFA-MD-15-014,RFA-MD-15-014,RFA-MD-15-014"
10020808,m,w,"7938718,8144939,8545225,8545224,8734648","1800000.0,1750000.0,1687500.0,1687500.0,1687500.0","RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002"
8847666,f,w,"8707400,8699693,8014602,8149926,8532854","887110.0,887110.0,960480.0,933800.0,900450.0000000001","RFA-CA-09-026,RFA-CA-09-026,RFA-CA-09-026,RFA-CA-09-026,RFA-CA-09-026"
9211085,m,w,"9211085,9544128,9571405,9355157,10011769","864600.0,825000.0,825000.0,825000.0,811800.0","RFA-CA-15-018,RFA-CA-15-018,RFA-CA-15-018,RFA-CA-15-018,RFA-CA-15-018"
8072524,f,w,"10472054,10693843,10247727,10247725,10247724","642000.0,618000.0,696000.0,696000.0,696000.0","RFA-CA-19-005,RFA-CA-19-005,RFA-CA-19-005,RFA-CA-19-005,RFA-CA-19-005"
7921179,m,w,"7902106,7691775,7691793,7691781,7921179","720000.0,730000.0,730000.0,730000.0,730000.0","RFA-HL-08-006,RFA-HL-08-006,RFA-HL-08-006,RFA-HL-08-006,RFA-HL-08-006"
10404929,m,w,"10666477,10407867,10669023,10669014,10668997","1030000.0,1070000.0,1030000.0,1030000.0,1030000.0","RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025"
7908055,m,a,"8636430,8469483,8876652,8876650,8469489","1662500.0,1687500.0,1662500.0,1662500.0,1687500.0","RFA-DK-11-002,RFA-DK-11-002,RFA-DK-11-002,RFA-DK-11-002,RFA-DK-11-002"
8787203,f,h,"10709608,10599558,10709604,10709605,10709606","6437500.0,6687500.0,6437500.0,6437500.0,6437500.0","RFA-HD-23-021,RFA-HD-23-021,RFA-HD-23-021,RFA-HD-23-021,RFA-HD-23-021"
8899514,f,b,"8885814,8433617,8434054,8433629,8433284","997500.0,1027500.0,1027500.0,1027500.0,1027500.0","RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008"
10707340,m,w,"9484495,9729469,9696245,9696246,9697194","1187500.0,1168500.0,1168500.0,1168500.0,1168500.0","RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005"
7833059,f,a,"7810228,7831519,7816386,7815121,7813541","1460000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
8037618,f,w,"8051663,8376773,8378823,8566212,8566287","432000.0,411000.00000000006,411000.00000000006,411000.00000000006,411000.00000000006","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
10249169,f,a,"8504809,8877442,8037309,8072508,8072507","2025000.0,1995000.0,2100000.0,2100000.0,2100000.0","RFA-CA-10-006,RFA-CA-10-006,RFA-CA-10-006,RFA-CA-10-006,RFA-CA-10-006"
9988355,f,w,"9546493,9752451,9751209,9751208,9751207","437500.0,430500.0,430500.0,430500.0,430500.0","RFA-AI-16-008,RFA-AI-16-008,RFA-AI-16-008,RFA-AI-16-008,RFA-AI-16-008"
8696976,f,w,"9550895,9169619,10128353,10128350,9169618","1000000.0,1048000.0,928000.0,928000.0,1048000.0","RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011"
7651422,m,w,"8365011,7890638,8060566,8092543,8074473","3266666.2,3359999.52,3266666.2,3266666.2,3266666.2","RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002"
9544222,f,a,"8842749,8064124,8829846,8829850,8838126","2394000.0,2520000.0,2394000.0,2394000.0,2394000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
9381424,f,w,"9381847,10160918,10003327,10003329,10003332","312500.0,290000.0,307500.0,307500.0,307500.0","RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004"
9750019,m,w,"10703509,10655726,10620361,10619595,10610447","206000.0,206000.0,206000.0,206000.0,206000.0","RFA-AI-21-035,RFA-AI-21-035,RFA-AI-21-035,RFA-AI-21-035,RFA-AI-21-035"
10206112,m,a,"9114119,8899514,8899511,9115853,8899509","982500.0,997500.0,997500.0,997500.0,997500.0","RFA-DK-12-008,RFA-DK-12-008,RFA-DK-12-008,RFA-DK-12-008,RFA-DK-12-008"
10225470,f,w,"9540077,9379728,9379435,9379470,9379402","312500.0,312500.0,312500.0,312500.0,312500.0","RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004"
9900722,m,w,"10103762,10694897,10618191,10618194,10671505","1739999.9999999998,1545000.0,1545000.0,1545000.0,1545000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
10619616,f,w,"8707458,8554364,8705520,8705519,8706869","532000.0,540000.0,532000.0,532000.0,532000.0","RFA-ES-11-013,RFA-ES-11-013,RFA-ES-11-013,RFA-ES-11-013,RFA-ES-11-013"
9553831,m,a,"9563976,9771457,8976525,8976919,9771449","562500.0,553500.0,598500.0,598500.0,553500.0","RFA-DK-14-011,RFA-DK-14-011,RFA-DK-14-011,RFA-DK-14-011,RFA-DK-14-011"
8010072,f,w,"8895784,8720556,8247686,8311702,8514956","312550.0,312550.0,321950.0,321950.0,317250.0","RFA-OD-10-014,RFA-OD-10-014,RFA-OD-10-014,RFA-OD-10-014,RFA-OD-10-014"
8608518,f,w,"8853001,8851786,8849086,8852388,8852457","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
8304805,f,w,"9113688,8554927,8545668,8545667,8544453","1310000.0,1350000.0,1350000.0,1350000.0,1350000.0","RFA-RM-11-006,RFA-RM-11-006,RFA-RM-11-006,RFA-RM-11-006,RFA-RM-11-006"
8705987,m,w,"10172439,10559714,10331040,10331041,10381666","580000.0,515000.0,535000.0,535000.0,535000.0","RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002"
8901870,m,w,"9899179,9728820,9728818,9728814,9728811","984000.0,984000.0,984000.0,984000.0,984000.0","RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011"
9036868,f,w,"9675118,9322877,9321970,9322868,9321973","1476000.0,1500000.0,1500000.0,1500000.0,1500000.0","RFA-HD-16-010,RFA-HD-16-010,RFA-HD-16-010,RFA-HD-16-010,RFA-HD-16-010"
8899507,m,w,"8443447,8509323,7652417,7921324,8255249","1068600.0,1068600.0,1138800.0,1138800.0,1092000.0","RFA-HG-07-015,RFA-HG-07-015,RFA-HG-07-015,RFA-HG-07-015,RFA-HG-07-015"
10019516,m,w,"10167694,10414798,9827718,10168518,10656391","869999.9999999999,802500.0,922500.0,869999.9999999999,772500.0","RFA-DK-18-503,RFA-DK-18-503,RFA-DK-18-503,RFA-DK-18-503,RFA-DK-18-503"
9967656,f,w,"9967654,10646516,10632050,10632054,10632057","307500.0,257500.0,257500.0,257500.0,257500.0","RFA-HD-20-004,RFA-HD-20-004,RFA-HD-20-004,RFA-HD-20-004,RFA-HD-20-004"
9229202,f,w,"7911670,8129670,8117640,7808788,8049010","2190000.0,2100000.0,2160000.0,2160000.0,2160000.0","RFA-HD-06-016,RFA-HD-06-016,RFA-HD-06-016,RFA-HD-06-016,RFA-HD-06-016"
10282001,m,w,"8119033,7905602,7905553,7905559,7905561","2880000.0,2920000.0,2920000.0,2920000.0,2920000.0","RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009"
8451695,f,w,"10117230,9994880,10441449,10441450,10441452","869999.9999999999,922500.0,802500.0,802500.0,802500.0","RFA-DK-17-001,RFA-DK-17-001,RFA-DK-17-001,RFA-DK-17-001,RFA-DK-17-001"
10145677,f,w,"8263116,9056483,8461583,8463197,8463193","2466000.0,2358000.0,2430000.0,2430000.0,2430000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
9063146,f,w,"8539926,9063146,8845612,8918745,8846672","1046250.0,1015250.0,1030750.0,1030750.0,1030750.0","RFA-MH-13-070,RFA-MH-13-070,RFA-MH-13-070,RFA-MH-13-070,RFA-MH-13-070"
7667758,m,h,"9983071,9068385,9665743,9664629,9664624","922500.0,982500.0,922500.0,922500.0,922500.0","RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002"
9086187,m,w,"10220839,10037795,10037798,10038021,10038022","869999.9999999999,922500.0,922500.0,922500.0,922500.0","RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023"
8542844,f,w,"8724520,8726721,8470734,8539806,8534201","1330000.0,1330000.0,1350000.0,1350000.0,1350000.0","RFA-RM-10-010,RFA-RM-10-010,RFA-RM-10-010,RFA-RM-10-010,RFA-RM-10-010"
9557074,m,w,"9804536,10023210,10019516,10020808,10020811","1230000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
