APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_biomedbert_r_w,APPVAL_RECS_biomedbert_r_w,FOA_RECS_biomedbert_r_w
10061656,m,w,"8465277,8339476,7744586,8065940,7904165","337500.0,342500.0,365000.0,350000.0,360000.0","RFA-MH-09-080,RFA-MH-09-080,RFA-MH-09-080,RFA-MH-09-080,RFA-MH-09-080"
10220988,f,w,"9334405,8751150,8757412,8757047,8752770","393000.0,399000.0,399000.0,399000.0,399000.0","RFA-RM-13-007,RFA-RM-13-007,RFA-RM-13-007,RFA-RM-13-007,RFA-RM-13-007"
10673823,f,w,"8617863,8752153,8757713,8748760,9103194","299250.0,299250.0,299250.0,299250.0,294750.0","RFA-HL-12-023,RFA-HL-12-023,RFA-HL-12-023,RFA-HL-12-023,RFA-HL-12-023"
10016269,m,w,"7678500,7677825,7676034,7674783,7676082","1752000.0,1752000.0,1752000.0,1752000.0,1752000.0","RFA-DP-05-069,RFA-DP-05-069,RFA-DP-05-069,RFA-DP-05-069,RFA-DP-05-069"
8688934,m,w,"10683379,10501614,8711073,8715341,8715332","875500.0,909500.0,1995000.0,1995000.0,1995000.0","RFA-CA-21-021,RFA-CA-21-021,RFA-CA-10-006,RFA-CA-10-006,RFA-CA-10-006"
8377682,m,w,"8826678,9188040,8642136,8627542,8603843","997500.0,937500.0,997500.0,997500.0,997500.0","RFA-AI-12-017,RFA-AI-12-017,RFA-AI-12-017,RFA-AI-12-017,RFA-AI-12-017"
9492681,f,w,"8889727,9301032,8901254,8727251,8729082","997500.0,937500.0,997500.0,997500.0,997500.0","RFA-HD-14-026,RFA-HD-14-026,RFA-HD-14-026,RFA-HD-14-026,RFA-HD-14-026"
9649397,f,w,"9834825,9415414,9427971,9620595,9620594","492000.0,500000.0,500000.0,492000.0,492000.0","RFA-AI-15-058,RFA-AI-15-058,RFA-AI-15-058,RFA-AI-15-058,RFA-AI-15-058"
8535671,m,h,"8032895,8535667,8323616,8733592,8739617","2160000.0,2055000.0,2100000.0,1995000.0,1995000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
8500377,m,w,"8853603,8391666,8521077,8495266,8391318","399000.0,411000.00000000006,405000.0,405000.0,411000.00000000006","RFA-AI-11-032,RFA-AI-11-032,RFA-AI-11-032,RFA-AI-11-032,RFA-AI-11-032"
10426256,m,w,"10240726,10424460,10425735,10425400,10654778","812000.0,749000.0,749000.0,749000.0,721000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
9100131,m,w,"9345327,9767558,9550781,9550787,9550776","472500.0,464940.0,472500.0,472500.0,472500.0","RFA-FD-15-019,RFA-FD-15-019,RFA-FD-15-019,RFA-FD-15-019,RFA-FD-15-019"
8376996,m,w,"8493921,8493927,8493944,8493954,8493966","708750.0,708750.0,708750.0,708750.0,708750.0","RFA-AG-09-005,RFA-AG-09-005,RFA-AG-09-005,RFA-AG-09-005,RFA-AG-09-005"
8702175,f,w,"10570917,10573170,10350001,10350448,8144671","360500.0,360500.0,374500.0,374500.0,612000.0","RFA-ES-20-013,RFA-ES-20-013,RFA-ES-20-013,RFA-ES-20-013,RFA-ES-06-011"
10609541,m,h,"8317722,7796498,8299395,7939571,8100512","342500.0,365000.0,342500.0,360000.0,350000.0","RFA-AA-09-003,RFA-AA-09-003,RFA-AA-09-003,RFA-AA-09-003,RFA-AA-09-003"
9567476,m,w,"10182610,10634627,10414949,9784887,9608808","145000.0,128750.0,133750.0,123000.0,125000.0","RFA-HL-21-009,RFA-HL-21-009,RFA-HL-21-009,RFA-RM-17-021,RFA-RM-17-021"
9143778,m,h,"10879351,10879238,10746646,10746527,9544193","154500.0,154500.0,154500.0,154500.0,187500.0","RFA-DA-23-037,RFA-DA-23-037,RFA-DA-23-037,RFA-DA-23-037,RFA-DA-16-009"
9332415,m,h,"8933658,9149298,9351542,9351545,9351541","6650000.0,6550000.0,6250000.0,6250000.0,6250000.0","RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003"
9918898,m,w,"10643941,10226352,10064911,10064481,10064156","515000.0,580000.0,615000.0,615000.0,615000.0","RFA-DK-19-014,RFA-DK-19-014,RFA-DK-19-014,RFA-DK-19-014,RFA-DK-19-014"
10056417,m,a,"10350586,10544317,10056071,10056072,10056070","1337500.0,1287500.0,1450000.0,1450000.0,1450000.0","RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002"
7905568,m,w,"9736060,9733661,9732842,9732751,10197959","307500.0,307500.0,307500.0,307500.0,290000.0","RFA-GM-18-002,RFA-GM-18-002,RFA-GM-18-002,RFA-GM-18-002,RFA-GM-18-002"
10238874,m,w,"8337379,8337273,8240260,8240780,8240639","274000.0,274000.0,280000.0,280000.0,280000.0","RFA-HG-11-004,RFA-HG-11-004,RFA-HG-11-004,RFA-HG-11-004,RFA-HG-11-004"
8519139,f,h,"8258577,9130634,8519139,8339363,8698651","490000.0,458500.0,472500.00000000006,479500.00000000006,465500.0","RFA-NR-11-007,RFA-NR-11-007,RFA-NR-11-007,RFA-NR-11-007,RFA-NR-11-007"
9654673,m,w,"7683307,8131789,8143344,7932292,7934566","73000.0,70000.0,70000.0,72000.0,72000.0","RFA-AI-06-033,RFA-AI-06-033,RFA-AI-06-033,RFA-AI-06-033,RFA-AI-06-033"
8867050,m,w,"8690627,9099557,8471935,8867050,8554377","465500.0,458500.0,479500.00000000006,465500.0,472500.00000000006","RFA-NR-12-011,RFA-NR-12-011,RFA-NR-12-011,RFA-NR-12-011,RFA-NR-12-011"
10683044,f,w,"8870950,8311411,8914660,9678042,9789390","1330000.0,1370000.0,1330000.0,625000.0,615000.0","RFA-HG-11-015,RFA-HG-11-015,RFA-HG-11-015,RFA-RM-18-016,RFA-RM-18-016"
8914480,m,w,"10198656,9588941,9737801,9737805,9737806","957000.0,1031250.0,1014750.0,1014750.0,1014750.0","RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007"
8539607,m,w,"9775217,10368012,9355302,9228730,10011913","6519000.0,5671000.0,6943000.0,6943000.0,6148000.0","RFA-PM-16-003,RFA-PM-16-003,RFA-PM-16-003,RFA-PM-16-003,RFA-PM-16-003"
10095390,f,w,"8757603,8755446,8919213,8917844,8919212","99750.0,99750.0,99750.0,99750.0,99750.0","RFA-AG-14-010,RFA-AG-14-010,RFA-AG-14-010,RFA-AG-14-010,RFA-AG-14-010"
7959774,f,a,"7959526,7959741,7959738,7959735,7959733","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001"
7625223,f,w,"8265274,7938117,8173881,7846242,8173699","6507500.000000001,6840000.0,6840000.0,6840000.0,6840000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
9348608,m,w,"9673275,9981719,9985020,10216339,10224615","781250.0,768750.0,768750.0,725000.0,725000.0","RFA-HS-18-001,RFA-HS-18-001,RFA-HS-18-001,RFA-HS-18-001,RFA-HS-18-001"
9749189,m,w,"9307311,9452091,9452088,9452085,9692734","625000.0,625000.0,625000.0,625000.0,615000.0","RFA-HD-17-004,RFA-HD-17-004,RFA-HD-17-004,RFA-HD-17-004,RFA-HD-17-004"
8382576,m,w,"9914200,9739064,9738727,9738570,9738418","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003"
10691216,f,w,"9902374,9913485,9795734,9706575,9706259","369000.0,369000.0,369000.0,369000.0,369000.0","RFA-CA-18-003,RFA-CA-18-003,RFA-CA-18-003,RFA-CA-18-003,RFA-CA-18-003"
8268506,f,h,"8242868,8600313,8644908,7967661,7976096","342500.0,332500.0,332500.0,360000.0,360000.0","RFA-MH-10-010,RFA-MH-10-010,RFA-MH-10-010,RFA-MH-10-010,RFA-MH-10-010"
8896827,m,a,"9610986,8566012,8572767,8572442,8572810","375000.0,405000.0,405000.0,405000.0,405000.0","RFA-RM-12-016,RFA-RM-12-016,RFA-RM-12-016,RFA-RM-12-016,RFA-RM-12-016"
9926819,m,w,"9576741,10144931,9576962,9575111,9718108","937500.0,869999.9999999999,937500.0,937500.0,922500.0","RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017"
8379078,m,w,"7848533,7673872,8079051,7640704,7582243","292000.0,365000.0,350000.0,365000.0,365000.0","RFA-NS-07-002,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001"
8111036,m,w,"8662180,8649506,8112130,8110788,8111036","399000.0,405000.0,420000.0,420000.0,420000.0","RFA-AI-10-011,RFA-AI-10-011,RFA-AI-10-011,RFA-AI-10-011,RFA-AI-10-011"
10523509,f,w,"7677362,7847630,7846879,7914292,7906619","438000.0,432000.0,420000.0,432000.0,432000.0","RFA-RM-07-004,RFA-RM-07-004,RFA-RM-07-004,RFA-RM-07-004,RFA-RM-07-004"
10221396,m,w,"10394614,10394580,10392181,10393791,10393892","3866666.28,3866666.28,3866666.28,3866666.28,3866666.28","RFA-AI-21-022,RFA-AI-21-022,RFA-AI-21-022,RFA-AI-21-022,RFA-AI-21-022"
9036866,m,a,"8707400,8307505,8532854,8149926,8014602","887110.0,913790.0,900450.0000000001,933800.0,960480.0","RFA-CA-09-026,RFA-CA-09-026,RFA-CA-09-026,RFA-CA-09-026,RFA-CA-09-026"
9851219,m,w,"10709534,10707147,10708103,10708051,10707153","515000.0,515000.0,515000.0,515000.0,515000.0","RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002"
8417684,m,w,"8213578,7742160,8015211,7514974,8417684","1027500.0,1080000.0,1050000.0,1095000.0,1012500.0","RFA-DC-08-002,RFA-DC-08-002,RFA-DC-08-002,RFA-DC-08-002,RFA-DC-08-002"
9462861,f,a,"9475170,8829106,8829119,8829103,8829095","1250000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-AG-13-019,RFA-AG-13-019,RFA-AG-13-019,RFA-AG-13-019,RFA-AG-13-019"
9750233,f,w,"8382143,8505517,8734265,8733077,8729885","1027500.0,1012500.0,997500.0,997500.0,997500.0","RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022"
7886453,f,a,"9076555,9270528,9271166,9357585,9269542","262000.0,250000.0,250000.0,250000.0,250000.0","RFA-CA-15-006,RFA-CA-15-006,RFA-CA-15-006,RFA-CA-15-006,RFA-CA-15-006"
10438739,m,w,"10620856,10471624,10478536,10479606,10614049","370800.0,385200.0,385200.0,385200.0,370800.0","RFA-DK-21-023,RFA-DK-21-023,RFA-DK-21-023,RFA-DK-21-023,RFA-DK-21-023"
10103766,m,w,"10330124,9728689,10223113,10223114,10223115","1739999.9999999998,1845000.0,1739999.9999999998,1739999.9999999998,1739999.9999999998","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
8360570,m,w,"8167985,8168034,8360478,8360477,8360476","288000.0,288000.0,280000.0,280000.0,280000.0","RFA-RR-06-002,RFA-RR-06-002,RFA-RR-06-002,RFA-RR-06-002,RFA-RR-06-002"
7864164,f,a,"10349839,10565872,9933801,9502234,9700443","535000.0,515000.0,922500.0,937500.0,922500.0","RFA-AI-20-055,RFA-AI-20-055,RFA-AI-16-034,RFA-AI-16-034,RFA-AI-16-034"
10748898,m,w,"10749687,10748898,10749664,9339899,9340044","375950.0,375950.0,375950.0,250000.0,250000.0","RFA-OH-23-001,RFA-OH-23-001,RFA-OH-23-001,RFA-ES-16-006,RFA-ES-16-006"
8537820,m,w,"9991938,9803035,10682531,10675514,10675512","1230000.0,1230000.0,1030000.0,1030000.0,1030000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
7714994,m,w,"9282384,9145617,9001684,9143829,9698245","312500.0,327500.0,332500.0,332500.0,307500.0","RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008"
7934476,m,w,"8881787,8882628,8879942,8880786,7919368","1330000.0,1330000.0,1330000.0,199500.0,864000.0","RFA-HL-15-003,RFA-HL-15-003,RFA-HL-15-003,RFA-HL-15-007,RFA-HL-07-005"
9783761,m,w,"9994861,10469703,9787411,9787408,9787407","984000.0,928000.0,984000.0,984000.0,984000.0","RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033"
7643791,m,w,"10374361,10491974,10672372,10260535,10259700","869999.9999999999,802500.0,257500.0,290000.0,290000.0","RFA-AG-21-033,RFA-AG-21-033,RFA-AG-20-025,RFA-AG-20-025,RFA-AG-20-025"
8508879,f,w,"8042880,8514504,8526362,8516451,8516453","1440000.0,1350000.0,1350000.0,1350000.0,1350000.0","RFA-AI-09-022,RFA-AI-09-022,RFA-AI-09-022,RFA-AI-09-022,RFA-AI-09-022"
8315680,m,w,"7862518,8529834,8097114,7810562,8127920","360000.0,342500.0,360000.0,360000.0,350000.0","RFA-HD-07-020,RFA-HD-07-020,RFA-HD-07-020,RFA-HD-07-020,RFA-HD-07-020"
8003496,m,w,"7683245,8078183,7891276,7895008,7805479","511000.0,490000.0,504000.0,504000.0,504000.0","RFA-MH-08-070,RFA-MH-08-070,RFA-MH-08-070,RFA-MH-08-070,RFA-MH-08-070"
9902304,f,w,"9573307,9482389,9569723,9769547,9766416","250000.0,250000.0,250000.0,246000.0,246000.0","RFA-NS-17-012,RFA-NS-17-012,RFA-NS-17-012,RFA-NS-17-012,RFA-NS-17-012"
9369086,m,a,"9753104,9597601,10165449,9927973,10413034","861000.0,875000.0,812000.0,861000.0,749000.0","RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016"
9058296,f,w,"9063989,8656333,8656339,8656335,8656332","1441000.0,1463000.0,1463000.0,1463000.0,1463000.0","RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001"
8656768,m,w,"10722847,10685290,10448536,10369394,10747623","360500.0,360500.0,374500.0,374500.0,360500.0","RFA-HL-20-023,RFA-HL-20-023,RFA-HL-20-023,RFA-HL-20-023,RFA-HL-23-011"
8754322,m,w,"10350001,10573170,10570917,10350448,8756251","374500.0,360500.0,360500.0,374500.0,266000.0","RFA-ES-20-013,RFA-ES-20-013,RFA-ES-20-013,RFA-ES-20-013,RFA-ES-13-007"
9824335,m,a,"10318902,10491098,10318876,10318757,10737872","580000.0,535000.0,580000.0,580000.0,515000.0","RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046"
7831501,m,w,"8931088,9116944,8932846,8929133,8927066","332500.0,327500.0,332500.0,332500.0,332500.0","RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214"
8518431,m,a,"9343478,9345300,9354029,9345109,9741770","875000.0,875000.0,875000.0,875000.0,861000.0","RFA-RM-16-005,RFA-RM-16-005,RFA-RM-16-005,RFA-RM-16-005,RFA-RM-16-005"
8609021,m,w,"8852418,8852884,8850656,8853184,8851212","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
9997843,f,b,"10413694,10524770,10907172,10170329,10169402","267500.0,257500.0,257500.0,348000.0,348000.0","RFA-FD-22-002,RFA-FD-22-002,RFA-FD-22-002,RFA-OD-19-019,RFA-OD-19-019"
8101323,m,w,"7892952,8300152,8139936,7743132,7743179","720000.0,685000.0,700000.0,730000.0,730000.0","RFA-HD-08-003,RFA-HD-08-003,RFA-HD-08-003,RFA-HD-08-003,RFA-HD-08-003"
10335254,m,w,"8451503,9322736,9300152,8097854,8097853","2430000.0,2358000.0,2358000.0,2520000.0,2520000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
8449135,f,w,"9533360,9926786,9528438,9703835,9700015","312500.0,307500.0,312500.0,307500.0,307500.0","RFA-AG-17-009,RFA-AG-17-009,RFA-AG-17-009,RFA-AG-17-009,RFA-AG-17-009"
10214645,f,w,"9150625,9706647,9492367,9495601,9550853","917000.0,861000.0,875000.0,875000.0,875000.0","RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009"
9502960,m,w,"10294555,10293808,7911316,7686908,7676200","290000.0,290000.0,292000.0,292000.0,292000.0","RFA-CA-20-044,RFA-CA-20-044,RFA-CA-08-005,RFA-CA-08-005,RFA-CA-08-005"
8478285,m,w,"8934251,9146696,9114672,9135154,9104237","1662500.0,1637500.0,1637500.0,1637500.0,1637500.0","RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002"
8101282,m,w,"10657685,10260781,10260729,10260728,10260727","515000.0,580000.0,580000.0,580000.0,580000.0","RFA-AI-20-007,RFA-AI-20-007,RFA-AI-20-007,RFA-AI-20-007,RFA-AI-20-007"
7688641,f,w,"10817423,10818740,10401852,9986038,10610403","772500.0,772500.0,534998.93,614998.77,514998.97","RFA-MD-23-008,RFA-MD-23-008,RFA-MH-19-412,RFA-MH-19-412,RFA-MH-19-412"
7847889,f,w,"8904013,8599113,8598612,8728858,8728236","266000.0,270000.0,270000.0,266000.0,266000.0","RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007"
9986710,m,w,"9626529,10479177,10005899,10240520,9789242","531250.0,454750.0,522750.0,493000.0,522750.0","RFA-CA-17-052,RFA-CA-17-052,RFA-CA-17-052,RFA-CA-17-052,RFA-CA-17-052"
8440304,m,w,"8423765,8280823,8047941,8040983,8042601","94500.0,98000.0,98000.0,98000.0,98000.0","RFA-NS-10-002,RFA-NS-10-002,RFA-NS-10-002,RFA-NS-10-002,RFA-NS-10-002"
9935065,m,w,"8918337,8918355,9142381,9136237,8918347","332500.0,332500.0,327500.0,327500.0,332500.0","RFA-RM-12-018,RFA-RM-12-018,RFA-RM-12-018,RFA-RM-12-018,RFA-RM-12-018"
8486416,f,w,"10499406,10499404,10657787,10657785,10657783","160500.0,160500.0,154500.0,154500.0,154500.0","RFA-DK-21-015,RFA-DK-21-015,RFA-DK-21-015,RFA-DK-21-015,RFA-DK-21-015"
8907054,f,w,"10459374,10232589,10676783,10676787,10676789","535000.0,580000.0,515000.0,515000.0,515000.0","RFA-AR-21-004,RFA-AR-21-004,RFA-AR-21-004,RFA-AR-21-004,RFA-AR-21-004"
9972904,m,a,"7809557,7807983,8056805,8060630,7901813","1825000.0,1825000.0,1750000.0,1750000.0,1825000.0","RFA-DK-06-012,RFA-DK-06-012,RFA-DK-06-012,RFA-DK-06-012,RFA-DK-06-012"
9520079,m,w,"8838129,8829833,8828203,8829843,8829851","2394000.0,2394000.0,2394000.0,2394000.0,2394000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
8519227,m,w,"8134127,8009669,9087856,9130493,9130492","1584000.0,1584000.0,1463000.0,1463000.0,1463000.0","RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041"
10837461,f,w,"10837461,10837481,8876183,8877775,8877784","412000.0,412000.0,199500.0,199500.0,199500.0","RFA-FD-23-028,RFA-FD-23-028,RFA-RM-14-005,RFA-RM-14-005,RFA-RM-14-005"
9854050,m,w,"9059094,9709291,9059098,9059096,9292318","917000.0,861000.0,917000.0,917000.0,875000.0","RFA-EY-14-001,RFA-EY-14-001,RFA-EY-14-001,RFA-EY-14-001,RFA-EY-14-001"
8733670,f,b,"10529732,10528346,10707948,10705304,10705296","535000.0,535000.0,515000.0,515000.0,515000.0","RFA-DK-21-024,RFA-DK-21-024,RFA-DK-21-024,RFA-DK-21-024,RFA-DK-21-024"
7884906,f,w,"9320710,8735212,9067249,9067244,9067246","1250000.0,1330000.0,1310000.0,1310000.0,1310000.0","RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021"
7700947,f,w,"10706421,10706418,10597899,10597853,10597362","1030000.0,1030000.0,1070000.0,1070000.0,1070000.0","RFA-MD-22-007,RFA-MD-22-007,RFA-MD-22-007,RFA-MD-22-007,RFA-MD-22-007"
8531312,m,a,"9995024,10168669,10468871,9944689,9979986","6150000.0,5350000.0,5350000.0,6150000.0,6150000.0","RFA-NS-18-018,RFA-NS-18-018,RFA-NS-18-018,RFA-NS-18-018,RFA-NS-18-018"
8232157,f,w,"8037684,7643632,8232157,8501832,8233491","350000.0,365000.0,342500.0,342500.0,342500.0","RFA-AI-08-012,RFA-AI-08-012,RFA-AI-08-012,RFA-AI-08-012,RFA-AI-08-012"
8173864,m,w,"7942365,7903010,7942410,7961842,7900155","73000.0,73000.0,73000.0,73000.0,73000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
8137112,m,w,"7907928,7932047,7931483,7664962,7885416","1095000.0,1095000.0,1095000.0,1095000.0,1095000.0","RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030"
9068833,f,b,"8305570,8097289,7922588,7759359,8097274","685000.0,700000.0,720000.0,730000.0,700000.0","RFA-AG-09-013,RFA-AG-09-013,RFA-AG-09-013,RFA-AG-09-013,RFA-AG-09-013"
7784449,m,a,"8798404,9321144,9113665,9116944,9116945","332500.0,312500.0,327500.0,327500.0,327500.0","RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214"
9854038,f,w,"7826600,7595816,7624328,8150719,7874466","360000.0,365000.0,365000.0,360000.0,360000.0","RFA-AG-05-008,RFA-AG-05-008,RFA-AG-05-008,RFA-AG-05-008,RFA-AG-05-008"
9728259,m,w,"7684270,7683307,8131789,8143344,7932292","73000.0,73000.0,70000.0,70000.0,72000.0","RFA-AI-06-033,RFA-AI-06-033,RFA-AI-06-033,RFA-AI-06-033,RFA-AI-06-033"
8535990,m,h,"9252101,9361623,9098151,9252098,9252099","625000.0,625000.0,655000.0,625000.0,625000.0","RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025"
9944639,m,a,"9492866,9522124,9735220,9725978,9725977","250000.0,250000.0,246000.0,246000.0,246000.0","RFA-DK-15-014,RFA-DK-15-014,RFA-DK-15-014,RFA-DK-15-014,RFA-DK-15-014"
9335095,m,w,"9941540,10663257,10673687,10673686,10673625","670350.0,561350.0,561350.0,561350.0,561350.0","RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001"
10459357,m,w,"9132288,9333417,9144427,9128650,9330189","196500.0,187500.0,196500.0,196500.0,187500.0","RFA-GM-15-006,RFA-GM-15-006,RFA-GM-15-006,RFA-GM-15-006,RFA-GM-15-006"
8726167,m,w,"8608481,9208083,8498832,8496399,9274039","997500.0,937500.0,1012500.0,1012500.0,937500.0","RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014"
8972875,m,w,"9149234,9544157,9749110,9749111,9749112","982500.0,937500.0,922500.0,922500.0,922500.0","RFA-DK-14-013,RFA-DK-14-013,RFA-DK-14-013,RFA-DK-14-013,RFA-DK-14-013"
8293712,m,w,"10204491,10624969,10415065,8014514,8014487","6032000.0,5356000.0,5564000.0,1440000.0,1440000.0","RFA-AG-21-014,RFA-AG-21-014,RFA-AG-21-014,RFA-AG-10-002,RFA-AG-10-002"
9525276,m,w,"9707724,8936215,9493375,9493275,9487109","492000.0,532000.0,500000.0,500000.0,500000.0","RFA-AI-14-027,RFA-AI-14-027,RFA-AI-14-027,RFA-AI-14-027,RFA-AI-14-027"
9108891,m,w,"8332244,8336846,8189006,10487531,10700076","1027500.0,1027500.0,1050000.0,534998.93,514998.97","RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-013,RFA-CA-20-054,RFA-CA-20-054"
8907872,m,w,"8173415,8868873,8174776,8912347,8882209","466200.0,442890.0,466200.0,436230.0,436230.0","RFA-AG-11-004,RFA-AG-11-004,RFA-AG-11-004,RFA-AG-11-004,RFA-AG-11-004"
9789359,f,w,"8862526,8862525,8441279,9081240,8704199","863170.0,863170.0,876150.0,850190.0,863170.0","RFA-HL-13-007,RFA-HL-13-007,RFA-HL-13-007,RFA-HL-13-007,RFA-HL-13-007"
9916755,m,w,"8758405,9095374,8754188,8931002,8904688","232750.0,229250.0,232750.0,232750.0,232750.0","RFA-GM-14-014,RFA-GM-14-014,RFA-GM-14-014,RFA-GM-14-014,RFA-GM-14-014"
9107513,f,b,"10167095,9674243,9877971,9356808,10108951","922500.0,1845000.0,1845000.0,1875000.0,1739999.9999999998","RFA-DK-20-015,RFA-MD-15-014,RFA-MD-15-014,RFA-MD-15-014,RFA-MD-15-014"
8527697,m,a,"8917622,8489257,8471051,8464625,8492023","199500.0,202500.0,202500.0,202500.0,202500.0","RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024"
7780821,m,w,"8736309,8327271,8705719,8520485,8466258","540000.0,548000.0,540000.0,548000.0,548000.0","RFA-RM-08-025,RFA-RM-08-025,RFA-RM-08-025,RFA-RM-08-025,RFA-RM-08-025"
8734923,m,w,"10221024,10085554,10085503,10085504,10085550","928000.0,984000.0,984000.0,984000.0,984000.0","RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016"
9316528,m,w,"10242929,10669021,10663830,10065417,10064253","696000.0,618000.0,618000.0,738000.0,738000.0","RFA-AI-19-063,RFA-AI-19-063,RFA-AI-19-063,RFA-AI-19-063,RFA-AI-19-063"
9872913,m,w,"8540684,8151074,8913627,8914097,8716733","5822500.0,5950000.0,5652500.0,5652500.0,5652500.0","RFA-DK-09-007,RFA-DK-09-007,RFA-DK-09-007,RFA-DK-09-007,RFA-DK-09-007"
9284401,m,w,"9293221,8929644,9102876,9085221,9102871","150000.0,159600.0,157200.0,157200.0,157200.0","RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007"
8192120,m,w,"10016225,9806456,9883763,9986710,9989818","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-CA-18-020,RFA-CA-18-020,RFA-CA-18-020,RFA-CA-18-020,RFA-CA-18-020"
8167968,m,w,"8691912,8126199,8364948,8364946,8364944","997500.0,1050000.0,1050000.0,1050000.0,1050000.0","RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005"
10399686,f,w,"8378220,8378012,8378207,8378218,8378009","171250.0,171250.0,171250.0,171250.0,171250.0","RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503"
7832010,f,w,"9127200,9679448,8917277,8898041,8918025","262000.0,250000.0,266000.0,266000.0,266000.0","RFA-OD-13-009,RFA-OD-13-009,RFA-OD-13-009,RFA-OD-13-009,RFA-OD-13-009"
