APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-base(para)_r_wi,APPVAL_RECS_bert-base(para)_r_wi,FOA_RECS_bert-base(para)_r_wi
7754913,f,w,"10479177,10005899,10240520,9789242,9626529","454750.0,522750.0,493000.0,522750.0,531250.0","RFA-CA-17-052,RFA-CA-17-052,RFA-CA-17-052,RFA-CA-17-052,RFA-CA-17-052"
8467983,f,w,"10729771,10675686,10690701,10301286,10301346","206000.0,1030000.0,1030000.0,1160000.0,1160000.0","RFA-AG-23-023,RFA-AG-21-025,RFA-AG-21-025,RFA-AG-21-025,RFA-AG-21-025"
8434038,m,w,"10076786,9892558,10308059,10304132,10064126","579998.84,614998.77,534998.93,534998.93,579998.84","RFA-AI-18-053,RFA-AI-18-053,RFA-AI-18-053,RFA-AI-18-053,RFA-AI-18-053"
8130769,m,w,"7921586,8110559,7919259,7914219,7906910","720000.0,700000.0,720000.0,720000.0,720000.0","RFA-RM-07-005,RFA-RM-07-005,RFA-RM-07-005,RFA-RM-07-005,RFA-RM-07-005"
8462135,f,w,"10180770,9901363,10141077,9783891,9654469","553500.0,553500.0,522000.0,553500.0,562500.0","RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002"
9839867,f,w,"9043086,8263072,8263122,8262920,8262912","2358000.0,2466000.0,2466000.0,2466000.0,2466000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
10457900,f,a,"7797454,7843500,8066756,7797453,7797451","1080000.0,1095000.0,1080000.0,1095000.0,1095000.0","RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021"
9093031,m,w,"9485284,9266287,9266294,9266291,9266292","20625000.0,20625000.0,20625000.0,20625000.0,20625000.0","RFA-AI-14-016,RFA-AI-14-016,RFA-AI-14-016,RFA-AI-14-016,RFA-AI-14-016"
10487499,f,w,"10823828,9049946,9504463,9150651,9150668","515000.0,266000.0,250000.0,262000.0,262000.0","RFA-FD-23-010,RFA-MD-15-005,RFA-MD-15-005,RFA-MD-15-005,RFA-MD-15-005"
8377396,m,w,"10452011,10445688,10449838,10450922,10451068","107000.0,107000.0,107000.0,107000.0,107000.0","RFA-RM-21-012,RFA-RM-21-012,RFA-RM-21-012,RFA-RM-21-012,RFA-RM-21-012"
9306171,m,w,"9527853,9763647,9763649,9763651,9763652","937500.0,922500.0,922500.0,922500.0,922500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
8897537,m,w,"8768731,8874104,8885651,8882257,8766909","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038"
10685497,m,w,"9554104,9789711,10231159,10242097,10251895","875000.0,861000.0,812000.0,812000.0,812000.0","RFA-RM-17-005,RFA-RM-17-005,RFA-RM-17-005,RFA-RM-17-005,RFA-RM-17-005"
8774621,m,w,"9217660,9055118,9247354,9827572,9827576","500000.0,524000.0,524000.0,492000.0,492000.0","RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018"
9095313,f,w,"10487531,10330342,10330219,10700076,10690696","534998.93,579998.84,579998.84,514998.97,514998.97","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
10017864,f,w,"9248811,8546118,9034456,8643294,8822145","437500.0,472500.00000000006,458500.0,465500.0,465500.0","RFA-NR-13-001,RFA-NR-13-001,RFA-NR-13-001,RFA-NR-13-001,RFA-NR-13-001"
10017940,f,h,"10114605,10443910,10612123,10532760,10633266","288840.0,266430.0,266430.0,256470.0,256470.0","RFA-CA-20-014,RFA-CA-20-014,RFA-CA-20-014,RFA-CA-20-014,RFA-CA-20-014"
9564867,f,w,"8851991,8851796,8852388,8852457,8851180","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
9917785,m,w,"9256475,9045631,9033905,9039601,9041617","187500.0,196500.0,196500.0,196500.0,196500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
8807923,m,w,"8959800,9088344,9090018,9090070,9091419","399000.0,393000.0,393000.0,393000.0,393000.0","RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015"
9378133,m,w,"7897686,8314113,8309338,7693834,7691805","576000.0,548000.0,548000.0,584000.0,584000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
8699034,m,w,"9767591,9108626,9540709,9769410,9769400","922500.0,997500.0,937500.0,937500.0,937500.0","RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021"
8693893,m,w,"10201469,10198688,9976428,9978665,9978672","957000.0,957000.0,1014750.0,1014750.0,1014750.0","RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007"
10229522,f,w,"9017247,9020796,9020318,9018607,9020657","299250.0,299250.0,299250.0,299250.0,299250.0","RFA-HL-15-028,RFA-HL-15-028,RFA-HL-15-028,RFA-HL-15-028,RFA-HL-15-028"
8473773,m,w,"7693738,8545808,8959257,8330279,8329443","1460000.0,1350000.0,1330000.0,1370000.0,1370000.0","RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011"
8918517,m,b,"9592410,9517423,9700082,9776477,9778794","250000.0,250000.0,246000.0,246000.0,246000.0","RFA-CA-17-018,RFA-CA-17-018,RFA-CA-17-018,RFA-CA-17-018,RFA-CA-17-018"
7814682,m,w,"8415736,8516141,8516142,8516139,8516137","342500.0,337500.0,337500.0,337500.0,337500.0","RFA-RM-12-001,RFA-RM-12-001,RFA-RM-12-001,RFA-RM-12-001,RFA-RM-12-001"
8475553,m,w,"8495877,8495875,8445242,8473773,8473775","675000.0,675000.0,675000.0,675000.0,675000.0","RFA-AI-09-025,RFA-AI-09-025,RFA-AI-09-025,RFA-AI-09-025,RFA-AI-09-025"
10688232,f,a,"7669343,7906847,7911837,7880120,7881477","438000.0,432000.0,432000.0,432000.0,432000.0","RFA-AG-06-003,RFA-AG-06-003,RFA-AG-06-003,RFA-AG-06-003,RFA-AG-06-003"
7629572,f,a,"7579128,8388428,7637475,7609192,7617668","730000.0,700000.0,730000.0,730000.0,730000.0","RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004"
10216220,m,w,"9275975,8589629,8657034,8657032,8657033","187500.0,202500.0,199500.0,199500.0,199500.0","RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004"
10174682,m,a,"8522116,8528447,8516949,8525299,8517546","67500.0,67500.0,67500.0,67500.0,67500.0","RFA-AG-12-002,RFA-AG-12-002,RFA-AG-12-002,RFA-AG-12-002,RFA-AG-12-002"
9568441,f,h,"8933600,8895787,8723688,8933610,8310568","6650000.0,6650000.0,6650000.0,6650000.0,7000000.0","RFA-MD-11-006,RFA-MD-11-006,RFA-MD-11-006,RFA-MD-11-006,RFA-MD-11-006"
8740518,m,h,"8588677,8585992,8740515,8740523,8740531","1620000.0,1620000.0,1596000.0,1596000.0,1596000.0","RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016"
8308090,m,w,"8197760,8214709,8787342,8782538,8787202","274000.0,274000.0,266000.0,266000.0,266000.0","RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002"
7936844,m,w,"8620608,8511008,8510985,8511238,8510982","399000.0,405000.0,405000.0,405000.0,405000.0","RFA-AI-12-020,RFA-AI-12-020,RFA-AI-12-020,RFA-AI-12-020,RFA-AI-12-020"
7912899,f,w,"9980201,9547475,9744741,9352695,9177940","1414500.0,1437500.0,1414500.0,1437500.0,1506500.0","RFA-HD-16-011,RFA-HD-16-011,RFA-HD-16-011,RFA-HD-16-011,RFA-HD-16-011"
9298523,m,w,"9099692,9099633,8673896,9108797,9099639","229250.0,229250.0,236250.00000000003,229250.0,229250.0","RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002"
8774009,f,w,"9514139,9120362,9552403,9315142,9315149","332500.0,348460.0,332500.0,332500.0,332500.0","RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011"
10020323,f,w,"9836991,10146327,10142414,9917749,9917748","36900000.0,34800000.0,34800000.0,36900000.0,36900000.0","RFA-DA-19-016,RFA-DA-19-016,RFA-DA-19-016,RFA-DA-19-016,RFA-DA-19-016"
10727993,f,w,"10433227,10263907,10259828,9971086,9970999","232000.0,232000.0,232000.0,246000.0,246000.0","RFA-AG-20-014,RFA-AG-20-014,RFA-AG-20-014,RFA-AG-20-014,RFA-AG-20-014"
9357604,m,a,"9840892,10071160,9234115,9640443,9389490","1230000.0,1160000.0,1250000.0,1230000.0,1250000.0","RFA-DK-16-507,RFA-DK-16-507,RFA-DK-16-507,RFA-DK-16-507,RFA-DK-16-507"
8900265,m,w,"10490327,10326762,10326565,10324121,10324086","535000.0,580000.0,580000.0,580000.0,580000.0","RFA-DK-20-024,RFA-DK-20-024,RFA-DK-20-024,RFA-DK-20-024,RFA-DK-20-024"
9698989,f,w,"8103206,8116503,7977301,7979735,9827920","280000.0,280000.0,288000.0,288000.0,246000.0","RFA-MH-10-011,RFA-MH-10-011,RFA-MH-10-011,RFA-MH-10-011,RFA-MH-19-240"
8303447,m,a,"7694270,7881404,7920227,8073036,8075454","365000.0,360000.0,360000.0,350000.0,350000.0","RFA-MH-08-131,RFA-MH-08-131,RFA-MH-08-131,RFA-MH-08-131,RFA-MH-08-131"
7994527,m,w,"10426186,10057239,10423101,10059013,10059012","749000.0,861000.0,812000.0,861000.0,861000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
9769538,m,w,"9750479,9143595,9145722,9145772,9145754","937500.0,982500.0,982500.0,982500.0,982500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
9404937,m,w,"10056071,10544315,10350583,10350584,10350585","1450000.0,1287500.0,1337500.0,1337500.0,1337500.0","RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002"
8107626,m,a,"9130927,9019006,9019340,9020156,9019083","294750.0,299250.0,299250.0,299250.0,299250.0","RFA-ES-15-006,RFA-ES-15-006,RFA-ES-15-006,RFA-ES-15-006,RFA-ES-15-006"
9690259,f,w,"8857464,8854085,8691778,8583621,8721417","532000.0,532000.0,532000.0,540000.0,532000.0","RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008"
8796287,m,w,"9914200,9737274,10145316,9902302,9729185","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003"
9658418,f,w,"10144931,10394946,9576962,9576741,9575111","869999.9999999999,802500.0,937500.0,937500.0,937500.0","RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017"
8572656,m,w,"10424563,10645126,10432084,10442624,10087180","267500.0,257500.0,267500.0,267500.0,307500.0","RFA-AG-20-044,RFA-AG-20-044,RFA-AG-20-044,RFA-AG-20-044,RFA-AG-20-044"
10442670,f,w,"9524992,9526088,9658441,10197344,8734420","312500.0,312500.0,307500.0,307500.0,665000.0","RFA-AR-17-009,RFA-AR-17-009,RFA-AR-17-009,RFA-AR-17-009,RFA-DK-12-014"
8440790,m,w,"10337197,10086378,10079019,10073474,10066306","802500.0,869999.9999999999,869999.9999999999,869999.9999999999,869999.9999999999","RFA-AI-17-026,RFA-AI-17-026,RFA-AI-17-026,RFA-AI-17-026,RFA-AI-17-026"
8365156,m,w,"7961469,7689926,7961433,7674827,7961447","73000.0,73000.0,73000.0,73000.0,73000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
8895787,m,w,"8788787,8791542,8795111,8790907,8791543","332500.0,332500.0,332500.0,332500.0,332500.0","RFA-MD-12-001,RFA-MD-12-001,RFA-MD-12-001,RFA-MD-12-001,RFA-MD-12-001"
8840761,m,w,"8539926,8539923,8660709,8821740,9062514","1046250.0,1046250.0,1030750.0,1030750.0,1015250.0","RFA-MH-13-070,RFA-MH-13-070,RFA-MH-13-070,RFA-MH-13-070,RFA-MH-13-070"
9405263,f,w,"9503632,9133157,9133165,9133160,9134184","875000.0,917000.0,917000.0,917000.0,917000.0","RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016"
10438725,f,w,"8965551,9701100,9140087,9134613,9270487","598500.0,553500.0,589500.0,589500.0,562500.0","RFA-AG-15-015,RFA-AG-15-015,RFA-AG-15-015,RFA-AG-15-015,RFA-AG-15-015"
10202410,m,w,"9249915,9269976,9045565,9064705,9057432","150000.0,150000.0,157200.0,157200.0,157200.0","RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028"
9062194,m,a,"9814451,9814449,10176493,10430118,10430120","861000.0,861000.0,812000.0,749000.0,749000.0","RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013"
10213779,m,w,"8899195,9313296,9545013,9545015,8935910","3990000.0,3750000.0,3750000.0,3750000.0,3990000.0","RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016"
9242789,f,w,"9655324,9774047,9440573,9980397,8799363","461250.0,461250.0,468750.0,461250.0,498750.0","RFA-ES-13-013,RFA-ES-13-013,RFA-ES-13-013,RFA-ES-13-013,RFA-ES-13-013"
9127053,f,w,"9309081,9193112,10747205,10238149,10619606","500000.0,524000.0,123600.0,812000.0,721000.0","RFA-MD-15-011,RFA-MD-15-011,RFA-HD-23-027,RFA-HD-20-001,RFA-HD-20-001"
10474231,f,w,"8179109,8510667,8476239,8332765,8307766","350000.0,337500.0,337500.0,342500.0,342500.0","RFA-GM-11-004,RFA-GM-11-004,RFA-GM-11-004,RFA-GM-11-004,RFA-GM-11-004"
9527723,m,w,"9225174,8819820,9428425,9441706,9631923","625000.0,665000.0,625000.0,625000.0,625000.0","RFA-AI-14-002,RFA-AI-14-002,RFA-AI-14-002,RFA-AI-14-002,RFA-AI-14-002"
7676439,m,w,"8839531,8366468,8366528,8367065,8366672","399000.0,411000.00000000006,411000.00000000006,411000.00000000006,411000.00000000006","RFA-AI-11-027,RFA-AI-11-027,RFA-AI-11-027,RFA-AI-11-027,RFA-AI-11-027"
9044574,m,w,"10189587,10137237,10617828,10617829,10617830","1160000.0,1160000.0,1030000.0,1030000.0,1030000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
9677061,m,w,"8831657,8656340,9040180,9063987,9351635","1463000.0,1463000.0,1441000.0,1441000.0,1441000.0","RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001"
9881355,m,w,"9957603,10105365,10192963,10173893,10144019","276750.0,261000.0,261000.0,261000.0,261000.0","RFA-MH-18-706,RFA-MH-18-706,RFA-MH-18-706,RFA-MH-18-706,RFA-MH-18-706"
9110573,f,w,"9135226,9540708,9768172,9769501,9769502","982500.0,937500.0,922500.0,922500.0,922500.0","RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021"
9123492,f,w,"10544315,10544317,10056072,10056071,10056070","1287500.0,1287500.0,1450000.0,1450000.0,1450000.0","RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002"
8068021,m,w,"9957191,9384724,9723180,9555026,10219339","330255.0,335625.0,330255.0,335625.0,311460.0","RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014"
8573792,f,w,"9896487,9897091,9985200,10016163,9823404","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511"
7903662,m,w,"9111953,9742989,9308735,9313136,9297319","412650.0,387450.0,393750.0,393750.0,393750.0","RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011"
10460076,m,w,"8768731,8874104,8768636,8766909,8882257","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038"
8554927,m,h,"8629791,8442587,8629792,8605558,8600322","5320000.0,5400000.0,5320000.0,5320000.0,5320000.0","RFA-MH-13-010,RFA-MH-13-010,RFA-MH-13-010,RFA-MH-13-010,RFA-MH-13-010"
9888512,m,w,"9536012,10147060,10176458,10176459,10176460","937500.0,869999.9999999999,869999.9999999999,869999.9999999999,869999.9999999999","RFA-DK-16-019,RFA-DK-16-019,RFA-DK-16-019,RFA-DK-16-019,RFA-DK-16-019"
8167975,m,w,"7627053,7929461,7894788,7777889,7761186","182500.0,180000.0,180000.0,180000.0,180000.0","RFA-RR-08-001,RFA-RR-08-001,RFA-RR-08-001,RFA-RR-08-001,RFA-RR-08-001"
9693721,f,w,"8247145,7626351,7922385,7857001,8060640","1027500.0,1095000.0,1095000.0,1095000.0,1050000.0","RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001"
8410036,m,w,"10181073,10128219,10402255,10381616,10372917","406000.0,406000.0,374500.0,374500.0,374500.0","RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004"
8141176,m,h,"9872208,10355525,10353375,9901575,10098339","953250.0,829250.0,829250.0,953250.0,898999.9999999999","RFA-MH-18-250,RFA-MH-18-250,RFA-MH-18-250,RFA-MH-18-250,RFA-MH-18-250"
10212851,m,w,"9088128,8675008,9087039,8551728,8551727","458500.0,465500.0,458500.0,472500.00000000006,472500.00000000006","RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010"
7936981,f,w,"10650016,10167095,8053940,8054107,8055071","515000.0,922500.0,720000.0,720000.0,720000.0","RFA-HS-22-001,RFA-DK-20-015,RFA-HS-10-010,RFA-HS-10-010,RFA-HS-10-010"
10488746,m,w,"8314113,8309338,7897686,7901149,8113184","548000.0,548000.0,576000.0,576000.0,560000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
9129437,f,h,"9505854,8995282,8883478,9301512,9116620","625000.0,665000.0,665000.0,625000.0,655000.0","RFA-DA-14-011,RFA-DA-14-011,RFA-DA-14-011,RFA-DA-14-011,RFA-DA-14-011"
9673713,f,w,"9693918,9260440,9260653,9257892,9257894","2187500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
10727503,m,w,"7869504,7911439,8306107,8334455,8304196","292000.0,292000.0,342500.0,342500.0,342500.0","RFA-NS-07-004,RFA-NS-07-004,RFA-MH-11-040,RFA-MH-11-040,RFA-MH-11-040"
9771325,f,w,"9965924,9152359,9308980,9730476,9518902","615000.0,655000.0,625000.0,615000.0,625000.0","RFA-ES-15-012,RFA-ES-15-012,RFA-ES-15-012,RFA-ES-15-012,RFA-ES-15-012"
8705607,m,a,"10679011,10523267,10522585,10689117,8210288","231750.0,240750.0,240750.0,231750.0,274000.0","RFA-MH-21-241,RFA-MH-21-241,RFA-MH-21-241,RFA-MH-21-241,RFA-AG-11-010"
8378811,m,w,"10087865,10326785,9767656,9761971,9646322","869999.9999999999,802500.0,922500.0,922500.0,922500.0","RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081"
8659449,m,w,"8514609,8514610,8229848,8335406,8335408","270000.0,270000.0,280000.0,274000.0,274000.0","RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005"
9098766,m,w,"10394502,10392181,10394614,10394580,10394525","3866666.28,3866666.28,3866666.28,3866666.28,3866666.28","RFA-AI-21-022,RFA-AI-21-022,RFA-AI-21-022,RFA-AI-21-022,RFA-AI-21-022"
8723736,m,w,"10266185,10264086,10689314,10685554,10117398","464000.0,464000.0,412000.0,412000.0,492000.0","RFA-RM-20-005,RFA-RM-20-005,RFA-RM-20-005,RFA-RM-20-005,RFA-RM-20-005"
10213703,m,w,"10742680,10175650,10427431,10402401,10654573","515000.0,615000.0,535000.0,515000.0,515000.0","RFA-DK-22-014,RFA-MD-20-008,RFA-MD-20-008,RFA-MD-20-008,RFA-MD-20-008"
10003183,m,w,"9035651,9527040,9147682,9023623,9147837","393000.0,375000.0,393000.0,393000.0,393000.0","RFA-CA-15-003,RFA-CA-15-003,RFA-CA-15-003,RFA-CA-15-003,RFA-CA-15-003"
8694876,f,w,"10659363,10659362,10659359,10580873,10308514","428000.0,428000.0,428000.0,428000.0,428000.0","RFA-AI-20-021,RFA-AI-20-021,RFA-AI-20-021,RFA-AI-20-021,RFA-AI-20-021"
8607479,m,w,"8890215,9477371,9265711,9054673,8776074","332500.0,312500.0,312500.0,327500.0,332500.0","RFA-MD-13-008,RFA-MD-13-008,RFA-MD-13-008,RFA-MD-13-008,RFA-MD-13-008"
10002120,f,b,"10219339,9957191,9384724,9723180,9555026","311460.0,330255.0,335625.0,330255.0,335625.0","RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014"
8468491,m,w,"9170246,9701015,9933796,9936310,9938407","458500.0,430500.0,430500.0,430500.0,430500.0","RFA-AI-15-023,RFA-AI-15-023,RFA-AI-15-023,RFA-AI-15-023,RFA-AI-15-023"
8513359,m,w,"10305191,10376602,9811315,9811952,9986920","754000.0,754000.0,799500.0,799500.0,799500.0","RFA-RM-18-028,RFA-RM-18-028,RFA-RM-18-028,RFA-RM-18-028,RFA-RM-18-028"
9455787,m,a,"9468430,10152382,9982445,10093134,9287024","625000.0,535000.0,615000.0,580000.0,625000.0","RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300"
9605470,f,w,"10746928,8128700,7991894,8588627,8892216","947600.0,560000.0,576000.0,1620000.0,1596000.0","RFA-HD-23-012,RFA-HD-09-008,RFA-HD-09-008,RFA-HD-13-016,RFA-HD-13-016"
8915901,m,w,"9000120,8509163,9213339,8794412,8617223","982500.0,1012500.0,937500.0,997500.0,997500.0","RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007"
9565980,m,w,"9987330,10454150,9593878,9785638,9769697","922500.0,802500.0,937500.0,922500.0,922500.0","RFA-DK-17-502,RFA-DK-17-502,RFA-DK-17-502,RFA-DK-17-502,RFA-DK-17-502"
9375911,m,w,"8877868,8877784,9069905,9031830,9098759","199500.0,199500.0,196500.0,196500.0,196500.0","RFA-RM-14-005,RFA-RM-14-005,RFA-RM-14-005,RFA-RM-14-005,RFA-RM-14-005"
10707371,m,a,"10690696,10487531,10492637,10700076,10330219","514998.97,534998.93,534998.93,514998.97,579998.84","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
8449134,m,w,"9784662,9674261,10390460,10388131,9672786","625000.0,625000.0,535000.0,535000.0,625000.0","RFA-AG-18-025,RFA-AG-18-025,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027"
8380242,f,w,"8106334,7879533,7879531,7879530,7631141","1440000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-AI-07-001,RFA-AI-07-001,RFA-AI-07-001,RFA-AI-07-001,RFA-AI-07-001"
8294455,f,b,"9617156,9431063,9257685,9188572,9729471","123000.0,125000.0,131000.0,125000.0,1168500.0","RFA-MD-15-006,RFA-MD-15-006,RFA-MD-15-006,RFA-MD-15-006,RFA-MD-17-005"
8664391,m,w,"9904628,9269860,9269752,9269758,9270971","1230000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001"
8448146,f,w,"9246411,9053426,9716543,9716542,9716541","1250000.0,1310000.0,1230000.0,1230000.0,1230000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
8626073,m,w,"10228524,10649421,10391534,10073510,10631890","1334000.0,1184500.0,1230500.0,1392000.0,1236000.0","RFA-DK-20-010,RFA-DK-20-010,RFA-DK-20-010,RFA-DK-18-006,RFA-DK-18-006"
10921909,f,w,"9137341,8774475,8915349,9134724,9332366","465500.0,465500.0,465500.0,458500.0,437500.0","RFA-DK-13-505,RFA-DK-13-505,RFA-DK-13-505,RFA-DK-13-505,RFA-DK-13-505"
9901508,m,w,"9044759,8840570,8840567,8840569,9275970","196500.0,199500.0,199500.0,199500.0,187500.0","RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004"
7961408,m,w,"8268769,8270453,8365254,8473932,8490522","685000.0,2740000.0,2800000.0,2700000.0,2700000.0","RFA-RR-11-004,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001"
9932869,m,w,"9975082,9915838,10390460,10388131,10150811","615000.0,615000.0,535000.0,535000.0,580000.0","RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027"
7959851,m,w,"7924656,8069923,7673833,7673814,7676202","432000.0,420000.0,438000.0,438000.0,438000.0","RFA-ES-06-008,RFA-ES-06-008,RFA-ES-06-008,RFA-ES-06-008,RFA-ES-06-008"
10913910,f,b,"10740570,10740237,10740765,10585674,10694223","721000.0,721000.0,515000.0,214000.0,206000.0","RFA-DA-23-026,RFA-DA-23-026,RFA-DA-23-028,RFA-DA-22-038,RFA-DA-22-038"
7933884,m,w,"10327641,10338074,9851956,9856461,10075973","267500.0,267500.0,307500.0,307500.0,290000.0","RFA-HL-19-011,RFA-HL-19-011,RFA-HL-19-011,RFA-HL-19-011,RFA-HL-19-011"
8656788,m,w,"8924793,9548409,8858137,9132020,9370858","1330000.0,1250000.0,1330000.0,1310000.0,625000.0","RFA-FD-14-024,RFA-FD-14-024,RFA-FD-14-024,RFA-FD-14-024,RFA-FD-15-001"
10264100,f,w,"9689765,9832401,9787504,10246429,10170349","625000.0,615000.0,615000.0,580000.0,580000.0","RFA-DK-17-031,RFA-DK-17-031,RFA-DK-17-031,RFA-DK-17-031,RFA-DK-17-031"
8543040,f,w,"10112083,10111277,10335850,10112054,9701195","292471.96,292471.96,259694.93,292471.96,369000.0","RFA-ES-20-008,RFA-ES-20-008,RFA-ES-20-008,RFA-ES-20-008,RFA-ES-16-007"
