APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_roberta_p_wi,APPVAL_RECS_roberta_p_wi,FOA_RECS_roberta_p_wi
7833059,f,a,"9213339,9000120,8509163,8617223,8794412","937500.0,982500.0,1012500.0,997500.0,997500.0","RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007"
8037618,f,w,"10745380,8692636,8463750,8520171,8463108","334750.0,399000.0,405000.0,405000.0,405000.0","RFA-TR-22-032,RFA-AI-10-003,RFA-AI-10-003,RFA-AI-10-003,RFA-AI-10-003"
10249169,f,a,"9870148,10488079,10023258,10662510,10465297","615000.0,535000.0,615000.0,515000.0,580000.0","RFA-CA-19-012,RFA-CA-19-012,RFA-CA-19-012,RFA-CA-19-012,RFA-CA-19-012"
9988355,f,w,"8522251,7715124,7921619,7934564,7938790","2025000.0,2190000.0,2160000.0,2160000.0,2160000.0","RFA-AI-08-015,RFA-AI-08-015,RFA-AI-08-015,RFA-AI-08-015,RFA-AI-08-015"
8696976,f,w,"8309033,8309029,8309030,8324518,8317550","68500.0,68500.0,68500.0,68500.0,68500.0","RFA-AG-11-007,RFA-AG-11-007,RFA-AG-11-007,RFA-AG-11-007,RFA-AG-11-007"
7651422,m,w,"8365238,8365255,8473972,8473969,8490522","2800000.0,2800000.0,2700000.0,2700000.0,2700000.0","RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001"
9544222,f,a,"9256472,9033911,9039601,9041617,9045625","187500.0,196500.0,196500.0,196500.0,196500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
9381424,f,w,"8360253,7959828,7959972,7959971,7663297","280000.0,292000.0,292000.0,292000.0,292000.0","RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001"
9750019,m,w,"9718083,9707724,8936230,9487109,9493275","492000.0,492000.0,532000.0,500000.0,500000.0","RFA-AI-14-027,RFA-AI-14-027,RFA-AI-14-027,RFA-AI-14-027,RFA-AI-14-027"
10206112,m,a,"10207606,9590771,10206102,10208861,9771438","754000.0,812500.0,754000.0,754000.0,799500.0","RFA-DK-17-505,RFA-DK-17-505,RFA-DK-17-505,RFA-DK-17-505,RFA-DK-17-505"
10225470,f,w,"7681127,7790635,7666974,7591711,7569019","365000.0,360000.0,365000.0,365000.0,365000.0","RFA-HL-05-019,RFA-HL-05-019,RFA-HL-05-019,RFA-HL-05-019,RFA-HL-05-019"
9900722,m,w,"9222505,9392895,9222102,9221467,9222315","375000.0,375000.0,375000.0,375000.0,375000.0","RFA-AI-15-054,RFA-AI-15-054,RFA-AI-15-054,RFA-AI-15-054,RFA-AI-15-054"
10619616,f,w,"10080010,10363049,10359139,10405579,10079368","310121.13,292471.96,269780.17000000004,269780.17000000004,310121.13","RFA-ES-20-005,RFA-ES-20-005,RFA-ES-20-005,RFA-ES-20-005,RFA-ES-20-005"
9553831,m,a,"8909880,8545171,8529517,8335417,8335390","607500.0,607500.0,607500.0,616500.0,616500.0","RFA-DK-10-011,RFA-DK-10-011,RFA-DK-10-011,RFA-DK-10-011,RFA-DK-10-011"
8010072,f,w,"9623982,9747383,9935976,9654469,9783891","281250.0,276750.0,276750.0,562500.0,553500.0","RFA-MH-18-605,RFA-MH-18-605,RFA-MH-18-605,RFA-MD-18-002,RFA-MD-18-002"
8608518,f,w,"8851991,8853001,8853116,8851806,8851786","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
8304805,f,w,"9479198,9251857,9689555,9690087,9690122","937500.0,937500.0,922500.0,922500.0,922500.0","RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002"
8705987,m,w,"10629793,10578773,10381666,10381667,10381668","515000.0,515000.0,535000.0,535000.0,535000.0","RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002"
8901870,m,w,"9892127,10016836,9894579,9894473,9894260","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-OD-19-015,RFA-OD-19-015,RFA-OD-19-015,RFA-OD-19-015,RFA-OD-19-015"
9036868,f,w,"10457740,10459080,7935596,8118232,7935599","274540.60000000003,274540.60000000003,730000.0,700000.0,730000.0","RFA-HD-22-010,RFA-HD-22-010,RFA-HD-06-008,RFA-HD-06-008,RFA-HD-06-008"
8899507,m,w,"7942848,7742455,7942862,7942895,7942856","720000.0,730000.0,720000.0,720000.0,720000.0","RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004"
10019516,m,w,"8866459,9305121,9297365,8468307,8467857","199500.0,187500.0,187500.0,202500.0,202500.0","RFA-HL-13-005,RFA-HL-13-005,RFA-HL-13-005,RFA-HL-13-005,RFA-HL-13-005"
9967656,f,w,"10410360,9965073,10645011,10145749,9967658","534998.93,614998.77,514998.97,579998.84,307500.0","RFA-HD-20-005,RFA-HD-20-005,RFA-HD-20-005,RFA-HD-20-005,RFA-HD-20-004"
9229202,f,w,"7941826,7844748,7843426,7938974,7939624","360000.0,365000.0,365000.0,360000.0,360000.0","RFA-MH-09-170,RFA-MH-09-170,RFA-MH-09-170,RFA-MH-09-170,RFA-MH-09-170"
10282001,m,w,"8246704,7940017,8143528,8545752,8331860","1439200.0,4320000.0,4200000.0,4050000.000000001,4110000.000000001","RFA-OH-11-002,RFA-HS-10-008,RFA-HS-10-008,RFA-HS-10-008,RFA-HS-10-008"
8451695,f,w,"10411967,10640973,10669566,10197884,10198902","856000.0,824000.0,824000.0,928000.0,928000.0","RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501"
10145677,f,w,"8659472,9322735,9303537,9301094,9322728","2394000.0,2358000.0,2358000.0,2358000.0,2358000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
9063146,f,w,"9673229,9656182,9681500,9557799,9560404","246000.0,246000.0,246000.0,250000.0,250000.0","RFA-MH-18-301,RFA-MH-18-301,RFA-MH-18-301,RFA-MH-18-301,RFA-MH-18-301"
7667758,m,h,"8382376,8382374,9750112,10234138,10234162","2260500.0,2260500.0,307500.0,290000.0,290000.0","RFA-RM-10-003,RFA-RM-10-003,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004"
9086187,m,w,"10037968,10031380,10037760,10037854,9001630","613770.0,613770.0,613770.0,613770.0,665000.0","RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-AG-15-018"
8542844,f,w,"8517895,9133333,8693975,8711423,8868954","1027500.0,982500.0,997500.0,997500.0,997500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
9557074,m,w,"10263328,9569721,9751999,9428318,9977807","869999.9999999999,937500.0,922500.0,937500.0,922500.0","RFA-NS-17-017,RFA-NS-17-017,RFA-NS-17-017,RFA-NS-17-017,RFA-NS-17-017"
10003414,m,w,"10000021,9569737,9569742,9570789,9569738","1476000.0,1500000.0,1500000.0,1500000.0,1500000.0","RFA-NS-17-021,RFA-NS-17-021,RFA-NS-17-021,RFA-NS-17-021,RFA-NS-17-021"
9312784,f,h,"9403567,9542390,9549142,9763656,9694731","281250.0,281250.0,281250.0,276750.0,276750.0","RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560"
8173806,m,w,"8173886,7934201,8175548,8175549,8175550","72000.0,73000.0,72000.0,72000.0,72000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
8323155,m,w,"8551693,8551692,8445018,8444926,8514955","540000.0,540000.0,548000.0,548000.0,877500.0","RFA-HL-12-034,RFA-HL-12-034,RFA-HL-12-034,RFA-HL-12-034,RFA-HL-08-003"
8168360,f,h,"9277914,9430398,9870921,9893855,9902185","625000.0,625000.0,615000.0,615000.0,615000.0","RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002"
9551706,m,h,"9849380,9849382,9849925,9849922,9849920","1014750.0,1014750.0,1014750.0,1014750.0,1014750.0","RFA-NS-18-026,RFA-NS-18-026,RFA-NS-18-026,RFA-NS-18-026,RFA-NS-18-026"
10062818,f,w,"9087140,9060879,8662694,8469390,8484349","327500.0,327500.0,332500.0,337500.0,337500.0","RFA-AI-11-033,RFA-AI-11-033,RFA-AI-11-033,RFA-AI-11-033,RFA-AI-11-033"
8516922,m,h,"10434979,10435287,10444448,10598580,10612456","535000.0,535000.0,535000.0,515000.0,515000.0","RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004"
8548110,m,a,"8730638,9349325,9136092,9143107,9136093","997500.0,982500.0,982500.0,982500.0,982500.0","RFA-DK-11-009,RFA-DK-11-009,RFA-DK-11-009,RFA-DK-11-009,RFA-DK-11-009"
10700830,f,h,"10210397,9955598,10171852,10171851,10598566","869999.9999999999,922500.0,869999.9999999999,869999.9999999999,772500.0","RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007"
10672416,f,w,"10456619,10670766,10456145,10456171,10048595","749000.0,721000.0,749000.0,749000.0,861000.0","RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004"
8380712,m,b,"8712008,8130836,8130845,8130841,8130824","945000.0,980000.0,980000.0,980000.0,980000.0","RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004"
9976185,f,w,"9941496,9939982,9941493,9941252,9941251","670350.0,670350.0,670350.0,670350.0,670350.0","RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001"
8757890,m,w,"9205554,9336367,9206106,9543587,9338340","327500.0,312500.0,327500.0,312500.0,312500.0","RFA-TR-16-001,RFA-TR-16-001,RFA-TR-16-001,RFA-TR-16-001,RFA-TR-16-001"
10247669,m,w,"8693975,8544456,8868954,8414034,8413975","997500.0,1012500.0,997500.0,1027500.0,1027500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
9260052,m,a,"8056155,8055231,8055071,8054107,8053940","720000.0,720000.0,720000.0,720000.0,720000.0","RFA-HS-10-010,RFA-HS-10-010,RFA-HS-10-010,RFA-HS-10-010,RFA-HS-10-010"
8927122,f,w,"9484207,9701893,9352749,9352745,9353716","875000.0,861000.0,875000.0,875000.0,875000.0","RFA-AG-16-023,RFA-AG-16-023,RFA-AG-16-023,RFA-AG-16-023,RFA-AG-16-023"
9002168,m,w,"8889483,8449454,8600315,8620720,8645749","532000.0,540000.0,532000.0,532000.0,532000.0","RFA-MH-10-060,RFA-MH-10-060,RFA-MH-10-060,RFA-MH-10-060,RFA-MH-10-060"
8628753,m,w,"8857379,8462845,8463063,8462764,8462801","399000.0,405000.0,405000.0,405000.0,405000.0","RFA-HS-12-006,RFA-HS-12-006,RFA-HS-12-006,RFA-HS-12-006,RFA-HS-12-006"
9670750,m,w,"10375422,9482416,10162307,10162308,10162309","1605000.0,1875000.0,1739999.9999999998,1739999.9999999998,1739999.9999999998","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
9461088,f,a,"9291402,9146268,8996081,7983063,8133387","375000.0,393000.0,399000.0,720000.0,700000.0","RFA-AG-15-004,RFA-AG-15-004,RFA-AG-15-004,RFA-AG-10-004,RFA-AG-10-004"
8114220,m,w,"8649026,8607041,8790424,8898714,8826679","997500.0,997500.0,997500.0,997500.0,997500.0","RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014"
7914844,f,w,"9306761,9517661,9517667,9525273,9517666","23750000.0,23750000.0,23750000.0,23750000.0,23750000.0","RFA-AI-11-002,RFA-AI-11-002,RFA-AI-11-002,RFA-AI-11-002,RFA-AI-11-002"
8308497,m,w,"9392566,9605293,8858240,8854932,8858282","215000.0,211560.0,228760.0,228760.0,228760.0","RFA-HD-14-022,RFA-HD-14-022,RFA-HD-14-022,RFA-HD-14-022,RFA-HD-14-022"
8461393,f,w,"8914430,9129520,9129473,9129528,8914419","199500.0,196500.0,196500.0,196500.0,199500.0","RFA-FD-12-008,RFA-FD-12-008,RFA-FD-12-008,RFA-FD-12-008,RFA-FD-12-008"
9562956,m,w,"7728181,7714471,7725600,7724792,8294755","360000.0,365000.0,365000.0,365000.0,342500.0","RFA-GM-09-008,RFA-GM-09-008,RFA-GM-09-008,RFA-GM-09-008,RFA-GM-09-008"
8414504,m,w,"8697158,9090182,8564334,8563631,9316738","1064000.0,1048000.0,1080000.0,1080000.0,1000000.0","RFA-NS-13-003,RFA-NS-13-003,RFA-NS-13-003,RFA-NS-13-003,RFA-NS-13-003"
9146763,m,w,"8660665,8722504,8472073,8547790,8547684","399000.0,399000.0,405000.0,405000.0,405000.0","RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003"
10138971,f,a,"9878236,9025641,9210598,9241943,9632554","922500.0,982500.0,937500.0,937500.0,922500.0","RFA-AI-14-019,RFA-AI-14-019,RFA-AI-14-019,RFA-AI-14-019,RFA-AI-14-019"
8753251,f,w,"8660338,8460585,8660337,8192314,8679000","332500.0,337500.0,332500.0,350000.0,332500.0","RFA-MH-11-040,RFA-MH-11-040,RFA-MH-11-040,RFA-MH-11-040,RFA-MH-11-040"
7818012,f,w,"10552045,10570855,10570228,10375045,10375033","515000.0,515000.0,515000.0,535000.0,535000.0","RFA-MH-21-160,RFA-MH-21-160,RFA-MH-21-160,RFA-MH-21-160,RFA-MH-21-160"
8811917,m,w,"8307181,8508815,8459420,8652555,8474685","2100000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013"
9230544,m,a,"10375151,10491227,10491230,10375150,9353822","232000.0,214000.0,214000.0,232000.0,250000.0","RFA-DK-20-033,RFA-DK-20-033,RFA-DK-20-033,RFA-DK-20-033,RFA-DK-16-012"
9963302,m,w,"7995571,8123282,10701116,10709664,10710060","108000.0,105000.0,535000.0,515000.0,206000.0","RFA-HD-09-010,RFA-HD-09-010,RFA-NR-22-002,RFA-NR-22-002,RFA-NR-22-003"
9567540,m,w,"10543359,10543288,10543360,10708037,10707288","401250.0,401250.0,401250.0,386250.0,386250.0","RFA-DK-21-022,RFA-DK-21-022,RFA-DK-21-022,RFA-DK-21-022,RFA-DK-21-022"
8395435,f,w,"10448423,9768311,9532408,9532552,9531970","2407500.0,2767500.0,2812500.0,2812500.0,2812500.0","RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002"
10200770,f,w,"9024508,9024507,9283550,8474128,8474132","982500.0,982500.0,937500.0,1012500.0,1012500.0","RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022"
10748106,f,h,"9278724,9893855,9430398,9453669,9475207","625000.0,615000.0,625000.0,625000.0,625000.0","RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002"
9733172,f,w,"7878704,7913060,8308568,8117743,8127975","720000.0,720000.0,685000.0,700000.0,700000.0","RFA-HD-08-003,RFA-HD-08-003,RFA-HD-08-003,RFA-HD-08-003,RFA-HD-08-003"
9506944,m,w,"9999273,9946863,9506944,10088137,10232095","33210000.0,33210000.0,33750000.0,33210000.0,1276000.0","RFA-DK-17-508,RFA-DK-17-508,RFA-DK-17-508,RFA-DK-17-508,RFA-DK-17-511"
8132413,m,w,"8626815,8624922,8711467,8711466,8711465","337500.0,337500.0,332500.0,332500.0,332500.0","RFA-ES-13-004,RFA-ES-13-004,RFA-ES-13-004,RFA-ES-13-004,RFA-ES-13-004"
9617184,f,w,"10549796,10549780,10424375,10424380,10425224","1184500.0,1184500.0,1230500.0,1230500.0,1230500.0","RFA-AA-20-001,RFA-AA-20-001,RFA-AA-20-001,RFA-AA-20-001,RFA-AA-20-001"
8657472,f,w,"8588190,9316522,8588219,8731963,8735640","472500.00000000006,437500.0,472500.00000000006,465500.0,465500.0","RFA-HD-13-008,RFA-HD-13-008,RFA-HD-13-008,RFA-HD-13-008,RFA-HD-13-008"
9604799,m,a,"10277070,10480007,10275726,10274937,10273747","580000.0,535000.0,580000.0,580000.0,580000.0","RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011"
10437903,f,w,"9512632,9001630,9932272,9001587,9323220","625000.0,665000.0,615000.0,655000.0,625000.0","RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018"
7853209,m,w,"9333488,9459404,9911989,10001556,9333907","375000.0,375000.0,369000.0,369000.0,375000.0","RFA-HD-17-011,RFA-HD-17-011,RFA-HD-17-011,RFA-HD-17-011,RFA-HD-17-011"
10013162,m,w,"10695223,10695227,10305130,10305131,10305132","309000.0,309000.0,348000.0,348000.0,348000.0","RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047"
9329412,m,h,"9266776,9260968,9135690,10093023,9429306","655000.0,665000.0,665000.0,580000.0,625000.0","RFA-DK-14-023,RFA-DK-14-023,RFA-DK-14-023,RFA-DK-16-014,RFA-DK-16-014"
8379952,f,a,"10413034,9597601,10165449,9753104,9927973","749000.0,875000.0,812000.0,861000.0,861000.0","RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016"
8360036,m,w,"7932548,7618823,7618822,7581080,7575124","252000.0,255500.0,255500.0,255500.0,255500.0","RFA-DE-07-005,RFA-DE-07-005,RFA-DE-07-005,RFA-DE-07-005,RFA-DE-07-005"
8382371,f,w,"10026407,10250500,10025786,10263974,10263350","123000.0,116000.0,123000.0,116000.0,116000.0","RFA-AG-20-018,RFA-AG-20-018,RFA-AG-20-018,RFA-AG-20-018,RFA-AG-20-018"
7625894,m,w,"8246704,7627999,7849039,7849041,7862568","1439200.0,365000.0,360000.0,360000.0,360000.0","RFA-OH-11-002,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004"
7837216,m,w,"10670756,10688025,10549810,10663116,10667381","122570.0,122570.0,122570.0,122570.0,122570.0","RFA-HL-19-024,RFA-HL-19-024,RFA-HL-19-024,RFA-HL-19-024,RFA-HL-19-024"
10626040,f,w,"10316191,9657026,9701960,9701959,9691335","1070000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-DK-16-020,RFA-DK-16-020,RFA-DK-16-020,RFA-DK-16-020,RFA-DK-16-020"
10053952,f,w,"10053952,10455017,10413278,10248541,10248537","553500.0,481500.0,522000.0,522000.0,522000.0","RFA-DK-19-015,RFA-DK-19-015,RFA-DK-19-015,RFA-DK-19-015,RFA-DK-19-015"
8126245,f,w,"8121642,7664320,8121657,7903439,7903437","506900.00000000006,540200.0,506900.00000000006,532800.0,532800.0","RFA-HL-07-004,RFA-HL-07-004,RFA-HL-07-004,RFA-HL-07-004,RFA-HL-07-004"
9054855,f,w,"8436004,8686992,8436052,7797933,7798326","6850000.000000001,6750000.0,6850000.000000001,4171428.78,4171428.78","RFA-DK-11-019,RFA-DK-11-019,RFA-DK-11-019,RFA-DK-08-006,RFA-DK-08-006"
9137602,f,b,"8628422,8842906,8544163,8279690,9566396","15525000.000000002,15295000.0,15755000.000000002,15755000.000000002,14375000.0","RFA-AG-12-001,RFA-AG-12-001,RFA-AG-12-001,RFA-AG-12-001,RFA-AG-12-001"
9469495,m,w,"9068125,9084558,9084553,9084551,9044566","1048000.0,1048000.0,1048000.0,1048000.0,1048000.0","RFA-ES-13-002,RFA-ES-13-002,RFA-ES-13-002,RFA-ES-13-002,RFA-ES-13-002"
9569265,m,w,"10261509,10897683,9906987,9906360,9901099","290000.0,257500.0,307500.0,307500.0,307500.0","RFA-AR-19-013,RFA-AR-19-013,RFA-AR-19-013,RFA-AR-19-013,RFA-AR-19-013"
8701215,m,w,"9074806,8516349,8196614,8712332,8712329","465500.0,2092500.0,2170000.0,2061500.0,2061500.0","RFA-EB-15-002,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013"
10454671,m,w,"10454672,10663332,10453883,10453884,10453885","856000.0,824000.0,856000.0,856000.0,856000.0","RFA-CA-21-029,RFA-CA-21-029,RFA-CA-21-029,RFA-CA-21-029,RFA-CA-21-029"
9377237,m,w,"9841407,9198965,9838753,9390795,9441650","584250.0,593750.0,584250.0,593750.0,593750.0","RFA-ES-15-003,RFA-ES-15-003,RFA-ES-15-003,RFA-ES-15-003,RFA-ES-15-003"
9180056,m,w,"8996965,9614800,9768064,9395796,9392866","465500.0,430500.0,437500.0,437500.0,437500.0","RFA-MD-15-001,RFA-MD-15-001,RFA-MD-15-001,RFA-MD-15-001,RFA-MD-15-001"
9976230,m,w,"10196902,9941539,10684651,9941250,9941251","632200.0,670350.0,561350.0,670350.0,670350.0","RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001"
10731711,m,w,"8768731,8874104,8885651,8882257,8766909","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038"
7620050,f,h,"9242173,8334494,8474636,8858409,8857159","982500.0,1027500.0,1012500.0,997500.0,997500.0","RFA-MD-11-005,RFA-MD-11-005,RFA-MD-11-005,RFA-MD-11-005,RFA-MD-11-005"
9729074,m,w,"9215356,9437827,9420639,9213709,8542814","250000.0,250000.0,250000.0,250000.0,1316250.0","RFA-MH-17-150,RFA-MH-17-150,RFA-MH-17-150,RFA-MH-17-150,RFA-HL-12-037"
7682546,f,w,"7682548,7682549,7916460,7916504,7918227","540200.0,540200.0,532800.0,532800.0,532800.0","RFA-HL-06-006,RFA-HL-06-006,RFA-HL-06-006,RFA-HL-06-006,RFA-HL-06-006"
8391179,m,w,"9406881,9270811,9273247,9273249,9270812","537500.0,537500.0,537500.0,537500.0,537500.0","RFA-HD-17-003,RFA-HD-17-003,RFA-HD-17-003,RFA-HD-17-003,RFA-HD-17-003"
8075920,m,w,"8607041,8608481,9208083,9205480,8498832","997500.0,997500.0,937500.0,937500.0,1012500.0","RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014"
9568843,m,w,"9921573,9053720,9972970,9146709,9531467","1230000.0,1330000.0,1160000.0,1250000.0,1250000.0","RFA-NS-15-006,RFA-NS-15-006,RFA-NS-15-006,RFA-NS-15-006,RFA-NS-15-006"
7588810,m,w,"8056812,7674816,8037544,8084082,7932516","350000.0,365000.0,350000.0,350000.0,365000.0","RFA-DE-08-003,RFA-DE-08-003,RFA-DE-08-003,RFA-DE-08-003,RFA-DE-08-003"
9736301,m,a,"9338192,9145167,9145163,10253260,10248653","625000.0,655000.0,655000.0,615000.0,615000.0","RFA-CA-14-010,RFA-CA-14-010,RFA-CA-14-010,RFA-CA-14-010,RFA-CA-14-010"
10000521,m,w,"8840246,8461584,8723394,8461594,8263077","2394000.0,2430000.0,2430000.0,2430000.0,2466000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
7922027,m,w,"7569019,8018676,7681127,7790635,7591711","365000.0,350000.0,365000.0,360000.0,365000.0","RFA-HL-05-019,RFA-HL-05-019,RFA-HL-05-019,RFA-HL-05-019,RFA-HL-05-019"
9882675,m,w,"7826600,8150719,7874466,7847085,7595816","360000.0,360000.0,360000.0,365000.0,365000.0","RFA-AG-05-008,RFA-AG-05-008,RFA-AG-05-008,RFA-AG-05-008,RFA-AG-05-008"
9569261,m,w,"8894410,8532645,8915477,8915481,8894408","532000.0,540000.0,532000.0,532000.0,532000.0","RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011"
7883431,m,w,"8689858,8689852,8689844,8689855,8689845","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012"
9248858,m,w,"8966383,9484201,9127073,9116742,9138966","266000.0,250000.0,262000.0,262000.0,262000.0","RFA-AG-15-016,RFA-AG-15-016,RFA-AG-15-016,RFA-AG-15-016,RFA-AG-15-016"
8035532,m,w,"8111770,7898861,7898859,7898858,7898857","5356800.0,5431200.0,5431200.0,5431200.0,5431200.0","RFA-DK-06-503,RFA-DK-06-503,RFA-DK-06-503,RFA-DK-06-503,RFA-DK-06-503"
7764470,f,w,"10017208,9877227,10264945,10263320,10261547","184500.0,184500.0,174000.0,174000.0,174000.0","RFA-DK-17-018,RFA-DK-17-018,RFA-DK-17-018,RFA-DK-17-018,RFA-DK-17-018"
7696352,m,w,"8881515,9124602,9124604,8925805,8919250","266000.0,262000.0,262000.0,266000.0,266000.0","RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082"
10683504,f,w,"8867050,8471935,8554377,9099557,8690627","465500.0,479500.00000000006,472500.00000000006,458500.0,465500.0","RFA-NR-12-011,RFA-NR-12-011,RFA-NR-12-011,RFA-NR-12-011,RFA-NR-12-011"
9518904,m,h,"8896789,9070677,9070679,9070574,9069853","1596000.0,1572000.0,1572000.0,1572000.0,1572000.0","RFA-ES-12-001,RFA-ES-12-001,RFA-ES-12-001,RFA-ES-12-001,RFA-ES-12-001"
8458888,f,w,"7875425,7875387,7940949,7940935,8167971","10950000.0,10950000.0,10800000.0,10800000.0,288000.0","RFA-RR-09-009,RFA-RR-09-009,RFA-RR-09-009,RFA-RR-09-009,RFA-RR-06-002"
8365003,m,w,"8015729,8015350,8015869,8146034,8145689","1080000.0,1080000.0,1080000.0,1050000.0,1050000.0","RFA-EB-09-002,RFA-EB-09-002,RFA-EB-09-002,RFA-EB-09-002,RFA-EB-09-002"
8144480,f,b,"9124627,8793023,8793021,8793022,8793019","9825000.0,9975000.0,9975000.0,9975000.0,9975000.0","RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001"
9055118,m,w,"9524848,9402296,8703731,8878311,8371836","1750000.0,1750000.0,2660000.0,2660000.0,2740000.0","RFA-HD-17-023,RFA-HD-17-023,RFA-HD-12-209,RFA-HD-12-209,RFA-HD-12-209"
10045791,m,w,"8472329,8806614,8800580,8473040,8554393","274000.0,266000.0,266000.0,274000.0,266000.0","RFA-NS-12-010,RFA-NS-12-010,RFA-NS-12-010,RFA-NS-12-010,RFA-NS-12-010"
7691811,m,w,"10554776,10693986,10691364,10689931,10686950","1498000.0,1442000.0,1442000.0,1442000.0,1442000.0","RFA-OH-22-002,RFA-OH-22-002,RFA-OH-22-002,RFA-OH-22-002,RFA-OH-22-002"
9043951,m,w,"10601126,9919483,9915895,9915896,9915897","77250.0,92250.0,92250.0,92250.0,92250.0","RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004"
