APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_roberta_p_wi,APPVAL_RECS_roberta_p_wi,FOA_RECS_roberta_p_wi
9332366,f,w,"9548217,9529867,8921196,9135703,9135746","281250.0,281250.0,299250.0,299250.0,299250.0","RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012"
8920545,m,w,"8132962,7693776,8085746,7928722,7928723","700000.0,730000.0,720000.0,720000.0,720000.0","RFA-DK-07-012,RFA-DK-07-012,RFA-DK-07-012,RFA-DK-07-012,RFA-DK-07-012"
10013563,m,w,"8705553,8196123,8511762,8307782,8898162","332500.0,350000.0,337500.0,342500.0,332500.0","RFA-HD-10-010,RFA-HD-10-010,RFA-HD-10-010,RFA-HD-10-010,RFA-HD-10-010"
7778742,m,w,"9320983,9165298,9162446,9166557,9162555","312500.0,327500.0,327500.0,327500.0,327500.0","RFA-RM-15-008,RFA-RM-15-008,RFA-RM-15-008,RFA-RM-15-008,RFA-RM-15-008"
8849042,m,w,"10340783,10687248,10493382,9099557,8867050","901320.0,800310.0,831390.0,458500.0,465500.0","RFA-AG-21-027,RFA-AG-21-027,RFA-AG-21-027,RFA-NR-12-011,RFA-NR-12-011"
8879187,f,b,"9319794,8997188,9144844,9145766,9323560","312500.0,332500.0,327500.0,327500.0,312500.0","RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024"
9612492,m,w,"10602396,10370506,10372687,10369165,10836087","515000.0,535000.0,580000.0,580000.0,515000.0","RFA-AA-21-001,RFA-AA-21-001,RFA-AA-21-001,RFA-AA-21-001,RFA-AA-21-001"
7903428,f,w,"10693360,10518318,9674209,9789234,9776404","1133000.0,1177000.0,615000.0,615000.0,615000.0","RFA-HG-21-029,RFA-HG-21-029,RFA-FD-15-001,RFA-FD-15-001,RFA-FD-15-001"
8920695,m,h,"8033914,8027510,8033964,8033965,8033966","2160000.0,2160000.0,2160000.0,2160000.0,2160000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
10245896,m,a,"7692305,7935567,7911680,7911689,7935572","511000.0,511000.0,360000.0,360000.0,365000.0","RFA-RM-07-016,RFA-RM-07-016,RFA-RM-07-015,RFA-RM-07-015,RFA-RM-07-015"
7573426,m,w,"10132288,9646351,9893855,9870921,10111500","580000.0,615000.0,615000.0,615000.0,580000.0","RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002"
7656696,m,h,"8184363,8334576,8333397,8333398,8529568","280000.0,274000.0,274000.0,274000.0,270000.0","RFA-GM-11-007,RFA-GM-11-007,RFA-GM-11-007,RFA-GM-11-007,RFA-GM-11-007"
8376563,m,w,"10707115,10519084,10518914,10518915,10518916","1030000.0,1070000.0,1070000.0,1070000.0,1070000.0","RFA-CA-21-054,RFA-CA-21-054,RFA-CA-21-054,RFA-CA-21-054,RFA-CA-21-054"
9100656,m,h,"8726150,8856474,9119746,9035358,9057855","2327500.0,2327500.0,2292500.0,2292500.0,2292500.0","RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016"
9067860,m,w,"7684579,7649476,7905822,7797656,7847547","365000.0,365000.0,360000.0,360000.0,360000.0","RFA-CA-07-036,RFA-CA-07-036,RFA-CA-07-036,RFA-CA-07-036,RFA-CA-07-036"
10439933,f,w,"9263923,9452910,9172013,9339636,9306511","250000.0,250000.0,262000.0,250000.0,250000.0","RFA-CA-15-009,RFA-CA-15-009,RFA-CA-15-009,RFA-CA-15-009,RFA-CA-15-009"
9893850,f,w,"10686217,10474478,10318902,10318876,10684229","515000.0,535000.0,580000.0,580000.0,515000.0","RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046"
9852507,f,w,"8876086,8875343,8876120,9986038,10610403","266000.0,266000.0,266000.0,614998.77,514998.97","RFA-MD-14-003,RFA-MD-14-003,RFA-MD-14-003,RFA-MH-19-412,RFA-MH-19-412"
7750586,m,w,"8056812,7674816,8037544,8084082,7932516","350000.0,365000.0,350000.0,350000.0,365000.0","RFA-DE-08-003,RFA-DE-08-003,RFA-DE-08-003,RFA-DE-08-003,RFA-DE-08-003"
9752514,m,w,"9752517,9752515,9750270,9750294,9750295","922500.0,922500.0,922500.0,922500.0,922500.0","RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
9547256,m,w,"8099459,8117653,7936074,7684232,7632237","1400000.0,1400000.0,1460000.0,1460000.0,1460000.0","RFA-AI-06-018,RFA-AI-06-018,RFA-AI-06-018,RFA-AI-06-018,RFA-AI-06-018"
10691911,m,w,"10475059,10232590,10676787,10676789,10676988","535000.0,580000.0,515000.0,515000.0,515000.0","RFA-AR-21-004,RFA-AR-21-004,RFA-AR-21-004,RFA-AR-21-004,RFA-AR-21-004"
9989552,m,w,"10704630,10704631,10305363,10305362,10305132","309000.0,309000.0,348000.0,348000.0,348000.0","RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047"
8365163,m,w,"8365248,8473969,8270470,8269769,8269721","2800000.0,2700000.0,2740000.0,2740000.0,2740000.0","RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001"
7905197,m,w,"7694311,7930608,7694268,7868750,8131018","1752000.0,1752000.0,1752000.0,1752000.0,1680000.0","RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007"
9533996,f,w,"10459874,10459873,10602744,10602742,10602740","1070000.0,1070000.0,1030000.0,1030000.0,1030000.0","RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013"
8056801,f,w,"9824335,9986687,9824342,9931155,9935964","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025"
9475082,f,w,"10293808,10294555,7940064,7638021,8264290","290000.0,290000.0,146000.0,146000.0,146000.0","RFA-CA-20-044,RFA-CA-20-044,RFA-CA-06-006,RFA-CA-06-006,RFA-CA-06-006"
7797602,f,b,"10597886,9615707,9783009,9783008,9783005","515000.0,625000.0,615000.0,615000.0,615000.0","RFA-MD-17-006,RFA-MD-17-006,RFA-MD-17-006,RFA-MD-17-006,RFA-MD-17-006"
8691551,m,w,"9407285,9174603,9252387,9637288,9071962","625000.0,655000.0,625000.0,615000.0,655000.0","RFA-HS-15-003,RFA-HS-15-003,RFA-HS-15-003,RFA-HS-15-003,RFA-HS-14-004"
7658237,m,w,"8543632,8412666,8554392,8544453,8545667","1350000.0,1370000.0,1350000.0,1350000.0,1350000.0","RFA-RM-11-006,RFA-RM-11-006,RFA-RM-11-006,RFA-RM-11-006,RFA-RM-11-006"
8375469,f,w,"8839960,8300507,8467676,8466923,8466282","399000.0,411000.00000000006,405000.0,405000.0,405000.0","RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024"
9900325,f,h,"8705553,8196123,8511762,8307782,8898162","332500.0,350000.0,337500.0,342500.0,332500.0","RFA-HD-10-010,RFA-HD-10-010,RFA-HD-10-010,RFA-HD-10-010,RFA-HD-10-010"
8659423,m,w,"8910705,9284475,8913969,8925885,8910704","199500.0,187500.0,199500.0,199500.0,199500.0","RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010"
9978601,m,w,"10657603,10242795,10017868,10017884,10017885","515000.0,580000.0,615000.0,615000.0,615000.0","RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007"
8399839,m,w,"10753650,10373005,9776882,10375519,10380632","257500.0,1284000.0,1476000.0,1284000.0,1284000.0","RFA-DK-23-002,RFA-DK-18-006,RFA-DK-18-006,RFA-DK-18-006,RFA-DK-18-006"
9565766,m,w,"9948263,9962092,10210397,10171852,10171851","922500.0,922500.0,869999.9999999999,869999.9999999999,869999.9999999999","RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007"
9317706,f,w,"10427953,10435197,10576950,10593160,10649515","535000.0,535000.0,515000.0,515000.0,515000.0","RFA-AI-20-077,RFA-AI-20-077,RFA-AI-20-077,RFA-AI-20-077,RFA-AI-20-077"
9514768,f,w,"8525278,8380711,8124940,7935360,8124918","1080000.0,1096000.0,1152000.0,1152000.0,1120000.0","RFA-AG-10-003,RFA-AG-10-003,RFA-AG-10-003,RFA-AG-10-003,RFA-AG-10-003"
9550778,m,b,"10248653,8928948,9769651,9342714,9551751","615000.0,665000.0,615000.0,625000.0,625000.0","RFA-CA-14-010,RFA-CA-14-010,RFA-CA-14-010,RFA-CA-14-010,RFA-CA-14-010"
8066691,m,h,"8640007,8916197,8640299,8640456,8640411","337500.0,332500.0,337500.0,337500.0,337500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
9414391,m,w,"9001630,9001462,9001756,9512632,9699998","665000.0,665000.0,665000.0,625000.0,615000.0","RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018"
9608711,m,w,"7926024,7919244,7652440,7682310,8099721","365000.0,360000.0,365000.0,365000.0,350000.0","RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011"
10404437,m,w,"9705957,9770847,10639265,8691506,8904331","312500.0,307500.0,267500.0,675000.0,665000.0","RFA-FD-18-017,RFA-FD-18-017,RFA-FD-22-020,RFA-FD-13-016,RFA-FD-13-016"
9522003,m,w,"7996282,7848683,7911439,7869504,9360022","288000.0,292000.0,292000.0,292000.0,1875000.0","RFA-EY-07-001,RFA-EY-07-001,RFA-NS-07-004,RFA-NS-07-004,RFA-NS-16-023"
9263859,f,w,"10250343,9205190,9205191,9390021,9390014","4060000.0,4375000.0,4375000.0,4375000.0,4375000.0","RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014"
10525192,f,w,"10490282,10705081,10688253,10688256,10704647","1284000.0,1236000.0,1236000.0,1236000.0,1236000.0","RFA-CA-20-029,RFA-CA-20-029,RFA-CA-20-029,RFA-CA-20-029,RFA-CA-20-029"
8790574,m,h,"9476609,9843563,10075306,9619408,8895402","624998.75,614998.77,579998.84,614998.77,638400.0","RFA-HL-18-004,RFA-HL-18-004,RFA-HL-18-004,RFA-HL-18-004,RFA-HL-13-028"
9644048,f,a,"10750700,10750083,10750627,10756808,10637036","515000.0,515000.0,515000.0,515000.0,721000.0","RFA-AI-22-050,RFA-AI-22-050,RFA-AI-22-050,RFA-AI-22-050,RFA-AI-22-015"
8461242,f,w,"10447898,10599976,9472109,9568054,9472656","695500.0,669500.0,500000.0,500000.0,500000.0","RFA-DE-22-001,RFA-DE-22-001,RFA-TR-17-007,RFA-TR-17-007,RFA-TR-17-007"
9085450,m,w,"8711574,8901320,8618745,8585164,8585159","1330000.0,1330000.0,1350000.0,1350000.0,1350000.0","RFA-NS-13-004,RFA-NS-13-004,RFA-NS-13-004,RFA-NS-13-004,RFA-NS-13-004"
7941872,m,w,"7673935,7808845,7627305,7691393,7632039","365000.0,360000.0,365000.0,365000.0,365000.0","RFA-CA-06-003,RFA-CA-06-003,RFA-CA-06-003,RFA-CA-06-003,RFA-CA-06-003"
8894056,m,w,"8072915,8151106,8696864,8845658,8524700","7920000.0,7699999.999999999,7425000.000000001,7315000.0,7535000.000000001","RFA-HG-10-004,RFA-HG-10-004,RFA-HG-10-004,RFA-HG-10-004,RFA-HG-10-004"
9052094,f,w,"8629905,7687312,7687233,8034702,8038321","94500.0,102200.0,102200.0,98000.0,98000.0","RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001"
9985190,m,b,"9471349,9677594,9677591,9677587,9673659","625000.0,615000.0,615000.0,615000.0,615000.0","RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002"
9352740,m,w,"10657603,10242795,10017868,10017884,10017885","515000.0,580000.0,615000.0,615000.0,615000.0","RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007"
8690906,m,w,"8711423,9108891,9133333,8550801,8544456","997500.0,982500.0,982500.0,1012500.0,1012500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
9557571,f,w,"8933965,9133157,9340016,9134185,9133165","931000.0,917000.0,875000.0,917000.0,917000.0","RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016"
8377944,m,w,"8377946,8477314,8543518,8543511,8543513","1370000.0,1350000.0,1350000.0,1350000.0,1350000.0","RFA-HD-09-027,RFA-HD-09-027,RFA-HD-09-027,RFA-HD-09-027,RFA-HD-09-027"
7856355,f,w,"9950246,10058552,10697390,10187808,10305083","246000.0,246000.0,309000.0,348000.0,348000.0","RFA-CA-19-038,RFA-CA-19-038,RFA-CA-20-008,RFA-CA-20-008,RFA-CA-20-008"
8284352,m,h,"10490439,10283244,8601749,8601748,8459770","321000.0,348000.0,665000.0,665000.0,675000.0","RFA-NS-21-002,RFA-NS-21-002,RFA-NS-13-001,RFA-NS-13-001,RFA-NS-13-001"
7764313,f,w,"10703733,10703789,8137731,8381180,8314067","515000.0,515000.0,489600.0,465800.00000000006,465800.00000000006","RFA-AI-22-034,RFA-AI-22-034,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
10499403,m,w,"10457887,10601026,10615613,10615612,10615608","160500.0,154500.0,154500.0,154500.0,154500.0","RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002"
8337273,m,w,"10435509,10613518,10199242,10199168,10199149","267500.0,257500.0,290000.0,290000.0,290000.0","RFA-GM-20-001,RFA-GM-20-001,RFA-GM-20-001,RFA-GM-20-001,RFA-GM-20-001"
8707989,f,w,"8547605,8723135,8842104,8427229,8923170","405000.0,399000.0,399000.0,411000.00000000006,399000.0","RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003"
8231456,m,h,"8851991,8853001,8853116,8851806,8851786","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
8642228,m,w,"9490316,9332362,9193315,9193703,9194369","625000.0,625000.0,655000.0,655000.0,655000.0","RFA-OD-15-006,RFA-OD-15-006,RFA-OD-15-006,RFA-OD-15-006,RFA-OD-15-006"
9096099,f,w,"8642427,8642414,8641479,8642228,8642431","1330000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-OD-12-007,RFA-OD-12-007,RFA-OD-12-007,RFA-OD-12-007,RFA-OD-12-007"
9207637,f,w,"7935616,7847346,7682324,7686060,7684003","175200.0,175200.0,175200.0,175200.0,175200.0","RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013"
8440888,m,w,"9788258,10150811,10147840,9975082,9915838","615000.0,580000.0,580000.0,615000.0,615000.0","RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027"
10065441,m,w,"8197411,7993586,7560005,7683259,7565979","274000.0,280000.0,292000.0,292000.0,292000.0","RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002"
10622128,f,w,"10429878,10677598,9130493,9330326,8712343","294250.0,283250.0,1463000.0,1441000.0,1463000.0","RFA-HL-22-002,RFA-HL-22-002,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041"
9815293,f,w,"8828888,9309999,9320947,9322198,9310000","53200.0,50000.0,50000.0,50000.0,50000.0","RFA-HG-14-007,RFA-HG-14-007,RFA-HG-14-007,RFA-HG-14-007,RFA-HG-14-007"
10003455,m,w,"9744876,9415871,9828124,9415526,9535582","375000.0,375000.0,369000.0,375000.0,375000.0","RFA-RM-16-003,RFA-RM-16-003,RFA-RM-16-003,RFA-RM-16-003,RFA-RM-16-003"
10700012,m,a,"10725821,10721954,10727978,10727503,10727279","103000.0,103000.0,103000.0,103000.0,103000.0","RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030"
9546849,m,w,"9812311,9494700,9706654,9319816,9177874","3000000.0,3000000.0,2952000.0,3000000.0,3144000.0","RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600"
10406901,f,w,"9927601,10152525,9788281,9591641,10369638","307500.0,290000.0,307500.0,312500.0,267500.0","RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031"
8210201,m,w,"7692271,7555583,7862326,9670148,9376604","1460000.0,1460000.0,1440000.0,492000.0,500000.0","RFA-MH-08-111,RFA-MH-08-110,RFA-MH-08-110,RFA-MH-15-600,RFA-MH-15-600"
10155547,m,w,"7658150,7649268,7882331,7882327,7661662","438000.0,438000.0,432000.0,432000.0,146000.0","RFA-DA-06-008,RFA-DA-06-008,RFA-DA-06-008,RFA-DA-06-008,RFA-DA-06-011"
10380652,f,w,"7862627,8120893,7919248,7900513,7900514","360000.0,350000.0,360000.0,360000.0,360000.0","RFA-AA-08-002,RFA-AA-08-002,RFA-AA-08-002,RFA-AA-08-002,RFA-AA-08-002"
8328121,m,w,"10724896,10726763,10721954,10724152,10724796","103000.0,103000.0,103000.0,103000.0,103000.0","RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030"
9728688,f,w,"9903201,9691849,9312530,9312410,9312411","1230000.0,1230000.0,1250000.0,1250000.0,1250000.0","RFA-AI-16-022,RFA-AI-16-022,RFA-AI-16-022,RFA-AI-16-022,RFA-AI-16-022"
9762768,f,a,"9430880,9568823,9569726,9429358,10092367","62500.0,62500.0,62500.0,62500.0,614998.77","RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-AG-20-017"
10366039,m,w,"8702797,9222878,8802858,9438473,9440978","399000.0,393000.0,399000.0,375000.0,375000.0","RFA-AI-13-019,RFA-AI-13-019,RFA-AI-13-019,RFA-AI-13-019,RFA-AI-13-019"
8525585,m,w,"7777412,7576169,8059617,8019500,7575186","432000.0,438000.0,420000.0,420000.0,438000.0","RFA-CA-07-004,RFA-CA-07-004,RFA-CA-07-004,RFA-CA-07-004,RFA-CA-07-004"
9149219,m,w,"10058601,10671497,10251870,10251338,10250550","861000.0,721000.0,812000.0,812000.0,812000.0","RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004"
9546829,f,w,"9957191,10219339,9384724,9723180,9555026","330255.0,311460.0,335625.0,330255.0,335625.0","RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014"
10578760,m,w,"9502903,10438220,9522096,9543960,9747678","937500.0,869999.9999999999,937500.0,937500.0,922500.0","RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047"
7942235,m,w,"10450695,10678899,10237686,10237683,10237681","856000.0,824000.0,928000.0,928000.0,928000.0","RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009"
10707158,m,w,"7934566,7932292,8143344,8131789,7683307","72000.0,72000.0,70000.0,70000.0,73000.0","RFA-AI-06-033,RFA-AI-06-033,RFA-AI-06-033,RFA-AI-06-033,RFA-AI-06-033"
7919773,m,w,"7961847,8116676,8365176,8365175,8365174","73000.0,70000.0,70000.0,70000.0,70000.0","RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002"
8527695,f,w,"9637231,9133266,9012763,9012764,9012762","615000.0,655000.0,655000.0,655000.0,655000.0","RFA-AI-14-002,RFA-AI-14-002,RFA-AI-14-002,RFA-AI-14-002,RFA-AI-14-002"
10351931,f,w,"8659384,8263161,8263077,8262932,8263074","2394000.0,2466000.0,2466000.0,2466000.0,2466000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
8119685,m,a,"8119685,7938709,8521355,8521356,7805955","735000.0,756000.0,708750.0,708750.0,766500.0","RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006"
8492194,m,w,"8651959,8651958,8451329,8464381,8278285","1330000.0,1330000.0,1350000.0,1350000.0,1370000.0","RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003"
8666752,m,w,"9536297,9689448,9689449,9536438,9694533","250000.0,246000.0,246000.0,250000.0,250000.0","RFA-ES-17-004,RFA-ES-17-004,RFA-ES-17-004,RFA-ES-17-004,RFA-ES-17-004"
7714604,m,w,"7795858,7905078,7904765,7916851,7904052","720000.0,720000.0,720000.0,720000.0,720000.0","RFA-GM-08-009,RFA-GM-08-009,RFA-GM-08-009,RFA-GM-08-009,RFA-GM-08-009"
9854274,m,a,"7922584,7692164,8055489,8065476,7871063","72000.0,73000.0,70000.0,70000.0,73000.0","RFA-MH-08-080,RFA-MH-08-080,RFA-MH-08-080,RFA-MH-08-080,RFA-MH-08-080"
7637402,f,w,"7706423,7897725,7706298,7701085,7700895","292000.0,288000.0,292000.0,292000.0,292000.0","RFA-AI-08-020,RFA-AI-08-020,RFA-AI-08-020,RFA-AI-08-020,RFA-AI-08-020"
9193285,m,w,"7676892,7676891,7933921,7936245,8032877","2190000.0,2190000.0,2160000.0,2160000.0,2160000.0","RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007"
8543632,f,w,"9354029,9343374,10251121,10251156,9343397","875000.0,875000.0,812000.0,812000.0,875000.0","RFA-RM-16-005,RFA-RM-16-005,RFA-RM-16-005,RFA-RM-16-005,RFA-RM-16-005"
9699505,m,w,"9089977,9697250,9532081,9501685,8957139","393000.0,369000.0,375000.0,375000.0,399000.0","RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015"
10160883,f,w,"10436133,10604394,10586202,10585203,10588068","240750.0,231750.0,1030000.0,1030000.0,1030000.0","RFA-DK-20-032,RFA-DK-20-032,RFA-DK-21-029,RFA-DK-21-029,RFA-DK-21-029"
8851574,m,w,"9514117,10000638,9938144,9930943,9925966","187500.0,184500.0,184500.0,184500.0,184500.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
9717295,m,w,"9609947,9608514,9959467,9419500,9419030","375000.0,375000.0,369000.0,375000.0,375000.0","RFA-MH-18-500,RFA-MH-18-500,RFA-MH-17-260,RFA-MH-17-260,RFA-MH-17-260"
8538309,m,a,"10492637,10330219,10330342,10487531,10700076","534998.93,579998.84,579998.84,534998.93,514998.97","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
8663557,m,h,"7618247,8005977,7603122,7673450,7682236","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033"
8659452,m,w,"8229848,8229227,8514610,8514609,8335408","280000.0,280000.0,270000.0,270000.0,274000.0","RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005"
8499148,f,w,"9731412,10216952,9522096,9502903,9543960","922500.0,869999.9999999999,937500.0,937500.0,937500.0","RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047"
10201577,m,a,"8774336,8773125,9514124,9552780,9517869","353780.0,353780.0,332500.0,332500.0,332500.0","RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011"
10090965,f,h,"10355559,10694161,10694159,10491933,10491914","348000.0,309000.0,309000.0,321000.0,321000.0","RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040"
9350668,f,a,"9968476,10213226,9967144,9781797,9781792","861000.0,812000.0,861000.0,861000.0,861000.0","RFA-RM-17-017,RFA-RM-17-017,RFA-RM-17-017,RFA-RM-17-017,RFA-RM-17-017"
9109284,m,w,"9110425,9767577,9334614,9334608,9334612","997500.0,922500.0,937500.0,937500.0,937500.0","RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021"
10242081,m,w,"7843131,7836643,7935498,7938918,7844309","306600.0,306600.0,302400.0,302400.0,306600.0","RFA-MH-09-172,RFA-MH-09-172,RFA-MH-09-172,RFA-MH-09-172,RFA-MH-09-172"
7942791,m,w,"7664282,7665545,7661539,7666797,7665450","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-EB-06-003,RFA-EB-06-003,RFA-EB-06-003,RFA-EB-06-003,RFA-EB-06-003"
9969469,m,h,"9044149,8045819,8697113,8532835,8697119","465500.0,3355200.0,3098900.0,3145500.0,3098900.0","RFA-HG-14-006,RFA-RM-09-002,RFA-RM-09-002,RFA-RM-09-002,RFA-RM-09-002"
7626596,m,w,"7846059,7845984,7842432,7839761,7841512","730000.0,730000.0,730000.0,730000.0,730000.0","RFA-RM-09-001,RFA-RM-09-001,RFA-RM-09-001,RFA-RM-09-001,RFA-RM-09-001"
10134824,f,w,"7847346,7684003,7686060,7682324,7935616","175200.0,175200.0,175200.0,175200.0,175200.0","RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013"
9813755,m,a,"8436004,8686992,8436052,7798339,7798326","6850000.000000001,6750000.0,6850000.000000001,4171428.78,4171428.78","RFA-DK-11-019,RFA-DK-11-019,RFA-DK-11-019,RFA-DK-08-006,RFA-DK-08-006"
7924597,m,w,"7900507,7924597,8536992,7849341,7939058","360000.0,360000.0,360000.0,365000.0,365000.0","RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004"
7937028,m,w,"9569692,9420111,9420764,9420368,9568766","375000.0,375000.0,375000.0,375000.0,375000.0","RFA-EB-17-001,RFA-EB-17-001,RFA-EB-17-001,RFA-EB-17-001,RFA-EB-17-001"
10221177,f,w,"8121625,7846354,7941894,8122324,7846408","420000.0,438000.0,432000.0,420000.0,438000.0","RFA-NR-09-005,RFA-NR-09-005,RFA-NR-09-005,RFA-NR-09-005,RFA-NR-09-005"
9998690,f,w,"8988167,8988800,8508690,8914653,8379701","199500.0,199500.0,5400000.0,5240000.0,5480000.0","RFA-HD-15-006,RFA-HD-15-006,RFA-HD-10-006,RFA-HD-10-006,RFA-HD-10-006"
8880326,f,w,"8538773,8008585,8022216,8022222,8022232","2055000.0,2160000.0,2160000.0,2160000.0,2160000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
7656865,m,w,"8145249,8069460,8146153,8473838,8305013","700000.0,720000.0,700000.0,675000.0,675000.0","RFA-DA-10-016,RFA-DA-10-016,RFA-DA-10-016,RFA-DA-10-016,RFA-DA-10-016"
