APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-base(para)_r_w,APPVAL_RECS_bert-base(para)_r_w,FOA_RECS_bert-base(para)_r_w
7691731,m,w,"8884282,9058468,9267419,9267947,9267945","6650000.0,6550000.0,6250000.0,6250000.0,6250000.0","RFA-HS-14-008,RFA-HS-14-008,RFA-HS-14-008,RFA-HS-14-008,RFA-HS-14-008"
9142858,f,a,"7666974,7760586,7790635,8018676,7837305","365000.0,360000.0,360000.0,350000.0,365000.0","RFA-HL-05-019,RFA-HL-05-019,RFA-HL-05-019,RFA-HL-05-019,RFA-HL-05-019"
9524992,f,w,"8330276,8138112,8138172,8138267,8321903","685000.0,700000.0,700000.0,700000.0,685000.0","RFA-HL-11-026,RFA-HL-11-026,RFA-HL-11-026,RFA-HL-11-026,RFA-HL-11-026"
9969524,m,w,"8933658,9149298,9351542,9351545,9351541","6650000.0,6550000.0,6250000.0,6250000.0,6250000.0","RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003"
9967457,m,a,"9527856,9763648,9528656,9514198,9750479","937500.0,922500.0,937500.0,937500.0,937500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
7813726,m,a,"9509503,9335971,9313927,9089463,9090775","562500.0,562500.0,562500.0,589500.0,589500.0","RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001"
9532407,f,w,"10217972,10207457,10217970,10217968,10207464","2610000.0,2610000.0,2610000.0,2610000.0,2610000.0","RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002"
7903332,f,w,"7792380,7597225,8073689,8514358,8228107","360000.0,365000.0,360000.0,342500.0,342500.0","RFA-HD-06-004,RFA-HD-06-004,RFA-HD-06-004,RFA-HD-06-004,RFA-HD-06-004"
8147751,m,w,"10707394,10707484,10556583,10556716,10556717","257500.0,257500.0,267500.0,267500.0,267500.0","RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002"
8048337,m,w,"10707394,10707484,10556583,10556716,10556717","257500.0,257500.0,267500.0,267500.0,267500.0","RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002"
8712128,m,h,"9898052,10462624,10214771,10683143,9897929","492000.0,428000.0,492000.0,412000.0,492000.0","RFA-AR-19-028,RFA-AR-19-028,RFA-AR-19-028,RFA-AR-19-028,RFA-AR-19-028"
7945336,m,w,"10217221,9293133,9087048,8862198,9293135","232000.0,437500.0,458500.0,465500.0,437500.0","RFA-HD-20-021,RFA-NR-13-002,RFA-NR-13-002,RFA-NR-13-002,RFA-NR-13-002"
10632067,m,w,"9334910,9532259,9528656,9532269,9532272","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
8036065,f,w,"8035958,8232163,7805094,7805198,7805150","93800.0,91790.0,96480.0,96480.0,96480.0","RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006"
8208878,f,h,"7572937,8208122,8206834,8207294,8209187","292000.0,274000.0,274000.0,274000.0,274000.0","RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002"
8377545,f,w,"8081160,8446141,8449986,8449983,8446143","1440000.0,1350000.0,1350000.0,1350000.0,1350000.0","RFA-HD-08-001,RFA-HD-08-001,RFA-HD-08-001,RFA-HD-08-001,RFA-HD-08-001"
9069538,m,w,"8544456,8868954,8414034,8413975,8517895","1012500.0,997500.0,1027500.0,1027500.0,1027500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
7943076,m,w,"9548409,8858137,8924793,9132020,10598961","1250000.0,1330000.0,1330000.0,1310000.0,267500.0","RFA-FD-14-024,RFA-FD-14-024,RFA-FD-14-024,RFA-FD-14-024,RFA-FD-22-017"
8263981,f,w,"8010372,8133979,8865775,8010577,8109228","288000.0,280000.0,665000.0,720000.0,700000.0","RFA-DA-10-002,RFA-DA-10-002,RFA-DA-10-001,RFA-DA-10-001,RFA-DA-10-001"
9930180,m,w,"9150569,9051168,9744876,9415585,9746805","262000.0,266000.0,375000.0,375000.0,375000.0","RFA-RM-15-002,RFA-RM-15-002,RFA-RM-16-003,RFA-RM-16-003,RFA-RM-16-003"
9320714,f,w,"10473735,10631108,10296340,10630218,10623221","749000.0,721000.0,812000.0,566500.0,566500.0","RFA-HG-20-043,RFA-HG-20-043,RFA-HG-20-043,RFA-HG-20-047,RFA-HG-20-047"
7945340,f,w,"8916833,8916834,8914039,9118786,9119620","299250.0,299250.0,299250.0,294750.0,294750.0","RFA-MH-14-102,RFA-MH-14-102,RFA-MH-14-102,RFA-MH-14-102,RFA-MH-14-102"
7922587,m,w,"10722664,10721489,10901047,8996081,9291402","257500.0,257500.0,257500.0,399000.0,375000.0","RFA-AG-23-012,RFA-AG-23-012,RFA-AG-23-012,RFA-AG-15-004,RFA-AG-15-004"
10001432,m,w,"9986628,10218018,9320376,9323727,9323085","369000.0,348000.0,375000.0,375000.0,375000.0","RFA-AI-16-001,RFA-AI-16-001,RFA-AI-16-001,RFA-AI-16-001,RFA-AI-16-001"
8550002,m,w,"9937535,10013216,10259671,10831321,10831698","819795.0,819795.0,773140.0,515000.0,515000.0","RFA-HS-19-002,RFA-HS-19-002,RFA-HS-19-002,RFA-HS-23-002,RFA-HS-23-002"
8356905,m,w,"10026444,10215448,10026443,10441650,9782980","492000.0,464000.0,492000.0,464000.0,492000.0","RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025"
10260459,f,w,"8914613,8924283,8913960,9130457,9130477","665000.0,665000.0,665000.0,665000.0,665000.0","RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014"
8452142,f,b,"7679882,8261985,8096717,8096719,7803663","2190000.0,2055000.0,2160000.0,2160000.0,2160000.0","RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013"
10354695,m,w,"8840238,9249545,9247951,9247946,9250144","199500.0,187500.0,187500.0,187500.0,187500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
8874374,m,w,"8435054,8872952,9691320,9267974,9274292","411000.00000000006,1662500.0,1537500.0,1562500.0,1562500.0","RFA-DK-11-031,RFA-DK-13-004,RFA-DK-13-004,RFA-DK-13-004,RFA-DK-13-004"
9478357,f,w,"10677008,10526299,9029356,9128067,9109683","515000.0,535000.0,294750.0,294750.0,294750.0","RFA-MH-21-120,RFA-MH-21-120,RFA-MH-15-330,RFA-MH-15-330,RFA-MH-15-330"
8499174,m,a,"8135610,8100512,8135631,8427901,7796498","350000.0,350000.0,350000.0,350000.0,365000.0","RFA-AA-09-003,RFA-AA-09-003,RFA-AA-09-003,RFA-AA-09-003,RFA-AA-09-003"
9245898,m,w,"8988167,8988800,9838515,10214711,9989191","199500.0,199500.0,399750.0,377000.0,399750.0","RFA-HD-15-006,RFA-HD-15-006,RFA-NS-18-033,RFA-NS-18-033,RFA-NS-18-033"
8544784,f,w,"10688174,10424521,10696039,10696031,10696024","1030000.0,1070000.0,1030000.0,1030000.0,1030000.0","RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013"
8007042,m,w,"9853019,10330419,10549792,10086984,9667871","492000.0,428000.0,412000.0,464000.0,492000.0","RFA-ES-18-005,RFA-ES-18-005,RFA-ES-18-005,RFA-ES-18-005,RFA-ES-18-005"
9393657,f,w,"7926024,7919244,7869229,8137945,8099721","365000.0,360000.0,360000.0,350000.0,350000.0","RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011"
8326059,f,w,"9356598,9551139,9273238,9275097,9356597","1250000.0,1250000.0,1310000.0,1310000.0,1250000.0","RFA-TR-16-006,RFA-TR-16-006,RFA-TR-16-006,RFA-TR-16-006,RFA-TR-16-006"
9186392,m,h,"7901149,8113184,8137663,7691805,7693834","576000.0,560000.0,560000.0,584000.0,584000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
8070372,m,a,"7651197,7840785,8046660,7872830,7802165","365000.0,365000.0,365000.0,360000.0,360000.0","RFA-DE-06-005,RFA-DE-06-005,RFA-DE-06-005,RFA-DE-06-005,RFA-DE-06-005"
8470149,f,w,"7921004,7679052,7681753,7921005,7915751","432000.0,438000.0,438000.0,432000.0,432000.0","RFA-DA-07-006,RFA-DA-07-006,RFA-DA-07-006,RFA-DA-07-006,RFA-DA-07-006"
9322727,f,w,"8451495,8064130,9322727,9303540,9322731","2430000.0,2520000.0,2358000.0,2358000.0,2358000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
9970377,f,w,"8179569,8179494,8277886,8274637,8303232","280000.0,280000.0,274000.0,274000.0,274000.0","RFA-MH-11-031,RFA-MH-11-031,RFA-MH-11-031,RFA-MH-11-031,RFA-MH-11-031"
9965898,m,w,"7928193,7742417,7741112,8333435,8312702","288000.0,292000.0,365000.0,342500.0,342500.0","RFA-CA-08-025,RFA-CA-08-025,RFA-CA-08-024,RFA-CA-08-024,RFA-CA-08-024"
8738826,m,w,"10690696,10492637,10487531,10330219,10330342","514998.97,534998.93,534998.93,579998.84,579998.84","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
10809408,m,w,"10145159,10548122,10659363,10659362,10659359","464000.0,412000.0,428000.0,428000.0,428000.0","RFA-AI-20-021,RFA-AI-20-021,RFA-AI-20-021,RFA-AI-20-021,RFA-AI-20-021"
9547568,m,w,"10713311,10714535,10714533,10714532,10714530","1545000.0,1545000.0,1545000.0,1545000.0,1545000.0","RFA-OD-22-014,RFA-OD-22-014,RFA-OD-22-014,RFA-OD-22-014,RFA-OD-22-014"
10045674,m,a,"9353951,9783062,9133253,8966053,8965551","589500.0,562500.0,589500.0,598500.0,598500.0","RFA-AG-15-015,RFA-AG-15-015,RFA-AG-15-015,RFA-AG-15-015,RFA-AG-15-015"
8133865,m,w,"7664567,8262005,8473969,8473972,8473967","937320.0,2800000.0,2700000.0,2700000.0,2700000.0","RFA-RM-05-015,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001"
7959559,f,w,"8360439,8360497,8360440,8360264,8360262","280000.0,280000.0,280000.0,280000.0,280000.0","RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001"
10260832,f,w,"10617650,10271683,10381612,10261979,10253525","628300.0,707600.0,652700.0,395560.0,395560.0","RFA-LM-20-002,RFA-LM-20-002,RFA-LM-20-002,RFA-LM-20-001,RFA-LM-20-001"
10019094,m,w,"8890640,8725785,8432094,8432097,8432096","1596000.0,1620000.0,1644000.0000000002,1644000.0000000002,1644000.0000000002","RFA-AI-11-040,RFA-AI-11-040,RFA-AI-11-040,RFA-AI-11-040,RFA-AI-11-040"
7943991,m,w,"9678234,10249959,9985110,10455604,9789925","487500.0,452400.0,479700.0,417300.0,479700.0","RFA-RM-18-015,RFA-RM-18-015,RFA-RM-18-015,RFA-RM-18-015,RFA-RM-18-015"
10207406,m,w,"7782591,7943002,7943004,7779493,7935205","219000.0,216000.0,216000.0,219000.0,216000.0","RFA-NS-09-003,RFA-NS-09-003,RFA-NS-09-003,RFA-NS-09-003,RFA-NS-09-003"
9081627,m,h,"9543319,9733123,9730351,9730352,9731405","1250000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028"
7905606,f,w,"9122519,9335721,9334338,9335480,9334339","917000.0,875000.0,875000.0,875000.0,875000.0","RFA-TW-13-001,RFA-TW-13-001,RFA-TW-13-001,RFA-TW-13-001,RFA-TW-13-001"
7500007,m,w,"8641002,9333732,9108766,9340828,9328182","1330000.0,1310000.0,1310000.0,1310000.0,1310000.0","RFA-TW-11-001,RFA-TW-11-001,RFA-TW-11-001,RFA-TW-11-001,RFA-TW-11-001"
8836574,m,w,"7672283,7867439,7664365,7664378,9864064","511000.0,511000.0,511000.0,511000.0,49200.0","RFA-HL-06-003,RFA-HL-06-003,RFA-HL-06-003,RFA-HL-06-003,RFA-DK-16-021"
9761577,f,w,"8933610,8308878,8530046,8540178,8334479","6650000.0,7000000.0,6750000.0,6750000.0,6850000.000000001","RFA-MD-11-006,RFA-MD-11-006,RFA-MD-11-006,RFA-MD-11-006,RFA-MD-11-006"
8125707,m,a,"7926729,7925211,7926652,7925892,7926839","1440000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-008,RFA-OD-09-008,RFA-OD-09-008,RFA-OD-09-008,RFA-OD-09-008"
9318444,f,w,"10663986,10455095,10676780,10676785,10676790","515000.0,535000.0,515000.0,515000.0,515000.0","RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003"
10363505,m,w,"7658863,7640611,7626004,7658887,7626009","438000.0,438000.0,438000.0,438000.0,438000.0","RFA-HG-05-002,RFA-HG-05-002,RFA-HG-05-002,RFA-HG-05-002,RFA-HG-05-002"
9103500,f,w,"7664511,7666929,7667260,7666932,7666892","584000.0,584000.0,584000.0,584000.0,584000.0","RFA-HL-07-010,RFA-HL-07-010,RFA-HL-07-010,RFA-HL-07-010,RFA-HL-07-010"
10518783,f,a,"8565628,8725571,8724343,8565991,8566312","270000.0,266000.0,266000.0,270000.0,270000.0","RFA-AG-13-003,RFA-AG-13-003,RFA-AG-13-003,RFA-AG-13-003,RFA-AG-13-003"
9319420,m,w,"9319420,9922256,9452944,9648120,10529887","312500.0,307500.0,312500.0,307500.0,342400.0","RFA-DA-17-007,RFA-DA-17-007,RFA-DA-17-007,RFA-DA-17-007,RFA-DA-22-020"
9350739,m,w,"9186252,9502961,9475082,9759463,9536780","1965000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
8451501,m,w,"9730476,9965924,9308980,9152359,9518902","615000.0,615000.0,625000.0,655000.0,625000.0","RFA-ES-15-012,RFA-ES-15-012,RFA-ES-15-012,RFA-ES-15-012,RFA-ES-15-012"
8120464,m,w,"7939723,8119066,7786663,7787103,7786896","288000.0,280000.0,292000.0,292000.0,292000.0","RFA-AG-09-011,RFA-AG-09-011,RFA-AG-09-011,RFA-AG-09-011,RFA-AG-09-011"
9724454,f,h,"10579073,10588960,10579071,10579072,10579074","437750.0,437750.0,437750.0,437750.0,437750.0","RFA-DK-21-027,RFA-DK-21-027,RFA-DK-21-027,RFA-DK-21-027,RFA-DK-21-027"
8857732,m,a,"8848554,10056253,8990854,9187879,9609523","1729000.0,1599000.0,1703000.0,1625000.0,1599000.0","RFA-HD-14-020,RFA-HD-14-020,RFA-HD-14-020,RFA-HD-14-020,RFA-HD-14-020"
10661520,m,a,"10442624,10432084,10645126,10231303,10087404","267500.0,267500.0,257500.0,307500.0,307500.0","RFA-AG-20-044,RFA-AG-20-044,RFA-AG-20-044,RFA-AG-20-044,RFA-AG-20-044"
8175551,m,w,"8268769,8365224,7625193,7920762,7900117","685000.0,6650000.0,6935000.0,6935000.0,6935000.0","RFA-RR-11-004,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
9350180,m,w,"9989540,7616961,8379002,8150047,7938718","369000.0,1825000.0,1712500.0000000002,1800000.0,1800000.0","RFA-FD-19-029,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002"
8270345,f,w,"8468754,8272452,8662839,7758622,7754922","405000.0,411000.00000000006,405000.0,438000.0,438000.0","RFA-NR-09-001,RFA-NR-09-001,RFA-NR-09-001,RFA-NR-09-001,RFA-NR-09-001"
9789695,m,w,"10773680,10372216,10226721,10224603,10613453","515000.0,454750.0,493000.0,493000.0,437750.0","RFA-DA-23-050,RFA-HD-21-017,RFA-HD-21-017,RFA-HD-21-017,RFA-HD-21-017"
10223230,m,w,"9999547,9702249,9983646,9998903,10120653","246000.0,246000.0,246000.0,246000.0,232000.0","RFA-CA-18-002,RFA-CA-18-002,RFA-CA-18-002,RFA-CA-18-002,RFA-CA-18-002"
8449981,m,w,"10007190,10050801,10051557,10148796,10200875","246000.0,246000.0,246000.0,232000.0,232000.0","RFA-HD-20-007,RFA-HD-20-007,RFA-HD-20-007,RFA-HD-20-007,RFA-HD-20-007"
10230438,m,w,"10583452,9910430,10357581,9755136,10118194","412000.0,492000.0,428000.0,492000.0,464000.0","RFA-HL-19-009,RFA-HL-19-009,RFA-HL-19-009,RFA-HL-19-009,RFA-HL-19-009"
8211908,m,a,"8211903,8211904,8211908,8211909,9034623","5950000.0,5950000.0,5950000.0,5950000.0,5567500.0","RFA-HD-10-001,RFA-HD-10-001,RFA-HD-10-001,RFA-HD-10-001,RFA-HD-10-001"
9149256,m,b,"9552813,10004977,8965443,9340191,9562344","875000.0,861000.0,931000.0,875000.0,875000.0","RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009"
8520153,f,w,"9333417,9144427,8971383,8973019,8970990","187500.0,196500.0,199500.0,199500.0,199500.0","RFA-GM-15-006,RFA-GM-15-006,RFA-GM-15-006,RFA-GM-15-006,RFA-GM-15-006"
10213689,m,w,"9822752,9821966,9821365,10056153,10056107","369000.0,369000.0,369000.0,369000.0,369000.0","RFA-DA-18-004,RFA-DA-18-004,RFA-DA-18-004,RFA-DA-18-004,RFA-DA-18-004"
7945363,m,w,"8517478,8706706,8306593,8310798,8587445","337500.0,332500.0,342500.0,342500.0,332500.0","RFA-MD-10-005,RFA-MD-10-005,RFA-MD-10-005,RFA-MD-10-005,RFA-MD-10-005"
8705519,m,w,"8791901,8990838,8791686,8605752,8606033","266000.0,262000.0,266000.0,266000.0,266000.0","RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009"
8137657,f,h,"8033361,8534042,8547006,8540838,8527733","2160000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
10701034,f,w,"10694161,10355559,10694159,10491933,10491914","309000.0,348000.0,309000.0,321000.0,321000.0","RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040"
10897684,m,w,"9011718,9011926,9385159,9533194,8617296","458500.0,458500.0,1000000.0,1000000.0,172900.0","RFA-HL-15-026,RFA-HL-15-026,RFA-HL-15-027,RFA-HL-15-027,RFA-HL-12-009"
7870727,m,w,"8724832,9250069,9648681,9283309,9282278","2327500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016"
9469747,f,h,"7555050,7931981,7729814,7728616,7726363","135185.78,360000.0,365000.0,365000.0,365000.0","RFA-AG-07-004,RFA-AG-09-010,RFA-AG-09-010,RFA-AG-09-010,RFA-AG-09-010"
10771712,f,w,"10774073,10771635,10772894,10771412,10772424","154500.0,154500.0,154500.0,154500.0,154500.0","RFA-OH-22-006,RFA-OH-22-006,RFA-OH-22-006,RFA-OH-22-005,RFA-OH-22-005"
8286975,m,w,"8969452,8653603,8319431,8146167,8016853","665000.0,5452998.67,5534998.65,5739998.6,5903998.56","RFA-HL-14-013,RFA-HL-10-008,RFA-HL-10-008,RFA-HL-10-008,RFA-HL-10-008"
9473808,f,b,"8871783,8722021,8911359,8914664,8904715","299250.0,299250.0,299250.0,299250.0,299250.0","RFA-HL-12-023,RFA-HL-12-023,RFA-HL-12-023,RFA-HL-12-023,RFA-HL-12-023"
9039985,m,w,"9040284,9737977,9740942,9740943,9763648","997500.0,922500.0,922500.0,922500.0,922500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
8307865,m,w,"8310236,8321591,8144930,8144929,8069385","1370000.0,1370000.0,1400000.0,1400000.0,1440000.0","RFA-DA-10-018,RFA-DA-10-018,RFA-DA-10-018,RFA-DA-10-018,RFA-DA-10-018"
8906714,f,w,"8101111,7927099,8090456,7742316,7931488","210000.0,219000.0,210000.0,219000.0,219000.0","RFA-AG-07-005,RFA-AG-07-005,RFA-AG-07-005,RFA-AG-07-005,RFA-AG-07-005"
8463472,f,w,"8211055,8106253,8094485,8134485,8322937","685000.0,700000.0,700000.0,700000.0,700000.0","RFA-CA-08-022,RFA-CA-08-022,RFA-CA-08-022,RFA-CA-08-022,RFA-CA-08-022"
8070000,f,w,"8535754,8911303,8911824,8402722,8402523","54000.0,53200.0,53200.0,54800.00000000001,54800.00000000001","RFA-DK-11-014,RFA-DK-11-014,RFA-DK-11-014,RFA-DK-11-014,RFA-DK-11-014"
10438645,m,w,"9102773,8901503,8935892,8935910,9545015","3930000.0,3990000.0,3990000.0,3990000.0,3750000.0","RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016"
9353717,m,w,"8675960,7989616,8032763,8032767,8032774","1330000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-HD-09-027,RFA-HD-09-027,RFA-HD-09-027,RFA-HD-09-027,RFA-HD-09-027"
8130345,m,w,"9976825,10132315,9828246,9898687,9932691","246000.0,232000.0,246000.0,615000.0,615000.0","RFA-NS-18-042,RFA-NS-18-042,RFA-NS-18-042,RFA-EB-18-003,RFA-EB-18-003"
10056027,f,w,"8978024,9262132,9262120,9277333,9262130","2358000.0,2250000.0,2250000.0,2250000.0,2250000.0","RFA-AA-15-001,RFA-AA-15-001,RFA-AA-15-001,RFA-AA-15-001,RFA-AA-15-001"
9442783,f,w,"8268140,7845030,8080876,8081056,8053901","479500.00000000006,504000.0,490000.0,490000.0,490000.0","RFA-DK-06-018,RFA-DK-06-018,RFA-DK-06-018,RFA-DK-06-018,RFA-DK-06-018"
8076685,m,w,"10625373,10620357,10612954,10442288,10440618","309000.0,309000.0,309000.0,321000.0,321000.0","RFA-AI-21-007,RFA-AI-21-007,RFA-AI-21-007,RFA-AI-21-007,RFA-AI-21-007"
9695908,f,w,"10641819,10430544,10650877,10430514,9928385","309000.0,321000.0,309000.0,321000.0,430500.0","RFA-AG-22-002,RFA-AG-22-002,RFA-AG-22-002,RFA-AG-22-002,RFA-AG-17-002"
10488646,f,w,"9973108,9973209,8098507,8452594,8450039","92250.0,92250.0,490000.0,472500.00000000006,472500.00000000006","RFA-HL-16-019,RFA-HL-16-019,RFA-HS-10-018,RFA-HS-10-018,RFA-HS-10-018"
9102881,f,a,"9111856,9089851,8829144,8897260,8874892","982500.0,982500.0,997500.0,997500.0,997500.0","RFA-AI-13-013,RFA-AI-13-013,RFA-AI-13-013,RFA-AI-13-013,RFA-AI-13-013"
8124939,f,w,"9544796,9523407,10205952,10170184,10160751","281250.0,281250.0,261000.0,261000.0,261000.0","RFA-AG-17-030,RFA-AG-17-030,RFA-AG-17-030,RFA-AG-17-030,RFA-AG-17-030"
10704542,m,a,"9146709,9972970,9921573,9531467,9053720","1250000.0,1160000.0,1230000.0,1250000.0,1330000.0","RFA-NS-15-006,RFA-NS-15-006,RFA-NS-15-006,RFA-NS-15-006,RFA-NS-15-006"
8906908,f,w,"10144033,10489290,10144034,10489295,10489299","11685000.0,9785000.0,11685000.0,9785000.0,9785000.0","RFA-NS-20-013,RFA-NS-20-013,RFA-NS-20-013,RFA-NS-20-013,RFA-NS-20-013"
8914418,f,w,"9479506,9554608,9554594,9554638,9554600","375000.0,375000.0,375000.0,375000.0,375000.0","RFA-FD-17-010,RFA-FD-17-010,RFA-FD-17-010,RFA-FD-17-010,RFA-FD-17-010"
10155572,m,w,"9322571,9040276,9532257,9528659,9527853","937500.0,997500.0,937500.0,937500.0,937500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
8568050,m,w,"10306306,10492774,10695227,10695224,10695223","348000.0,321000.0,309000.0,309000.0,309000.0","RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047"
9903334,f,w,"8831682,9115399,9033908,9033905,9039601","199500.0,199500.0,196500.0,196500.0,196500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
9914842,f,w,"7991894,8128700,10746928,10014627,10461137","576000.0,560000.0,947600.0,1131600.0,984400.0","RFA-HD-09-008,RFA-HD-09-008,RFA-HD-23-012,RFA-HD-18-103,RFA-HD-18-103"
7885092,m,w,"7903428,7932410,7903427,7678455,7915183","1781200.0,1781200.0,1781200.0,1781200.0,1781200.0","RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002"
9483327,m,w,"10455090,10197626,10459357,10613518,10663171","267500.0,290000.0,267500.0,257500.0,257500.0","RFA-GM-20-001,RFA-GM-20-001,RFA-GM-20-001,RFA-GM-20-001,RFA-GM-20-001"
8911814,m,w,"9762081,9573392,10208856,9573423,9729921","246000.0,250000.0,290000.0,312500.0,312500.0","RFA-DE-18-006,RFA-DE-18-006,RFA-DE-18-005,RFA-DE-18-005,RFA-DE-18-005"
8738580,m,b,"8921326,9109527,8423514,8929114,8330801","665000.0,655000.0,685000.0,665000.0,274000.0","RFA-RM-11-024,RFA-RM-11-024,RFA-RM-11-024,RFA-RM-11-024,RFA-RM-10-016"
7800254,m,w,"9114794,8821583,8549099,8727104,8657013","465500.0,665000.0,675000.0,665000.0,665000.0","RFA-MH-15-400,RFA-MH-12-130,RFA-MH-12-130,RFA-MH-12-130,RFA-MH-12-130"
9484498,f,a,"8079236,8609592,8077727,8077799,9107513","99750.0,99750.0,99750.0,99750.0,98250.0","RFA-MD-10-001,RFA-MD-10-001,RFA-MD-10-001,RFA-MD-10-001,RFA-MD-10-001"
9767523,f,w,"7547910,8069418,8287149,8287150,8305012","365000.0,1080000.0,1027500.0,1027500.0,1027500.0","RFA-DA-08-005,RFA-DA-10-014,RFA-DA-10-014,RFA-DA-10-014,RFA-DA-10-014"
10616381,f,w,"10091112,10213065,10616381,9265706,9338057","1230000.0,1160000.0,535000.0,655000.0,625000.0","RFA-FD-20-004,RFA-FD-20-004,RFA-FD-22-025,RFA-FD-16-001,RFA-FD-16-001"
8880139,m,a,"8707400,8699693,8014602,8149926,8532854","887110.0,887110.0,960480.0,933800.0,900450.0000000001","RFA-CA-09-026,RFA-CA-09-026,RFA-CA-09-026,RFA-CA-09-026,RFA-CA-09-026"
8934181,m,w,"9779086,9205327,9352350,8584413,8585138","1562500.0,1662500.0,1562500.0,1687500.0,1687500.0","RFA-HD-13-010,RFA-HD-13-010,RFA-HD-13-010,RFA-HD-13-010,RFA-HD-13-010"
8103042,m,a,"10355998,10356208,10356548,10357063,10357382","232000.0,232000.0,232000.0,232000.0,232000.0","RFA-RM-21-007,RFA-RM-21-007,RFA-RM-21-007,RFA-RM-21-007,RFA-RM-21-007"
