APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_albert_r_wi,APPVAL_RECS_albert_r_wi,FOA_RECS_albert_r_wi
9332366,f,w,"9134724,9554889,8918586,9137341,9735555","458500.0,437500.0,465500.0,465500.0,437500.0","RFA-DK-13-505,RFA-DK-13-505,RFA-DK-13-505,RFA-DK-13-505,RFA-DK-13-505"
8920545,m,w,"9608674,10234009,10470777,10470779,9994979","312500.0,290000.0,267500.0,267500.0,307500.0","RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509"
10013563,m,w,"9899532,9900560,10018175,10019836,8657013","276750.0,276750.0,276750.0,276750.0,665000.0","RFA-DA-19-036,RFA-DA-19-036,RFA-DA-19-036,RFA-DA-19-036,RFA-MH-12-130"
7778742,m,w,"8324617,8228156,8137977,7791268,7791184","342500.0,350000.0,350000.0,365000.0,365000.0","RFA-GM-09-005,RFA-GM-09-005,RFA-GM-09-005,RFA-GM-09-005,RFA-GM-09-005"
8849042,m,w,"10204491,10624969,10415065,10658457,9914195","6032000.0,5356000.0,5564000.0,412000.0,123000.0","RFA-AG-21-014,RFA-AG-21-014,RFA-AG-21-014,RFA-AG-23-005,RFA-AG-19-002"
8879187,f,b,"8931049,8931045,9545050,9533671,9548276","1330000.0,1330000.0,1250000.0,1250000.0,1250000.0","RFA-HL-14-001,RFA-HL-14-001,RFA-HL-14-001,RFA-HL-14-001,RFA-HL-14-001"
9612492,m,w,"10541708,10705685,10705855,10705854,10540962","214000.0,206000.0,206000.0,206000.0,214000.0","RFA-AA-21-015,RFA-AA-21-015,RFA-AA-21-015,RFA-AA-21-015,RFA-AA-21-015"
7903428,f,w,"7915183,7915184,7915186,7915187,7678455","1781200.0,1781200.0,1781200.0,1781200.0,1781200.0","RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002"
8920695,m,h,"8724403,8033909,8022167,8008618,8033914","1995000.0,2160000.0,2160000.0,2160000.0,2160000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
10245896,m,a,"8792751,9303419,9072264,9052201,9116910","665000.0,625000.0,655000.0,655000.0,655000.0","RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013"
7573426,m,w,"8624726,8448590,8826195,8820298,8333652","332500.0,337500.0,332500.0,332500.0,342500.0","RFA-NS-12-005,RFA-NS-12-005,RFA-NS-12-005,RFA-NS-12-005,RFA-NS-12-005"
7656696,m,h,"7937155,7572272,7571384,7571124,7571517","219000.0,219000.0,219000.0,219000.0,219000.0","RFA-HD-07-021,RFA-HD-07-021,RFA-HD-07-021,RFA-HD-07-021,RFA-HD-07-021"
8376563,m,w,"9888974,10436179,10372955,9852303,9512284","430500.0,374500.0,374500.0,430500.0,437500.0","RFA-DE-18-004,RFA-DE-18-004,RFA-DE-18-004,RFA-DE-18-004,RFA-DE-18-004"
9100656,m,h,"9036319,8299246,8830198,8298701,8915034","393000.0,411000.00000000006,399000.0,411000.00000000006,399000.0","RFA-AI-11-010,RFA-AI-11-010,RFA-AI-11-010,RFA-AI-11-010,RFA-AI-11-010"
9067860,m,w,"7777412,7776863,8059617,7576169,7575186","432000.0,432000.0,420000.0,438000.0,438000.0","RFA-CA-07-004,RFA-CA-07-004,RFA-CA-07-004,RFA-CA-07-004,RFA-CA-07-004"
10439933,f,w,"10631927,10439370,9352804,9546642,10242457","772500.0,802500.0,1000000.0,1000000.0,430500.0","RFA-CA-21-023,RFA-CA-21-023,RFA-CA-15-021,RFA-CA-15-021,RFA-CA-17-015"
9893850,f,w,"10684229,10541061,10491243,10491098,10474478","515000.0,535000.0,535000.0,535000.0,535000.0","RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046"
9852507,f,w,"9852507,10163917,10610403,9986038,10401852","614998.77,579998.84,514998.97,614998.77,534998.93","RFA-MH-19-412,RFA-MH-19-412,RFA-MH-19-412,RFA-MH-19-412,RFA-MH-19-412"
7750586,m,w,"7586207,7766247,7674816,7848275,8249500","292000.0,360000.0,365000.0,360000.0,342500.0","RFA-DE-08-004,RFA-DE-08-003,RFA-DE-08-003,RFA-DE-08-003,RFA-DE-08-003"
9752514,m,w,"9728931,9386544,9385118,9385114,9728934","922500.0,937500.0,937500.0,937500.0,922500.0","RFA-DK-16-031,RFA-DK-16-031,RFA-DK-16-031,RFA-DK-16-031,RFA-DK-16-031"
9547256,m,w,"7899299,7924421,8120324,8120323,8120322","1022000.0,1022000.0,1008000.0,1008000.0,1008000.0","RFA-AI-05-022,RFA-AI-05-022,RFA-AI-05-022,RFA-AI-05-022,RFA-AI-05-022"
10691911,m,w,"8500223,8290590,8293764,8293838,8295198","1080000.0,1096000.0,1096000.0,1096000.0,1096000.0","RFA-AR-12-001,RFA-AR-12-001,RFA-AR-12-001,RFA-AR-12-001,RFA-AR-12-001"
9989552,m,w,"10253251,8928705,9773633,9334552,9630279","369000.0,399000.0,369000.0,375000.0,375000.0","RFA-CA-14-011,RFA-CA-14-011,RFA-CA-14-011,RFA-CA-14-011,RFA-CA-14-011"
8365163,m,w,"8636505,8269774,8866495,8869067,8269723","2660000.0,2740000.0,2660000.0,2660000.0,2740000.0","RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001"
7905197,m,w,"8380898,7930607,7868750,8131018,8144398","1644000.0000000002,1752000.0,1752000.0,1680000.0,1680000.0","RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007"
9533996,f,w,"9983288,9539963,9514897,9523269,9533367","1230000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028"
8056801,f,w,"8460113,8064700,8307181,8099009,8067761","2025000.0,2100000.0,2100000.0,2100000.0,2100000.0","RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013"
9475082,f,w,"9537490,9750650,9745538,9542264,9565525","937500.0,922500.0,922500.0,937500.0,937500.0","RFA-CA-16-014,RFA-CA-16-014,RFA-CA-16-014,RFA-CA-16-014,RFA-CA-16-014"
7797602,f,b,"9980995,9982432,9812531,9812018,9811666","61500.0,61500.0,61500.0,61500.0,61500.0","RFA-MD-18-007,RFA-MD-18-007,RFA-MD-18-007,RFA-MD-18-007,RFA-MD-18-007"
8691551,m,w,"10410360,10145749,10645011,9965073,8711102","534998.93,579998.84,514998.97,614998.77,299250.0","RFA-HD-20-005,RFA-HD-20-005,RFA-HD-20-005,RFA-HD-20-005,RFA-HD-14-029"
7658237,m,w,"10245166,9751316,9750775,9750112,9750099","290000.0,307500.0,307500.0,307500.0,307500.0","RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004"
8375469,f,w,"8301462,8475556,8301973,8302016,8468639","411000.00000000006,405000.0,411000.00000000006,411000.00000000006,405000.0","RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024"
9900325,f,h,"9899532,10018175,10019836,9900560,8733509","276750.0,276750.0,276750.0,276750.0,665000.0","RFA-DA-19-036,RFA-DA-19-036,RFA-DA-19-036,RFA-DA-19-036,RFA-MH-12-130"
8659423,m,w,"9183876,9657766,9442800,9036982,8723828","1250000.0,1230000.0,1250000.0,524000.0,532000.0","RFA-ES-15-016,RFA-ES-15-016,RFA-ES-15-016,RFA-ES-12-008,RFA-ES-12-008"
9978601,m,w,"10093706,10265509,9978552,9789161,9930511","307500.0,290000.0,430500.0,430500.0,430500.0","RFA-AG-20-038,RFA-AG-20-038,RFA-AG-18-030,RFA-AG-18-030,RFA-AG-18-030"
8399839,m,w,"9356533,9938645,9737949,9737948,9730500","1250000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-HD-16-009,RFA-HD-16-009,RFA-HD-16-009,RFA-HD-16-009,RFA-HD-16-009"
9565766,m,w,"9044776,9670111,8913347,9459899,9457435","122280.64,114813.12,124147.52,116680.0,116680.0","RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004"
9317706,f,w,"8724832,9648673,9544814,9655141,9494497","2327500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016"
9514768,f,w,"8324590,8534660,8513206,8381863,8179915","1096000.0,1080000.0,1080000.0,1096000.0,1096000.0","RFA-AG-11-002,RFA-AG-11-002,RFA-AG-11-002,RFA-AG-11-002,RFA-AG-11-002"
9550778,m,b,"9684606,9852303,10372955,10436179,9512284","430500.0,430500.0,374500.0,374500.0,437500.0","RFA-DE-18-004,RFA-DE-18-004,RFA-DE-18-004,RFA-DE-18-004,RFA-DE-18-004"
8066691,m,h,"7647271,8114968,8130804,8120470,8121406","365000.0,350000.0,350000.0,350000.0,350000.0","RFA-GM-08-002,RFA-GM-08-002,RFA-GM-08-002,RFA-GM-08-002,RFA-GM-08-002"
9414391,m,w,"10667123,10666871,10666025,10665204,9918835","515000.0,515000.0,515000.0,206000.0,123000.0","RFA-AG-23-010,RFA-AG-23-010,RFA-AG-23-010,RFA-AG-23-011,RFA-AG-19-003"
9608711,m,w,"8402064,8550036,8400641,8725612,8720744","1335750.0,1316250.0,1335750.0,1296750.0,1296750.0","RFA-HL-12-037,RFA-HL-12-037,RFA-HL-12-037,RFA-HL-12-037,RFA-HL-12-037"
10404437,m,w,"8499258,8705389,8927982,8705391,8733035","540000.0,532000.0,532000.0,532000.0,532000.0","RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010"
9522003,m,w,"8484469,8492189,8295046,8294091,8294095","1350000.0,1350000.0,1370000.0,1370000.0,1370000.0","RFA-NS-11-011,RFA-NS-11-011,RFA-NS-11-011,RFA-NS-11-011,RFA-NS-11-011"
9263859,f,w,"8014441,8014564,8014513,8014514,8014515","1440000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002"
10525192,f,w,"7878872,7937570,7666180,8005977,7683921","1440000.0,1460000.0,1460000.0,292000.0,292000.0","RFA-CA-07-039,RFA-CA-07-039,RFA-CA-07-039,RFA-CA-07-033,RFA-CA-07-033"
8790574,m,h,"10327866,10672295,8743255,8638405,9320887","562600.0,499550.0,638400.0,648000.0,600000.0","RFA-HL-21-018,RFA-HL-21-018,RFA-HL-13-028,RFA-HL-13-028,RFA-HL-13-028"
9644048,f,a,"10327866,10672295,8641735,8209570,8448656","562600.0,499550.0,1330000.0,1400000.0,1350000.0","RFA-HL-21-018,RFA-HL-21-018,RFA-MH-11-020,RFA-MH-11-020,RFA-MH-11-020"
8461242,f,w,"8356907,8120576,8318839,7961226,7961225","1260000.0,1260000.0,1233000.0,1314000.0,1314000.0","RFA-RR-07-006,RFA-RR-07-006,RFA-RR-07-006,RFA-RR-07-006,RFA-RR-07-006"
9085450,m,w,"9091650,9293391,9085437,9293377,9293407","262000.0,250000.0,262000.0,250000.0,250000.0","RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008"
7941872,m,w,"8693895,8379949,8381496,8381747,8381494","1064000.0,1096000.0,1096000.0,1096000.0,1096000.0","RFA-AG-11-002,RFA-AG-11-002,RFA-AG-11-002,RFA-AG-11-002,RFA-AG-11-002"
8894056,m,w,"9307934,8792750,9072264,9052201,9116910","625000.0,665000.0,655000.0,655000.0,655000.0","RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013"
9052094,f,w,"10549216,10706583,7555050,10037968,10037760","1070000.0,1030000.0,135185.78,613770.0,613770.0","RFA-AG-22-030,RFA-AG-22-030,RFA-AG-07-004,RFA-NS-20-004,RFA-NS-20-004"
9985190,m,b,"10562309,10563243,10564073,10565802,10008512","515000.0,515000.0,515000.0,515000.0,2952000.0","RFA-AI-21-075,RFA-AI-21-075,RFA-AI-21-075,RFA-AI-21-075,RFA-AI-19-041"
9352740,m,w,"10093706,10265509,9978552,9789161,9930511","307500.0,290000.0,430500.0,430500.0,430500.0","RFA-AG-20-038,RFA-AG-20-038,RFA-AG-18-030,RFA-AG-18-030,RFA-AG-18-030"
8690906,m,w,"8152238,8152492,8513364,8514015,8513365","2100000.0,2160000.0,2025000.0,2025000.0,2025000.0","RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007"
9557571,f,w,"10226829,9979911,9979914,9997691,9997699","580000.0,615000.0,615000.0,615000.0,615000.0","RFA-HD-17-007,RFA-HD-17-007,RFA-HD-17-007,RFA-HD-17-007,RFA-HD-17-007"
8377944,m,w,"8685779,8377944,8543518,8543511,8543513","1330000.0,1370000.0,1350000.0,1350000.0,1350000.0","RFA-HD-09-027,RFA-HD-09-027,RFA-HD-09-027,RFA-HD-09-027,RFA-HD-09-027"
7856355,f,w,"10330342,10330219,10700076,10690696,10492637","579998.84,579998.84,514998.97,514998.97,534998.93","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
8284352,m,h,"10011937,9358365,9292163,9292168,9292169","1845000.0,1875000.0,1965000.0,1965000.0,1965000.0","RFA-NS-16-023,RFA-NS-16-023,RFA-NS-16-023,RFA-NS-16-023,RFA-NS-16-023"
7764313,f,w,"7764296,7762442,8527683,8527695,8525330","496400.0,496400.0,459000.00000000006,459000.00000000006,459000.00000000006","RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
10499403,m,w,"9275976,9044756,8501913,8509874,8589629","187500.0,196500.0,202500.0,202500.0,202500.0","RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004"
8337273,m,w,"10172440,10559715,10331040,10331041,10381666","580000.0,515000.0,535000.0,535000.0,535000.0","RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002"
8707989,f,w,"10600868,10113067,10440265,10486020,10486045","206000.0,232000.0,214000.0,214000.0,214000.0","RFA-CA-20-017,RFA-CA-20-017,RFA-CA-20-017,RFA-CA-20-017,RFA-CA-20-017"
8231456,m,h,"8851180,8853001,8852388,8852457,9128128","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
8642228,m,w,"7741961,8717596,8548906,8525353,8707009","365000.0,332500.0,337500.0,337500.0,337500.0","RFA-CA-08-024,RFA-CA-08-024,RFA-CA-08-024,RFA-CA-08-024,RFA-CA-08-024"
9096099,f,w,"7926973,8134781,8134783,7899807,8101015","1095000.0,1080000.0,1080000.0,1080000.0,1080000.0","RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003"
9207637,f,w,"7935386,7884725,7935378,7935371,7935390","180000.0,182500.0,180000.0,180000.0,180000.0","RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008"
8440888,m,w,"8573793,8014509,8013741,8013742,8573790","1370000.0,1440000.0,1440000.0,1440000.0,1370000.0","RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002"
10065441,m,w,"9313440,9315172,9540069,8990661,9142348","23547250.0,22468750.0,22468750.0,23906750.0,23547250.0","RFA-HD-15-029,RFA-HD-15-029,RFA-HD-15-029,RFA-HD-15-029,RFA-HD-15-029"
10622128,f,w,"10429878,10677598,10465187,10117747,10684730","294250.0,283250.0,428000.0,492000.0,412000.0","RFA-HL-22-002,RFA-HL-22-002,RFA-RM-20-006,RFA-RM-20-006,RFA-RM-20-006"
9815293,f,w,"10441432,10469319,10228509,10228319,10585386","856000.0,856000.0,928000.0,928000.0,515000.0","RFA-HG-20-037,RFA-HG-20-037,RFA-HG-20-037,RFA-HG-20-037,RFA-HG-22-001"
10003455,m,w,"9942569,9849351,10018237,10009724,10008166","307500.0,307500.0,307500.0,307500.0,307500.0","RFA-RM-17-010,RFA-RM-17-010,RFA-RM-17-010,RFA-RM-17-010,RFA-RM-17-010"
10700012,m,a,"7780278,7626004,7871516,7640611,7658863","1086240.0,438000.0,432000.0,438000.0,438000.0","RFA-HG-06-008,RFA-HG-05-002,RFA-HG-05-002,RFA-HG-05-002,RFA-HG-05-002"
9546849,m,w,"8743428,8514080,8287835,8743442,8912572","299250.0,303750.0,308250.0,299250.0,299250.0","RFA-MH-12-050,RFA-MH-12-050,RFA-MH-12-050,RFA-MH-12-050,RFA-MH-12-050"
10406901,f,w,"9625339,7795130,7616854,7802963,7808807","468750.0,360000.0,365000.0,360000.0,360000.0","RFA-CA-17-043,RFA-CA-07-046,RFA-CA-07-046,RFA-CA-07-046,RFA-CA-07-046"
8210201,m,w,"9287024,9515968,9468430,9692798,9625166","625000.0,625000.0,625000.0,615000.0,615000.0","RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300"
10155547,m,w,"8680060,9088128,9087039,8551728,8551727","465500.0,458500.0,458500.0,472500.00000000006,472500.00000000006","RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010"
10380652,f,w,"7919244,7869229,8137945,8099721,7926024","360000.0,360000.0,350000.0,350000.0,365000.0","RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011"
8328121,m,w,"9545520,8924340,8912021,8909286,8913453","1562500.0,1662500.0,1662500.0,1662500.0,1662500.0","RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002"
9728688,f,w,"8771268,8259483,8518223,8462502,8510559","665000.0,685000.0,675000.0,675000.0,675000.0","RFA-AI-09-010,RFA-AI-09-010,RFA-AI-09-010,RFA-AI-09-010,RFA-AI-09-010"
9762768,f,a,"10057082,10094836,10704748,10266124,10266123","615000.0,614998.77,514998.97,579998.84,579998.84","RFA-NS-20-005,RFA-AG-20-017,RFA-AG-20-017,RFA-AG-20-017,RFA-AG-20-017"
10366039,m,w,"8283963,9039522,8282198,8666913,8449564","1027500.0,982500.0,1027500.0,1012500.0,1012500.0","RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004"
8525585,m,w,"8185322,8188836,8182529,8183150,8183117","685000.0,700000.0,700000.0,700000.0,700000.0","RFA-RR-10-011,RFA-RR-10-011,RFA-RR-10-011,RFA-RR-10-011,RFA-RR-10-011"
9149219,m,w,"8965561,9353500,9562343,9340226,9340185","931000.0,917000.0,875000.0,875000.0,875000.0","RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009"
9546829,f,w,"8831722,8651533,8588708,8318508,8829321","332500.0,332500.0,342500.0,342500.0,332500.0","RFA-HL-12-027,RFA-HL-12-027,RFA-HL-12-027,RFA-HL-12-027,RFA-HL-12-027"
10578760,m,w,"9750617,9703878,9696739,9363104,9362298","922500.0,922500.0,922500.0,937500.0,937500.0","RFA-AI-16-034,RFA-AI-16-034,RFA-AI-16-034,RFA-AI-16-034,RFA-AI-16-034"
7942235,m,w,"7627999,7658184,7657333,7617881,7912258","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004"
10707158,m,w,"9570094,10247636,10247744,10247784,10249224","312500.0,290000.0,290000.0,290000.0,290000.0","RFA-RM-17-008,RFA-RM-17-008,RFA-RM-17-008,RFA-RM-17-008,RFA-RM-17-008"
7919773,m,w,"7911326,8173726,8173838,8173837,7924178","72000.0,72000.0,72000.0,72000.0,72000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
8527695,f,w,"10588243,9923558,9900726,9900727,9900728","1545000.0,1845000.0,1845000.0,1845000.0,1845000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
10351931,f,w,"9301100,8461220,9301097,8451501,8451503","2358000.0,2430000.0,2358000.0,2430000.0,2430000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
8119685,m,a,"9829067,8975603,9187857,10174309,10175633","6436999.59,6855666.23,6541666.25,6070666.279999999,6070666.279999999","RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008"
8492194,m,w,"8651959,8651958,8451329,8464381,8278285","1330000.0,1330000.0,1350000.0,1350000.0,1370000.0","RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003"
8666752,m,w,"10459708,10235783,10236187,10405640,9986470","214000.0,232000.0,232000.0,214000.0,246000.0","RFA-ES-21-005,RFA-ES-20-012,RFA-ES-20-012,RFA-ES-20-012,RFA-ES-19-009"
7714604,m,w,"10428680,10644378,10496255,10499289,10498483","428000.0,206000.0,214000.0,214000.0,214000.0","RFA-HG-21-008,RFA-HG-21-002,RFA-HG-21-002,RFA-HG-21-002,RFA-HG-21-002"
9854274,m,a,"10164866,10649426,9933610,10393600,9073343","348000.0,309000.0,369000.0,321000.0,196500.0","RFA-OD-19-011,RFA-OD-19-011,RFA-OD-19-011,RFA-OD-19-011,RFA-HS-14-010"
7637402,f,w,"8959631,9089977,9480206,9480205,9089966","399000.0,393000.0,375000.0,375000.0,393000.0","RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015"
9193285,m,w,"8991161,8991156,9292386,9198064,9291532","532000.0,532000.0,500000.0,500000.0,500000.0","RFA-NS-14-013,RFA-NS-14-013,RFA-NS-14-013,RFA-NS-14-013,RFA-NS-14-013"
8543632,f,w,"9277217,10104902,10112014,10111982,10111866","294750.0,246000.0,246000.0,246000.0,246000.0","RFA-FD-16-015,RFA-RM-19-012,RFA-RM-19-012,RFA-RM-19-012,RFA-RM-19-012"
9699505,m,w,"9625322,10547781,9625444,10334562,10335276","369000.0,309000.0,369000.0,321000.0,321000.0","RFA-AI-17-036,RFA-AI-17-036,RFA-AI-17-036,RFA-AI-17-036,RFA-AI-17-036"
10160883,f,w,"9186356,9354452,9766246,9763625,9763624","327500.0,312500.0,307500.0,307500.0,307500.0","RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003"
8851574,m,w,"8247145,7626351,7922385,7857001,8060640","1027500.0,1095000.0,1095000.0,1095000.0,1050000.0","RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001"
9717295,m,w,"10488978,10263699,10486197,10488409,10488972","267500.0,290000.0,267500.0,267500.0,267500.0","RFA-EB-20-002,RFA-EB-20-002,RFA-EB-20-002,RFA-EB-20-002,RFA-EB-20-002"
8538309,m,a,"7613514,8005977,7683921,7603122,7673450","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033"
8663557,m,h,"8904623,9249190,9335075,8325002,8547029","2992500.0,2992500.0,2992500.0,3082500.0000000005,3037500.0","RFA-CA-10-016,RFA-CA-10-016,RFA-CA-10-016,RFA-CA-10-016,RFA-CA-10-016"
8659452,m,w,"8514610,8335406,8335408,8514609,8229848","270000.0,274000.0,274000.0,270000.0,280000.0","RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005"
8499148,f,w,"8663831,8478028,8450067,8479315,8437128","997500.0,1012500.0,1012500.0,1012500.0,1012500.0","RFA-AI-11-014,RFA-AI-11-014,RFA-AI-11-014,RFA-AI-11-014,RFA-AI-11-014"
10201577,m,a,"8328975,8541812,8151045,8046733,8728812","959000.0,945000.0,980000.0,1008000.0,931000.0","RFA-DK-09-505,RFA-DK-09-505,RFA-DK-09-505,RFA-DK-09-505,RFA-DK-09-505"
10090965,f,h,"10264030,10087404,10424563,10432084,10442624","290000.0,307500.0,267500.0,267500.0,267500.0","RFA-AG-20-044,RFA-AG-20-044,RFA-AG-20-044,RFA-AG-20-044,RFA-AG-20-044"
9350668,f,a,"7692305,7935567,10474618,10294338,10297562","511000.0,511000.0,588500.0,638000.0,638000.0","RFA-RM-07-016,RFA-RM-07-016,RFA-HG-20-047,RFA-HG-20-047,RFA-HG-20-047"
9109284,m,w,"10244946,9768197,9519556,9519557,9769503","522000.0,553500.0,562500.0,562500.0,553500.0","RFA-FD-16-022,RFA-FD-16-022,RFA-FD-16-022,RFA-FD-16-022,RFA-FD-16-022"
10242081,m,w,"10023938,9861937,10024067,9859231,10656438","246000.0,246000.0,246000.0,246000.0,515000.0","RFA-MH-19-121,RFA-MH-19-121,RFA-MH-19-121,RFA-MH-19-121,RFA-MH-19-120"
7942791,m,w,"9449905,10252958,10247893,10651879,10496239","437500.0,406000.0,430500.0,386250.0,401250.0","RFA-CA-17-001,RFA-CA-17-001,RFA-CA-17-001,RFA-CA-21-050,RFA-CA-21-050"
9969469,m,h,"7959663,7960758,7960433,7960431,7960430","730000.0,730000.0,730000.0,730000.0,730000.0","RFA-RR-05-001,RFA-RR-05-001,RFA-RR-05-001,RFA-RR-05-001,RFA-RR-05-001"
7626596,m,w,"10129530,9832193,9394797,9646359,9246899","61500.0,61500.0,62500.0,61500.0,62500.0","RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011"
10134824,f,w,"9054673,9265711,9477371,8890215,8776074","327500.0,312500.0,312500.0,332500.0,332500.0","RFA-MD-13-008,RFA-MD-13-008,RFA-MD-13-008,RFA-MD-13-008,RFA-MD-13-008"
9813755,m,a,"8284912,7808560,7807595,8137215,7930575","1400000.0,1460000.0,1460000.0,1400000.0,1440000.0","RFA-DK-09-001,RFA-DK-09-001,RFA-DK-09-001,RFA-DK-09-001,RFA-DK-09-001"
7924597,m,w,"8127680,8516909,8128385,8127679,7933535","560000.0,540000.0,560000.0,560000.0,576000.0","RFA-AA-09-006,RFA-AA-09-006,RFA-AA-09-006,RFA-AA-09-006,RFA-AA-09-006"
7937028,m,w,"9542766,10001458,9316774,9245839,9358696","187500.0,184500.0,196500.0,196500.0,187500.0","RFA-DA-16-009,RFA-DA-16-009,RFA-DA-16-009,RFA-DA-16-009,RFA-DA-16-009"
10221177,f,w,"10636807,10256798,10254418,10438910,10071598","360500.0,406000.0,406000.0,374500.0,430500.0","RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001"
9998690,f,w,"7931284,7942238,8508989,8508968,8508976","1095000.0,1095000.0,1012500.0,1012500.0,1012500.0","RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016"
8880326,f,w,"8534333,8732606,8536748,8519380,8541756","2055000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
