APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_albert_r_wi,APPVAL_RECS_albert_r_wi,FOA_RECS_albert_r_wi
8076289,m,w,"10631646,10630593,10740364,10707213,9054673","515000.0,535000.0,515000.0,515000.0,327500.0","RFA-MD-22-008,RFA-MD-22-008,RFA-MD-22-008,RFA-MD-22-008,RFA-MD-13-008"
10671052,m,h,"10762656,9905886,10650914,9969342,10784019","515000.0,615000.0,535000.0,615000.0,256470.0","RFA-FD-19-002,RFA-FD-19-002,RFA-FD-19-002,RFA-FD-19-002,RFA-NS-22-025"
8889474,m,w,"8838130,9301095,9322735,9303531,9303528","2394000.0,2358000.0,2358000.0,2358000.0,2358000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
8540144,f,h,"8730572,8534731,8261510,8261513,8261514","166250.0,168750.0,175000.0,175000.0,175000.0","RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001"
8901503,m,h,"8901503,8899195,8899681,9102782,9102773","3990000.0,3990000.0,3990000.0,3930000.0,3930000.0","RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016"
10065384,f,w,"8839733,9057986,8323749,8874159,8850252","997500.0,982500.0,1027500.0,997500.0,997500.0","RFA-CA-11-010,RFA-CA-11-010,RFA-CA-11-010,RFA-CA-11-010,RFA-CA-11-010"
10335261,f,w,"9841255,9841039,9841011,9841012,9841013","2152500.0,2152500.0,2152500.0,2152500.0,2152500.0","RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002"
9056488,m,w,"8757453,10000361,8756564,8758156,8913969","199500.0,184500.0,199500.0,199500.0,199500.0","RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010"
7885538,f,w,"9303201,8996965,9098789,9614802,9356785","437500.0,465500.0,458500.0,430500.0,458500.0","RFA-MD-15-001,RFA-MD-15-001,RFA-MD-15-001,RFA-MD-15-001,RFA-MD-15-001"
9313195,f,w,"9263977,9102130,9690737,9124887,9690084","2812500.0,2947500.0,2767500.0,2947500.0,2767500.0","RFA-GM-15-001,RFA-GM-15-001,RFA-GM-15-001,RFA-GM-15-001,RFA-GM-15-001"
8379685,m,a,"10203525,9961625,10650739,9985879,9985189","232000.0,4920000.0,4120000.0,4920000.0,4920000.0","RFA-RM-19-004,RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006"
9762903,m,w,"8112468,8145360,7929527,8112469,8321258","1008000.0,1008000.0,1008000.0,1008000.0,980000.0","RFA-ES-05-006,RFA-ES-05-006,RFA-ES-05-006,RFA-ES-05-006,RFA-ES-05-006"
9443167,m,w,"10004385,10458506,10465033,10005595,10186722","861000.0,749000.0,749000.0,861000.0,812000.0","RFA-CA-19-055,RFA-CA-19-055,RFA-CA-19-055,RFA-CA-19-055,RFA-CA-19-055"
8278621,m,w,"8624442,8624817,9334182,9331624,8625412","1012500.0,1012500.0,937500.0,937500.0,1012500.0","RFA-DK-12-008,RFA-DK-12-008,RFA-DK-12-008,RFA-DK-12-008,RFA-DK-12-008"
9853483,m,w,"8442723,8586360,8586359,8443608,8443566","236250.00000000003,232750.0,232750.0,236250.00000000003,236250.00000000003","RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021"
8808015,f,w,"8537894,8446031,8539592,8443710,7663159","270000.0,274000.0,270000.0,274000.0,365000.0","RFA-DE-12-012,RFA-DE-12-012,RFA-DE-12-012,RFA-DE-12-012,RFA-DE-08-001"
8326757,m,w,"8538760,8926581,8338899,8541795,8255149","1350000.0,1330000.0,1370000.0,1350000.0,1400000.0","RFA-CA-11-002,RFA-CA-11-002,RFA-CA-11-002,RFA-CA-11-002,RFA-CA-11-002"
10413819,f,a,"7934476,7760775,8134167,8304319,8298229","360000.0,365000.0,360000.0,342500.0,342500.0","RFA-HL-08-005,RFA-HL-08-005,RFA-HL-08-005,RFA-HL-08-005,RFA-HL-08-005"
9540689,f,w,"10127884,10441154,10171577,9547133,9550774","615000.0,535000.0,580000.0,472500.0,472500.0","RFA-FD-20-013,RFA-FD-20-013,RFA-FD-20-013,RFA-FD-15-019,RFA-FD-15-019"
9572401,m,w,"8919722,8914169,8391950,8530163,9119535","1223600.0,1223600.0,1260400.0,1242000.0,1205200.0","RFA-RM-11-008,RFA-RM-11-008,RFA-RM-11-008,RFA-RM-11-008,RFA-RM-11-008"
9937217,m,w,"10272784,10571941,10272940,10272884,10271814","232000.0,206000.0,232000.0,232000.0,232000.0","RFA-CA-20-017,RFA-CA-20-017,RFA-CA-20-017,RFA-CA-20-017,RFA-CA-20-017"
7746212,m,h,"7679755,8460107,8460113,8508813,7812265","2190000.0,2025000.0,2025000.0,2025000.0,2160000.0","RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013"
7888357,m,w,"7849637,7882118,8147388,7631142,7630573","612000.0,620500.0,612000.0,620500.0,620500.0","RFA-ES-06-011,RFA-ES-06-011,RFA-ES-06-011,RFA-ES-06-011,RFA-ES-06-011"
10503570,f,h,"10396550,10398188,9731152,9731061,9731024","267500.0,267500.0,307500.0,307500.0,307500.0","RFA-AI-18-003,RFA-AI-18-003,RFA-AI-18-003,RFA-AI-18-003,RFA-AI-18-003"
8898804,m,w,"8539034,8117100,8288394,8116486,8122371","337500.0,350000.0,350000.0,350000.0,350000.0","RFA-GM-10-009,RFA-GM-10-009,RFA-GM-10-009,RFA-GM-10-009,RFA-GM-10-009"
9180130,f,w,"10247021,10129467,10014627,10461137,9790970","1067200.0,1131600.0,1131600.0,984400.0,1131600.0","RFA-HD-18-103,RFA-HD-18-103,RFA-HD-18-103,RFA-HD-18-103,RFA-HD-18-103"
9841005,f,w,"9657766,9183876,9442800,8583621,8721417","1230000.0,1250000.0,1250000.0,540000.0,532000.0","RFA-ES-15-016,RFA-ES-15-016,RFA-ES-15-016,RFA-ES-12-008,RFA-ES-12-008"
8132212,m,w,"8473985,8365138,8365149,8365150,8365151","6750000.0,7000000.0,7000000.0,7000000.0,7000000.0","RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
10338882,f,w,"10274937,10493321,10663385,10697357,10840200","580000.0,535000.0,515000.0,515000.0,515000.0","RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011"
8507252,f,w,"10667635,10480768,10063783,10063760,10063744","324450.0,337050.0,387450.0,387450.0,387450.0","RFA-HD-20-013,RFA-HD-20-013,RFA-HD-20-013,RFA-HD-20-013,RFA-HD-20-013"
8650854,f,a,"8689016,8152547,8153835,8499174,8513990","1064000.0,1120000.0,1120000.0,1080000.0,1080000.0","RFA-ES-10-002,RFA-ES-10-002,RFA-ES-10-002,RFA-ES-10-002,RFA-ES-10-002"
8929424,m,w,"7683921,7618247,7613514,7694362,7692257","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033"
8726574,m,w,"8727875,8726713,8726574,8725922,8727839","239400.0,239400.0,239400.0,239400.0,239400.0","RFA-HS-14-002,RFA-HS-14-002,RFA-HS-14-002,RFA-HS-14-002,RFA-HS-14-002"
7676781,m,w,"7690795,7904811,8069146,8130866,7807902","730000.0,720000.0,280000.0,280000.0,288000.0","RFA-NS-06-008,RFA-NS-06-008,RFA-NS-06-009,RFA-NS-06-009,RFA-NS-06-009"
7851422,m,a,"8121761,7630530,7631142,8144563,8147388","612000.0,620500.0,620500.0,612000.0,612000.0","RFA-ES-06-011,RFA-ES-06-011,RFA-ES-06-011,RFA-ES-06-011,RFA-ES-06-011"
9984183,m,w,"9752515,10460956,10205037,10452739,10452740","922500.0,802500.0,869999.9999999999,802500.0,802500.0","RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
9118593,m,w,"8173710,8365164,8092785,8092708,8134340","6840000.0,6650000.0,6650000.0,6650000.0,6650000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
9749013,m,w,"8914097,8151074,8279488,8723382,8723377","5652500.0,5950000.0,5822500.0,5737500.0,5737500.0","RFA-DK-09-007,RFA-DK-09-007,RFA-DK-09-007,RFA-DK-09-007,RFA-DK-09-007"
8035283,m,w,"7603122,7618247,7613514,7694362,7692257","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033"
8605852,m,w,"10366039,10357966,10577803,10577800,10577798","1605000.0,1605000.0,1545000.0,1545000.0,1545000.0","RFA-AI-20-001,RFA-AI-20-001,RFA-AI-20-001,RFA-AI-20-001,RFA-AI-20-001"
10055998,m,a,"8179460,8497751,8884658,8839296,8324593","350000.0,337500.0,332500.0,332500.0,342500.0","RFA-MH-11-030,RFA-MH-11-030,RFA-MH-11-030,RFA-MH-11-030,RFA-MH-11-030"
10288652,f,w,"10662757,10662759,9784894,9872847,9745003","3914000.0,3914000.0,61500.0,61500.0,61500.0","RFA-OD-22-003,RFA-OD-22-003,RFA-OD-18-001,RFA-OD-18-001,RFA-OD-18-001"
9135690,m,w,"8307769,8448656,8209570,8641735,8822937","1370000.0,1350000.0,1400000.0,1330000.0,1330000.0","RFA-MH-11-020,RFA-MH-11-020,RFA-MH-11-020,RFA-MH-11-020,RFA-MH-11-020"
7631241,m,w,"7810619,7924227,7631260,7631220,7676777","288000.0,288000.0,292000.0,292000.0,292000.0","RFA-NS-06-009,RFA-NS-06-009,RFA-NS-06-009,RFA-NS-06-009,RFA-NS-06-009"
9966726,m,w,"9548717,9743642,10745380,10724896,10727278","275000.0,270600.0,334750.0,103000.0,103000.0","RFA-HD-17-001,RFA-HD-17-001,RFA-TR-22-032,RFA-TR-22-030,RFA-TR-22-030"
7729467,f,w,"8758050,10666025,10666871,10667123,10665204","332500.0,515000.0,515000.0,515000.0,206000.0","RFA-AG-14-012,RFA-AG-23-010,RFA-AG-23-010,RFA-AG-23-010,RFA-AG-23-011"
9560620,m,h,"7926652,7925211,7927672,7925892,7926839","1440000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-008,RFA-OD-09-008,RFA-OD-09-008,RFA-OD-09-008,RFA-OD-09-008"
8375943,m,w,"8244370,8075528,8637907,8277428,8247796","685000.0,700000.0,665000.0,685000.0,685000.0","RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016"
8588688,f,b,"8911353,8740521,8588677,8588678,9107884","1596000.0,1596000.0,1620000.0,1620000.0,1572000.0","RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016"
8053808,m,w,"10380040,10453615,10626911,10213385,10214185","535000.0,535000.0,515000.0,580000.0,580000.0","RFA-AT-21-001,RFA-AT-21-001,RFA-AT-21-001,RFA-AT-21-001,RFA-AT-21-001"
10673069,f,w,"9358363,9292166,9292163,9292168,9292169","1875000.0,1965000.0,1965000.0,1965000.0,1965000.0","RFA-NS-16-023,RFA-NS-16-023,RFA-NS-16-023,RFA-NS-16-023,RFA-NS-16-023"
8215485,m,w,"10465187,10117747,10684730,10267723,10559603","428000.0,492000.0,412000.0,464000.0,309000.0","RFA-RM-20-006,RFA-RM-20-006,RFA-RM-20-006,RFA-RM-20-006,RFA-TR-21-008"
9447219,m,a,"10559603,10727983,10726020,10728179,10727978","309000.0,103000.0,103000.0,103000.0,103000.0","RFA-TR-21-008,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030"
10480045,m,w,"7918923,7661516,7640777,7676699,7612039","288000.0,292000.0,292000.0,292000.0,292000.0","RFA-AI-05-042,RFA-AI-05-042,RFA-AI-05-042,RFA-AI-05-042,RFA-AI-05-042"
10610660,f,w,"10666871,10666025,10667123,9928383,10658457","515000.0,515000.0,515000.0,246000.0,412000.0","RFA-AG-23-010,RFA-AG-23-010,RFA-AG-23-010,RFA-AG-17-059,RFA-AG-23-005"
8541730,f,w,"10708885,10372530,10701777,10701074,10573294","721000.0,749000.0,721000.0,721000.0,721000.0","RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051"
8660639,m,w,"8099792,8274727,8293353,8288778,8305758","350000.0,342500.0,342500.0,342500.0,342500.0","RFA-AI-07-039,RFA-AI-07-039,RFA-AI-07-039,RFA-AI-07-039,RFA-AI-07-039"
9035341,m,w,"8897856,8707648,8516349,8502617,8511339","2061500.0,2092500.0,2092500.0,2092500.0,2092500.0","RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013"
7932579,m,w,"10463545,10615700,10136136,10615691,10136135","1070000.0,1030000.0,1160000.0,1030000.0,1160000.0","RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012"
9321532,m,w,"8705776,9229518,8819101,8820238,9433510","665000.0,625000.0,665000.0,665000.0,625000.0","RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042"
8606723,m,w,"7904946,7691362,7586877,9918124,10241399","360000.0,365000.0,365000.0,430500.0,406000.0","RFA-AA-08-008,RFA-AA-08-008,RFA-AA-08-008,RFA-AA-19-006,RFA-AA-19-006"
9592148,m,w,"10423437,10432507,10599333,10602532,9524848","107000.0,107000.0,103000.0,103000.0,1750000.0","RFA-RM-21-011,RFA-RM-21-011,RFA-RM-21-011,RFA-RM-21-011,RFA-HD-17-023"
9315142,m,w,"8774452,9117484,9514116,9514140,9322627","353780.0,348460.0,332500.0,332500.0,332500.0","RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011"
8339352,m,w,"8874289,9271226,8874279,8874277,9479252","356225.87,334798.75,356225.87,356225.87,334798.75","RFA-HL-14-014,RFA-HL-14-014,RFA-HL-14-014,RFA-HL-14-014,RFA-HL-14-014"
9676277,f,h,"8889472,8097853,8842744,8889479,8659470","2394000.0,2520000.0,2394000.0,2394000.0,2394000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
7942900,m,w,"8793466,8793259,8929123,8929106,8930021","66500.0,66500.0,66500.0,66500.0,66500.0","RFA-AG-14-004,RFA-AG-14-004,RFA-AG-14-004,RFA-AG-14-004,RFA-AG-14-004"
10084689,m,b,"9543420,9553364,9995732,9995733,9995747","937500.0,937500.0,922500.0,922500.0,922500.0","RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010"
10474683,f,w,"10020320,10020321,9627632,9625715,9982464","615000.0,615000.0,625000.0,625000.0,615000.0","RFA-AT-18-002,RFA-AT-18-002,RFA-AT-18-002,RFA-AT-18-002,RFA-AT-18-002"
8528632,m,w,"9659552,9660083,9784896,9782980,10441650","500000.0,500000.0,492000.0,492000.0,464000.0","RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025"
9671890,f,w,"10707927,10353539,10353537,10353536,10353533","1802500.0,1872500.0,1872500.0,1872500.0,1872500.0","RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014"
10157320,f,w,"9376151,9515759,9511735,9707732,9694158","375000.0,375000.0,375000.0,369000.0,369000.0","RFA-AI-16-042,RFA-AI-16-042,RFA-AI-16-042,RFA-AI-16-042,RFA-AI-16-042"
10421400,m,w,"9994863,9844807,9844766,10260467,10260418","1230000.0,1230000.0,1230000.0,1160000.0,1160000.0","RFA-HS-18-002,RFA-HS-18-002,RFA-HS-18-002,RFA-HS-18-002,RFA-HS-18-002"
9781758,m,w,"8750344,8931043,9321992,9321207,9520397","1330000.0,1330000.0,1250000.0,1250000.0,1250000.0","RFA-HL-14-001,RFA-HL-14-001,RFA-HL-14-001,RFA-HL-14-001,RFA-HL-14-001"
10223360,m,w,"9203398,9203497,9203174,10263628,10263699","1310000.0,1310000.0,1310000.0,290000.0,290000.0","RFA-MH-16-725,RFA-MH-16-725,RFA-MH-16-725,RFA-EB-20-002,RFA-EB-20-002"
8912021,m,a,"9804610,10020815,10019408,10019460,10019463","1230000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
8176811,m,w,"9039489,9061438,8890207,8884646,8934137","327500.0,327500.0,332500.0,332500.0,332500.0","RFA-MD-13-006,RFA-MD-13-006,RFA-MD-13-006,RFA-MD-13-006,RFA-MD-13-006"
8975957,f,w,"8685779,7989633,8032690,8032689,8032688","1330000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-HD-09-027,RFA-HD-09-027,RFA-HD-09-027,RFA-HD-09-027,RFA-HD-09-027"
8133714,f,a,"10655239,10655674,8955836,9735004,9089945","515000.0,515000.0,399000.0,369000.0,393000.0","RFA-AI-22-020,RFA-AI-22-020,RFA-AI-14-026,RFA-AI-14-026,RFA-AI-14-026"
9567935,m,w,"9355575,9336635,9337386,9336090,9347270","250000.0,250000.0,250000.0,250000.0,250000.0","RFA-CA-15-007,RFA-CA-15-007,RFA-CA-15-007,RFA-CA-15-007,RFA-CA-15-007"
8681329,m,w,"9266296,9274154,9117861,9117672,9116592","187500.0,187500.0,196500.0,196500.0,196500.0","RFA-AI-15-019,RFA-AI-15-019,RFA-AI-15-019,RFA-AI-15-019,RFA-AI-15-019"
8463264,m,w,"8914058,8738584,8739332,8729572,8743293","332500.0,332500.0,332500.0,332500.0,332500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
7938198,f,w,"8732740,9199602,8476095,9199598,9199599","2025000.0,1875000.0,2055000.0,1875000.0,1875000.0","RFA-NS-12-007,RFA-NS-12-007,RFA-NS-12-007,RFA-NS-12-007,RFA-NS-12-007"
10005457,m,w,"7876945,7932572,7749723,8065988,8065987","1460000.0,1460000.0,1460000.0,1440000.0,1440000.0","RFA-HD-06-005,RFA-HD-06-005,RFA-HD-06-005,RFA-HD-06-005,RFA-HD-06-005"
9893782,m,w,"7666449,8427271,8462498,7928776,7778805","365000.0,337500.0,337500.0,360000.0,360000.0","RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005"
9171453,f,w,"9826629,9824222,9823404,10016163,9985200","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511"
9256997,m,w,"9942430,10179382,9260440,9258541,9260653","2152500.0,2030000.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
8144929,m,w,"8913926,8540992,8289967,8540406,8726539","665000.0,675000.0,700000.0,675000.0,675000.0","RFA-DA-11-009,RFA-DA-11-009,RFA-DA-11-009,RFA-DA-11-009,RFA-DA-11-009"
9332084,f,w,"10375976,9897908,10462624,10214771,10683143","464000.0,492000.0,428000.0,492000.0,412000.0","RFA-AR-19-028,RFA-AR-19-028,RFA-AR-19-028,RFA-AR-19-028,RFA-AR-19-028"
9069397,m,w,"10341323,10359139,10405579,10079368,10079772","292471.96,269780.17000000004,269780.17000000004,310121.13,310121.13","RFA-ES-20-005,RFA-ES-20-005,RFA-ES-20-005,RFA-ES-20-005,RFA-ES-20-005"
10672795,m,w,"9336385,8813276,9081590,9547631,9334851","1310000.0,1330000.0,1310000.0,1250000.0,1250000.0","RFA-DK-13-013,RFA-DK-13-013,RFA-DK-13-013,RFA-DK-13-013,RFA-DK-13-013"
9295038,f,w,"9044776,9669066,8913347,9459899,9457435","122280.64,114813.12,124147.52,116680.0,116680.0","RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004"
8715423,m,w,"8720575,8416032,8416170,8415991,8415414","332500.0,342500.0,342500.0,342500.0,342500.0","RFA-RM-11-007,RFA-RM-11-007,RFA-RM-11-007,RFA-RM-11-007,RFA-RM-11-007"
8566012,f,w,"10356122,10308509,10312824,10317124,10320958","214000.0,214000.0,214000.0,214000.0,214000.0","RFA-AI-19-065,RFA-AI-19-065,RFA-AI-19-065,RFA-AI-19-065,RFA-AI-19-065"
7832720,f,h,"8711927,10356795,9891095,9937835,10551804","1330000.0,535000.0,615000.0,615000.0,515000.0","RFA-MD-13-005,RFA-MD-18-005,RFA-MD-18-005,RFA-MD-18-005,RFA-MD-18-005"
10306992,m,w,"10062403,10058750,10586089,10586087,10586083","1168500.0,1168500.0,978500.0,978500.0,978500.0","RFA-MD-20-001,RFA-MD-20-001,RFA-MD-20-001,RFA-MD-20-001,RFA-MD-20-001"
8929411,f,a,"8294476,8122622,8128554,7692693,7692671","1027500.0,1080000.0,1050000.0,1095000.0,1080000.0","RFA-CA-08-012,RFA-CA-08-012,RFA-CA-08-012,RFA-CA-08-012,RFA-CA-08-011"
9306751,m,w,"9462040,9459829,9683777,9674383,9266296","187500.0,187500.0,184500.0,184500.0,187500.0","RFA-AI-15-019,RFA-AI-15-019,RFA-AI-15-019,RFA-AI-15-019,RFA-AI-15-019"
10134213,m,w,"10378726,10215763,10369731,10400905,10405034","802500.0,869999.9999999999,802500.0,802500.0,802500.0","RFA-AI-20-028,RFA-AI-20-028,RFA-AI-20-028,RFA-AI-20-028,RFA-AI-20-028"
10465033,m,w,"7694362,8005977,7683921,7603122,7673450","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033"
8440456,f,w,"9683076,10168415,9684242,9681835,9683772","437500.0,406000.0,437500.0,437500.0,437500.0","RFA-AG-18-030,RFA-AG-18-030,RFA-AG-18-030,RFA-AG-18-030,RFA-AG-18-030"
8168336,m,w,"10687330,10687345,10118771,10119123,10876922","428000.0,428000.0,492000.0,492000.0,412000.0","RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001"
9999578,m,w,"7618793,7617842,8049998,8051051,8051045","219000.0,219000.0,216000.0,216000.0,216000.0","RFA-MH-08-050,RFA-MH-08-050,RFA-MH-08-050,RFA-MH-08-050,RFA-MH-08-050"
10061656,m,w,"9972970,9146709,9921573,9531467,9053720","1160000.0,1250000.0,1230000.0,1250000.0,1330000.0","RFA-NS-15-006,RFA-NS-15-006,RFA-NS-15-006,RFA-NS-15-006,RFA-NS-15-006"
10220988,f,w,"10470432,9975112,10483185,9812105,8470734","754000.0,799500.0,695500.0,799500.0,1350000.0","RFA-RM-18-027,RFA-RM-18-027,RFA-RM-18-027,RFA-RM-18-027,RFA-RM-10-010"
10673823,f,w,"7627999,7658184,7657333,7617881,7912258","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004"
10016269,m,w,"10708941,10581922,8054108,7676082,7674783","206000.0,214000.0,1752000.0,1752000.0,1752000.0","RFA-DK-21-018,RFA-DK-21-018,RFA-DP-05-069,RFA-DP-05-069,RFA-DP-05-069"
8688934,m,w,"8333868,8331859,8331304,8227762,8221511","685000.0,685000.0,685000.0,700000.0,700000.0","RFA-HS-11-002,RFA-HS-11-002,RFA-HS-11-002,RFA-HS-11-002,RFA-HS-11-002"
8377682,m,w,"10564073,10563243,10562309,10565802,9729515","515000.0,515000.0,515000.0,515000.0,922500.0","RFA-AI-21-075,RFA-AI-21-075,RFA-AI-21-075,RFA-AI-21-075,RFA-AI-15-024"
9492681,f,w,"8705776,9507759,8688737,9003024,9024447","665000.0,625000.0,665000.0,655000.0,655000.0","RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042"
9649397,f,w,"10459658,10654766,10599358,10599359,10599360","1070000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013"
8535671,m,h,"8381173,8729855,8539324,8538779,8517038","2055000.0,2025000.0,2055000.0,2025000.0,2025000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
8500377,m,w,"10563243,10565802,10564073,10562309,9221080","515000.0,515000.0,515000.0,515000.0,375000.0","RFA-AI-21-075,RFA-AI-21-075,RFA-AI-21-075,RFA-AI-21-075,RFA-AI-15-054"
10426256,m,w,"10058112,10227224,10055884,10055883,10055882","861000.0,812000.0,861000.0,861000.0,861000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
9100131,m,w,"8542789,8542784,8698426,8698425,8510102","135000.0,135000.0,133000.0,133000.0,137000.0","RFA-FD-12-026,RFA-FD-12-026,RFA-FD-12-026,RFA-FD-12-026,RFA-FD-12-026"
8376996,m,w,"8493937,8493955,8485471,8493941,8493916","708750.0,708750.0,708750.0,708750.0,708750.0","RFA-AG-09-005,RFA-AG-09-005,RFA-AG-09-005,RFA-AG-09-005,RFA-AG-09-005"
8702175,f,w,"9363201,9928049,9564947,9360959,9552843","375000.0,369000.0,375000.0,375000.0,375000.0","RFA-ES-16-007,RFA-ES-16-007,RFA-ES-16-007,RFA-ES-16-007,RFA-ES-16-007"
10609541,m,h,"8127673,8314139,8274321,8318741,8063269","350000.0,342500.0,342500.0,342500.0,365000.0","RFA-AA-08-007,RFA-AA-08-007,RFA-AA-08-007,RFA-AA-08-007,RFA-AA-08-007"
9567476,m,w,"10684730,10267723,10117747,10465187,10796028","412000.0,464000.0,492000.0,428000.0,206000.0","RFA-RM-20-006,RFA-RM-20-006,RFA-RM-20-006,RFA-RM-20-006,RFA-PM-23-001"
9143778,m,h,"9583993,9390663,9389941,9972970,9053720","875000.0,875000.0,875000.0,1160000.0,1330000.0","RFA-MH-17-235,RFA-MH-17-235,RFA-MH-17-235,RFA-NS-15-006,RFA-NS-15-006"
9332415,m,h,"10470432,9975112,10483185,9812105,8231104","754000.0,799500.0,695500.0,799500.0,700000.0","RFA-RM-18-027,RFA-RM-18-027,RFA-RM-18-027,RFA-RM-18-027,RFA-RM-10-004"
9918898,m,w,"8435054,7798326,7798339,7797933,9741953","411000.00000000006,4171428.78,4171428.78,4171428.78,430500.0","RFA-DK-11-031,RFA-DK-08-006,RFA-DK-08-006,RFA-DK-08-006,RFA-DK-17-019"
10056417,m,a,"7555189,8374929,8081705,7555191,8374921","2628000.0,2466000.0,2520000.0,2628000.0,2466000.0","RFA-AA-08-005,RFA-AA-08-005,RFA-AA-08-005,RFA-AA-08-005,RFA-AA-08-005"
7905568,m,w,"8711423,8517895,8693975,8913107,8414034","997500.0,1027500.0,997500.0,997500.0,1027500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
10238874,m,w,"7692225,7690402,7572008,7937155,7573426","4920200.0,4920200.0,219000.0,219000.0,219000.0","RFA-RM-05-016,RFA-RM-05-016,RFA-HD-07-021,RFA-HD-07-021,RFA-HD-07-021"
