APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-s_p_wi,APPVAL_RECS_bert-s_p_wi,FOA_RECS_bert-s_p_wi
9313301,m,w,"7673840,8144915,8144786,7907874,7903869","1606000.0,1540000.0,1540000.0,1584000.0,1584000.0","RFA-HD-06-010,RFA-HD-06-010,RFA-HD-06-010,RFA-HD-06-010,RFA-HD-06-010"
9277432,m,w,"9997666,10237905,9774024,9589484,8332244","369000.0,348000.0,369000.0,375000.0,1027500.0","RFA-RM-17-012,RFA-RM-17-012,RFA-RM-17-012,RFA-RM-17-012,RFA-CA-10-013"
8535657,m,w,"7879442,8107508,7691751,8305064,7692257","540000.0,525000.0,547500.0,513750.00000000006,292000.0","RFA-CA-08-017,RFA-CA-08-017,RFA-CA-08-017,RFA-CA-08-017,RFA-CA-07-033"
9883397,f,b,"10576216,10582230,10576212,10576213,10576214","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026"
9980431,m,b,"9478668,9312784,9527799,9732936,9537273","312500.0,312500.0,312500.0,312500.0,312500.0","RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017"
7901043,m,w,"8651877,9037574,8822815,8822810,8453235","1862000.0,1834000.0,1862000.0,1862000.0,1890000.0","RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013"
8895653,f,w,"9336777,9316423,9321858,9322431,9321857","150000.0,150000.0,150000.0,150000.0,150000.0","RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005"
10437182,m,b,"10630593,10631646,10707213,10740364,7799198","535000.0,515000.0,515000.0,515000.0,576000.0","RFA-MD-22-008,RFA-MD-22-008,RFA-MD-22-008,RFA-MD-22-008,RFA-MD-07-003"
8336816,m,w,"10690031,10690033,10226224,10226225,10226226","1545000.0,1545000.0,1739999.9999999998,1739999.9999999998,1739999.9999999998","RFA-CA-18-018,RFA-CA-18-018,RFA-CA-18-018,RFA-CA-18-018,RFA-CA-18-018"
9528536,m,w,"7915751,7842065,7679052,7679640,7681753","432000.0,438000.0,438000.0,438000.0,438000.0","RFA-DA-07-006,RFA-DA-07-006,RFA-DA-07-006,RFA-DA-07-006,RFA-DA-07-006"
10651665,f,w,"7675378,7665046,7689763,7617017,9869151","730000.0,730000.0,730000.0,730000.0,615000.0","RFA-OD-06-002,RFA-OD-06-002,RFA-OD-06-002,RFA-OD-06-002,RFA-RM-19-001"
9788361,m,h,"9517423,9518128,9592410,9778794,9776477","250000.0,250000.0,250000.0,246000.0,246000.0","RFA-CA-17-018,RFA-CA-17-018,RFA-CA-17-018,RFA-CA-17-018,RFA-CA-17-018"
10335890,f,w,"10091437,9882914,10376348,10377414,9844069","551000.0,584250.0,508250.00000000006,508250.00000000006,584250.0","RFA-ES-18-001,RFA-ES-18-001,RFA-ES-18-001,RFA-ES-18-001,RFA-ES-18-001"
8320384,m,w,"8527755,8138976,8792687,8802918,8921318","1181250.0,1260000.0,1163750.0,1163750.0,1163750.0","RFA-DA-10-009,RFA-DA-10-009,RFA-DA-10-009,RFA-DA-10-009,RFA-DA-10-009"
10173611,m,a,"10425329,9674724,9674162,9782789,9787288","535000.0,625000.0,625000.0,625000.0,615000.0","RFA-AG-18-022,RFA-AG-18-022,RFA-AG-18-022,RFA-AG-18-022,RFA-AG-18-022"
7834572,m,w,"8320328,7992670,8292223,8105084,8486379","1644000.0000000002,1728000.0,1644000.0000000002,1680000.0,1620000.0","RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030"
9982117,f,w,"7862470,7939836,7743460,7748922,8074374","396000.0,396000.0,396000.0,396000.0,385000.0","RFA-AG-08-003,RFA-AG-08-003,RFA-AG-08-003,RFA-AG-08-003,RFA-AG-08-003"
10699126,m,a,"10456594,10699126,10700450,9995463,10698023","10700000.0,10700000.0,10700000.0,12300000.0,10300000.0","RFA-FD-19-003,RFA-FD-19-003,RFA-FD-19-003,RFA-FD-19-003,RFA-FD-19-003"
8378480,m,h,"9515790,9743065,9362298,9363104,9696739","937500.0,922500.0,937500.0,937500.0,922500.0","RFA-AI-16-034,RFA-AI-16-034,RFA-AI-16-034,RFA-AI-16-034,RFA-AI-16-034"
10149853,f,w,"9725715,9531890,9725725,9725726,9725727","86100.0,87500.0,86100.0,86100.0,86100.0","RFA-FD-15-018,RFA-FD-15-018,RFA-FD-15-018,RFA-FD-15-018,RFA-FD-15-018"
9471349,m,h,"10201758,10213223,9968483,9968476,10213225","812000.0,812000.0,861000.0,861000.0,812000.0","RFA-RM-17-017,RFA-RM-17-017,RFA-RM-17-017,RFA-RM-17-017,RFA-RM-17-017"
7879533,m,w,"10434770,9604763,9391174,8782592,8975583","428000.0,22755000.0,23125000.0,24605000.0,24235000.0","RFA-AI-18-026,RFA-AI-12-011,RFA-AI-12-011,RFA-AI-12-011,RFA-AI-12-011"
9482112,m,w,"9936066,9962481,9576667,9576864,9767857","430500.0,430500.0,437500.0,437500.0,430500.0","RFA-HL-18-022,RFA-HL-18-022,RFA-HL-18-022,RFA-HL-18-022,RFA-HL-18-022"
9920011,f,w,"9493501,9307881,9281757,9266444,9276029","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002"
7665204,m,w,"7939689,7794230,8137258,8325919,7939934","288000.0,292000.0,700000.0,685000.0,720000.0","RFA-DK-08-013,RFA-DK-08-013,RFA-DK-08-012,RFA-DK-08-012,RFA-DK-08-012"
8079105,m,a,"10256723,10259790,10256725,10676841,10676837","580000.0,580000.0,580000.0,515000.0,515000.0","RFA-MD-20-006,RFA-MD-20-006,RFA-MD-20-006,RFA-MD-20-006,RFA-MD-20-006"
8494473,m,w,"9902304,9927978,9739126,9738881,9738842","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002"
8246757,f,w,"7650793,8128675,8322678,8318269,8599512","1022000.0,980000.0,959000.0,959000.0,945000.0","RFA-RM-08-012,RFA-RM-08-012,RFA-RM-08-012,RFA-RM-08-012,RFA-RM-08-012"
8899681,m,h,"7665413,7688676,7673938,8514724,8113038","4672000.0,4672000.0,4672000.0,270000.0,280000.0","RFA-MD-07-001,RFA-MD-07-001,RFA-MD-07-001,RFA-LM-10-001,RFA-LM-10-001"
8382293,f,w,"8534737,8381605,8728756,8728758,8730570","168750.0,171250.0,166250.0,166250.0,166250.0","RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001"
10394106,f,h,"10397027,10617802,10382421,10397054,10400036","802500.0,772500.0,802500.0,802500.0,802500.0","RFA-ES-18-004,RFA-ES-18-004,RFA-ES-18-004,RFA-ES-18-004,RFA-ES-18-004"
9258430,m,w,"9258430,8850845,8724906,8724073,8725456","625000.0,665000.0,665000.0,665000.0,665000.0","RFA-DE-14-004,RFA-DE-14-004,RFA-DE-14-004,RFA-DE-14-004,RFA-DE-14-004"
9750222,m,w,"8733072,8507789,8507786,8507790,8507787","997500.0,1012500.0,1012500.0,1012500.0,1012500.0","RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022"
8083260,m,w,"9591100,9187408,9197605,9021070,9178637","375000.0,375000.0,375000.0,393000.0,375000.0","RFA-AI-14-066,RFA-AI-14-066,RFA-AI-14-066,RFA-AI-14-066,RFA-AI-14-066"
8901871,m,w,"10681441,10681437,10695071,10695067,10693268","401700.0,401700.0,401700.0,401700.0,401700.0","RFA-HD-22-005,RFA-HD-22-005,RFA-HD-22-005,RFA-HD-22-005,RFA-HD-22-005"
8174662,m,w,"9647798,9250087,8486530,9029284,8661712","4525000.0,4525000.0,4887000.0,4742200.0,4814600.0","RFA-CA-12-503,RFA-CA-12-503,RFA-CA-12-503,RFA-CA-12-503,RFA-CA-12-503"
10058995,m,b,"9751872,9325314,9751861,9751859,9751857","861000.0,875000.0,861000.0,861000.0,861000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
8432009,f,w,"7914777,7842065,8069685,7921004,7924578","438000.0,438000.0,432000.0,432000.0,432000.0","RFA-DA-07-006,RFA-DA-07-006,RFA-DA-07-006,RFA-DA-07-006,RFA-DA-07-006"
8260783,m,w,"8894597,8305921,8306428,8469083,8450929","332500.0,342500.0,342500.0,337500.0,337500.0","RFA-LM-11-002,RFA-LM-11-002,RFA-LM-11-002,RFA-LM-11-002,RFA-LM-11-002"
9607557,f,w,"10489905,10106579,10108941,9245035,9245898","290000.0,290000.0,290000.0,312500.0,312500.0","RFA-RM-15-015,RFA-RM-15-015,RFA-RM-15-015,RFA-RM-15-015,RFA-RM-15-015"
8710049,m,w,"7983259,8711364,8710046,8710059,8726316","4608000.0,4256000.0,4256000.0,4256000.0,4256000.0","RFA-CA-09-012,RFA-CA-09-012,RFA-CA-09-012,RFA-CA-09-012,RFA-CA-09-012"
7933791,f,w,"7742160,8015211,7514974,8417684,8213578","1080000.0,1050000.0,1095000.0,1012500.0,1027500.0","RFA-DC-08-002,RFA-DC-08-002,RFA-DC-08-002,RFA-DC-08-002,RFA-DC-08-002"
9753815,m,w,"8849114,9514730,8848724,8848728,8849111","1330000.0,1250000.0,1330000.0,1330000.0,1330000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
7882577,m,b,"7663159,7882577,8118856,8537894,8446031","365000.0,360000.0,350000.0,270000.0,274000.0","RFA-DE-08-001,RFA-DE-08-001,RFA-DE-08-001,RFA-DE-12-012,RFA-DE-12-012"
8927937,m,w,"9706227,8831685,9045633,9045626,9033904","187500.0,199500.0,196500.0,196500.0,196500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
10252441,f,a,"9837381,9617536,9617513,9837229,9789299","369000.0,375000.0,375000.0,369000.0,369000.0","RFA-EB-17-003,RFA-EB-17-003,RFA-EB-17-003,RFA-EB-17-003,RFA-EB-17-003"
9720200,m,w,"10676780,10236872,10663984,10663986,10676779","515000.0,580000.0,515000.0,515000.0,515000.0","RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003"
8141156,f,w,"10360555,9406411,9754656,9754655,9754654","1498000.0,1750000.0,1722000.0,1722000.0,1722000.0","RFA-HD-17-006,RFA-HD-17-006,RFA-HD-17-006,RFA-HD-17-006,RFA-HD-17-006"
8897974,f,h,"8053891,7695609,7701542,7701543,7701544","1440000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014"
7688873,m,w,"10406904,9692769,9693056,9692933,9692931","6377200.0,7330800.0,7330800.0,7330800.0,7330800.0","RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014"
9475176,m,w,"8758050,9672786,10150811,10147840,9975082","332500.0,625000.0,580000.0,580000.0,615000.0","RFA-AG-14-012,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027"
8033334,f,a,"8708912,8523935,8523932,8516543,8516540","997500.0,1012500.0,1012500.0,1012500.0,1012500.0","RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012"
7941822,m,w,"10219251,9831503,10017222,9831424,10219955","232000.0,246000.0,246000.0,615000.0,580000.0","RFA-AG-19-023,RFA-AG-19-023,RFA-AG-19-023,RFA-AG-19-022,RFA-AG-19-022"
9319157,m,b,"10378726,10614996,10369731,10400905,10405034","802500.0,772500.0,802500.0,802500.0,802500.0","RFA-AI-20-028,RFA-AI-20-028,RFA-AI-20-028,RFA-AI-20-028,RFA-AI-20-028"
10190901,m,w,"8447663,8463177,8461411,8461412,8447631","1027500.0,1012500.0,1027500.0,1027500.0,1027500.0","RFA-DK-10-003,RFA-DK-10-003,RFA-DK-10-003,RFA-DK-10-003,RFA-DK-10-003"
9517859,f,h,"9517856,9173321,10411883,10411881,9174675","937500.0,982500.0,869999.9999999999,869999.9999999999,982500.0","RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010"
7929598,m,a,"8547029,8904623,9249190,9335075,8325002","3037500.0,2992500.0,2992500.0,2992500.0,3082500.0000000005","RFA-CA-10-016,RFA-CA-10-016,RFA-CA-10-016,RFA-CA-10-016,RFA-CA-10-016"
7935295,f,w,"8539592,8537894,8446031,8443710,8876643","270000.0,270000.0,274000.0,274000.0,266000.0","RFA-DE-12-012,RFA-DE-12-012,RFA-DE-12-012,RFA-DE-12-012,RFA-DE-14-002"
8449133,m,h,"10037968,10037854,10037760,10031380,9568823","613770.0,613770.0,613770.0,613770.0,62500.0","RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-NS-17-016"
10652514,m,w,"9049946,9729464,9050465,9049927,9503633","266000.0,246000.0,266000.0,266000.0,250000.0","RFA-MD-15-005,RFA-MD-15-005,RFA-MD-15-005,RFA-MD-15-005,RFA-MD-15-005"
9767577,m,w,"9932839,10244938,10690447,10003228,10469396","369000.0,348000.0,309000.0,369000.0,321000.0","RFA-FD-19-021,RFA-FD-19-021,RFA-FD-19-021,RFA-FD-19-021,RFA-FD-19-021"
8345678,m,w,"9464319,9464168,9323807,9566860,9970185","312500.0,312500.0,312500.0,312500.0,369000.0","RFA-AR-17-004,RFA-AR-17-004,RFA-AR-17-004,RFA-AR-17-004,RFA-AR-17-003"
9674856,f,w,"9524866,9524864,10227915,10227917,9692766","7450000.0,7450000.0,6913599.999999999,6913599.999999999,7330800.0","RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014"
10015204,f,w,"8146155,8516598,8853366,8728833,8703637","560000.0,540000.0,532000.0,532000.0,532000.0","RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002"
10663363,f,w,"10136373,10297863,10156146,10153409,10138398","232000.0,214000.0,232000.0,232000.0,232000.0","RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072"
10680567,m,w,"8036571,8043965,8144787,8150382,8150960","288000.0,288000.0,280000.0,280000.0,280000.0","RFA-DK-10-002,RFA-DK-10-002,RFA-DK-10-002,RFA-DK-10-002,RFA-DK-10-002"
9188495,f,w,"9188443,9352343,9995494,9996697,9998950","393000.0,375000.0,369000.0,369000.0,369000.0","RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013"
8733160,m,w,"10747107,8043877,8046269,8044994,8045260","154500.0,576000.0,576000.0,576000.0,576000.0","RFA-DK-22-002,RFA-OD-10-010,RFA-OD-10-010,RFA-OD-10-010,RFA-OD-10-010"
8884678,f,w,"10784019,10759550,10759735,10760002,9976825","256470.0,284038.98,284038.98,284038.98,246000.0","RFA-NS-22-025,RFA-NS-23-006,RFA-NS-23-006,RFA-NS-23-006,RFA-NS-18-042"
8734222,m,a,"10533521,10694066,7893160,7728733,7893258","1070000.0,1030000.0,72000.0,73000.0,72000.0","RFA-HD-22-022,RFA-HD-22-022,RFA-HD-08-009,RFA-HD-08-009,RFA-HD-08-009"
9148067,m,w,"7618024,7790611,7918510,7908083,7666180","365000.0,360000.0,365000.0,365000.0,1460000.0","RFA-CA-07-034,RFA-CA-07-034,RFA-CA-07-034,RFA-CA-07-034,RFA-CA-07-039"
9135149,m,w,"10207812,10023206,10019470,10019473,10019516","1160000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
9512924,m,w,"9906733,9983965,9982663,9983934,9983933","1230000.0,922500.0,922500.0,922500.0,922500.0","RFA-FD-19-014,RFA-DK-19-003,RFA-DK-19-003,RFA-DK-19-003,RFA-DK-19-003"
7701551,m,w,"9250066,9057851,9233894,9283304,9250078","2187500.0,2292500.0,2187500.0,2187500.0,2187500.0","RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016"
9045566,m,w,"9823033,9824335,9948568,9939445,9936155","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025"
10144820,m,w,"9729348,9915899,9919478,9919479,9919480","92250.0,92250.0,92250.0,92250.0,92250.0","RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004"
9335976,f,w,"8133382,8495325,7726333,7726344,7714035","350000.0,337500.0,365000.0,365000.0,365000.0","RFA-RM-08-017,RFA-RM-08-017,RFA-RM-08-017,RFA-RM-08-017,RFA-RM-08-017"
9922864,f,b,"7728461,7762453,8138522,8137734,8379413","496400.0,496400.0,476000.0,476000.0,465800.00000000006","RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
9546019,m,a,"10433959,9737814,9737810,9737809,9737808","882750.0,1014750.0,1014750.0,1014750.0,1014750.0","RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007"
7743053,m,w,"8197558,8123790,7561669,7556781,8414863","274000.0,288000.0,292000.0,292000.0,270000.0","RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002"
10339728,f,h,"8959758,9728812,8960195,9087083,9087117","199500.0,184500.0,199500.0,196500.0,196500.0","RFA-AG-15-009,RFA-AG-15-009,RFA-AG-15-009,RFA-AG-15-009,RFA-AG-15-009"
10163676,m,w,"10597146,10160781,10163680,10163679,10163678","77250.0,87000.0,87000.0,87000.0,87000.0","RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004"
9770557,m,w,"10725259,10726239,10711291,10721954,10724152","103000.0,103000.0,103000.0,103000.0,103000.0","RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030"
10018167,f,b,"10740237,10740570,10469898,10650016,10684535","721000.0,721000.0,277785.91000000003,515000.0,231750.0","RFA-DA-23-026,RFA-DA-23-026,RFA-DA-22-001,RFA-HS-22-001,RFA-DA-23-010"
9321533,m,a,"8768731,8768636,8766909,8882257,8885651","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038"
9393537,m,w,"7614372,7631377,7615108,7882867,8231792","365000.0,365000.0,365000.0,365000.0,360000.0","RFA-AA-06-002,RFA-AA-06-002,RFA-AA-06-002,RFA-AA-06-002,RFA-AA-06-002"
10332731,f,w,"10693071,10353531,10354268,10353540,10353539","1802500.0,1872500.0,1872500.0,1872500.0,1872500.0","RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014"
9186488,f,a,"8700080,9441702,9222869,9222878,9223131","399000.0,375000.0,393000.0,393000.0,393000.0","RFA-AI-13-019,RFA-AI-13-019,RFA-AI-13-019,RFA-AI-13-019,RFA-AI-13-019"
9270571,m,a,"10611348,10406278,10233060,10221915,10219463","772500.0,802500.0,869999.9999999999,869999.9999999999,869999.9999999999","RFA-NS-20-030,RFA-NS-20-030,RFA-NS-20-030,RFA-NS-20-030,RFA-NS-20-030"
9250747,m,w,"8876775,8411660,8550129,8689156,9069941","532000.0,548000.0,540000.0,532000.0,327500.0","RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035,RFA-HL-13-023"
8290333,f,w,"10225619,10626886,10620639,10066724,10066711","348000.0,309000.0,309000.0,369000.0,369000.0","RFA-ES-20-003,RFA-ES-20-003,RFA-ES-20-003,RFA-ES-20-003,RFA-ES-20-003"
10620820,m,h,"10440015,10656213,7664567,8103916,7932750","160500.0,154500.0,937320.0,1152000.0,1168000.0","RFA-TR-21-015,RFA-TR-21-015,RFA-RM-05-015,RFA-AR-07-001,RFA-AR-07-001"
8827244,f,w,"8377858,8468626,8377846,8376590,8508795","1370000.0,1350000.0,1370000.0,1370000.0,1350000.0","RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014"
8055733,f,w,"8232540,8639461,8639466,8639470,8639471","2366675.0,2297575.0,2297575.0,2297575.0,2297575.0","RFA-HS-11-001,RFA-HS-11-001,RFA-HS-11-001,RFA-HS-11-001,RFA-HS-11-001"
8033384,f,w,"8071411,8068502,8068507,8068508,8068510","180000.0,180000.0,180000.0,180000.0,180000.0","RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503"
9568396,m,w,"9747903,9334211,9148259,9056078,9544180","615000.0,625000.0,655000.0,665000.0,625000.0","RFA-DK-14-025,RFA-DK-14-025,RFA-DK-14-025,RFA-DK-14-025,RFA-DK-14-025"
8900947,f,w,"9376249,9376270,10696256,10199242,10199168","281250.0,281250.0,257500.0,290000.0,290000.0","RFA-AR-17-005,RFA-AR-17-005,RFA-GM-20-001,RFA-GM-20-001,RFA-GM-20-001"
10657711,m,w,"10630593,10631646,10707213,10740364,7700947","535000.0,515000.0,515000.0,515000.0,584000.0","RFA-MD-22-008,RFA-MD-22-008,RFA-MD-22-008,RFA-MD-22-008,RFA-MD-07-003"
9132768,m,w,"8611913,8474132,8611912,8889668,8889671","997500.0,1012500.0,997500.0,997500.0,997500.0","RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022"
9712515,m,w,"9906733,10627292,10627289,10627291,10627290","1230000.0,1236000.0,1236000.0,1236000.0,1236000.0","RFA-FD-19-014,RFA-NS-22-019,RFA-NS-22-019,RFA-NS-22-019,RFA-NS-22-019"
8089346,m,a,"10136988,10297863,10299633,10304202,10305688","232000.0,214000.0,214000.0,214000.0,214000.0","RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072"
8305921,m,a,"9967767,10137201,10376753,10418631,9966703","615000.0,580000.0,535000.0,535000.0,615000.0","RFA-CA-19-035,RFA-CA-19-035,RFA-CA-19-035,RFA-CA-19-035,RFA-CA-19-035"
10240582,m,w,"7618247,8005977,7683921,7603122,7673450","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033"
9146685,m,w,"9524950,9526215,9975573,9975609,9569738","281250.0,281250.0,307500.0,307500.0,1500000.0","RFA-AR-18-005,RFA-AR-18-005,RFA-AR-20-003,RFA-AR-20-003,RFA-NS-17-021"
10470897,f,w,"10529887,10666636,9452944,9922256,9319420","342400.0,329600.0,312500.0,307500.0,312500.0","RFA-DA-22-020,RFA-DA-22-020,RFA-DA-17-007,RFA-DA-17-007,RFA-DA-17-007"
8379014,f,w,"10441390,10634559,10663823,10663821,10634568","12305000.0,11845000.0,11845000.0,11845000.0,11845000.0","RFA-AI-20-026,RFA-AI-20-026,RFA-AI-20-026,RFA-AI-20-026,RFA-AI-20-026"
10348760,f,h,"7938882,8132927,8324213,8318675,8316217","360000.0,350000.0,342500.0,342500.0,342500.0","RFA-AG-09-010,RFA-AG-09-010,RFA-AG-09-010,RFA-AG-09-010,RFA-AG-09-010"
9577979,m,w,"9577443,9577979,9749167,9702001,8583621","1875000.0,1875000.0,1845000.0,1845000.0,540000.0","RFA-ES-17-007,RFA-ES-17-007,RFA-ES-17-007,RFA-ES-17-007,RFA-ES-12-008"
8739566,m,w,"10214711,9838632,9981030,9986918,9989191","377000.0,399750.0,399750.0,399750.0,399750.0","RFA-NS-18-033,RFA-NS-18-033,RFA-NS-18-033,RFA-NS-18-033,RFA-NS-18-033"
10385798,m,w,"10236868,10477227,10615221,10615219,10615217","580000.0,535000.0,515000.0,515000.0,515000.0","RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003"
8385088,m,w,"8539809,8722990,8919827,8918703,8384740","810000.0,798000.0,798000.0,798000.0,822000.0000000001","RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208"
7654260,m,w,"9672926,9672350,9889881,9889879,9663901","1230000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-AI-15-056,RFA-AI-15-056,RFA-AI-15-056,RFA-AI-15-056,RFA-AI-15-056"
10349460,f,w,"9126612,8975055,8327541,8206084,7939691","655000.0,665000.0,342500.0,350000.0,360000.0","RFA-MH-15-850,RFA-MH-15-850,RFA-MH-09-130,RFA-MH-09-130,RFA-MH-09-130"
8972873,m,h,"8074965,7903518,8063853,8063854,8063856","1080000.0,1095000.0,1080000.0,1080000.0,1080000.0","RFA-DK-06-009,RFA-DK-06-009,RFA-DK-06-009,RFA-DK-06-009,RFA-DK-06-009"
9143074,m,h,"9484711,9552620,9550840,9550832,9550828","87500.0,87500.0,87500.0,87500.0,87500.0","RFA-FD-17-007,RFA-FD-17-007,RFA-FD-17-007,RFA-FD-17-007,RFA-FD-17-007"
9116302,f,a,"9615161,9999578,9608443,9615743,9789882","312500.0,307500.0,312500.0,312500.0,307500.0","RFA-EB-17-005,RFA-EB-17-005,RFA-EB-17-005,RFA-EB-17-005,RFA-EB-17-005"
8058642,m,w,"8790424,8494918,8607041,8608481,8725043","997500.0,1012500.0,997500.0,997500.0,997500.0","RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014"
9364868,f,w,"10726880,10726195,10726230,10727197,10727587","103000.0,103000.0,103000.0,103000.0,103000.0","RFA-AG-23-031,RFA-AG-23-031,RFA-AG-23-031,RFA-AG-23-031,RFA-AG-23-031"
10303939,m,b,"10310695,10534670,10310696,10441633,10075866","1284000.0,1236000.0,1284000.0,1392000.0,1392000.0","RFA-AA-19-003,RFA-AA-19-003,RFA-AA-19-003,RFA-AA-19-003,RFA-AA-19-003"
8379874,m,w,"10322192,10114063,10633266,10701034,10732795","266430.0,288840.0,256470.0,256470.0,256470.0","RFA-CA-20-014,RFA-CA-20-014,RFA-CA-20-014,RFA-CA-20-014,RFA-CA-20-014"
9526494,m,w,"10307397,10534779,10542354,10307278,10307277","535000.0,515000.0,515000.0,535000.0,535000.0","RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001"
9688770,f,w,"9900191,10697998,10021663,10227742,9353841","615000.0,515000.0,615000.0,535000.0,250000.0","RFA-DK-18-018,RFA-DK-18-018,RFA-DK-18-018,RFA-DK-18-018,RFA-HD-16-037"
9112848,f,w,"7927824,7897216,7487362,9821890,9931155","292000.0,292000.0,292000.0,246000.0,246000.0","RFA-AI-07-008,RFA-AI-07-008,RFA-AI-07-008,RFA-AI-18-025,RFA-AI-18-025"
9309585,f,w,"10261555,9766776,10488765,10488764,10488766","10904000.0,11750000.0,10058000.0,10058000.0,10058000.0","RFA-OD-16-006,RFA-OD-16-006,RFA-OD-16-006,RFA-OD-16-006,RFA-OD-16-006"
