APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-s_p_wi,APPVAL_RECS_bert-s_p_wi,FOA_RECS_bert-s_p_wi
9332366,f,w,"9130875,9529840,9135703,9135766,9529867","294750.0,281250.0,299250.0,299250.0,281250.0","RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012"
8920545,m,w,"10730426,10731469,10731578,10731609,9325499","257500.0,257500.0,257500.0,257500.0,312500.0","RFA-DK-22-013,RFA-DK-22-013,RFA-DK-22-013,RFA-DK-22-013,RFA-DK-13-003"
10013563,m,w,"8828159,8845185,8828160,8719655,8722068","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-DA-14-006,RFA-DA-14-006,RFA-DA-14-006,RFA-DA-14-006,RFA-DA-14-006"
7778742,m,w,"9832193,9517140,10316999,9646359,9246899","61500.0,62500.0,53500.0,61500.0,62500.0","RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011"
8849042,m,w,"8891329,8870235,8890016,8870255,8890017","1130500.0,1130500.0,1130500.0,1130500.0,1130500.0","RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005"
8879187,f,b,"9323560,8997188,8997390,9319794,9565173","312500.0,332500.0,332500.0,312500.0,312500.0","RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024"
9612492,m,w,"9139409,9534473,9747175,8989445,9747176","262000.0,250000.0,246000.0,266000.0,246000.0","RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003"
7903428,f,w,"7678455,7757815,7915187,7915186,7915185","1781200.0,1781200.0,1781200.0,1781200.0,1781200.0","RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002"
8920695,m,h,"8027416,8541733,8265763,8323619,8332993","2160000.0,2025000.0,2100000.0,2100000.0,2100000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
10245896,m,a,"7935567,7692305,10451068,10452292,10452011","511000.0,511000.0,107000.0,107000.0,107000.0","RFA-RM-07-016,RFA-RM-07-016,RFA-RM-21-012,RFA-RM-21-012,RFA-RM-21-012"
7573426,m,w,"8179855,8181198,8795862,8667522,8306773","420000.0,420000.0,405000.0,405000.0,411000.00000000006","RFA-DC-11-002,RFA-DC-11-002,RFA-DC-11-002,RFA-DC-11-002,RFA-DC-11-002"
7656696,m,h,"8660785,9150651,9150668,9150655,9303203","172900.0,262000.0,262000.0,262000.0,250000.0","RFA-RM-13-002,RFA-MD-15-005,RFA-MD-15-005,RFA-MD-15-005,RFA-MD-15-005"
8376563,m,w,"8380266,8538754,7667013,8091331,8103046","548000.0,540000.0,584000.0,560000.0,560000.0","RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002"
9100656,m,h,"9950980,9363096,9543960,9747678,9731412","922500.0,937500.0,937500.0,922500.0,922500.0","RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047"
9067860,m,w,"10271986,10271987,10271164,8704406,8728792","174000.0,174000.0,174000.0,266000.0,266000.0","RFA-CA-20-025,RFA-CA-20-025,RFA-CA-20-021,RFA-CA-12-002,RFA-CA-12-002"
10439933,f,w,"8916639,8539587,8883420,8930080,8352005","465500.0,472500.00000000006,465500.0,465500.0,479500.00000000006","RFA-CA-11-009,RFA-CA-11-009,RFA-CA-11-009,RFA-CA-11-009,RFA-CA-11-009"
9893850,f,w,"10205411,10223169,9394525,9393866,9743693","615000.0,580000.0,625000.0,625000.0,615000.0","RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038"
9852507,f,w,"10817423,10818740,9654469,9783891,10141077","772500.0,772500.0,562500.0,553500.0,522000.0","RFA-MD-23-008,RFA-MD-23-008,RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002"
7750586,m,w,"10136988,10308105,10305688,10138398,10153409","232000.0,214000.0,214000.0,232000.0,232000.0","RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072"
9752514,m,w,"8726385,9096662,9096661,9104148,9116628","997500.0,982500.0,982500.0,982500.0,982500.0","RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008"
9547256,m,w,"8523752,7919132,8131698,8137832,7737645","2025000.0,2190000.0,2100000.0,2100000.0,2190000.0","RFA-AI-08-015,RFA-AI-08-015,RFA-AI-08-015,RFA-AI-08-015,RFA-AI-08-015"
10691911,m,w,"8055786,7906604,8144352,8528478,8459329","360000.0,360000.0,350000.0,337500.0,337500.0","RFA-AR-10-010,RFA-AR-10-010,RFA-AR-10-010,RFA-AR-10-010,RFA-AR-10-010"
9989552,m,w,"10305131,10694182,10305364,10305365,10694181","348000.0,309000.0,348000.0,348000.0,309000.0","RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047"
8365163,m,w,"8173903,8365134,8173928,8173927,8173926","7200000.0,7000000.0,7200000.0,7200000.0,7200000.0","RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
7905197,m,w,"8144392,7930611,7930609,7930607,7694268","1728000.0,1752000.0,1752000.0,1752000.0,1752000.0","RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007"
9533996,f,w,"8874104,8885651,8882257,8766909,8768636","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038"
8056801,f,w,"9822061,9824342,9824335,9823754,9823598","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025"
9475082,f,w,"9949389,9530598,9759458,9669905,9533510","1845000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
7797602,f,b,"8066384,7994847,8208240,8196991,8259093","70000.0,70000.0,68500.0,68500.0,68500.0","RFA-MD-08-006,RFA-MD-08-006,RFA-MD-08-006,RFA-MD-08-006,RFA-MD-08-006"
8691551,m,w,"8928480,8457694,8923145,8454874,8458228","332500.0,342500.0,332500.0,342500.0,342500.0","RFA-AR-12-007,RFA-AR-12-007,RFA-AR-12-007,RFA-AR-12-007,RFA-AR-12-007"
7658237,m,w,"7677949,7658237,7624252,7643343,7671310","511000.0,511000.0,511000.0,511000.0,511000.0","RFA-RM-06-010,RFA-RM-06-010,RFA-RM-06-010,RFA-RM-06-010,RFA-RM-06-010"
8375469,f,w,"8841436,8301242,8301968,8301973,8302016","399000.0,411000.00000000006,411000.00000000006,411000.00000000006,411000.00000000006","RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024"
9900325,f,h,"8828160,8828159,8792844,8719655,8845185","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-DA-14-006,RFA-DA-14-006,RFA-DA-14-006,RFA-DA-14-006,RFA-DA-14-006"
8659423,m,w,"8829830,8885024,8659410,8659377,8659455","2394000.0,2394000.0,2394000.0,2394000.0,2394000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
9978601,m,w,"10340783,10493382,10687248,10251983,9810435","901320.0,831390.0,800310.0,580000.0,615000.0","RFA-AG-21-027,RFA-AG-21-027,RFA-AG-21-027,RFA-AG-19-007,RFA-AG-19-007"
8399839,m,w,"9656577,9789268,9658236,9657154,9656578","250000.0,246000.0,250000.0,250000.0,250000.0","RFA-DK-17-033,RFA-DK-17-033,RFA-DK-17-033,RFA-DK-17-033,RFA-DK-17-033"
9565766,m,w,"10179394,10445249,10406359,10179392,10172905","869999.9999999999,802500.0,802500.0,869999.9999999999,869999.9999999999","RFA-ES-16-008,RFA-ES-16-008,RFA-ES-16-008,RFA-ES-16-008,RFA-ES-16-008"
9317706,f,w,"9882217,9897491,10579861,10142922,10142915","184500.0,184500.0,154500.0,184500.0,184500.0","RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040"
9514768,f,w,"9301420,9301421,9301417,9301428,9301435","1000000.0,1000000.0,1000000.0,1000000.0,1000000.0","RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011"
9550778,m,b,"10306229,10689798,10492768,10492771,10492774","348000.0,309000.0,321000.0,321000.0,321000.0","RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047"
8066691,m,h,"10002240,9775861,9999578,9999583,10006999","307500.0,307500.0,307500.0,307500.0,307500.0","RFA-EB-17-005,RFA-EB-17-005,RFA-EB-17-005,RFA-EB-17-005,RFA-EB-17-005"
9414391,m,w,"10666025,10666871,10667123,10665204,9932272","515000.0,515000.0,515000.0,206000.0,615000.0","RFA-AG-23-010,RFA-AG-23-010,RFA-AG-23-010,RFA-AG-23-011,RFA-AG-15-018"
9608711,m,w,"9812311,9177874,9494700,9706654,9319816","3000000.0,3144000.0,3000000.0,2952000.0,3000000.0","RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600"
10404437,m,w,"9720386,10643961,9720384,10618820,10618816","615000.0,515000.0,615000.0,515000.0,515000.0","RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001"
9522003,m,w,"9977807,10263328,9428318,9751999,9569721","922500.0,869999.9999999999,937500.0,922500.0,937500.0","RFA-NS-17-017,RFA-NS-17-017,RFA-NS-17-017,RFA-NS-17-017,RFA-NS-17-017"
9263859,f,w,"9750578,9267086,9267083,9267082,9267084","1230000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
10525192,f,w,"8129577,7935183,8127913,8141269,8104031","980000.0,1008000.0,980000.0,980000.0,980000.0","RFA-CA-07-020,RFA-CA-07-020,RFA-CA-07-020,RFA-CA-07-020,RFA-CA-07-020"
8790574,m,h,"9860066,9172489,8915892,8915903,8846979","624998.75,664998.67,664998.67,664998.67,664998.67","RFA-HL-14-023,RFA-HL-14-023,RFA-HL-14-023,RFA-HL-14-023,RFA-HL-14-023"
9644048,f,a,"9995018,10456915,9667308,10150302,9874247","615000.0,535000.0,625000.0,615000.0,615000.0","RFA-DK-17-038,RFA-DK-17-038,RFA-DK-17-038,RFA-DK-17-038,RFA-DK-17-038"
8461242,f,w,"7686354,8318839,8356906,8356907,8120576","1314000.0,1233000.0,1260000.0,1260000.0,1260000.0","RFA-RR-07-006,RFA-RR-07-006,RFA-RR-07-006,RFA-RR-07-006,RFA-RR-07-006"
9085450,m,w,"10744965,10665221,10663020,10663455,10663514","1339000.0,772500.0,772500.0,772500.0,772500.0","RFA-NS-22-030,RFA-NS-22-038,RFA-NS-22-038,RFA-NS-22-038,RFA-NS-22-038"
7941872,m,w,"9627276,9627727,9627418,9627726,9627725","2000000.0,2000000.0,2000000.0,2000000.0,2000000.0","RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035"
8894056,m,w,"9069905,9031830,9098759,9098768,8877868","196500.0,196500.0,196500.0,196500.0,199500.0","RFA-RM-14-005,RFA-RM-14-005,RFA-RM-14-005,RFA-RM-14-005,RFA-RM-14-005"
9052094,f,w,"10695041,10672417,10672404,10672406,10672408","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-NS-21-001,RFA-NS-21-001,RFA-NS-21-001,RFA-NS-21-001,RFA-NS-21-001"
9985190,m,b,"9471792,9677591,9287853,9287847,9285907","625000.0,615000.0,625000.0,625000.0,625000.0","RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002"
9352740,m,w,"10340783,10493382,10687248,10251983,9810435","901320.0,831390.0,800310.0,580000.0,615000.0","RFA-AG-21-027,RFA-AG-21-027,RFA-AG-21-027,RFA-AG-19-007,RFA-AG-19-007"
8690906,m,w,"10498859,10709532,10708013,10707321,10498020","535000.0,515000.0,515000.0,515000.0,535000.0","RFA-HG-21-001,RFA-HG-21-001,RFA-HG-21-001,RFA-HG-21-001,RFA-HG-21-001"
9557571,f,w,"9732320,9554965,9733760,9739091,9739092","615000.0,625000.0,615000.0,615000.0,615000.0","RFA-HD-17-007,RFA-HD-17-007,RFA-HD-17-007,RFA-HD-17-007,RFA-HD-17-007"
8377944,m,w,"7848533,7869255,7912418,7917330,8136500","292000.0,360000.0,365000.0,360000.0,350000.0","RFA-NS-07-002,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001"
7856355,f,w,"8660665,8547790,8723135,8901076,8655833","399000.0,405000.0,399000.0,399000.0,399000.0","RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003"
8284352,m,h,"10061656,10304137,9156199,9161392,9153423","869999.9999999999,802500.0,937500.0,937500.0,937500.0","RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001"
7764313,f,w,"10703789,10703733,10223113,10588234,10588241","515000.0,515000.0,1739999.9999999998,1545000.0,1545000.0","RFA-AI-22-034,RFA-AI-22-034,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
10499403,m,w,"9699473,9515932,9390337,9734418,9514117","184500.0,187500.0,187500.0,187500.0,187500.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
8337273,m,w,"9982144,9691947,9274369,9488529,9111395","799500.0,799500.0,812500.0,812500.0,851500.0","RFA-HG-19-012,RFA-HG-15-021,RFA-HG-15-021,RFA-HG-15-021,RFA-HG-15-021"
8707989,f,w,"7683921,7603122,7694362,7692257,7623951","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033"
8231456,m,h,"7939689,7794230,8137258,8325919,7939934","288000.0,292000.0,700000.0,685000.0,720000.0","RFA-DK-08-013,RFA-DK-08-013,RFA-DK-08-012,RFA-DK-08-012,RFA-DK-08-012"
8642228,m,w,"10671877,10700131,10899902,10212725,10347779","266430.0,256470.0,256470.0,288840.0,288840.0","RFA-OD-20-010,RFA-OD-20-010,RFA-OD-20-010,RFA-OD-20-010,RFA-OD-20-010"
9096099,f,w,"10489368,10908792,10493146,10686970,10704086","535000.0,515000.0,535000.0,515000.0,515000.0","RFA-CA-20-037,RFA-CA-20-037,RFA-CA-20-037,RFA-CA-20-037,RFA-CA-20-037"
9207637,f,w,"10005931,9783761,9787401,9787402,9787403","984000.0,984000.0,984000.0,984000.0,984000.0","RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033"
8440888,m,w,"9928383,9970999,9971086,10259828,10263907","246000.0,246000.0,246000.0,232000.0,232000.0","RFA-AG-17-059,RFA-AG-20-014,RFA-AG-20-014,RFA-AG-20-014,RFA-AG-20-014"
10065441,m,w,"8207501,7743014,7743485,7762763,7743447","274000.0,288000.0,288000.0,288000.0,288000.0","RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002"
10622128,f,w,"8009669,8690747,8134127,8134128,8712344","1584000.0,1463000.0,1584000.0,1584000.0,1463000.0","RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041"
9815293,f,w,"9358504,8967795,9134806,9507895,9134845","917000.0,931000.0,917000.0,3125000.0,3275000.0","RFA-HG-14-026,RFA-HG-14-026,RFA-HG-14-026,RFA-HG-14-027,RFA-HG-14-027"
10003455,m,w,"8636552,8635404,8636661,8636647,8636843","270000.0,270000.0,270000.0,270000.0,270000.0","RFA-DK-12-024,RFA-DK-12-024,RFA-DK-12-024,RFA-DK-12-024,RFA-DK-12-024"
10700012,m,a,"9069905,9031830,9098759,9098768,8877868","196500.0,196500.0,196500.0,196500.0,199500.0","RFA-RM-14-005,RFA-RM-14-005,RFA-RM-14-005,RFA-RM-14-005,RFA-RM-14-005"
9546849,m,w,"10043873,9985203,9827920,9827799,10058434","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-DA-20-001,RFA-MH-19-240,RFA-MH-19-240,RFA-MH-19-240,RFA-MH-19-240"
10406901,f,w,"8850954,8477135,8145432,8145437,8145428","2394000.0,2430000.0,2520000.0,2520000.0,2520000.0","RFA-CA-10-010,RFA-CA-10-010,RFA-CA-10-010,RFA-CA-10-010,RFA-CA-10-010"
8210201,m,w,"7688116,7687907,7847368,7686943,7687908","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-DA-08-015,RFA-DA-08-015,RFA-DA-08-015,RFA-DA-08-013,RFA-DA-08-013"
10155547,m,w,"9437827,9420639,9213709,9215356,9650932","250000.0,250000.0,250000.0,250000.0,625000.0","RFA-MH-17-150,RFA-MH-17-150,RFA-MH-17-150,RFA-MH-17-150,RFA-AT-16-005"
10380652,f,w,"9264346,9265633,9264744,9337320,9339461","262000.0,262000.0,262000.0,250000.0,250000.0","RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009"
8328121,m,w,"10673816,9804541,10675462,9804639,9804638","1030000.0,1230000.0,1030000.0,1230000.0,1230000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
9728688,f,w,"9708117,10168573,10691317,9944636,10457369","307500.0,290000.0,257500.0,307500.0,267500.0","RFA-GM-18-003,RFA-GM-18-003,RFA-GM-18-003,RFA-GM-18-003,RFA-GM-18-003"
9762768,f,a,"10242796,10017819,10017845,10017864,10017866","580000.0,615000.0,615000.0,615000.0,615000.0","RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007"
10366039,m,w,"10577803,10366037,10366039,10577797,10577798","1545000.0,1605000.0,1605000.0,1545000.0,1545000.0","RFA-AI-20-001,RFA-AI-20-001,RFA-AI-20-001,RFA-AI-20-001,RFA-AI-20-001"
8525585,m,w,"8526261,8525940,8525869,8525828,8524876","675000.0,675000.0,675000.0,675000.0,675000.0","RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008"
9149219,m,w,"10259766,10058502,10673033,10672416,10671497","812000.0,861000.0,721000.0,721000.0,721000.0","RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004"
9546829,f,w,"9555026,9723180,9384724,10219339,9957191","335625.0,330255.0,335625.0,311460.0,330255.0","RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014"
10578760,m,w,"9656931,9668995,9890987,9870863,9108613","430500.0,430500.0,430500.0,430500.0,458500.0","RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005"
7942235,m,w,"8134795,7758968,7758979,7758980,7758981","1080000.0,1095000.0,1095000.0,1095000.0,1095000.0","RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016"
10707158,m,w,"7691720,7777536,9769736,9188443,9554612","1752000.0,1752000.0,369000.0,393000.0,375000.0","RFA-RM-06-007,RFA-RM-06-007,RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013"
7919773,m,w,"8173704,8365226,8092791,8098149,8133831","6840000.0,6650000.0,6650000.0,6650000.0,6650000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
8527695,f,w,"10703789,10703733,9728689,10588239,10595578","515000.0,515000.0,1845000.0,1545000.0,1545000.0","RFA-AI-22-034,RFA-AI-22-034,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
10351931,f,w,"9461547,8651088,8927927,8881874,8651085","187500.0,199500.0,199500.0,199500.0,199500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
8119685,m,a,"7936895,7938709,7805955,7797129,8118867","756000.0,756000.0,766500.0,766500.0,735000.0","RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006"
8492194,m,w,"8464381,8837075,8272075,8278285,8451329","1350000.0,1330000.0,1370000.0,1370000.0,1350000.0","RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003"
8666752,m,w,"7876715,7660416,10891329,10556273,10693983","360000.0,365000.0,1854000.0,1926000.0,1854000.0","RFA-OH-06-004,RFA-OH-06-004,RFA-OH-22-001,RFA-OH-22-001,RFA-OH-22-001"
7714604,m,w,"9133333,8868954,8913107,8414034,8413975","982500.0,997500.0,997500.0,1027500.0,1027500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
9854274,m,a,"9852512,10066310,10312015,10334476,10358484","246000.0,232000.0,214000.0,214000.0,214000.0","RFA-OD-19-012,RFA-OD-19-012,RFA-OD-19-012,RFA-OD-19-012,RFA-OD-19-012"
7637402,f,w,"7776951,8141244,8125507,7871479,7809636","720000.0,700000.0,720000.0,720000.0,720000.0","RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004"
9193285,m,w,"8032877,7936245,7933921,7676891,7676892","2160000.0,2160000.0,2160000.0,2190000.0,2190000.0","RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007"
8543632,f,w,"9350544,9976669,9350192,9350633,9350588","375000.0,321000.0,375000.0,375000.0,375000.0","RFA-RM-16-004,RFA-RM-16-004,RFA-RM-16-004,RFA-RM-16-004,RFA-RM-16-004"
9699505,m,w,"10368699,10220134,10037769,10493359,10219212","232000.0,232000.0,246000.0,214000.0,464000.0","RFA-OD-19-021,RFA-OD-19-021,RFA-OD-19-021,RFA-OD-19-021,RFA-RM-17-025"
10160883,f,w,"9354484,9564869,10016263,10016262,10016261","312500.0,312500.0,307500.0,307500.0,307500.0","RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003"
8851574,m,w,"8510635,8415367,8510633,8510630,8486415","202500.0,205500.00000000003,202500.0,202500.0,202500.0","RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012"
9717295,m,w,"9148241,9147638,9147636,9303447,9310142","262000.0,262000.0,262000.0,250000.0,250000.0","RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215"
8538309,m,a,"10330219,10700076,10690696,10492637,10487531","579998.84,514998.97,514998.97,534998.93,534998.93","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
8663557,m,h,"9645047,9678340,9504015,9442884,9569931","369000.0,369000.0,375000.0,375000.0,375000.0","RFA-CA-17-011,RFA-CA-17-011,RFA-CA-17-011,RFA-CA-17-011,RFA-CA-17-011"
8659452,m,w,"7761262,7914797,7666750,7599190,7568255","288000.0,292000.0,292000.0,292000.0,292000.0","RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006"
8499148,f,w,"10226611,10447704,10634563,10634559,10634558","13340000.0,12305000.0,11845000.0,11845000.0,11845000.0","RFA-AI-20-026,RFA-AI-20-026,RFA-AI-20-026,RFA-AI-20-026,RFA-AI-20-026"
10201577,m,a,"10632073,10200016,10200023,10200025,10200778","824000.0,928000.0,928000.0,928000.0,928000.0","RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501"
10090965,f,h,"10264871,10091650,10265515,10417248,10432077","290000.0,307500.0,290000.0,267500.0,267500.0","RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036"
9350668,f,a,"8877868,9098759,8876183,8877775,8877784","199500.0,196500.0,199500.0,199500.0,199500.0","RFA-RM-14-005,RFA-RM-14-005,RFA-RM-14-005,RFA-RM-14-005,RFA-RM-14-005"
9109284,m,w,"9769292,9767590,9540694,9769950,9540710","937500.0,922500.0,937500.0,937500.0,937500.0","RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021"
10242081,m,w,"10024067,9859231,9861937,10023938,10673080","246000.0,246000.0,246000.0,246000.0,515000.0","RFA-MH-19-121,RFA-MH-19-121,RFA-MH-19-121,RFA-MH-19-121,RFA-MH-19-120"
7942791,m,w,"9718253,9384886,9385023,9385676,9385576","147600.0,150000.0,150000.0,150000.0,150000.0","RFA-HL-17-018,RFA-HL-17-018,RFA-HL-17-018,RFA-HL-17-018,RFA-HL-17-018"
9969469,m,h,"9044149,9709325,9248415,9116546,9117248","465500.0,430500.0,437500.0,458500.0,458500.0","RFA-HG-14-006,RFA-HG-14-004,RFA-HG-14-004,RFA-HG-14-004,RFA-HG-14-004"
7626596,m,w,"7677284,7846159,7624174,7624173,7686727","876000.0,864000.0,876000.0,876000.0,876000.0","RFA-HL-07-005,RFA-HL-07-005,RFA-HL-07-005,RFA-HL-07-005,RFA-HL-07-005"
10134824,f,w,"7847346,7684003,7682324,7686060,7935616","175200.0,175200.0,175200.0,175200.0,175200.0","RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013"
9813755,m,a,"8686992,8436004,8436052,10227178,9627114","6750000.0,6850000.000000001,6850000.000000001,580000.0,625000.0","RFA-DK-11-019,RFA-DK-11-019,RFA-DK-11-019,RFA-DK-17-011,RFA-DK-17-011"
7924597,m,w,"7681099,7677333,7666251,7939058,7849341","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004"
7937028,m,w,"7676892,7676891,7933921,7936245,8032877","2190000.0,2190000.0,2160000.0,2160000.0,2160000.0","RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007"
10221177,f,w,"10254418,10438910,10071598,10213963,10221177","406000.0,374500.0,430500.0,430500.0,430500.0","RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001"
9998690,f,w,"10108885,10520457,10295867,10696233,10294431","246000.0,214000.0,232000.0,206000.0,232000.0","RFA-OD-20-004,RFA-OD-20-004,RFA-OD-20-004,RFA-OD-20-004,RFA-OD-20-004"
8880326,f,w,"8735094,8065769,8068487,8068486,8090646","166250.0,180000.0,180000.0,180000.0,180000.0","RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503"
