APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-xxxxx_p_w,APPVAL_RECS_bert-xxxxx_p_w,FOA_RECS_bert-xxxxx_p_w
10589037,f,a,"9389133,9925158,9936412,9977875,9987419","281250.0,276750.0,276750.0,276750.0,276750.0","RFA-AG-17-030,RFA-AG-17-030,RFA-AG-17-030,RFA-AG-17-030,RFA-AG-17-030"
7940807,m,w,"9771360,9710156,9984969,10309054,9313927","172200.0,175000.0,172200.0,162400.0,562500.0","RFA-FD-18-020,RFA-FD-18-020,RFA-FD-18-020,RFA-FD-18-020,RFA-HL-16-001"
8715807,m,w,"10469402,10681249,10417361,10241274,10932496","749000.0,721000.0,812000.0,812000.0,721000.0","RFA-FD-19-013,RFA-FD-19-013,RFA-FD-19-013,RFA-FD-19-013,RFA-FD-19-013"
9568046,m,w,"9146268,8996081,9291402,8775259,8773615","393000.0,399000.0,375000.0,5320000.0,5320000.0","RFA-AG-15-004,RFA-AG-15-004,RFA-AG-15-004,RFA-MH-13-010,RFA-MH-13-010"
8546167,m,h,"9264682,9264661,9264681,9264670,9928385","458500.0,458500.0,458500.0,458500.0,430500.0","RFA-AG-16-005,RFA-AG-16-005,RFA-AG-16-005,RFA-AG-16-005,RFA-AG-17-002"
10127561,m,w,"9118891,8433271,8851507,8815256,9130356","393000.0,405000.0,399000.0,399000.0,399000.0","RFA-AI-11-010,RFA-AI-11-010,RFA-AI-11-010,RFA-AI-11-010,RFA-AI-11-010"
7680243,m,w,"9565384,9695908,9421907,9928385,9264661","437500.0,430500.0,437500.0,430500.0,458500.0","RFA-AG-17-002,RFA-AG-17-002,RFA-AG-17-002,RFA-AG-17-002,RFA-AG-16-005"
9325331,m,w,"8711466,8624922,8897372,8897374,8897373","332500.0,337500.0,332500.0,332500.0,332500.0","RFA-ES-13-004,RFA-ES-13-004,RFA-ES-13-004,RFA-ES-13-004,RFA-ES-13-004"
9537980,m,a,"10579385,10305680,9494530,9534515,9748386","374500.0,374500.0,437500.0,437500.0,430500.0","RFA-AI-16-053,RFA-AI-16-053,RFA-AI-16-053,RFA-AI-16-053,RFA-AI-16-053"
8098142,m,w,"9346002,9156542,9926797,9691088,9546463","156250.0,163750.0,153750.0,153750.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
10613361,m,w,"10701083,10630618,9926797,9546463,9691088","128750.0,133750.0,153750.0,156250.0,153750.0","RFA-LM-22-001,RFA-LM-22-001,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
10688383,m,w,"9001587,9323220,9699998,9512632,9001756","655000.0,625000.0,615000.0,625000.0,665000.0","RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018"
8955305,m,a,"10837481,10837461,9934086,10404992,10432056","412000.0,412000.0,4059000.0,3531000.0,3531000.0","RFA-FD-23-028,RFA-FD-23-028,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021"
8536088,m,a,"10630618,10701083,9546463,9691088,9346002","133750.0,128750.0,156250.0,153750.0,156250.0","RFA-LM-22-001,RFA-LM-22-001,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
9780531,m,w,"9146268,9291402,8996081,8758050,10392963","393000.0,375000.0,399000.0,332500.0,267500.0","RFA-AG-15-004,RFA-AG-15-004,RFA-AG-15-004,RFA-AG-14-012,RFA-AG-18-009"
9552315,m,w,"9691088,9546463,9926797,9156542,9346002","153750.0,156250.0,153750.0,163750.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
9702090,m,w,"9205320,9547966,10266163,9462654,9687642","229250.0,218750.0,203000.0,218750.0,215250.0","RFA-AG-16-008,RFA-AG-16-008,RFA-AG-16-008,RFA-AG-16-008,RFA-AG-16-008"
8130804,m,w,"8919250,8883055,8881515,9124602,9124604","266000.0,266000.0,266000.0,262000.0,262000.0","RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082"
9557582,m,w,"9173599,9316605,9697814,9517023,9951035","589500.0,562500.0,553500.0,562500.0,553500.0","RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017"
9519614,m,w,"8973237,10528845,10689928,8973923,8972917","299250.0,535000.0,515000.0,299250.0,299250.0","RFA-DE-15-001,RFA-DA-22-009,RFA-DA-22-009,RFA-DE-15-002,RFA-DE-15-002"
9321090,f,w,"8264888,8514000,8842641,8828698,8812861","342500.0,337500.0,332500.0,332500.0,332500.0","RFA-EY-11-001,RFA-EY-11-001,RFA-EY-11-001,RFA-EY-11-001,RFA-EY-11-001"
10248323,m,w,"8883055,8925805,9124604,9124602,8881515","266000.0,266000.0,262000.0,262000.0,266000.0","RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082"
7669830,f,w,"9546463,9691088,9926797,9156542,9346002","156250.0,153750.0,153750.0,163750.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
10172832,m,w,"9223658,9542497,8810649,8812779,8811401","1875000.0,1875000.0,1995000.0,1995000.0,1995000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
8392987,m,h,"10330303,10530693,10739361,9966987,10655524","481500.0,463500.0,1030000.0,61500.0,51500.0","RFA-ES-20-007,RFA-ES-20-007,RFA-AT-23-003,RFA-DK-17-026,RFA-DK-17-026"
9546722,m,a,"9376394,9529618,9984969,10309054,9710156","250000.0,250000.0,172200.0,162400.0,175000.0","RFA-DE-17-005,RFA-DE-17-005,RFA-FD-18-020,RFA-FD-18-020,RFA-FD-18-020"
9494497,m,h,"8810649,8711627,8675629,8675534,8665109","1995000.0,1995000.0,1995000.0,1995000.0,1995000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
10620819,m,h,"8734570,9132048,9096942,9331355,9550854","532000.0,524000.0,540000.0,500000.0,500000.0","RFA-OH-13-001,RFA-OH-13-001,RFA-OH-13-001,RFA-OH-13-001,RFA-OH-13-001"
9675108,f,w,"8851500,8712256,8867993,9471780,9433593","299250.0,299250.0,299250.0,281250.0,281250.0","RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002"
9590470,m,a,"8833707,10689928,10528845,9691146,10380759","1330000.0,515000.0,535000.0,922500.0,802500.0","RFA-DK-13-027,RFA-DA-22-009,RFA-DA-22-009,RFA-AI-17-017,RFA-AI-17-017"
9728829,m,w,"9926797,9156542,9546463,9691088,9346002","153750.0,163750.0,156250.0,153750.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
8360217,m,w,"8721417,9084547,8851592,8582263,8759484","532000.0,524000.0,532000.0,540000.0,540000.0","RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008"
9840936,f,w,"8689156,8411660,8876775,8550129,10689928","532000.0,548000.0,532000.0,540000.0,515000.0","RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035,RFA-DA-22-009"
9600091,m,w,"9654389,10432056,10450686,9932295,9934086","4125000.0,3531000.0,3531000.0,4059000.0,4059000.0","RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021"
10001657,m,w,"10578468,10588717,10578526,10578579,10578616","515000.0,535000.0,515000.0,515000.0,515000.0","RFA-HG-21-041,RFA-HG-21-041,RFA-HG-21-041,RFA-HG-21-041,RFA-HG-21-041"
8200205,m,w,"9049750,9147579,9544179,9546669,9775234","665000.0,655000.0,625000.0,625000.0,615000.0","RFA-DK-14-019,RFA-DK-14-019,RFA-DK-14-019,RFA-DK-14-019,RFA-DK-14-019"
8459512,f,a,"9982445,9515968,9851000,9287024,9287534","615000.0,625000.0,615000.0,625000.0,625000.0","RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300"
9764272,f,a,"9546463,9691088,9346002,9156542,9926797","156250.0,153750.0,156250.0,163750.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
10473864,f,w,"8794412,8617223,9000120,8509163,9213339","997500.0,997500.0,982500.0,1012500.0,937500.0","RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007"
9627115,m,w,"10094515,10095572,10093953,8436395,8734406","615000.0,615000.0,615000.0,68500.0,66500.0","RFA-AG-20-033,RFA-AG-20-033,RFA-AG-20-033,RFA-DK-11-028,RFA-DK-11-028"
8458625,f,h,"10695086,10492010,10662567,10467167,10474683","309000.0,321000.0,309000.0,348000.0,348000.0","RFA-AT-19-006,RFA-AT-19-006,RFA-AT-19-006,RFA-AT-19-006,RFA-AT-19-006"
8402557,m,w,"9266776,9135690,9260968,9605055,8782607","655000.0,665000.0,665000.0,6436999.59,6960332.890000001","RFA-DK-14-023,RFA-DK-14-023,RFA-DK-14-023,RFA-AI-12-008,RFA-AI-12-008"
10701064,m,w,"9266596,8540398,8468079,8468028,8468562","102750.0,101250.0,102750.0,102750.0,102750.0","RFA-FD-12-005,RFA-FD-12-005,RFA-FD-12-005,RFA-FD-12-005,RFA-FD-12-005"
7631353,f,w,"9403567,9403965,9694731,9763656,9549142","281250.0,281250.0,276750.0,276750.0,281250.0","RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560"
8145048,m,w,"10208683,10656300,10008512,10449317,10125417","2784000.0,2472000.0,2952000.0,2568000.0,246000.0","RFA-AI-19-041,RFA-AI-19-041,RFA-AI-19-041,RFA-AI-19-041,RFA-MH-20-331"
9570634,m,w,"10330584,10569629,9930703,9930311,10144440","267500.0,257500.0,307500.0,307500.0,290000.0","RFA-ES-19-001,RFA-ES-19-001,RFA-ES-19-001,RFA-ES-19-001,RFA-ES-19-001"
8309790,m,w,"8715797,8728845,8911299,8911300,8926974","66500.0,66500.0,66500.0,66500.0,66500.0","RFA-DK-11-006,RFA-DK-11-006,RFA-DK-11-006,RFA-DK-11-006,RFA-DK-11-006"
10698151,m,a,"9697814,9173599,9951035,9316605,9517023","553500.0,589500.0,553500.0,562500.0,562500.0","RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017"
9257881,m,w,"8990838,8791686,8605677,8605752,8606033","262000.0,266000.0,266000.0,266000.0,266000.0","RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009"
10271483,f,w,"8758050,10188376,10205959,10450686,9928881","332500.0,3828000.0,3828000.0,3531000.0,4059000.0","RFA-AG-14-012,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021"
8901324,f,w,"9555305,9146268,9291402,8996081,8411660","375000.0,393000.0,375000.0,399000.0,548000.0","RFA-AG-17-056,RFA-AG-15-004,RFA-AG-15-004,RFA-AG-15-004,RFA-HL-12-035"
8373725,f,w,"9444336,8667701,8667697,8653064,8711622","1875000.0,1995000.0,1995000.0,1995000.0,1995000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
7901210,m,h,"10404992,10180829,9654389,9654628,9791149","3531000.0,3828000.0,4125000.0,4125000.0,4059000.0","RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021"
8757366,f,w,"9913677,10224202,10686835,9999520,10469996","307500.0,290000.0,257500.0,307500.0,267500.0","RFA-FD-19-010,RFA-FD-19-010,RFA-FD-19-010,RFA-FD-19-010,RFA-FD-19-010"
9039810,m,w,"9691088,9346002,9156542,9926797,9546463","153750.0,156250.0,163750.0,153750.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
7942238,m,w,"9595975,9597772,9768308,9741669,9710631","625000.0,625000.0,615000.0,615000.0,615000.0","RFA-AG-18-017,RFA-AG-18-017,RFA-AG-18-017,RFA-AG-18-017,RFA-AG-18-017"
8402101,m,h,"10225288,9783743,10224615,10216339,9985020","725000.0,768750.0,725000.0,725000.0,768750.0","RFA-HS-18-001,RFA-HS-18-001,RFA-HS-18-001,RFA-HS-18-001,RFA-HS-18-001"
8914673,f,w,"9211357,8813609,8551682,8607976,9010966","624998.75,664998.67,664998.67,664998.67,654998.6900000001","RFA-HD-12-206,RFA-HD-12-206,RFA-HD-12-206,RFA-HD-12-206,RFA-HD-12-206"
8132888,f,a,"8815166,8677088,8653053,8712042,8711627","1995000.0,1995000.0,1995000.0,1995000.0,1995000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
8328777,m,w,"8857464,9084547,8854085,8829218,8691778","532000.0,524000.0,532000.0,532000.0,532000.0","RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008"
8539388,m,w,"10045230,10256809,10663841,10450051,10436554","615000.0,580000.0,515000.0,535000.0,535000.0","RFA-AG-20-006,RFA-AG-20-006,RFA-AG-20-006,RFA-AG-20-006,RFA-AG-22-020"
8318269,m,w,"8996081,9291402,9146268,10645746,10645467","399000.0,375000.0,393000.0,515000.0,515000.0","RFA-AG-15-004,RFA-AG-15-004,RFA-AG-15-004,RFA-AG-23-009,RFA-AG-23-009"
7925613,f,w,"9546463,9691088,9926797,9156542,9346002","156250.0,153750.0,153750.0,163750.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
8065704,m,w,"9156542,9926797,9346002,9691088,9546463","163750.0,153750.0,156250.0,153750.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
8714038,f,b,"10701922,10533583,9377290,10225542,9557490","360500.0,374500.0,937500.0,869999.9999999999,937500.0","RFA-HG-21-033,RFA-HG-21-033,RFA-ES-16-008,RFA-ES-16-008,RFA-ES-16-008"
10556323,m,w,"9056167,9665671,10078197,9301520,9147573","665000.0,625000.0,615000.0,625000.0,655000.0","RFA-DK-14-026,RFA-DK-14-026,RFA-DK-14-026,RFA-DK-14-026,RFA-DK-14-026"
10696183,m,w,"9058294,9135225,9338043,9338046,9060204","266000.0,262000.0,250000.0,250000.0,266000.0","RFA-FD-15-008,RFA-FD-15-008,RFA-FD-15-008,RFA-FD-15-008,RFA-FD-15-008"
9926785,f,w,"10645964,10645746,10645719,10645467,8758050","515000.0,515000.0,515000.0,515000.0,332500.0","RFA-AG-23-009,RFA-AG-23-009,RFA-AG-23-009,RFA-AG-23-009,RFA-AG-14-012"
10196932,f,a,"8833707,8794412,9213339,8509163,9000120","1330000.0,997500.0,937500.0,1012500.0,982500.0","RFA-DK-13-027,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007"
10062648,f,w,"9546463,9691088,9156542,9926797,9346002","156250.0,153750.0,163750.0,153750.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
10669056,m,h,"9565384,9695908,9421907,9928385,9576667","437500.0,430500.0,437500.0,430500.0,437500.0","RFA-AG-17-002,RFA-AG-17-002,RFA-AG-17-002,RFA-AG-17-002,RFA-HL-18-022"
10155543,m,a,"10216339,9672778,9985020,9981719,10224615","725000.0,781250.0,768750.0,768750.0,725000.0","RFA-HS-18-001,RFA-HS-18-001,RFA-HS-18-001,RFA-HS-18-001,RFA-HS-18-001"
7942234,m,w,"10693360,10518318,9349629,9248089,9353278","1133000.0,1177000.0,524000.0,524000.0,500000.0","RFA-HG-21-029,RFA-HG-21-029,RFA-AG-16-012,RFA-AG-16-012,RFA-AG-16-012"
9229239,m,w,"8758050,9654633,9654290,10404992,10432056","332500.0,4125000.0,4125000.0,3531000.0,3531000.0","RFA-AG-14-012,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021"
9201319,m,w,"10670680,10372447,10491848,8758050,9936066","257500.0,290000.0,267500.0,332500.0,430500.0","RFA-FD-21-018,RFA-FD-21-018,RFA-FD-21-018,RFA-AG-14-012,RFA-HL-18-022"
9733869,m,w,"10528845,10689928,10213585,10348654,9859033","535000.0,515000.0,348000.0,321000.0,369000.0","RFA-DA-22-009,RFA-DA-22-009,RFA-AI-18-042,RFA-AI-18-042,RFA-AI-18-042"
9663872,f,w,"10213610,9494530,10305680,10579385,9934108","406000.0,437500.0,374500.0,374500.0,430500.0","RFA-AI-16-053,RFA-AI-16-053,RFA-AI-16-053,RFA-AI-16-053,RFA-AI-16-053"
8657035,m,w,"9205998,9340202,9547441,10491848,10670680","655000.0,625000.0,625000.0,267500.0,257500.0","RFA-EY-15-002,RFA-EY-15-002,RFA-EY-15-002,RFA-FD-21-018,RFA-FD-21-018"
8673943,m,w,"9156542,9926797,9546463,9691088,9346002","163750.0,153750.0,156250.0,153750.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
7939674,m,w,"10599641,10701846,10491848,10670680,10372447","321000.0,309000.0,267500.0,257500.0,290000.0","RFA-FD-22-016,RFA-FD-22-016,RFA-FD-21-018,RFA-FD-21-018,RFA-FD-21-018"
8787145,m,w,"10528845,10689928,9695908,9928385,9565384","535000.0,515000.0,430500.0,430500.0,437500.0","RFA-DA-22-009,RFA-DA-22-009,RFA-AG-17-002,RFA-AG-17-002,RFA-AG-17-002"
8461449,m,w,"9933294,9932773,9931772,9932087,9932566","369000.0,369000.0,369000.0,369000.0,369000.0","RFA-FD-19-018,RFA-FD-19-018,RFA-FD-19-018,RFA-FD-19-018,RFA-FD-19-018"
7993174,m,w,"9519562,9944316,9727788,9333967,9297160","375000.0,369000.0,369000.0,375000.0,393000.0","RFA-FD-16-045,RFA-FD-16-045,RFA-FD-16-045,RFA-FD-16-045,RFA-FD-16-045"
8914613,m,w,"9951035,9173599,9316605,9697814,9517023","553500.0,589500.0,562500.0,553500.0,562500.0","RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017"
7901583,m,w,"9156542,9926797,9346002,9691088,9546463","163750.0,153750.0,156250.0,153750.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
7895082,m,w,"8822874,8728250,8828698,8812861,8265099","332500.0,332500.0,332500.0,332500.0,342500.0","RFA-EY-11-001,RFA-EY-11-001,RFA-EY-11-001,RFA-EY-11-001,RFA-EY-11-001"
8544772,m,w,"8758050,10701846,10599641,10665204,10330584","332500.0,309000.0,321000.0,206000.0,267500.0","RFA-AG-14-012,RFA-FD-22-016,RFA-FD-22-016,RFA-AG-23-011,RFA-ES-19-001"
10626077,m,a,"8734406,9136088,8545842,8436395,8926397","66500.0,65500.0,67500.0,68500.0,66500.0","RFA-DK-11-028,RFA-DK-11-028,RFA-DK-11-028,RFA-DK-11-028,RFA-DK-11-028"
9180272,m,w,"8522393,8525682,8521157,8525869,8526261","675000.0,675000.0,675000.0,675000.0,675000.0","RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008"
8278099,m,w,"9546463,9691088,9346002,9156542,9926797","156250.0,153750.0,156250.0,163750.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
8534738,m,b,"8547105,8712239,8413065,8549099,8733509","675000.0,665000.0,675000.0,675000.0,665000.0","RFA-MH-12-130,RFA-MH-12-130,RFA-MH-12-130,RFA-MH-12-130,RFA-MH-12-130"
9677064,f,w,"10472039,10697344,10472038,10264915,10264914","2675000.0,2575000.0,2675000.0,2900000.0,2900000.0","RFA-OD-20-007,RFA-OD-20-007,RFA-OD-20-007,RFA-OD-20-007,RFA-OD-20-007"
10265521,f,w,"10509428,10515457,10515569,10673857,10698166","533930.0,533930.0,533930.0,513970.0,513970.0","RFA-NS-22-006,RFA-NS-22-006,RFA-NS-22-006,RFA-NS-22-006,RFA-NS-22-006"
9288183,f,w,"7625207,8056501,7922582,7924510,8010072","438000.0,420000.0,432000.0,432000.0,432000.0","RFA-RM-07-004,RFA-RM-07-004,RFA-RM-07-004,RFA-RM-07-004,RFA-RM-07-004"
8501599,m,w,"10263653,10486197,10488409,10488972,10488978","290000.0,267500.0,267500.0,267500.0,267500.0","RFA-EB-20-002,RFA-EB-20-002,RFA-EB-20-002,RFA-EB-20-002,RFA-EB-20-002"
10592342,f,w,"10835247,10835460,10835246,10835395,10835397","875500.0,875500.0,875500.0,875500.0,875500.0","RFA-ES-23-007,RFA-ES-23-007,RFA-ES-23-007,RFA-ES-23-007,RFA-ES-23-007"
9061068,m,w,"9637323,10398332,9889029,10581629,10581630","2214000.0,2088000.0,2214000.0,1854000.0,1854000.0","RFA-AI-15-050,RFA-AI-15-050,RFA-AI-15-050,RFA-AI-15-050,RFA-AI-15-050"
8121479,f,w,"9380823,9767650,9523358,9767654,9767653","250000.0,246000.0,250000.0,246000.0,246000.0","RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050"
10569080,f,h,"9346002,9926797,9546463,9691088,9156542","156250.0,153750.0,156250.0,153750.0,163750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
9440349,f,w,"10658587,9967084,9809069,9811094,10239244","103000.0,307500.0,307500.0,307500.0,435000.0","RFA-OD-22-008,RFA-HL-18-030,RFA-HL-18-030,RFA-HL-18-030,RFA-GM-19-001"
9249640,m,w,"10530271,10705304,10694938,10694931,10694926","535000.0,515000.0,515000.0,515000.0,515000.0","RFA-DK-21-024,RFA-DK-21-024,RFA-DK-21-024,RFA-DK-21-024,RFA-DK-21-024"
10141198,m,w,"10009489,9966552,9401321,9401128,9401936","922500.0,922500.0,937500.0,937500.0,937500.0","RFA-TR-16-017,RFA-TR-16-017,RFA-TR-16-017,RFA-TR-16-017,RFA-TR-16-017"
9562112,m,w,"9036982,8721417,8857464,8851592,8582263","524000.0,532000.0,532000.0,532000.0,540000.0","RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008"
9429344,m,h,"10645719,10645467,10645964,10645746,8689156","515000.0,515000.0,515000.0,515000.0,532000.0","RFA-AG-23-009,RFA-AG-23-009,RFA-AG-23-009,RFA-AG-23-009,RFA-HL-12-035"
7937605,m,a,"8634875,8339880,8257480,8735667,8728040","270000.0,411000.00000000006,420000.0,399000.0,399000.0","RFA-MH-13-140,RFA-NR-11-008,RFA-NR-11-008,RFA-NR-11-008,RFA-NR-11-008"
10689720,f,w,"9346002,9546463,9691088,9156542,9926797","156250.0,156250.0,153750.0,163750.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
10551227,m,w,"9926819,10170222,10380759,9918856,10394946","922500.0,869999.9999999999,802500.0,922500.0,802500.0","RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017"
10178881,m,w,"10330303,10530693,9899542,9900395,10020476","481500.0,463500.0,276750.0,276750.0,276750.0","RFA-ES-20-007,RFA-ES-20-007,RFA-DA-19-029,RFA-DA-19-029,RFA-DA-19-029"
7928723,m,w,"10465187,10117747,10684730,10267723,10682794","428000.0,492000.0,412000.0,464000.0,309000.0","RFA-RM-20-006,RFA-RM-20-006,RFA-RM-20-006,RFA-RM-20-006,RFA-DA-23-014"
8705384,m,w,"8431983,8551682,8607976,9211357,8813609","674998.65,664998.67,664998.67,624998.75,664998.67","RFA-HD-12-206,RFA-HD-12-206,RFA-HD-12-206,RFA-HD-12-206,RFA-HD-12-206"
9767653,m,w,"8811407,8677091,8711622,8653745,8677088","1995000.0,1995000.0,1995000.0,1995000.0,1995000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
8843483,m,w,"9546463,9691088,9346002,9156542,9926797","156250.0,153750.0,156250.0,163750.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
7893562,m,w,"9260968,9266776,9135690,9951035,9173599","665000.0,655000.0,665000.0,553500.0,589500.0","RFA-DK-14-023,RFA-DK-14-023,RFA-DK-14-023,RFA-DK-15-017,RFA-DK-15-017"
10681292,f,w,"9166919,9164853,9318512,9517021,9520035","262000.0,262000.0,250000.0,250000.0,250000.0","RFA-DK-15-013,RFA-DK-15-013,RFA-DK-15-013,RFA-DK-15-013,RFA-DK-15-013"
9884815,m,w,"9706654,9812311,9177874,9319816,9494700","2952000.0,3000000.0,3144000.0,3000000.0,3000000.0","RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600"
8533654,m,w,"9291402,9146268,8996081,8411660,8689156","375000.0,393000.0,399000.0,548000.0,532000.0","RFA-AG-15-004,RFA-AG-15-004,RFA-AG-15-004,RFA-HL-12-035,RFA-HL-12-035"
10482348,m,w,"8854085,9068103,8829218,8743206,8723828","532000.0,524000.0,532000.0,532000.0,532000.0","RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008"
7683457,m,w,"10528845,10689928,9260968,9135690,9266776","535000.0,515000.0,665000.0,665000.0,655000.0","RFA-DA-22-009,RFA-DA-22-009,RFA-DK-14-023,RFA-DK-14-023,RFA-DK-14-023"
7911709,m,h,"8828698,8655883,8812861,8265099,8264888","332500.0,332500.0,332500.0,342500.0,342500.0","RFA-EY-11-001,RFA-EY-11-001,RFA-EY-11-001,RFA-EY-11-001,RFA-EY-11-001"
9291533,m,w,"8925805,8919250,9124602,8881515,8883055","266000.0,266000.0,262000.0,266000.0,266000.0","RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082"
9259581,f,w,"8758050,9654633,10173608,10432056,10450087","332500.0,4125000.0,3828000.0,3531000.0,3531000.0","RFA-AG-14-012,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021"
8053246,m,w,"8833707,9747903,9148259,9334211,9544180","1330000.0,615000.0,655000.0,625000.0,625000.0","RFA-DK-13-027,RFA-DK-14-025,RFA-DK-14-025,RFA-DK-14-025,RFA-DK-14-025"
8929191,m,w,"8667709,8665104,9242595,9226027,9233910","1995000.0,1995000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
9020439,m,w,"8833707,10708816,10706514,10519808,10518967","1330000.0,515000.0,515000.0,535000.0,535000.0","RFA-DK-13-027,RFA-DK-21-016,RFA-DK-21-016,RFA-DK-21-016,RFA-DK-21-016"
9086676,m,w,"8919250,8925805,9124604,9124602,8881515","266000.0,266000.0,262000.0,262000.0,266000.0","RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082"
