APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-base(para)_p_wi,APPVAL_RECS_bert-base(para)_p_wi,FOA_RECS_bert-base(para)_p_wi
8705519,m,w,"9762104,10350839,9985131,9995496,10163188","369000.0,348000.0,369000.0,369000.0,348000.0","RFA-ES-16-007,RFA-ES-16-007,RFA-ES-16-007,RFA-ES-16-007,RFA-ES-16-007"
8137657,f,h,"8329650,8065765,8068508,8068510,8068512","171250.0,180000.0,180000.0,180000.0,180000.0","RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503"
10701034,f,w,"10491933,10694159,10694161,10355559,10491914","321000.0,309000.0,309000.0,348000.0,321000.0","RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040"
10897684,m,w,"7755120,7918066,7918060,7918067,8082702","362080.0,357120.0,357120.0,357120.0,347200.0","RFA-HL-09-009,RFA-HL-09-009,RFA-HL-09-009,RFA-HL-09-009,RFA-HL-09-009"
7870727,m,w,"8663177,8468987,7903020,7905533,8051743","665000.0,675000.0,720000.0,720000.0,700000.0","RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016"
9469747,f,h,"8534008,7931981,8119431,8111864,7938882","337500.0,360000.0,350000.0,350000.0,360000.0","RFA-AG-09-010,RFA-AG-09-010,RFA-AG-09-010,RFA-AG-09-010,RFA-AG-09-010"
10771712,f,w,"10086194,10087300,10331384,10331457,10771635","799500.0,799500.0,754000.0,754000.0,154500.0","RFA-OH-20-003,RFA-OH-20-003,RFA-OH-20-003,RFA-OH-20-003,RFA-OH-22-006"
8286975,m,w,"10206329,10425505,10198144,10701920,10701721","562600.0,518950.00000000006,562600.0,499550.0,499550.0","RFA-HL-21-011,RFA-HL-21-011,RFA-HL-21-011,RFA-HL-21-011,RFA-HL-21-011"
9473808,f,b,"8566255,8534277,8911359,8914664,8904715","303750.0,303750.0,299250.0,299250.0,299250.0","RFA-HL-12-023,RFA-HL-12-023,RFA-HL-12-023,RFA-HL-12-023,RFA-HL-12-023"
9039985,m,w,"9334910,9322570,9334909,9322571,9322574","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
8307865,m,w,"8607922,8069444,8677848,8069460,8145249","665000.0,720000.0,665000.0,720000.0,700000.0","RFA-DA-10-016,RFA-DA-10-016,RFA-DA-10-016,RFA-DA-10-016,RFA-DA-10-016"
8906714,f,w,"8395549,8699118,8907852,8896386,8896374","548000.0,532000.0,532000.0,532000.0,532000.0","RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012"
8463472,f,w,"7742077,7741408,7921467,7928268,7921007","292000.0,292000.0,288000.0,288000.0,288000.0","RFA-CA-08-023,RFA-CA-08-023,RFA-CA-08-023,RFA-CA-08-023,RFA-CA-08-023"
8070000,f,w,"9001115,8307365,8294926,8471151,8079596","299250.0,342500.0,342500.0,337500.0,350000.0","RFA-MD-15-004,RFA-HL-10-014,RFA-HL-10-014,RFA-HL-10-014,RFA-HL-10-014"
10438645,m,w,"9320808,8935888,8901503,8899195,8899681","3750000.0,3990000.0,3990000.0,3990000.0,3990000.0","RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016"
9353717,m,w,"8664185,7917330,7582243,7673872,7912418","350000.0,360000.0,365000.0,365000.0,365000.0","RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001"
8130345,m,w,"10245239,10023955,10266322,9869581,9869151","580000.0,615000.0,615000.0,615000.0,615000.0","RFA-RM-19-001,RFA-RM-19-001,RFA-RM-19-001,RFA-RM-19-001,RFA-RM-19-001"
10056027,f,w,"9703811,9617183,9262132,9277329,9228312","2214000.0,2214000.0,2250000.0,2250000.0,2250000.0","RFA-AA-15-001,RFA-AA-15-001,RFA-AA-15-001,RFA-AA-15-001,RFA-AA-15-001"
9442783,f,w,"9024509,8889672,8474134,8451683,8451695","982500.0,997500.0,1012500.0,1012500.0,1012500.0","RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022"
8076685,m,w,"10064123,9604761,10064608,9605176,10054982","348000.0,369000.0,348000.0,369000.0,348000.0","RFA-AI-16-079,RFA-AI-16-079,RFA-AI-16-079,RFA-AI-16-079,RFA-AI-16-079"
9695908,f,w,"9566832,9422153,10166753,9565385,10174655","312500.0,312500.0,290000.0,312500.0,290000.0","RFA-AG-17-040,RFA-AG-17-040,RFA-AG-17-040,RFA-AG-17-040,RFA-AG-17-040"
10488646,f,w,"8535941,8450143,8829937,8827437,8827868","274000.0,270000.0,266000.0,266000.0,266000.0","RFA-TW-09-002,RFA-TW-09-002,RFA-TW-09-002,RFA-TW-09-002,RFA-TW-09-002"
9102881,f,a,"8244370,8056668,8636392,8663177,7903020","685000.0,700000.0,665000.0,665000.0,720000.0","RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016"
8124939,f,w,"9354251,8929122,9566389,9293190,9282665","62500.0,66500.0,62500.0,62500.0,62500.0","RFA-AG-14-004,RFA-AG-14-004,RFA-AG-14-004,RFA-AG-14-004,RFA-AG-14-004"
10704542,m,a,"9519227,9850227,9332262,9333144,9182930","1230000.0,1230000.0,1250000.0,1250000.0,1310000.0","RFA-DA-17-017,RFA-DA-17-017,RFA-DA-17-017,RFA-DA-17-017,RFA-DA-16-005"
8906908,f,w,"8291435,7721066,7725354,8487764,8141426","342500.0,365000.0,365000.0,350000.0,350000.0","RFA-RM-08-017,RFA-RM-08-017,RFA-RM-08-017,RFA-RM-08-017,RFA-RM-08-017"
8914418,f,w,"9554598,9477238,9478418,9478462,9479576","375000.0,375000.0,375000.0,375000.0,375000.0","RFA-FD-17-010,RFA-FD-17-010,RFA-FD-17-010,RFA-FD-17-010,RFA-FD-17-010"
10155572,m,w,"9527853,9763651,9736733,9737973,9737974","937500.0,922500.0,922500.0,922500.0,922500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
8568050,m,w,"10688245,10688256,10493336,10493337,10493338","1236000.0,1236000.0,1284000.0,1284000.0,1284000.0","RFA-CA-20-029,RFA-CA-20-029,RFA-CA-20-029,RFA-CA-20-029,RFA-CA-20-029"
9903334,f,w,"8461590,8548349,9056492,9043076,9043078","2430000.0,2430000.0,2358000.0,2358000.0,2358000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
9914842,f,w,"7573426,7574747,7571124,7571517,7570371","219000.0,219000.0,219000.0,219000.0,219000.0","RFA-HD-07-021,RFA-HD-07-021,RFA-HD-07-021,RFA-HD-07-021,RFA-HD-07-021"
7885092,m,w,"8109216,7846445,7845179,7842432,7839761","700000.0,730000.0,730000.0,730000.0,730000.0","RFA-RM-09-001,RFA-RM-09-001,RFA-RM-09-001,RFA-RM-09-001,RFA-RM-09-001"
9483327,m,w,"10704095,10837916,10657507,10664966,10670195","721000.0,721000.0,721000.0,721000.0,721000.0","RFA-RM-19-005,RFA-RM-19-005,RFA-RM-19-005,RFA-RM-19-005,RFA-RM-19-005"
8911814,m,w,"9762081,9573392,9938321,9573423,9573420","246000.0,250000.0,307500.0,312500.0,312500.0","RFA-DE-18-006,RFA-DE-18-006,RFA-DE-18-005,RFA-DE-18-005,RFA-DE-18-005"
8738580,m,b,"8337824,8330801,8181332,8181241,8929114","274000.0,274000.0,280000.0,280000.0,665000.0","RFA-RM-10-016,RFA-RM-10-016,RFA-RM-10-016,RFA-RM-10-016,RFA-RM-11-024"
7800254,m,w,"9982445,9851000,9515968,9468430,9692798","615000.0,615000.0,625000.0,625000.0,615000.0","RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300"
9484498,f,a,"8473699,8241641,8588253,8150834,8153659","337500.0,342500.0,332500.0,350000.0,350000.0","RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001"
9767523,f,w,"10253389,10250713,10693329,10542232,10541028","232000.0,232000.0,515000.0,535000.0,535000.0","RFA-CA-20-036,RFA-CA-20-036,RFA-AA-21-016,RFA-AA-21-016,RFA-AA-21-016"
10616381,f,w,"10213065,10091112,10616381,9544692,9338057","1160000.0,1230000.0,535000.0,625000.0,625000.0","RFA-FD-20-004,RFA-FD-20-004,RFA-FD-22-025,RFA-FD-16-001,RFA-FD-16-001"
8880139,m,a,"8121625,7846408,7846354,8122324,7941894","420000.0,438000.0,438000.0,420000.0,432000.0","RFA-NR-09-005,RFA-NR-09-005,RFA-NR-09-005,RFA-NR-09-005,RFA-NR-09-005"
8934181,m,w,"9743642,9548717,10646373,10647838,10647834","270600.0,275000.0,1030000.0,1030000.0,1030000.0","RFA-HD-17-001,RFA-HD-17-001,RFA-HD-22-004,RFA-HD-22-004,RFA-HD-22-004"
8103042,m,a,"8330276,8321540,8138112,8138172,8138267","685000.0,685000.0,700000.0,700000.0,700000.0","RFA-HL-11-026,RFA-HL-11-026,RFA-HL-11-026,RFA-HL-11-026,RFA-HL-11-026"
9169615,m,w,"8381863,9053393,9053401,9053398,9053400","1096000.0,1048000.0,1048000.0,1048000.0,1048000.0","RFA-AG-11-002,RFA-AG-11-002,RFA-AG-11-002,RFA-AG-11-002,RFA-AG-11-002"
7650241,m,w,"7586542,7922872,8083495,8082436,8048626","1440000.0,1460000.0,1440000.0,1440000.0,1440000.0","RFA-AI-07-040,RFA-AI-07-040,RFA-AI-07-040,RFA-AI-07-040,RFA-AI-07-040"
8153358,m,w,"10413485,10697348,10357225,10495070,10497417","214000.0,206000.0,214000.0,214000.0,214000.0","RFA-CA-21-005,RFA-CA-21-005,RFA-CA-21-005,RFA-CA-21-005,RFA-CA-21-005"
8717760,f,h,"8379870,8068486,8068490,8068491,8265764","171250.0,180000.0,180000.0,180000.0,175000.0","RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503"
9935169,f,w,"8509531,8152161,8076110,8680048,8294891","675000.0,700000.0,720000.0,665000.0,685000.0","RFA-NR-10-006,RFA-NR-10-006,RFA-NR-10-006,RFA-NR-10-006,RFA-NR-10-006"
9353308,f,w,"10722943,9562059,9560711,9562063,9315703","772500.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-DA-23-041,RFA-HS-16-001,RFA-HS-16-001,RFA-HS-16-001,RFA-HS-16-001"
7674800,m,w,"8752056,8754322,8901173,8916722,8926440","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007"
9565583,m,w,"8435054,9760875,9228792,9227343,8775106","411000.00000000006,375000.0,393000.0,393000.0,266000.0","RFA-DK-11-031,RFA-DK-15-030,RFA-DK-15-030,RFA-DK-15-030,RFA-DK-13-010"
7730549,m,w,"7931921,7934576,7931877,8260962,8131635","1130400.0,1130400.0,1130400.0,1099000.0,1099000.0","RFA-AG-09-009,RFA-AG-09-009,RFA-AG-09-009,RFA-AG-09-009,RFA-AG-09-009"
7925711,m,w,"9318596,9724562,9192831,9193286,9313943","500000.0,492000.0,524000.0,524000.0,500000.0","RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004"
10474473,m,w,"7657333,7849039,7627999,7658184,7617881","365000.0,360000.0,365000.0,365000.0,365000.0","RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004"
10000435,f,a,"9247939,9308312,9250137,9250134,9256477","187500.0,196500.0,187500.0,187500.0,187500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
8173729,m,w,"7899969,8365179,8122326,8097984,8117245","72000.0,70000.0,70000.0,70000.0,70000.0","RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002"
8360253,m,h,"7656621,8360280,7959573,7959572,7959571","292000.0,280000.0,292000.0,292000.0,292000.0","RFA-RR-06-002,RFA-RR-06-002,RFA-RR-06-002,RFA-RR-06-002,RFA-RR-06-002"
9108460,f,w,"8736363,9320708,9320710,9320709,9320707","1330000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021"
9475557,f,w,"10349839,10565872,8131127,7864328,8132852","535000.0,515000.0,420000.0,432000.0,420000.0","RFA-AI-20-055,RFA-AI-20-055,RFA-AI-06-022,RFA-AI-06-022,RFA-AI-06-022"
7691807,f,w,"10286761,10044533,10684284,10684279,10684277","928000.0,984000.0,824000.0,824000.0,824000.0","RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034"
8821504,f,w,"8247686,8720556,8895784,8311702,8514956","321950.0,312550.0,312550.0,321950.0,317250.0","RFA-OD-10-014,RFA-OD-10-014,RFA-OD-10-014,RFA-OD-10-014,RFA-OD-10-014"
9731111,m,h,"9315954,9220728,8465158,8792202,8790950","1250000.0,1250000.0,1370000.0,1330000.0,1330000.0","RFA-RM-12-002,RFA-RM-12-002,RFA-RM-12-002,RFA-RM-12-002,RFA-RM-12-002"
8495934,m,w,"7886194,7843094,10127964,10308509,10312824","730000.0,730000.0,232000.0,214000.0,214000.0","RFA-GM-06-001,RFA-GM-06-001,RFA-AI-19-065,RFA-AI-19-065,RFA-AI-19-065"
9774027,m,a,"10662146,9978043,9775201,9975804,9644827","257500.0,24600.0,24600.0,24600.0,25000.0","RFA-DE-23-001,RFA-DE-18-012,RFA-DE-18-012,RFA-DE-18-012,RFA-DE-18-012"
8808770,m,w,"9022494,8988580,8802881,8791700,8808770","327500.0,312500.0,332500.0,332500.0,332500.0","RFA-GM-14-001,RFA-GM-14-001,RFA-GM-14-001,RFA-GM-14-001,RFA-GM-14-001"
8109692,m,w,"9096393,9246424,9252096,9361622,9658412","655000.0,625000.0,625000.0,625000.0,615000.0","RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025"
8381744,m,w,"9294911,9530520,8920783,8927121,8793225","62500.0,62500.0,66500.0,66500.0,66500.0","RFA-AG-14-004,RFA-AG-14-004,RFA-AG-14-004,RFA-AG-14-004,RFA-AG-14-004"
8144935,m,w,"10491828,10220006,10395577,10367365,10220011","214000.0,232000.0,214000.0,232000.0,232000.0","RFA-OD-19-022,RFA-OD-19-022,RFA-OD-19-022,RFA-OD-19-022,RFA-OD-19-022"
8382405,m,w,"8878029,8883116,8580866,8580817,8581217","199500.0,199500.0,202500.0,202500.0,202500.0","RFA-AR-13-004,RFA-AR-13-004,RFA-AR-13-004,RFA-AR-13-004,RFA-AR-13-004"
8293207,m,w,"7885538,8106158,7880092,7879919,7878738","720000.0,700000.0,720000.0,720000.0,720000.0","RFA-HS-08-001,RFA-HS-08-001,RFA-HS-08-001,RFA-HS-08-001,RFA-HS-08-001"
7900934,f,w,"7669358,8049014,8117634,8117635,8117637","2190000.0,2160000.0,2160000.0,2160000.0,2160000.0","RFA-HD-06-016,RFA-HD-06-016,RFA-HD-06-016,RFA-HD-06-016,RFA-HD-06-016"
10361546,m,w,"8450726,8882398,8882395,8882399,8893057","202500.0,199500.0,199500.0,199500.0,199500.0","RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003"
10462583,f,w,"9349640,9350055,9350668,9350820,9349118","375000.0,375000.0,375000.0,375000.0,375000.0","RFA-RM-16-004,RFA-RM-16-004,RFA-RM-16-004,RFA-RM-16-004,RFA-RM-16-004"
8129517,f,w,"10336530,10151850,10557178,8675008,9088128","428000.0,464000.0,412000.0,465500.0,458500.0","RFA-AT-20-003,RFA-AT-20-003,RFA-AT-20-003,RFA-NR-12-010,RFA-NR-12-010"
8461989,m,w,"9757693,9720434,7571033,8666586,8915882","307500.0,312500.0,584000.0,675000.0,665000.0","RFA-FD-18-016,RFA-FD-18-016,RFA-AT-08-001,RFA-FD-13-019,RFA-FD-13-019"
8327853,f,h,"8920538,8826956,8827590,8975120,8932671","266000.0,266000.0,266000.0,266000.0,532000.0","RFA-CA-14-009,RFA-CA-14-009,RFA-CA-14-009,RFA-CA-14-009,RFA-CA-14-008"
8874985,m,w,"10307482,10533758,10307483,10307481,10307474","535000.0,515000.0,535000.0,535000.0,535000.0","RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001"
10608071,m,a,"9473751,9676197,9478046,9472266,9526417","1250000.0,1230000.0,1250000.0,1250000.0,1250000.0","RFA-AI-15-056,RFA-AI-15-056,RFA-AI-15-056,RFA-AI-15-056,RFA-AI-15-056"
9334182,m,a,"10670199,10451808,10296363,8233772,8335387","515000.0,535000.0,580000.0,630000.0,616500.0","RFA-DK-20-011,RFA-DK-20-011,RFA-DK-20-011,RFA-DK-10-011,RFA-DK-10-011"
10200508,m,w,"10224647,9968452,9593059,9593147,9789913","1276000.0,1353000.0,1375000.0,1375000.0,1353000.0","RFA-RM-17-019,RFA-RM-17-019,RFA-RM-17-019,RFA-RM-17-019,RFA-RM-17-019"
8014554,m,a,"8758050,9672786,9788258,10150811,10147840","332500.0,625000.0,615000.0,580000.0,580000.0","RFA-AG-14-012,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027"
10478211,m,w,"7673608,7918103,8309518,8309517,8309516","584000.0,576000.0,560000.0,560000.0,560000.0","RFA-AR-06-004,RFA-AR-06-004,RFA-AR-06-004,RFA-AR-06-004,RFA-AR-06-004"
10001477,f,w,"8314113,8309338,7693834,7691805,8137663","548000.0,548000.0,584000.0,584000.0,560000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
9774196,f,a,"8550801,8693975,8868954,8913107,8414034","1012500.0,997500.0,997500.0,997500.0,1027500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
9608245,m,a,"10712556,10711811,10712618,10711001,10711018","360500.0,360500.0,360500.0,360500.0,360500.0","RFA-AA-22-003,RFA-AA-22-003,RFA-AA-22-003,RFA-AA-22-003,RFA-AA-22-003"
8532978,m,w,"8334337,8283211,8535083,8037313,8447834","342500.0,350000.0,337500.0,648000.0,616500.0","RFA-FD-11-016,RFA-FD-11-016,RFA-FD-11-016,RFA-OD-10-008,RFA-OD-10-008"
9567554,f,w,"9355719,9528694,9756482,9756479,9357407","625000.0,625000.0,615000.0,615000.0,625000.0","RFA-NS-16-021,RFA-NS-16-021,RFA-NS-16-021,RFA-NS-16-021,RFA-NS-16-021"
9533513,m,w,"8660049,8464685,8880149,8850252,8874159","997500.0,1012500.0,997500.0,997500.0,997500.0","RFA-CA-11-010,RFA-CA-11-010,RFA-CA-11-010,RFA-CA-11-010,RFA-CA-11-010"
10159831,m,w,"8055615,8055215,8067537,8055202,7922872","1440000.0,1440000.0,1440000.0,1440000.0,1460000.0","RFA-AI-07-037,RFA-AI-07-037,RFA-AI-07-037,RFA-AI-07-037,RFA-AI-07-040"
8080929,f,a,"7678381,7662434,7666099,7922584,8277968","584000.0,584000.0,584000.0,72000.0,68500.0","RFA-DA-05-006,RFA-DA-05-006,RFA-DA-05-006,RFA-MH-08-080,RFA-MH-08-080"
7676434,m,w,"9975697,9821890,9824342,9824335,9823754","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025"
9490316,m,w,"9544916,9505865,9490316,9491785,9332380","625000.0,625000.0,625000.0,625000.0,625000.0","RFA-OD-15-006,RFA-OD-15-006,RFA-OD-15-006,RFA-OD-15-006,RFA-OD-15-006"
7900561,m,w,"8728817,7932256,7693735,8139716,8139900","1330000.0,1440000.0,1460000.0,1400000.0,1400000.0","RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011"
8878147,m,w,"8106396,8106394,8299053,8299055,7982773","245000.0,245000.0,239750.00000000003,239750.00000000003,252000.0","RFA-AG-10-008,RFA-AG-10-008,RFA-AG-10-008,RFA-AG-10-008,RFA-AG-10-008"
8067700,f,w,"8919411,9058560,8914013,8848088,8730206","332500.0,327500.0,332500.0,332500.0,332500.0","RFA-GM-13-009,RFA-GM-13-009,RFA-GM-13-009,RFA-GM-13-009,RFA-GM-13-009"
9197986,m,w,"9070598,8293722,8334771,8366200,8341156","196500.0,205500.00000000003,205500.00000000003,205500.00000000003,205500.00000000003","RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003"
10887661,m,w,"10266163,9687642,9352725,9462654,9205320","203000.0,215250.0,218750.0,218750.0,229250.0","RFA-AG-16-008,RFA-AG-16-008,RFA-AG-16-008,RFA-AG-16-008,RFA-AG-16-008"
9124658,m,a,"9929918,10020393,8335390,8909880,8233901","615000.0,615000.0,616500.0,607500.0,630000.0","RFA-DK-19-501,RFA-DK-19-501,RFA-DK-10-011,RFA-DK-10-011,RFA-DK-10-011"
9421467,m,h,"9897609,10067563,9423472,9429510,9421467","398520.0,375840.0,405000.0,405000.0,405000.0","RFA-HL-18-002,RFA-HL-18-002,RFA-HL-18-002,RFA-HL-18-002,RFA-HL-18-002"
10263320,m,a,"10365024,10549379,8447834,8037445,8032920","255730.00000000003,246170.0,616500.0,648000.0,648000.0","RFA-HL-22-009,RFA-HL-22-009,RFA-OD-10-008,RFA-OD-10-008,RFA-OD-10-008"
8103040,f,h,"8356904,7961225,8318839,7961224,7961223","1260000.0,1314000.0,1233000.0,1314000.0,1314000.0","RFA-RR-07-006,RFA-RR-07-006,RFA-RR-07-006,RFA-RR-07-006,RFA-RR-07-006"
8545808,m,w,"9252101,9361623,9900734,9668031,9658412","625000.0,625000.0,615000.0,615000.0,615000.0","RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025"
8486383,m,w,"9935976,9623982,9747383,8604913,8733202","276750.0,281250.0,276750.0,270000.0,266000.0","RFA-MH-18-605,RFA-MH-18-605,RFA-MH-18-605,RFA-MH-13-091,RFA-MH-13-091"
9136686,m,w,"9682496,9930155,9685945,9564183,9624547","184500.0,184500.0,184500.0,187500.0,184500.0","RFA-HL-17-015,RFA-HL-17-015,RFA-HL-17-015,RFA-HL-17-015,RFA-HL-17-015"
10134102,m,b,"8259687,7657851,7658650,7658562,7666449","342500.0,365000.0,365000.0,365000.0,365000.0","RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005"
10465255,m,b,"7943142,7743292,8308568,8481596,8494647","720000.0,730000.0,685000.0,675000.0,675000.0","RFA-HD-08-003,RFA-HD-08-003,RFA-HD-08-003,RFA-HD-08-003,RFA-HD-08-003"
7984238,m,w,"10299633,10305688,10136373,10136988,10138398","214000.0,214000.0,232000.0,232000.0,232000.0","RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072"
9118962,m,h,"9323410,9514139,9315150,9317473,9315146","332500.0,332500.0,332500.0,332500.0,332500.0","RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011"
8144907,f,w,"9769257,9135240,9767570,9334613,9334592","937500.0,982500.0,922500.0,937500.0,937500.0","RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021"
9568794,f,b,"8914169,8784175,9119535,8530163,8391950","1223600.0,1223600.0,1205200.0,1242000.0,1260400.0","RFA-RM-11-008,RFA-RM-11-008,RFA-RM-11-008,RFA-RM-11-008,RFA-RM-11-008"
9693906,m,w,"10000585,9033904,9041617,9045625,9045630","184500.0,196500.0,196500.0,196500.0,196500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
9608244,f,w,"10711018,10711811,10712556,10712618,10711001","360500.0,360500.0,360500.0,360500.0,360500.0","RFA-AA-22-003,RFA-AA-22-003,RFA-AA-22-003,RFA-AA-22-003,RFA-AA-22-003"
9095087,m,w,"7813882,8060640,7857001,7922385,7626351","1080000.0,1050000.0,1095000.0,1095000.0,1095000.0","RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001"
9982339,f,a,"7677126,7672856,7674303,7674199,7675904","730000.0,730000.0,730000.0,730000.0,730000.0","RFA-HL-08-012,RFA-HL-08-012,RFA-HL-08-012,RFA-HL-08-012,RFA-HL-08-012"
8076289,m,w,"9788358,9787404,9787406,9787407,9787408","984000.0,984000.0,984000.0,984000.0,984000.0","RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033"
10671052,m,h,"8319431,8146167,8016853,8653603,10327641","5534998.65,5739998.6,5903998.56,5452998.67,267500.0","RFA-HL-10-008,RFA-HL-10-008,RFA-HL-10-008,RFA-HL-10-008,RFA-HL-19-011"
8889474,m,w,"9292947,8649389,8927937,8649399,8884311","196500.0,199500.0,199500.0,199500.0,199500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
8540144,f,h,"7684003,7686060,7682324,7847346,7935616","175200.0,175200.0,175200.0,175200.0,175200.0","RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013"
8901503,m,h,"8843213,9015432,8446313,8446317,8446321","53200.0,52400.0,54000.0,54000.0,54000.0","RFA-DK-11-011,RFA-DK-11-011,RFA-DK-11-011,RFA-DK-11-011,RFA-DK-11-011"
10065384,f,w,"10581094,10581403,10580562,10580183,10579532","256470.0,256470.0,256470.0,256470.0,256470.0","RFA-CA-21-060,RFA-CA-21-060,RFA-CA-21-060,RFA-CA-21-060,RFA-CA-21-060"
10335261,f,w,"8828186,9299680,9043074,9043071,9056491","2394000.0,2358000.0,2358000.0,2358000.0,2358000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
9056488,m,w,"8451498,8450235,8450239,8461209,8461211","2430000.0,2430000.0,2430000.0,2430000.0,2430000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
7885538,f,w,"9114846,9115018,9115446,9115429,10013287","294750.0,294750.0,294750.0,294750.0,369000.0","RFA-MD-15-008,RFA-MD-15-008,RFA-MD-15-009,RFA-MD-15-009,RFA-LM-19-001"
9313195,f,w,"9476791,8867004,8867550,9124887,9102130","2812500.0,2992500.0,2992500.0,2947500.0,2947500.0","RFA-GM-15-001,RFA-GM-15-001,RFA-GM-15-001,RFA-GM-15-001,RFA-GM-15-001"
8379685,m,a,"7894620,8103839,7889293,7675432,8734948","1440000.0,1400000.0,1460000.0,1460000.0,1350000.0","RFA-RR-07-005,RFA-RR-07-005,RFA-RR-07-005,RFA-RR-07-005,RFA-RR-07-005"
