APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-base(para)_o_wi,APPVAL_RECS_bert-base(para)_o_wi,FOA_RECS_bert-base(para)_o_wi
7691807,f,w,"8335396,8277600,8278851,8278847,8278811","1027500.0,1050000.0,1050000.0,1050000.0,1050000.0","RFA-MD-11-005,RFA-MD-11-005,RFA-MD-11-005,RFA-MD-11-005,RFA-MD-11-005"
8821504,f,w,"9105212,9532293,8821095,8821370,8821094","628800.0,600000.0,638400.0,638400.0,638400.0","RFA-NR-14-002,RFA-NR-14-002,RFA-NR-14-002,RFA-NR-14-002,RFA-NR-14-002"
9731111,m,h,"10429917,10159860,9728511,10402545,10189480","267500.0,290000.0,307500.0,290000.0,290000.0","RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002"
8495934,m,w,"8634012,8814164,8109692,8110233,8110158","399000.0,399000.0,420000.0,420000.0,420000.0","RFA-AI-10-010,RFA-AI-10-010,RFA-AI-10-010,RFA-AI-10-010,RFA-AI-10-010"
9774027,m,a,"10662146,10650155,10188501,10418825,9741973","257500.0,3296000.0,3712000.0,3424000.0,3936000.0","RFA-DE-23-001,RFA-DE-19-001,RFA-DE-19-001,RFA-DE-19-001,RFA-DE-19-001"
8808770,m,w,"8112678,7696442,8533716,7914248,7893813","350000.0,365000.0,342500.0,360000.0,360000.0","RFA-RM-08-026,RFA-RM-08-026,RFA-RM-08-026,RFA-RM-08-026,RFA-RM-08-010"
8109692,m,w,"8822796,8609110,8435532,8513254,8368958","399000.0,405000.0,405000.0,405000.0,420000.0","RFA-AI-10-003,RFA-AI-10-003,RFA-AI-10-003,RFA-AI-10-003,RFA-AI-10-003"
8381744,m,w,"10621613,9737783,10449365,9925783,9580260","437750.0,430500.0,374500.0,430500.0,437500.0","RFA-AG-23-006,RFA-AG-18-008,RFA-AG-18-008,RFA-AG-18-008,RFA-AG-18-008"
8144935,m,w,"7914171,7915613,8113438,8117019,8094485","720000.0,720000.0,700000.0,700000.0,700000.0","RFA-CA-08-022,RFA-CA-08-022,RFA-CA-08-022,RFA-CA-08-022,RFA-CA-08-022"
8382405,m,w,"9986691,9321459,9171177,9321465,9330787","615000.0,625000.0,655000.0,625000.0,625000.0","RFA-AR-16-002,RFA-AR-16-002,RFA-AR-16-002,RFA-AR-16-002,RFA-AR-16-002"
8293207,m,w,"8365257,8262018,8634595,8634596,8634585","2800000.0,2800000.0,2660000.0,2660000.0,2660000.0","RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001"
7900934,f,w,"10540310,10540307,10307277,10307278,10307279","515000.0,515000.0,535000.0,535000.0,535000.0","RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001"
10361546,m,w,"8792977,9391661,9391672,9392150,9413329","997500.0,937500.0,937500.0,937500.0,937500.0","RFA-DK-12-023,RFA-DK-12-023,RFA-DK-12-023,RFA-DK-12-023,RFA-DK-12-023"
10462583,f,w,"9769617,9555244,10457300,10455013,10453473","861000.0,875000.0,749000.0,749000.0,749000.0","RFA-RM-17-005,RFA-RM-17-005,RFA-RM-17-005,RFA-RM-17-005,RFA-RM-17-005"
8129517,f,w,"8401126,8231001,8233717,8207157,8206167","67500.0,68500.0,68500.0,68500.0,68500.0","RFA-HD-12-105,RFA-HD-12-105,RFA-HD-12-105,RFA-HD-12-105,RFA-HD-12-105"
8461989,m,w,"10830011,10828982,10829621,10254271,9938134","515000.0,515000.0,515000.0,580000.0,615000.0","RFA-HS-23-010,RFA-HS-23-010,RFA-HS-23-011,RFA-HS-19-003,RFA-HS-19-003"
8327853,f,h,"8151153,8710129,8067529,8067700,8067696","560000.0,532000.0,576000.0,576000.0,576000.0","RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002"
8874985,m,w,"10194494,10006880,10413850,9812381,10626760","812000.0,861000.0,749000.0,861000.0,721000.0","RFA-ES-18-010,RFA-ES-18-010,RFA-ES-18-010,RFA-ES-18-010,RFA-ES-18-010"
10608071,m,a,"9707647,9707463,9707461,9707379,9707377","492000.0,492000.0,492000.0,492000.0,492000.0","RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044"
9334182,m,a,"9734064,10169416,10169414,10169413,10163171","922500.0,869999.9999999999,869999.9999999999,869999.9999999999,869999.9999999999","RFA-DK-16-031,RFA-DK-16-031,RFA-DK-16-031,RFA-DK-16-031,RFA-DK-16-031"
10200508,m,w,"10263265,10200508,10473543,9206106,9205858","464000.0,464000.0,428000.0,327500.0,312500.0","RFA-FD-20-032,RFA-FD-20-032,RFA-FD-20-032,RFA-TR-16-001,RFA-TR-16-001"
8014554,m,a,"8849693,8849787,9788245,9789168,10173611","266000.0,266000.0,430500.0,430500.0,406000.0","RFA-AG-14-017,RFA-AG-14-017,RFA-AG-18-026,RFA-AG-18-026,RFA-AG-18-026"
10478211,m,w,"8209376,8724164,8136376,8209342,8209341","560000.0,532000.0,560000.0,560000.0,560000.0","RFA-AR-11-001,RFA-AR-11-001,RFA-AR-11-001,RFA-AR-11-001,RFA-AR-11-001"
10001477,f,w,"9785838,9527049,9982474,9753164,9316562","937500.0,937500.0,922500.0,922500.0,937500.0","RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015"
9774196,f,a,"9978831,9138522,9141056,9141785,9143006","307500.0,327500.0,327500.0,327500.0,327500.0","RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003"
9608245,m,a,"10350584,10056071,10350583,10350585,10350586","1337500.0,1450000.0,1337500.0,1337500.0,1337500.0","RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002"
8532978,m,w,"8392591,9061785,8845242,8845244,8656788","205500.00000000003,196500.0,199500.0,199500.0,199500.0","RFA-HL-12-008,RFA-HL-12-008,RFA-HL-12-008,RFA-HL-12-008,RFA-HL-12-008"
9567554,f,w,"9911192,10897684,9912431,10617940,10684552","307500.0,257500.0,307500.0,267500.0,267500.0","RFA-AR-19-013,RFA-AR-19-013,RFA-AR-19-013,RFA-AR-19-013,RFA-AR-19-013"
9533513,m,w,"10003296,9350739,9351153,9482413,9338206","1845000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
10159831,m,w,"8130861,8267857,7918866,7918865,7691355","1080000.0,1050000.0,1095000.0,1095000.0,1095000.0","RFA-NS-08-004,RFA-NS-08-004,RFA-NS-08-004,RFA-NS-08-004,RFA-NS-08-004"
8080929,f,a,"7841797,7841795,7841790,7849721,7693696","360000.0,360000.0,360000.0,350000.0,365000.0","RFA-MH-08-090,RFA-MH-08-090,RFA-MH-08-090,RFA-MH-08-090,RFA-MH-08-090"
7676434,m,w,"8897071,9269978,9249914,9269979,9249910","159600.0,150000.0,150000.0,150000.0,150000.0","RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028"
9490316,m,w,"9490316,9332375,9491785,9193853,9193315","625000.0,625000.0,625000.0,655000.0,655000.0","RFA-OD-15-006,RFA-OD-15-006,RFA-OD-15-006,RFA-OD-15-006,RFA-OD-15-006"
7900561,m,w,"7922647,7922649,7900564,7900563,8381492","1022000.0,1022000.0,1008000.0,1022000.0,959000.0","RFA-NR-08-001,RFA-NR-08-001,RFA-NR-08-001,RFA-NR-08-001,RFA-NR-08-001"
8878147,m,w,"9293135,8743311,8743831,9087048,9091301","437500.0,465500.0,465500.0,458500.0,458500.0","RFA-NR-13-002,RFA-NR-13-002,RFA-NR-13-002,RFA-NR-13-002,RFA-NR-13-002"
8067700,f,w,"8529479,8541638,8538958,8531118,8516413","540000.0,540000.0,540000.0,540000.0,540000.0","RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002"
9197986,m,w,"9004629,9015765,9605771,9605770,9605768","982500.0,982500.0,922500.0,922500.0,922500.0","RFA-DK-12-023,RFA-DK-12-023,RFA-DK-12-023,RFA-DK-12-023,RFA-DK-12-023"
10887661,m,w,"9905322,9462654,10142033,9204978,9205320","215250.0,218750.0,215250.0,229250.0,229250.0","RFA-AG-16-008,RFA-AG-16-008,RFA-AG-16-008,RFA-AG-16-008,RFA-AG-16-008"
9124658,m,a,"9600303,9750294,9750269,9750268,9750267","937500.0,922500.0,922500.0,922500.0,922500.0","RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
9421467,m,h,"9840936,9429510,9421467,9616204,9608805","398520.0,405000.0,405000.0,398520.0,398520.0","RFA-HL-18-002,RFA-HL-18-002,RFA-HL-18-002,RFA-HL-18-002,RFA-HL-18-002"
10263320,m,a,"10047548,10044199,10045760,10046375,10046930","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-RM-19-011,RFA-RM-19-011,RFA-RM-19-011,RFA-RM-19-011,RFA-RM-19-011"
8103040,f,h,"8538754,8499268,8381777,8499260,8519055","540000.0,540000.0,548000.0,540000.0,540000.0","RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002"
8545808,m,w,"8382261,8712319,8699123,8699122,8712326","685000.0,665000.0,665000.0,665000.0,665000.0","RFA-AI-09-025,RFA-AI-09-025,RFA-AI-09-025,RFA-AI-09-025,RFA-AI-09-025"
8486383,m,w,"9265136,9959983,9312784,8991370,8991395","312500.0,307500.0,312500.0,332500.0,332500.0","RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017"
9136686,m,w,"7941089,7936480,7939390,7940554,7941664","432000.0,432000.0,432000.0,432000.0,432000.0","RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007"
10134102,m,b,"9707461,9707004,9707379,9707462,9707463","492000.0,492000.0,492000.0,492000.0,492000.0","RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044"
10465255,m,b,"8460325,8459704,8585105,8544503,8541890","274000.0,274000.0,266000.0,270000.0,270000.0","RFA-MH-12-140,RFA-MH-12-140,RFA-MH-12-140,RFA-MH-12-140,RFA-MH-12-140"
7984238,m,w,"8288353,7984177,7985068,7984404,7984351","205500.00000000003,216000.0,216000.0,216000.0,216000.0","RFA-AI-09-037,RFA-AI-09-037,RFA-AI-09-037,RFA-AI-09-037,RFA-AI-09-037"
9118962,m,h,"8912469,9552780,9517863,9514139,9517011","353780.0,332500.0,332500.0,332500.0,332500.0","RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011"
8144907,f,w,"8115508,8144466,8144907,8144458,8144441","360000.0,350000.0,350000.0,350000.0,350000.0","RFA-FD-10-002,RFA-FD-10-002,RFA-FD-10-002,RFA-FD-10-002,RFA-FD-10-002"
9568794,f,b,"8743231,9136225,8576339,8908033,9386289","465500.0,458500.0,472500.00000000006,465500.0,312500.0","RFA-RM-12-007,RFA-RM-12-007,RFA-RM-12-007,RFA-RM-12-007,RFA-RM-16-015"
9693906,m,w,"10137954,9676277,9675287,9675288,9675289","2030000.0,2152500.0,2152500.0,2152500.0,2152500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
9608244,f,w,"10350584,10544321,10350583,10056072,10056071","1337500.0,1287500.0,1337500.0,1450000.0,1450000.0","RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002"
9095087,m,w,"8840570,8509874,8840564,8840568,8840566","199500.0,202500.0,199500.0,199500.0,199500.0","RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004"
9982339,f,a,"10479001,9811952,9811315,10376602,10305191","695500.0,799500.0,799500.0,754000.0,754000.0","RFA-RM-18-028,RFA-RM-18-028,RFA-RM-18-028,RFA-RM-18-028,RFA-RM-18-028"
8076289,m,w,"9696249,9921223,9675129,9675128,9675127","1845000.0,1845000.0,1845000.0,1845000.0,1845000.0","RFA-MD-15-013,RFA-MD-15-013,RFA-MD-15-013,RFA-MD-15-013,RFA-MD-15-013"
10671052,m,h,"9136852,8507992,9762966,9724538,9609470","98250.0,101250.0,92250.0,92250.0,92250.0","RFA-HL-13-019,RFA-HL-13-019,RFA-HL-13-019,RFA-HL-13-019,RFA-HL-13-019"
8889474,m,w,"9257889,9259334,9260437,9260656,9255145","2187500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
8540144,f,h,"8540838,8032889,8006928,8033361,8033384","2025000.0,2160000.0,2160000.0,2160000.0,2160000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
8901503,m,h,"8274632,7653789,7637897,7870538,7921065","342500.0,365000.0,365000.0,365000.0,365000.0","RFA-GM-06-005,RFA-GM-06-005,RFA-GM-06-005,RFA-GM-06-005,RFA-GM-06-005"
10065384,f,w,"10065244,10620376,10065384,10065368,10401497","1476000.0,1284000.0,1476000.0,1476000.0,1284000.0","RFA-CA-19-057,RFA-CA-19-057,RFA-CA-19-057,RFA-CA-19-057,RFA-CA-19-057"
10335261,f,w,"9707160,10000505,10000476,10000475,10000457","2187500.0,2152500.0,2152500.0,2152500.0,2152500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
9056488,m,w,"8889481,8659450,8889479,8659470,8063735","2394000.0,2394000.0,2394000.0,2394000.0,2520000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
7885538,f,w,"7885513,7648045,8678354,8688418,7623898","720000.0,730000.0,675000.0,675000.0,730000.0","RFA-HS-08-001,RFA-HS-08-001,RFA-HS-08-001,RFA-HS-08-001,RFA-HS-08-001"
9313195,f,w,"8381757,8339166,8263909,8330548,8205298","1370000.0,1400000.0,1400000.0,1400000.0,1400000.0","RFA-OD-09-001,RFA-OD-09-001,RFA-OD-09-001,RFA-OD-09-001,RFA-OD-09-001"
8379685,m,a,"9674246,9404756,9356808,10108951,9196547","1875000.0,1875000.0,1875000.0,1739999.9999999998,1965000.0","RFA-MD-15-014,RFA-MD-15-014,RFA-MD-15-014,RFA-MD-15-014,RFA-MD-15-014"
9762903,m,w,"10560333,10558509,10020407,10064434,10491765","489250.0,489250.0,492000.0,492000.0,428000.0","RFA-ES-21-007,RFA-ES-21-007,RFA-ES-18-007,RFA-ES-18-007,RFA-ES-18-007"
9443167,m,w,"10375354,10576304,10272350,10190663,10170545","321000.0,309000.0,348000.0,348000.0,348000.0","RFA-CA-20-018,RFA-CA-20-018,RFA-CA-20-018,RFA-CA-20-018,RFA-CA-20-018"
8278621,m,w,"9986466,10456260,10456262,10460930,10460931","922500.0,802500.0,802500.0,802500.0,802500.0","RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
9853483,m,w,"10599822,10122872,10450756,10089490,10696063","1030000.0,1160000.0,1070000.0,1160000.0,1030000.0","RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013"
8808015,f,w,"10300212,10682420,10296642,10654756,10300360","522000.0,463500.0,522000.0,463500.0,522000.0","RFA-CA-20-034,RFA-CA-20-034,RFA-CA-20-034,RFA-CA-20-034,RFA-CA-20-034"
8326757,m,w,"9685872,9901491,9900765,9901484,9901486","1845000.0,1845000.0,1845000.0,1845000.0,1845000.0","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
10413819,f,a,"10147155,10456697,10657325,10621867,10337297","57999.99999999999,53500.0,51500.0,51500.0,53500.0","RFA-HL-20-001,RFA-HL-20-001,RFA-HL-20-001,RFA-HL-20-001,RFA-HL-20-001"
9540689,f,w,"9932839,10244938,10690447,10003228,10469396","369000.0,348000.0,309000.0,369000.0,321000.0","RFA-FD-19-021,RFA-FD-19-021,RFA-FD-19-021,RFA-FD-19-021,RFA-FD-19-021"
9572401,m,w,"10022107,10004507,9370753,9370750,9370749","1230000.0,1230000.0,1250000.0,1250000.0,1250000.0","RFA-AR-17-001,RFA-AR-17-001,RFA-AR-17-001,RFA-AR-17-001,RFA-AR-17-001"
9937217,m,w,"9702249,10225309,9795724,9795162,9794266","246000.0,232000.0,246000.0,246000.0,246000.0","RFA-CA-18-002,RFA-CA-18-002,RFA-CA-18-002,RFA-CA-18-002,RFA-CA-18-002"
7746212,m,h,"7746266,7679879,7679763,7679777,7679754","2190000.0,2190000.0,2190000.0,2190000.0,2190000.0","RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013"
7888357,m,w,"8088365,7888353,7862623,7862622,7862621","1368000.0,1387000.0,1387000.0,1387000.0,1387000.0","RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027"
10503570,f,h,"10559603,10837461,10837481,10573727,10701030","309000.0,412000.0,412000.0,428000.0,412000.0","RFA-TR-21-008,RFA-FD-23-028,RFA-FD-23-028,RFA-FD-22-001,RFA-FD-22-001"
8898804,m,w,"7936676,7940206,7937311,7938524,7938507","432000.0,432000.0,432000.0,432000.0,432000.0","RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007"
9180130,f,w,"8837916,8829687,8829686,8829691,8837914","99750.0,99750.0,99750.0,99750.0,99750.0","RFA-HD-13-005,RFA-HD-13-005,RFA-HD-13-005,RFA-HD-13-005,RFA-HD-13-005"
9841005,f,w,"9043089,8262920,8833281,8828192,8833280","2358000.0,2466000.0,2394000.0,2394000.0,2394000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
8132212,m,w,"7961442,8173817,8317943,8321751,8321752","73000.0,72000.0,70000.0,70000.0,70000.0","RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002"
10338882,f,w,"10474514,10302868,10450122,10450709,10450710","107000.0,116000.0,107000.0,107000.0,107000.0","RFA-AG-21-023,RFA-AG-21-023,RFA-AG-21-023,RFA-AG-21-023,RFA-AG-21-023"
8507252,f,w,"9123449,8991539,9113060,9109509,9113419","412650.0,418950.0,412650.0,412650.0,412650.0","RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011"
8650854,f,a,"8736169,8279707,8490591,8464723,8464115","1485000.0,1507000.0000000002,1485000.0,1485000.0,1485000.0","RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001"
8929424,m,w,"10706896,10714023,10613257,10612641,10612611","154500.0,154500.0,154500.0,154500.0,154500.0","RFA-CA-22-001,RFA-CA-22-001,RFA-CA-22-001,RFA-CA-22-001,RFA-CA-22-001"
8726574,m,w,"8074721,8150381,10865202,8726033,8727190","288000.0,280000.0,1030000.0,532000.0,532000.0","RFA-NR-10-007,RFA-NR-10-007,RFA-HS-23-012,RFA-HS-14-001,RFA-HS-14-001"
7676781,m,w,"7807901,7631230,7821331,7848813,7810619","288000.0,292000.0,288000.0,288000.0,288000.0","RFA-NS-06-009,RFA-NS-06-009,RFA-NS-06-009,RFA-NS-06-009,RFA-NS-06-009"
7851422,m,a,"7630530,8121759,7630603,7630565,7629098","620500.0,612000.0,620500.0,620500.0,620500.0","RFA-ES-06-011,RFA-ES-06-011,RFA-ES-06-011,RFA-ES-06-011,RFA-ES-06-011"
9984183,m,w,"9593332,9983063,9985813,9985812,9983068","937500.0,922500.0,922500.0,922500.0,922500.0","RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
9118593,m,w,"8666096,8082597,8365224,8365225,8365226","6412500.0,6650000.0,6650000.0,6650000.0,6650000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
9749013,m,w,"9749013,9115988,9749014,8970232,8970230","1476000.0,1572000.0,1476000.0,1596000.0,1596000.0","RFA-AI-14-047,RFA-AI-14-047,RFA-AI-14-047,RFA-AI-14-047,RFA-AI-14-047"
8035283,m,w,"7908682,7816701,7660795,7896620,7798242","288000.0,288000.0,292000.0,288000.0,288000.0","RFA-CA-08-007,RFA-CA-08-007,RFA-CA-08-007,RFA-CA-08-007,RFA-CA-08-007"
8605852,m,w,"10581630,9889024,9889029,10581629,10581632","1854000.0,2214000.0,2214000.0,1854000.0,1854000.0","RFA-AI-15-050,RFA-AI-15-050,RFA-AI-15-050,RFA-AI-15-050,RFA-AI-15-050"
10055998,m,a,"10236382,10471015,9401976,9398870,9401995","869999.9999999999,869999.9999999999,937500.0,937500.0,937500.0","RFA-TR-16-017,RFA-TR-16-017,RFA-TR-16-017,RFA-TR-16-017,RFA-TR-16-017"
10288652,f,w,"10804979,10497247,10704075,9332379,9186130","206000.0,214000.0,206000.0,375000.0,393000.0","RFA-OD-21-003,RFA-OD-21-003,RFA-OD-21-003,RFA-OD-15-005,RFA-OD-15-005"
9135690,m,w,"10863066,10222528,9999391,10488811,10694925","515000.0,580000.0,615000.0,535000.0,515000.0","RFA-AI-18-029,RFA-AI-18-029,RFA-AI-18-029,RFA-AI-18-029,RFA-AI-18-029"
7631241,m,w,"7690795,7904811,7807900,7812011,7837572","730000.0,720000.0,288000.0,288000.0,288000.0","RFA-NS-06-008,RFA-NS-06-008,RFA-NS-06-009,RFA-NS-06-009,RFA-NS-06-009"
9966726,m,w,"7848280,8024556,7578235,7629572,7617668","720000.0,700000.0,730000.0,730000.0,730000.0","RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004"
7729467,f,w,"9936112,9654946,9787107,10095572,10094515","615000.0,625000.0,615000.0,615000.0,615000.0","RFA-AG-18-024,RFA-AG-18-024,RFA-AG-18-024,RFA-AG-20-033,RFA-AG-20-033"
9560620,m,h,"8305064,7879442,8107508,7691751,9123591","513750.00000000006,540000.0,525000.0,547500.0,327500.0","RFA-CA-08-017,RFA-CA-08-017,RFA-CA-08-017,RFA-CA-08-017,RFA-RM-13-020"
8375943,m,w,"10132473,9293235,9100653,9102867,10153657","147600.0,150000.0,157200.0,157200.0,139200.0","RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007"
8588688,f,b,"7677826,7935599,8118232,8123196,8131130","730000.0,730000.0,700000.0,700000.0,700000.0","RFA-HD-06-008,RFA-HD-06-008,RFA-HD-06-008,RFA-HD-06-008,RFA-HD-06-008"
8053808,m,w,"8664185,7582243,8044806,8079051,8432110","350000.0,365000.0,350000.0,350000.0,350000.0","RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001"
10673069,f,w,"9156199,10322098,10302300,10518397,10304870","937500.0,802500.0,802500.0,772500.0,802500.0","RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001"
8215485,m,w,"7810228,7815825,7833647,7827526,7832267","1460000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
9447219,m,a,"8449693,8242797,7847386,7847959,8207355","675000.0,685000.0,720000.0,720000.0,700000.0","RFA-HL-10-002,RFA-HL-10-002,RFA-HL-10-002,RFA-HL-10-002,RFA-HL-10-002"
10480045,m,w,"10702222,10702050,10696706,10702230,10702117","721000.0,721000.0,721000.0,721000.0,721000.0","RFA-RM-22-018,RFA-RM-22-018,RFA-RM-22-018,RFA-RM-22-018,RFA-RM-22-018"
10610660,f,w,"10204491,10624969,10415065,10227135,10037798","6032000.0,5356000.0,5564000.0,869999.9999999999,922500.0","RFA-AG-21-014,RFA-AG-21-014,RFA-AG-21-014,RFA-AG-20-023,RFA-AG-20-023"
8541730,f,w,"10661349,10661409,10660383,10660384,10660385","1545000.0,1545000.0,1545000.0,1545000.0,1545000.0","RFA-CA-22-015,RFA-CA-22-015,RFA-CA-22-015,RFA-CA-22-015,RFA-CA-22-015"
8660639,m,w,"8099792,8111896,8306245,8306244,8476331","350000.0,350000.0,342500.0,342500.0,342500.0","RFA-AI-07-039,RFA-AI-07-039,RFA-AI-07-039,RFA-AI-07-039,RFA-AI-07-039"
9035341,m,w,"8381645,8511344,8503593,8511345,8502613","2123500.0,2092500.0,2092500.0,2092500.0,2092500.0","RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013"
7932579,m,w,"10260432,10153840,10137294,10137293,10137292","1284000.0,1392000.0,1392000.0,1392000.0,1392000.0","RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017"
9321532,m,w,"8042885,8514495,8133871,8117745,8043240","1440000.0,1350000.0,1400000.0,1400000.0,1440000.0","RFA-AI-09-022,RFA-AI-09-022,RFA-AI-09-022,RFA-AI-09-022,RFA-AI-09-022"
8606723,m,w,"7939571,7798366,8100512,8299395,8317722","360000.0,365000.0,350000.0,342500.0,342500.0","RFA-AA-09-003,RFA-AA-09-003,RFA-AA-09-003,RFA-AA-09-003,RFA-AA-09-003"
9592148,m,w,"8773600,8620672,9178079,9187027,9190381","532000.0,532000.0,500000.0,500000.0,500000.0","RFA-HD-13-011,RFA-HD-13-011,RFA-HD-13-011,RFA-HD-13-011,RFA-HD-13-011"
9315142,m,w,"8773125,8909109,8909108,8909107,8910692","353780.0,353780.0,353780.0,353780.0,353780.0","RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011"
8339352,m,w,"7939704,7885660,8207978,8316242,8242102","360000.0,360000.0,342500.0,342500.0,342500.0","RFA-HL-08-001,RFA-HL-08-001,RFA-HL-08-001,RFA-HL-08-001,RFA-HL-08-001"
9676277,f,h,"9674480,9676281,9683900,9683899,9683898","2152500.0,2152500.0,2152500.0,2152500.0,2152500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
7942900,m,w,"7892940,8064562,7892941,8509157,7691828","360000.0,360000.0,360000.0,342500.0,365000.0","RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040"
10084689,m,b,"8934568,8934567,8936665,8929191,8936669","997500.0,997500.0,997500.0,997500.0,997500.0","RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010"
10474683,f,w,"9894581,10492010,10662567,10588504,9869524","492000.0,321000.0,309000.0,321000.0,369000.0","RFA-AT-19-007,RFA-AT-19-006,RFA-AT-19-006,RFA-AT-19-006,RFA-AT-19-006"
8528632,m,w,"8359703,7959516,8167460,8167461,8167462","280000.0,292000.0,288000.0,288000.0,288000.0","RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001"
