APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-base(para)_o_wi,APPVAL_RECS_bert-base(para)_o_wi,FOA_RECS_bert-base(para)_o_wi
10248323,m,w,"8665279,10226906,10049569,10049615,10232109","675000.0,232000.0,246000.0,246000.0,232000.0","RFA-FD-13-017,RFA-AT-20-001,RFA-AT-20-001,RFA-AT-20-001,RFA-AT-20-001"
7669830,f,w,"8447080,7672141,7672153,7672151,7672150","405000.0,438000.0,438000.0,438000.0,438000.0","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
10172832,m,w,"9304732,9972883,9743059,9733869,9728831","1500000.0,1476000.0,1476000.0,1476000.0,1476000.0","RFA-AI-16-003,RFA-AI-16-003,RFA-AI-16-003,RFA-AI-16-003,RFA-AI-16-003"
8392987,m,h,"9179553,8638660,8638746,8639699,8639309","312500.0,332500.0,332500.0,332500.0,332500.0","RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002"
9546722,m,a,"10576751,9972970,9146709,9921573,9531467","1030000.0,1160000.0,1250000.0,1230000.0,1250000.0","RFA-NS-21-023,RFA-NS-15-006,RFA-NS-15-006,RFA-NS-15-006,RFA-NS-15-006"
9494497,m,h,"7645285,8309290,8459018,8238380,8230601","438000.0,411000.00000000006,405000.0,411000.00000000006,411000.00000000006","RFA-AI-08-001,RFA-AI-08-001,RFA-AI-08-001,RFA-AI-08-001,RFA-AI-08-001"
10620819,m,h,"9056990,8842926,9461944,9473739,9497764","327500.0,332500.0,312500.0,312500.0,312500.0","RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060"
9675108,f,w,"9114145,9313272,8895774,8892219,8889280","1572000.0,1500000.0,1596000.0,1596000.0,1596000.0","RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016"
9590470,m,a,"10477966,9980310,10225536,9785462,9590470","588500.0,676500.0,638000.0,676500.0,687500.0","RFA-CA-17-025,RFA-CA-17-025,RFA-CA-17-025,RFA-CA-17-025,RFA-CA-17-025"
9728829,m,w,"9088283,8848983,8848713,8846175,8849138","1310000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
8360217,m,w,"8360475,8360478,7959573,7959572,7959571","280000.0,280000.0,292000.0,292000.0,292000.0","RFA-RR-06-002,RFA-RR-06-002,RFA-RR-06-002,RFA-RR-06-002,RFA-RR-06-002"
9840936,f,w,"10055777,9830703,9423472,9429510,9421467","375840.0,398520.0,405000.0,405000.0,405000.0","RFA-HL-18-002,RFA-HL-18-002,RFA-HL-18-002,RFA-HL-18-002,RFA-HL-18-002"
9600091,m,w,"10450471,10615850,10615776,10614595,10614029","802500.0,772500.0,772500.0,772500.0,772500.0","RFA-NS-21-020,RFA-NS-21-020,RFA-NS-21-020,RFA-NS-21-020,RFA-NS-21-020"
10001657,m,w,"10729277,10525587,10729423,10729425,10729465","1545000.0,1605000.0,1545000.0,1545000.0,1545000.0","RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048"
8200205,m,w,"8428900,8549929,8428627,8428142,8546972","2700000.0,2700000.0,2700000.0,2700000.0,2700000.0","RFA-AA-12-007,RFA-AA-12-007,RFA-AA-12-007,RFA-AA-12-007,RFA-AA-12-007"
8459512,f,a,"8929133,9116944,8932846,8796932,8797263","332500.0,327500.0,332500.0,332500.0,332500.0","RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214"
9764272,f,a,"9137499,9136764,9128588,9543600,9136767","524000.0,524000.0,524000.0,500000.0,524000.0","RFA-AR-12-002,RFA-AR-12-002,RFA-AR-12-002,RFA-AR-12-002,RFA-AR-12-002"
10473864,f,w,"10260728,10261157,10260784,10260783,10453777","580000.0,580000.0,580000.0,580000.0,535000.0","RFA-AI-20-007,RFA-AI-20-007,RFA-AI-20-007,RFA-AI-20-007,RFA-AI-20-007"
9627115,m,w,"9994876,10005249,10005254,10005255,10005920","984000.0,984000.0,984000.0,984000.0,984000.0","RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033"
8458625,f,h,"7674794,8789627,9137719,8922059,10285797","365000.0,299250.0,281250.0,299250.0,261000.0","RFA-MH-07-051,RFA-MH-14-212,RFA-MH-14-212,RFA-MH-14-212,RFA-MH-20-506"
8402557,m,w,"7564070,7999237,8019538,7994201,8004107","292000.0,280000.0,280000.0,280000.0,280000.0","RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002"
10701064,m,w,"9116946,9276134,8797263,8794123,8796585","327500.0,312500.0,332500.0,332500.0,332500.0","RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214"
7631353,f,w,"10597362,10597853,10597899,10708919,10706421","1070000.0,1070000.0,1070000.0,1030000.0,1030000.0","RFA-MD-22-007,RFA-MD-22-007,RFA-MD-22-007,RFA-MD-22-007,RFA-MD-22-007"
8145048,m,w,"8019086,8020150,7999237,7995162,7996645","280000.0,280000.0,280000.0,280000.0,280000.0","RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002"
9570634,m,w,"10016994,9792254,9773625,9773627,9773628","1230000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-AR-17-001,RFA-AR-17-001,RFA-AR-17-001,RFA-AR-17-001,RFA-AR-17-001"
8309790,m,w,"9744744,9176538,9981447,9517980,9982079","221400.0,235800.0,221400.0,225000.0,221400.0","RFA-HD-16-012,RFA-HD-16-012,RFA-HD-16-012,RFA-HD-16-012,RFA-HD-16-012"
10698151,m,a,"8738800,8911859,8738190,8794142,9099914","332500.0,332500.0,332500.0,332500.0,327500.0","RFA-HL-14-004,RFA-HL-14-004,RFA-HL-14-004,RFA-HL-14-004,RFA-HL-14-004"
9257881,m,w,"9553750,9672931,9671914,9671915,9671916","2187500.0,2152500.0,2152500.0,2152500.0,2152500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
10271483,f,w,"9108858,9754757,8909040,8909045,8909042","4257500.0,3997500.0,4322500.0,4322500.0,4322500.0","RFA-AI-12-045,RFA-AI-12-045,RFA-AI-12-045,RFA-AI-12-045,RFA-AI-12-045"
8901324,f,w,"8901323,8887178,8585188,8585203,8618761","1330000.0,1330000.0,1350000.0,1350000.0,1350000.0","RFA-NS-13-004,RFA-NS-13-004,RFA-NS-13-004,RFA-NS-13-004,RFA-NS-13-004"
8373725,f,w,"9096009,8492031,8875584,8374068,8681355","327500.0,337500.0,332500.0,342500.0,332500.0","RFA-AI-11-034,RFA-AI-11-034,RFA-AI-11-034,RFA-AI-11-034,RFA-AI-11-034"
7901210,m,h,"8144938,7616961,8379002,8330246,8545225","1800000.0,1825000.0,1712500.0000000002,1712500.0000000002,1687500.0","RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002"
8757366,f,w,"8913111,8898040,8754302,8746034,8746191","1330000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-OD-13-014,RFA-OD-13-014,RFA-OD-13-014,RFA-OD-13-014,RFA-OD-13-014"
9039810,m,w,"10002343,9230546,9548667,9548668,9548670","1230000.0,1310000.0,1250000.0,1250000.0,1250000.0","RFA-DK-16-013,RFA-DK-16-013,RFA-DK-16-013,RFA-DK-16-013,RFA-DK-16-013"
7942238,m,w,"8033340,8382150,8311721,8382152,8382159","1080000.0,1027500.0,1027500.0,1027500.0,1027500.0","RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012"
8402101,m,h,"10225801,10611401,10225131,10225130,10225129","145000.0,128750.0,145000.0,145000.0,145000.0","RFA-HD-21-010,RFA-HD-21-010,RFA-HD-21-010,RFA-HD-21-010,RFA-HD-21-010"
8914673,f,w,"9119620,8916833,8914039,9118786,9119642","294750.0,299250.0,299250.0,294750.0,294750.0","RFA-MH-14-102,RFA-MH-14-102,RFA-MH-14-102,RFA-MH-14-102,RFA-MH-14-102"
8132888,f,a,"9412921,9302543,8736399,8736095,8995708","312500.0,312500.0,332500.0,332500.0,327500.0","RFA-MH-14-170,RFA-MH-14-170,RFA-MH-14-170,RFA-MH-14-170,RFA-MH-14-170"
8328777,m,w,"8919187,9332089,8793020,8793023,8793022","9975000.0,9375000.0,9975000.0,9975000.0,9975000.0","RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001"
8539388,m,w,"8150047,7943167,7938718,8144938,8144939","1800000.0,1825000.0,1800000.0,1800000.0,1750000.0","RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002"
8318269,m,w,"9091301,8659638,8659859,9293135,9293133","458500.0,472500.00000000006,472500.00000000006,437500.0,437500.0","RFA-NR-13-002,RFA-NR-13-002,RFA-NR-13-002,RFA-NR-13-002,RFA-NR-13-002"
7925613,f,w,"10003929,9205193,9782699,9782697,9781467","4305000.0,4375000.0,4305000.0,4305000.0,4305000.0","RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014"
8065704,m,w,"8319434,8065704,8146918,8526221,8319431","685000.0,720000.0,700000.0,675000.0,5534998.65","RFA-HL-10-018,RFA-HL-10-018,RFA-HL-10-018,RFA-HL-10-018,RFA-HL-10-008"
8714038,f,b,"10723348,10690728,10508738,10723878,10508735","154500.0,154500.0,160500.0,154500.0,160500.0","RFA-HL-22-010,RFA-HL-22-010,RFA-HL-22-010,RFA-HL-22-010,RFA-HL-22-010"
10556323,m,w,"10427427,10590751,10426754,10426540,10321656","214000.0,206000.0,214000.0,214000.0,214000.0","RFA-MH-20-351,RFA-MH-20-351,RFA-MH-20-351,RFA-MH-20-351,RFA-MH-20-351"
10696183,m,w,"10487523,10704630,10305362,10305132,10305131","321000.0,309000.0,348000.0,348000.0,348000.0","RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047"
9926785,f,w,"9703835,9692599,10153610,9926785,10153611","307500.0,307500.0,290000.0,307500.0,290000.0","RFA-AG-17-009,RFA-AG-17-009,RFA-AG-17-009,RFA-AG-17-009,RFA-AG-17-009"
10196932,f,a,"7890472,8101260,7898551,7656630,7640748","720000.0,700000.0,720000.0,730000.0,730000.0","RFA-AI-07-025,RFA-AI-07-025,RFA-AI-07-025,RFA-AI-07-025,RFA-AI-07-025"
10062648,f,w,"10480788,10221745,10063794,10063800,10063806","337050.0,365400.0,387450.0,387450.0,387450.0","RFA-HD-20-013,RFA-HD-20-013,RFA-HD-20-013,RFA-HD-20-013,RFA-HD-20-013"
10669056,m,h,"9566274,9438243,9587203,9647512,9875086","93750.0,93750.0,93750.0,93750.0,92250.0","RFA-HL-17-022,RFA-HL-17-022,RFA-HL-17-022,RFA-HL-17-022,RFA-HL-17-022"
10155543,m,a,"10163234,10414905,9967653,9967462,9967460","290000.0,267500.0,307500.0,307500.0,307500.0","RFA-HD-20-004,RFA-HD-20-004,RFA-HD-20-004,RFA-HD-20-004,RFA-HD-20-004"
7942234,m,w,"8038864,8723667,8382152,8382159,8723672","1080000.0,997500.0,1027500.0,1027500.0,997500.0","RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012"
9229239,m,w,"8917064,8257642,8382141,8382136,8379433","997500.0,1050000.0,1027500.0,1027500.0,1027500.0","RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022"
9201319,m,w,"10707686,10706896,10714023,10612641,10612611","154500.0,154500.0,154500.0,154500.0,154500.0","RFA-CA-22-001,RFA-CA-22-001,RFA-CA-22-001,RFA-CA-22-001,RFA-CA-22-001"
9733869,m,w,"8719011,9096009,8495265,8505374,8496711","332500.0,327500.0,337500.0,337500.0,337500.0","RFA-AI-11-034,RFA-AI-11-034,RFA-AI-11-034,RFA-AI-11-034,RFA-AI-11-034"
9663872,f,w,"7890855,7859818,7932676,7901249,7890856","1460000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-AI-07-013,RFA-AI-07-013,RFA-AI-07-013,RFA-AI-07-013,RFA-AI-07-013"
8657035,m,w,"7813882,8247145,7626351,7922385,7857001","1080000.0,1027500.0,1095000.0,1095000.0,1095000.0","RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001"
8673943,m,w,"10694027,10515786,10433959,9737794,9737811","1369900.0,1423100.0,882750.0,1014750.0,1014750.0","RFA-AG-22-023,RFA-AG-22-023,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007"
7939674,m,w,"7794230,7939689,8046269,8043877,8045219","292000.0,288000.0,576000.0,576000.0,576000.0","RFA-DK-08-013,RFA-DK-08-013,RFA-OD-10-010,RFA-OD-10-010,RFA-OD-10-010"
8787145,m,w,"8600721,9198036,8588993,8588992,8979700","305900.0,287500.0,305900.0,305900.0,301300.0","RFA-HL-12-001,RFA-HL-12-001,RFA-HL-12-001,RFA-HL-12-001,RFA-HL-12-001"
8461449,m,w,"9336710,9546414,9137627,9137622,9137623","187500.0,187500.0,196500.0,196500.0,196500.0","RFA-FD-15-023,RFA-FD-15-023,RFA-FD-15-023,RFA-FD-15-023,RFA-FD-15-023"
7993174,m,w,"9540887,9321832,9320921,9321834,9320543","875000.0,875000.0,875000.0,875000.0,875000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
8914613,m,w,"10414805,9828299,10414798,9995465,9995466","802500.0,922500.0,802500.0,922500.0,922500.0","RFA-DK-18-503,RFA-DK-18-503,RFA-DK-18-503,RFA-DK-18-503,RFA-DK-18-503"
7901583,m,w,"7901589,7500007,7684103,7684093,7916126","180000.0,182500.0,182500.0,182500.0,182500.0","RFA-TW-08-001,RFA-TW-08-001,RFA-TW-08-001,RFA-TW-08-001,RFA-TW-08-001"
7895082,m,w,"7883541,8115992,8090276,8097305,8101346","4320000.0,4200000.0,4200000.0,4200000.0,4200000.0","RFA-RM-06-008,RFA-RM-06-008,RFA-RM-06-008,RFA-RM-06-008,RFA-RM-06-008"
8544772,m,w,"8712120,8544778,9133275,9130109,9107810","1330000.0,1350000.0,1310000.0,1310000.0,1310000.0","RFA-AR-11-002,RFA-AR-11-002,RFA-AR-11-002,RFA-AR-11-002,RFA-AR-11-002"
10626077,m,a,"10476568,10690623,10285669,10285667,10285665","428000.0,412000.0,464000.0,464000.0,464000.0","RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002"
9180272,m,w,"10677850,10473856,10675722,10675719,10675715","669500.0,695500.0,669500.0,669500.0,669500.0","RFA-DK-19-005,RFA-DK-19-005,RFA-DK-19-005,RFA-DK-19-005,RFA-DK-19-005"
8278099,m,w,"8173749,8490531,7961536,7961537,7896273","3359999.52,3149999.5500000003,3406666.18,3406666.18,3406666.18","RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002"
8534738,m,b,"7686060,7682324,7847346,7935616,7684003","175200.0,175200.0,175200.0,175200.0,175200.0","RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013"
9677064,f,w,"10393906,10414007,10580809,10580807,10580804","1070000.0,1070000.0,1030000.0,1030000.0,1030000.0","RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006"
10265521,f,w,"7742333,7742703,7942950,8141572,7942955","730000.0,730000.0,720000.0,720000.0,720000.0","RFA-DK-08-003,RFA-DK-08-003,RFA-DK-08-003,RFA-DK-08-003,RFA-DK-08-003"
9288183,f,w,"10543752,10307483,10307481,10307474,10307473","515000.0,535000.0,535000.0,535000.0,535000.0","RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001"
8501599,m,w,"8523940,8523932,8382152,8382159,8308479","1012500.0,1012500.0,1027500.0,1027500.0,1027500.0","RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012"
10592342,f,w,"10394258,9672445,10142470,10142468,10140359","1070000.0,1230000.0,1160000.0,1160000.0,1160000.0","RFA-ES-17-003,RFA-ES-17-003,RFA-ES-17-003,RFA-ES-17-003,RFA-ES-17-003"
9061068,m,w,"10534776,10533758,10307398,10307399,10307428","515000.0,515000.0,535000.0,535000.0,535000.0","RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001"
8121479,f,w,"8121498,8130677,7681811,7941039,7941038","108000.0,108000.0,109500.0,109500.0,109500.0","RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001"
10569080,f,h,"8541767,8008614,8008589,8033523,8033524","2025000.0,2160000.0,2160000.0,2160000.0,2160000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
9440349,f,w,"9452916,8669436,9440349,9458706,8830946","1500000.0,1596000.0,1500000.0,1500000.0,1596000.0","RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007"
9249640,m,w,"8459345,8450851,8080693,8081500,8081260","270000.0,270000.0,280000.0,280000.0,280000.0","RFA-HD-10-003,RFA-HD-10-003,RFA-HD-10-003,RFA-HD-10-003,RFA-HD-10-003"
10141198,m,w,"9893796,9691847,9312525,9312530,9312410","1230000.0,1230000.0,1250000.0,1250000.0,1250000.0","RFA-AI-16-022,RFA-AI-16-022,RFA-AI-16-022,RFA-AI-16-022,RFA-AI-16-022"
9562112,m,w,"9537651,9559682,9488036,9857691,9462170","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002"
9429344,m,h,"9674261,9784662,9001756,9932272,9001587","625000.0,625000.0,665000.0,615000.0,655000.0","RFA-AG-18-025,RFA-AG-18-025,RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018"
7937605,m,a,"7758242,7560195,7928024,7926379,7925965","648000.0,657000.0,1440000.0,1440000.0,1440000.0","RFA-DA-08-001,RFA-DA-08-001,RFA-OD-09-008,RFA-OD-09-008,RFA-OD-09-008"
10689720,f,w,"10445254,10692586,10657363,10657367,10657373","583150.0,561350.0,561350.0,561350.0,561350.0","RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002"
10551227,m,w,"9691146,10144931,10170222,9952311,9718108","922500.0,869999.9999999999,869999.9999999999,922500.0,922500.0","RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017"
10178881,m,w,"9473760,9693721,9673727,9673728,9673729","187500.0,184500.0,184500.0,184500.0,184500.0","RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002"
7928723,m,w,"9769695,9769701,9769675,9998934,9995460","307500.0,307500.0,307500.0,307500.0,307500.0","RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509"
8705384,m,w,"8990345,9732936,9692355,9729459,9734012","332500.0,312500.0,307500.0,307500.0,307500.0","RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017"
9767653,m,w,"9648683,9526790,9631926,9532725,9442685","1875000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
8843483,m,w,"9071533,8554789,8885862,8689129,8705557","598500.0,607500.0,598500.0,598500.0,598500.0","RFA-HD-12-203,RFA-HD-12-203,RFA-HD-12-203,RFA-HD-12-203,RFA-HD-12-203"
7893562,m,w,"8268443,8468153,7895009,8274779,7893562","342500.0,337500.0,360000.0,342500.0,360000.0","RFA-DA-09-007,RFA-DA-09-007,RFA-DA-09-007,RFA-DA-09-007,RFA-DA-09-007"
10681292,f,w,"10480927,10309016,10480929,10487495,10487507","909500.0,986000.0,909500.0,909500.0,909500.0","RFA-HD-21-026,RFA-HD-21-026,RFA-HD-21-026,RFA-HD-21-026,RFA-HD-21-026"
9884815,m,w,"8726491,8821670,8656445,8641435,8867285","299250.0,299250.0,299250.0,299250.0,294750.0","RFA-MH-13-061,RFA-MH-13-061,RFA-MH-13-061,RFA-MH-13-061,RFA-MH-13-061"
8533654,m,w,"10552007,9818791,10621715,10294955,10320948","257500.0,307500.0,257500.0,267500.0,267500.0","RFA-ES-18-009,RFA-ES-18-009,RFA-ES-18-009,RFA-ES-18-009,RFA-ES-18-009"
10482348,m,w,"10011933,9360017,9791006,9791005,9791003","1845000.0,1875000.0,1845000.0,1845000.0,1845000.0","RFA-NS-16-023,RFA-NS-16-023,RFA-NS-16-023,RFA-NS-16-023,RFA-NS-16-023"
7683457,m,w,"9745241,10260439,10379347,10379348,10379349","1476000.0,1284000.0,1284000.0,1284000.0,1284000.0","RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017"
7911709,m,h,"9527049,9347018,9983640,9785838,9982474","937500.0,982500.0,922500.0,937500.0,922500.0","RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015"
9291533,m,w,"9778907,9723232,9723229,9723226,9432739","369000.0,369000.0,369000.0,369000.0,375000.0","RFA-NS-17-011,RFA-NS-17-011,RFA-NS-17-011,RFA-NS-17-011,RFA-NS-17-011"
9259581,f,w,"10000457,9683898,9676288,9676289,9683883","2152500.0,2152500.0,2152500.0,2152500.0,2152500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
8053246,m,w,"9432540,9222148,8391285,8525399,8536291","250000.0,250000.0,274000.0,270000.0,270000.0","RFA-ES-15-017,RFA-ES-15-017,RFA-ES-11-010,RFA-ES-11-010,RFA-ES-11-010"
8929191,m,w,"10267223,10084677,10084689,10084690,10652371","928000.0,984000.0,984000.0,984000.0,824000.0","RFA-CA-20-001,RFA-CA-20-001,RFA-CA-20-001,RFA-CA-20-001,RFA-CA-20-001"
9020439,m,w,"8529260,8328585,8676917,8138261,9276771","742500.0,753500.0000000001,731500.0,770000.0,375000.0","RFA-HL-11-025,RFA-HL-11-025,RFA-HL-11-025,RFA-HL-11-025,RFA-HL-15-022"
9086676,m,w,"8101086,8294924,8492036,8538747,8538752","576000.0,548000.0,540000.0,540000.0,540000.0","RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002"
10343839,m,w,"10733394,10733193,10732950,10732951,10732952","834300.0,834300.0,834300.0,834300.0,834300.0","RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012"
9385963,m,w,"10190909,10178885,10189558,10189559,10189560","174000.0,174000.0,174000.0,174000.0,174000.0","RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002"
8656315,m,a,"8145493,8154990,8534049,8339429,8333396","420000.0,420000.0,405000.0,411000.00000000006,411000.00000000006","RFA-CA-10-004,RFA-CA-10-004,RFA-CA-10-004,RFA-CA-10-004,RFA-CA-10-004"
8718939,f,w,"9260550,9348578,9564831,9567083,9756258","327500.0,312500.0,312500.0,312500.0,307500.0","RFA-AA-16-007,RFA-AA-16-007,RFA-AA-17-016,RFA-AA-17-016,RFA-AA-17-016"
10215201,m,w,"10338074,10327641,9851956,9856461,10075973","267500.0,267500.0,307500.0,307500.0,290000.0","RFA-HL-19-011,RFA-HL-19-011,RFA-HL-19-011,RFA-HL-19-011,RFA-HL-19-011"
8597683,m,w,"9144791,9040712,9144790,9144788,9039782","262000.0,266000.0,262000.0,262000.0,266000.0","RFA-DK-15-001,RFA-DK-15-001,RFA-DK-15-001,RFA-DK-15-001,RFA-DK-15-001"
10645172,f,w,"10178882,10690489,10189562,10189561,10189560","174000.0,154500.0,174000.0,174000.0,174000.0","RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002"
8448229,m,w,"10187571,10382418,10392375,10392374,10392373","1160000.0,1070000.0,1070000.0,1070000.0,1070000.0","RFA-ES-17-003,RFA-ES-17-003,RFA-ES-17-003,RFA-ES-17-003,RFA-ES-17-003"
10393005,m,w,"10600115,10210133,10209790,10197294,10210851","309000.0,348000.0,348000.0,348000.0,348000.0","RFA-AI-19-073,RFA-AI-19-073,RFA-AI-19-073,RFA-AI-19-073,RFA-AI-19-073"
8734390,m,w,"9143107,8730885,8926151,8731208,8730638","982500.0,1012500.0,997500.0,997500.0,997500.0","RFA-DK-11-009,RFA-DK-11-009,RFA-DK-11-009,RFA-DK-11-009,RFA-DK-11-009"
8774929,f,w,"8639683,8968764,9180056,9188028,9179553","332500.0,327500.0,312500.0,312500.0,312500.0","RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002"
8471054,m,w,"7996282,7848683,10831226,8535175,8518485","288000.0,292000.0,206000.0,337500.0,337500.0","RFA-EY-07-001,RFA-EY-07-001,RFA-EB-23-001,RFA-GM-11-003,RFA-GM-11-003"
7943860,m,w,"7945128,8288832,8269007,8327820,8248772","180000.0,171250.0,171250.0,171250.0,171250.0","RFA-RR-09-001,RFA-RR-09-001,RFA-RR-09-001,RFA-RR-09-001,RFA-RR-09-001"
10686920,f,h,"10559603,10837461,10837481,10573727,10701030","309000.0,412000.0,412000.0,428000.0,412000.0","RFA-TR-21-008,RFA-FD-23-028,RFA-FD-23-028,RFA-FD-22-001,RFA-FD-22-001"
8378288,m,w,"9756273,9293205,9351464,9280770,9293197","1230000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
10595344,m,w,"9039815,9039809,9039810,9039813,9039814","1330000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-DK-15-002,RFA-DK-15-002,RFA-DK-15-002,RFA-DK-15-002,RFA-DK-15-002"
9970279,m,w,"9977222,10199755,10172921,10172922,10172923","922500.0,869999.9999999999,869999.9999999999,869999.9999999999,869999.9999999999","RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002"
8364939,m,w,"7938335,8723247,8364957,8628139,8691912","1080000.0,997500.0,1050000.0,997500.0,997500.0","RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005"
8378013,f,w,"8382178,8544801,8540838,8527733,8536745","2055000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
10459314,f,w,"10828175,10829093,10828588,10828513,10828510","581950.0,581950.0,581950.0,581950.0,581950.0","RFA-FD-23-027,RFA-FD-23-027,RFA-FD-23-027,RFA-FD-23-027,RFA-FD-23-027"
