APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_biobert_r_wi,APPVAL_RECS_biobert_r_wi,FOA_RECS_biobert_r_wi
7993334,m,w,"7994423,8540154,8539962,8337787,8337793","1008000.0,945000.0,959000.0,959000.0,959000.0","RFA-ES-09-003,RFA-ES-09-003,RFA-ES-09-003,RFA-ES-09-003,RFA-ES-09-003"
10454618,m,w,"7686060,7684003,7847346,7682324,7935616","175200.0,175200.0,175200.0,175200.0,175200.0","RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013"
9054053,f,h,"10694880,10692748,10694878,10694882,10694884","1184500.0,1184500.0,1184500.0,1184500.0,1184500.0","RFA-NS-21-003,RFA-NS-21-003,RFA-NS-21-003,RFA-NS-21-003,RFA-NS-21-003"
8735092,f,w,"8382381,8033988,8022167,8008618,8033914","2055000.0,2160000.0,2160000.0,2160000.0,2160000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
9119005,f,w,"8666124,8711442,8521306,8521307,8521304","945000.0,931000.0,945000.0,945000.0,945000.0","RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004"
8141266,m,w,"8846541,9067248,8846544,8846546,8846545","1330000.0,1310000.0,1330000.0,1330000.0,1330000.0","RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021"
9526395,m,a,"9899185,9927978,9738842,9902303,9902304","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002"
9016535,m,w,"8144540,8075516,8143936,8143938,7872789","1080000.0,1050000.0,1080000.0,1080000.0,1080000.0","RFA-DK-06-007,RFA-DK-06-007,RFA-DK-06-007,RFA-DK-06-007,RFA-DK-06-007"
9527148,f,w,"10203965,10172904,9962151,9962419,10445226","290000.0,290000.0,290000.0,307500.0,267500.0","RFA-ES-16-004,RFA-ES-16-004,RFA-ES-16-004,RFA-ES-16-004,RFA-ES-16-004"
8391715,m,w,"8070174,7994799,7991797,8008775,7994820","288000.0,280000.0,280000.0,280000.0,280000.0","RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002"
8473680,m,a,"10694296,10696753,10694413,10694458,10695288","257500.0,257500.0,257500.0,257500.0,257500.0","RFA-RM-22-021,RFA-RM-22-021,RFA-RM-22-021,RFA-RM-22-021,RFA-RM-22-021"
8089019,m,w,"8424991,7937882,8130693,7769129,7961833","540000.0,576000.0,548000.0,584000.0,73000.0","RFA-HL-09-011,RFA-HL-09-011,RFA-HL-09-011,RFA-HL-09-011,RFA-RM-06-002"
8376957,m,w,"8956026,8955922,9732307,9735004,9736216","399000.0,399000.0,369000.0,369000.0,369000.0","RFA-AI-14-026,RFA-AI-14-026,RFA-AI-14-026,RFA-AI-14-026,RFA-AI-14-026"
9069263,m,w,"8274430,8063735,8659373,8909672,8885024","2466000.0,2520000.0,2394000.0,2394000.0,2394000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
8909112,m,h,"9322627,9552414,9323410,9317473,9315150","332500.0,332500.0,332500.0,332500.0,332500.0","RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011"
9951052,m,w,"10576212,10582228,10582233,10582232,10582230","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026"
9989008,m,w,"7908066,7895795,7664374,10021043,10709867","2628000.0,2592000.0,2628000.0,11992500.0,10042500.0","RFA-AG-07-003,RFA-AG-07-003,RFA-AG-07-003,RFA-NS-19-012,RFA-NS-19-012"
9883489,m,w,"9539989,9526157,9983692,9560716,9746664","625000.0,625000.0,615000.0,625000.0,615000.0","RFA-DC-16-002,RFA-DC-16-002,RFA-DC-16-002,RFA-DC-16-002,RFA-DC-16-002"
7938287,f,w,"9781142,10442404,9960391,9960398,9960399","1031250.0,882750.0,1014750.0,1014750.0,1014750.0","RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007"
9804361,f,a,"8123348,8228107,7655245,7597202,7652297","350000.0,342500.0,365000.0,365000.0,365000.0","RFA-HD-06-004,RFA-HD-06-004,RFA-HD-06-004,RFA-HD-06-004,RFA-HD-06-004"
8325284,f,w,"8971761,9329844,9342869,9750688,9987199","1330000.0,1310000.0,1250000.0,1230000.0,1230000.0","RFA-DK-14-001,RFA-DK-14-001,RFA-DK-14-001,RFA-DK-14-001,RFA-DK-14-001"
9084733,f,h,"8868166,9086432,8634912,8471179,8471181","1489600.0,1467200.0,1512000.0,1512000.0,1512000.0","RFA-LM-11-001,RFA-LM-11-001,RFA-LM-11-001,RFA-LM-11-001,RFA-LM-11-001"
8130397,m,a,"7935366,8699896,7791497,7791529,8534103","504000.0,472500.00000000006,511000.0,511000.0,472500.00000000006","RFA-DK-08-010,RFA-DK-08-010,RFA-DK-08-010,RFA-DK-08-010,RFA-DK-08-010"
9828021,f,w,"8333572,8588253,8255461,8411935,8390438","350000.0,332500.0,342500.0,337500.0,337500.0","RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001"
8501598,f,a,"8708915,9146012,8311712,8308493,8379762","997500.0,997500.0,1027500.0,1027500.0,1027500.0","RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012"
9016532,f,b,"8889671,8474134,8889668,8611912,8611913","997500.0,1012500.0,997500.0,997500.0,997500.0","RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022"
9897622,m,w,"10612456,10619631,10598580,10444448,10435287","515000.0,515000.0,515000.0,535000.0,535000.0","RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004"
9788436,m,w,"8443689,8528887,8150964,8150959,8050225","274000.0,274000.0,280000.0,280000.0,288000.0","RFA-DK-10-001,RFA-DK-10-001,RFA-DK-10-001,RFA-DK-10-001,RFA-DK-10-001"
9293243,f,h,"7900732,8787984,8123253,8462512,8318267","720000.0,665000.0,700000.0,675000.0,675000.0","RFA-AI-09-010,RFA-AI-09-010,RFA-AI-09-010,RFA-AI-09-010,RFA-AI-09-010"
9891951,m,b,"9491892,10557171,10348223,10347760,10343347","375000.0,772500.0,802500.0,802500.0,802500.0","RFA-HL-15-023,RFA-AI-20-064,RFA-AI-20-064,RFA-AI-20-064,RFA-AI-20-064"
9313003,m,w,"8893053,9070601,8675836,8665910,8665909","199500.0,196500.0,199500.0,199500.0,199500.0","RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003"
7556788,f,w,"9492746,8729755,8728432,8729765,9054935","625000.0,665000.0,665000.0,665000.0,655000.0","RFA-MH-14-180,RFA-MH-14-180,RFA-MH-14-180,RFA-MH-14-180,RFA-MH-14-180"
8330952,m,w,"10730426,10731469,10731609,10731578,10470779","257500.0,257500.0,257500.0,257500.0,267500.0","RFA-DK-22-013,RFA-DK-22-013,RFA-DK-22-013,RFA-DK-22-013,RFA-DK-17-509"
8682898,m,w,"7794724,7930592,7794516,7791003,8886515","219000.0,216000.0,219000.0,219000.0,4655000.0","RFA-HS-09-002,RFA-HS-09-002,RFA-HS-09-002,RFA-HS-09-002,RFA-HS-14-009"
9323616,m,w,"9897492,9894724,9927976,9927971,9927964","184500.0,184500.0,184500.0,184500.0,184500.0","RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040"
9546506,m,w,"8103041,7666407,7677678,7677679,7666409","576000.0,584000.0,584000.0,584000.0,584000.0","RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002"
8301940,f,w,"10087865,10326785,10449341,10451579,9841903","869999.9999999999,802500.0,802500.0,802500.0,922500.0","RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081"
10361424,m,w,"10376753,10418631,9966703,9967767,10143214","535000.0,535000.0,615000.0,615000.0,580000.0","RFA-CA-19-035,RFA-CA-19-035,RFA-CA-19-035,RFA-CA-19-035,RFA-CA-19-035"
8378350,m,w,"9321858,9322434,9321817,9316423,9533919","150000.0,150000.0,150000.0,150000.0,150000.0","RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005"
10200529,f,h,"8707498,8738689,8667487,8721980,8717690","166250.0,166250.0,166250.0,166250.0,166250.0","RFA-RR-11-005,RFA-RR-11-005,RFA-RR-11-005,RFA-RR-11-005,RFA-RR-11-005"
9868112,f,w,"9186641,9782894,9995004,9995003,9994999","327500.0,307500.0,307500.0,307500.0,307500.0","RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003"
9542113,m,w,"9732367,9542113,9612847,9438360,9438086","553500.0,562500.0,589500.0,562500.0,562500.0","RFA-OH-17-001,RFA-OH-17-001,RFA-OH-17-001,RFA-OH-17-001,RFA-OH-17-001"
8015465,m,w,"8442737,8091702,8098434,8098360,8098463","472500.00000000006,490000.0,490000.0,490000.0,490000.0","RFA-HS-10-018,RFA-HS-10-018,RFA-HS-10-018,RFA-HS-10-018,RFA-HS-10-018"
9763944,f,h,"10394383,10237063,10236905,10233273,10465110","214000.0,232000.0,232000.0,232000.0,214000.0","RFA-DA-21-002,RFA-DA-21-002,RFA-DA-21-002,RFA-DA-21-002,RFA-DA-21-002"
8475813,m,w,"9567818,9983607,9413618,9413734,9979758","625000.0,615000.0,625000.0,625000.0,615000.0","RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002"
7932707,m,w,"10704668,10543377,10543288,10708037,10707451","1030000.0,1070000.0,401250.0,386250.0,386250.0","RFA-DK-21-502,RFA-DK-21-502,RFA-DK-21-022,RFA-DK-21-022,RFA-DK-21-022"
10544043,m,b,"8587441,8390438,8607850,8785614,8790905","332500.0,337500.0,332500.0,332500.0,332500.0","RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001"
10617209,f,h,"9731110,10148628,10617210,10617661,10620818","307500.0,290000.0,257500.0,257500.0,257500.0","RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002"
8746034,f,w,"10659026,10485262,10487515,10218998,10218882","309000.0,321000.0,321000.0,348000.0,348000.0","RFA-OD-19-028,RFA-OD-19-028,RFA-OD-19-028,RFA-OD-19-028,RFA-OD-19-028"
8669062,m,w,"8083216,8082090,8289434,8289429,8289433","1400000.0,1400000.0,1370000.0,1370000.0,1370000.0","RFA-HL-11-019,RFA-HL-11-019,RFA-HL-11-019,RFA-HL-11-019,RFA-HL-11-019"
10687330,f,w,"8758248,8749196,8325515,8325516,8325528","299250.0,299250.0,274000.0,274000.0,274000.0","RFA-ES-13-009,RFA-ES-13-009,RFA-ES-11-004,RFA-ES-11-004,RFA-ES-11-004"
7727712,f,w,"10321588,10578793,10579195,10596999,10597039","508250.00000000006,489250.0,489250.0,489250.0,489250.0","RFA-ES-18-001,RFA-ES-18-001,RFA-ES-18-001,RFA-ES-18-001,RFA-ES-18-001"
9286810,m,w,"9292170,9292166,9292163,9292168,9292169","1965000.0,1965000.0,1965000.0,1965000.0,1965000.0","RFA-NS-16-023,RFA-NS-16-023,RFA-NS-16-023,RFA-NS-16-023,RFA-NS-16-023"
8688960,f,w,"10501614,10683379,7665031,7662466,7668684","909500.0,875500.0,219000.0,219000.0,219000.0","RFA-CA-21-021,RFA-CA-21-021,RFA-HL-07-007,RFA-HL-07-007,RFA-HL-07-007"
8277399,m,w,"8489410,8885883,8725226,9128040,9320021","1282500.0,1263500.0,1263500.0,1244500.0,1187500.0","RFA-HL-13-011,RFA-HL-13-011,RFA-HL-13-011,RFA-HL-13-011,RFA-HL-13-011"
9310235,m,w,"7862400,7633217,7631461,7887285,7887654","1080000.0,1095000.0,1095000.0,1095000.0,1095000.0","RFA-DK-06-011,RFA-DK-06-011,RFA-DK-06-011,RFA-DK-06-011,RFA-DK-06-011"
10250422,f,w,"10681283,10500864,10729771,10636787,10020310","143170.0,148730.0,206000.0,257500.0,307500.0","RFA-AG-22-009,RFA-AG-22-009,RFA-AG-23-023,RFA-AG-19-016,RFA-AG-19-016"
8535662,m,w,"9527049,9982474,9753164,9316562,9185890","937500.0,922500.0,922500.0,937500.0,982500.0","RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015"
9056289,m,w,"9053720,9531467,9146709,9972970,9921573","1330000.0,1250000.0,1250000.0,1160000.0,1230000.0","RFA-NS-15-006,RFA-NS-15-006,RFA-NS-15-006,RFA-NS-15-006,RFA-NS-15-006"
7740112,m,w,"10219494,10220007,10367365,10363870,10220011","232000.0,232000.0,232000.0,232000.0,232000.0","RFA-OD-19-022,RFA-OD-19-022,RFA-OD-19-022,RFA-OD-19-022,RFA-OD-19-022"
9927583,m,w,"8461115,8375328,8377377,8376338,9474010","607500.0,616500.0,616500.0,616500.0,562500.0","RFA-AI-08-010,RFA-AI-08-010,RFA-AI-08-010,RFA-AI-08-010,RFA-AI-08-010"
8424255,m,h,"7690953,7691391,8318750,7919407,7921482","365000.0,365000.0,342500.0,360000.0,360000.0","RFA-AA-08-010,RFA-AA-08-010,RFA-AA-08-009,RFA-AA-08-009,RFA-AA-08-009"
10093953,m,w,"8822145,9248811,8546118,9034456,8643294","465500.0,437500.0,472500.00000000006,458500.0,465500.0","RFA-NR-13-001,RFA-NR-13-001,RFA-NR-13-001,RFA-NR-13-001,RFA-NR-13-001"
8461747,m,w,"9561895,9539149,9759658,8298387,8301456","500000.0,500000.0,492000.0,700000.0,700000.0","RFA-FD-17-011,RFA-FD-17-011,RFA-FD-17-011,RFA-FD-11-031,RFA-FD-11-031"
9737048,f,h,"9413975,9221246,9699422,9658362,9634846","625000.0,625000.0,615000.0,615000.0,615000.0","RFA-AI-14-001,RFA-AI-14-001,RFA-AI-14-001,RFA-AI-14-001,RFA-AI-14-001"
8532979,m,w,"9659552,10441650,9660083,9784896,9782980","500000.0,464000.0,500000.0,492000.0,492000.0","RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025"
9768292,f,w,"8094480,8137313,7652453,7681785,7924518","350000.0,350000.0,365000.0,365000.0,360000.0","RFA-AA-07-020,RFA-AA-07-020,RFA-AA-07-020,RFA-AA-07-020,RFA-AA-07-020"
10532538,f,w,"9900560,10018175,10019836,9899532,10701798","276750.0,276750.0,276750.0,276750.0,1030000.0","RFA-DA-19-036,RFA-DA-19-036,RFA-DA-19-036,RFA-DA-19-036,RFA-HD-22-009"
9103366,f,w,"8459703,9114408,9114407,9114398,9313016","411000.00000000006,393000.0,393000.0,393000.0,393000.0","RFA-FD-12-007,RFA-FD-12-007,RFA-FD-12-007,RFA-FD-12-007,RFA-FD-12-007"
10227948,f,w,"8754073,8752268,9045530,9063022,9251718","3990000.0,3990000.0,3930000.0,3930000.0,3750000.0","RFA-AG-14-011,RFA-AG-14-011,RFA-AG-14-011,RFA-AG-14-011,RFA-AG-14-011"
9440660,f,w,"10363128,9981091,10771404,9117340,9236185","288840.0,306270.0,256470.0,327500.0,312500.0","RFA-OD-18-007,RFA-OD-18-007,RFA-OD-18-007,RFA-DE-16-004,RFA-DE-16-004"
8448447,f,w,"8448447,8663314,8661790,8865692,8551715","270000.0,266000.0,399000.0,399000.0,405000.0","RFA-NR-12-005,RFA-NR-12-005,RFA-NR-12-004,RFA-NR-12-004,RFA-NR-12-004"
9545765,f,a,"9553736,9787487,9783513,9241848,9240310","625000.0,615000.0,615000.0,625000.0,625000.0","RFA-DK-16-015,RFA-DK-16-015,RFA-DK-16-015,RFA-DK-16-015,RFA-DK-16-015"
8389846,m,w,"8514502,8316397,8043237,8043231,8043100","1350000.0,1370000.0,1440000.0,1440000.0,1440000.0","RFA-AI-09-022,RFA-AI-09-022,RFA-AI-09-022,RFA-AI-09-022,RFA-AI-09-022"
9994966,m,w,"9853485,10669224,10696063,10696054,10696046","1230000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013"
10670333,f,w,"8972993,9981068,9761534,9761519,9759920","465500.0,430500.0,430500.0,430500.0,430500.0","RFA-DK-14-004,RFA-DK-14-004,RFA-DK-14-004,RFA-DK-14-004,RFA-DK-14-004"
10264950,m,w,"9563295,9105753,8990689,9323489,9757795","1375000.0,1441000.0,1463000.0,1375000.0,1353000.0","RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027"
7817303,m,w,"7692302,7692303,7935572,7911689,7911680","365000.0,365000.0,365000.0,360000.0,360000.0","RFA-RM-07-015,RFA-RM-07-015,RFA-RM-07-015,RFA-RM-07-015,RFA-RM-07-015"
8607882,m,w,"7900938,8102994,8316181,8316179,8322625","2016000.0,1960000.0,1918000.0,1918000.0,1918000.0","RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007"
9060404,m,w,"8058662,8060658,7799087,7798635,7797307","1120000.0,1120000.0,1152000.0,1152000.0,1152000.0","RFA-MH-07-040,RFA-MH-07-040,RFA-MH-07-040,RFA-MH-07-040,RFA-MH-07-040"
8709275,f,w,"7911316,7686908,7676200,7684197,7686950","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-08-005,RFA-CA-08-005,RFA-CA-08-005,RFA-CA-08-005,RFA-CA-08-005"
10146359,f,w,"10582232,10582226,10582233,10576212,10576213","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026"
8063772,m,a,"9706896,9706900,9706898,9706895,9706894","2373900.0,2373900.0,2373900.0,2373900.0,2373900.0","RFA-HD-16-035,RFA-HD-16-035,RFA-HD-16-035,RFA-HD-16-035,RFA-HD-16-035"
9742550,m,w,"9182930,9185116,7936245,8032877,7676892","1310000.0,1310000.0,2160000.0,2160000.0,2190000.0","RFA-DA-16-005,RFA-DA-16-005,RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007"
10404416,m,w,"10700142,10515879,8066320,8528478,8257164","772500.0,802500.0,350000.0,337500.0,342500.0","RFA-AG-22-018,RFA-AG-22-018,RFA-AR-10-010,RFA-AR-10-010,RFA-AR-10-010"
8700265,m,w,"9545630,9899174,9170589,9169619,9169615","1000000.0,984000.0,1048000.0,1048000.0,1048000.0","RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011"
8892301,m,a,"8722092,8720896,8135242,8184143,8132428","1620000.0,1620000.0,1728000.0,1728000.0,1728000.0","RFA-AI-08-006,RFA-AI-08-006,RFA-AI-08-006,RFA-AI-08-006,RFA-AI-08-006"
8725122,f,w,"7591095,8050571,7846259,7825000,7901997","1825000.0,1750000.0,1825000.0,1825000.0,1825000.0","RFA-DK-06-014,RFA-DK-06-014,RFA-DK-06-014,RFA-DK-06-014,RFA-DK-06-014"
10891329,f,w,"10762715,10761968,10761138,10556273,10693983","1854000.0,1854000.0,1854000.0,1926000.0,1854000.0","RFA-OH-23-003,RFA-OH-23-003,RFA-OH-23-003,RFA-OH-22-001,RFA-OH-22-001"
10260448,f,b,"10740570,10740237,10684535,10678256,8848508","721000.0,721000.0,231750.0,231750.0,665000.0","RFA-DA-23-026,RFA-DA-23-026,RFA-DA-23-010,RFA-DA-23-010,RFA-DA-13-009"
10201889,m,h,"8882535,8353779,8539071,9103179,8693647","665000.0,685000.0,675000.0,655000.0,665000.0","RFA-HL-12-016,RFA-HL-12-016,RFA-HL-12-016,RFA-HL-12-016,RFA-HL-12-016"
10104266,f,w,"10611448,10653997,10452653,10450116,10429287","231750.0,231750.0,240750.0,240750.0,240750.0","RFA-MH-20-500,RFA-MH-20-500,RFA-MH-20-500,RFA-MH-20-500,RFA-MH-20-500"
9041305,m,w,"9309081,9193112,10747205,7994522,8460650","500000.0,524000.0,123600.0,1080000.0,1027500.0","RFA-MD-15-011,RFA-MD-15-011,RFA-HD-23-027,RFA-HD-09-004,RFA-HD-09-004"
9550774,m,w,"9345337,9345328,9134633,9134625,9345323","472500.0,472500.0,495180.0,495180.0,472500.0","RFA-FD-15-019,RFA-FD-15-019,RFA-FD-15-019,RFA-FD-15-019,RFA-FD-15-019"
9927584,f,w,"9691127,9266292,10457675,10454558,10150752","20295000.0,20625000.0,19140000.0,19140000.0,19140000.0","RFA-AI-14-016,RFA-AI-14-016,RFA-AI-14-016,RFA-AI-14-016,RFA-AI-14-016"
8295437,m,w,"9120400,9537273,9127926,8991370,8990345","327500.0,312500.0,327500.0,332500.0,332500.0","RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017"
10532015,f,w,"10126385,10267764,10128110,10261519,10263262","246000.0,232000.0,246000.0,232000.0,232000.0","RFA-MD-20-005,RFA-MD-20-005,RFA-MD-20-005,RFA-MD-20-005,RFA-MD-20-005"
7829637,f,w,"7841368,7841137,8002313,7938085,7940995","657000.0,657000.0,648000.0,648000.0,648000.0","RFA-MH-09-173,RFA-MH-09-173,RFA-MH-09-173,RFA-MH-09-173,RFA-MH-09-173"
8537115,m,w,"9264346,9264744,9265281,9265633,9337320","262000.0,262000.0,262000.0,262000.0,250000.0","RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009"
10701944,f,w,"7884853,7935386,7883988,7883974,7935390","182500.0,180000.0,182500.0,182500.0,180000.0","RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008"
8842603,m,w,"10492637,10487531,10330342,10330219,10690696","534998.93,534998.93,579998.84,579998.84,514998.97","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
7677986,m,w,"8371203,8368259,8371247,8371284,8371293","1370000.0,1370000.0,1370000.0,1370000.0,1370000.0","RFA-AG-12-009,RFA-AG-12-009,RFA-AG-12-009,RFA-AG-12-009,RFA-AG-12-010"
9171885,m,w,"9379210,9379211,9377855,9305689,9384887","187500.0,187500.0,187500.0,187500.0,187500.0","RFA-CA-16-012,RFA-CA-16-012,RFA-CA-16-012,RFA-CA-16-010,RFA-CA-16-010"
9938413,f,w,"10457842,10213172,10226030,10225900,10225535","1070000.0,1160000.0,1160000.0,1160000.0,1160000.0","RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004"
9527426,m,w,"8294926,8690939,8307365,8497699,8471151","342500.0,332500.0,342500.0,337500.0,337500.0","RFA-HL-10-014,RFA-HL-10-014,RFA-HL-10-014,RFA-HL-10-014,RFA-HL-10-014"
9732936,f,h,"10327920,10442765,10459630,10479062,10328173","261000.0,240750.0,240750.0,240750.0,261000.0","RFA-MH-21-150,RFA-MH-21-150,RFA-MH-21-150,RFA-MH-21-150,RFA-MH-21-150"
9744452,m,w,"10224007,10174706,10223140,10223139,10205971","1160000.0,1160000.0,1160000.0,1160000.0,1160000.0","RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028"
8167632,f,w,"10172439,10559714,10172440,10112671,10112670","580000.0,515000.0,580000.0,580000.0,580000.0","RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002"
8368675,f,w,"10226568,10618170,10631870,10631896,10631899","145000.0,128750.0,128750.0,128750.0,128750.0","RFA-HD-21-010,RFA-HD-21-010,RFA-HD-21-010,RFA-HD-21-010,RFA-HD-21-010"
8619190,f,w,"8413786,8391430,8311964,10221956,10058749","245000.0,245000.0,245000.0,1102000.0,1168500.0","RFA-MD-11-008,RFA-MD-11-008,RFA-MD-11-008,RFA-MD-20-001,RFA-MD-20-001"
7683854,m,w,"8308458,7905963,7908734,7670295,7905960","1027500.0,1080000.0,1095000.0,1095000.0,1095000.0","RFA-HD-07-012,RFA-HD-07-012,RFA-HD-07-012,RFA-HD-07-012,RFA-HD-07-012"
9390979,f,w,"8034723,8444452,8089482,8091237,8051860","700000.0,675000.0,700000.0,700000.0,700000.0","RFA-EB-08-003,RFA-EB-08-003,RFA-EB-08-003,RFA-EB-08-003,RFA-EB-08-003"
8090478,f,h,"8689858,8395510,9148559,8909022,8896373","532000.0,548000.0,532000.0,532000.0,532000.0","RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012"
7790849,m,w,"7982174,7937943,8173780,7893725,8173886","73000.0,72000.0,72000.0,72000.0,72000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
9515571,f,w,"9747101,9751091,9518443,9517965,8991408","387450.0,387450.0,393750.0,393750.0,418950.0","RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011"
9259942,f,w,"8830964,8132728,8132706,8132707,8099823","997500.0,1050000.0,1050000.0,1050000.0,1050000.0","RFA-DK-10-003,RFA-DK-10-003,RFA-DK-10-003,RFA-DK-10-003,RFA-DK-10-003"
8511843,f,w,"10129286,9696563,9693848,9949294,9446458","1160000.0,1250000.0,1250000.0,1230000.0,1250000.0","RFA-AT-17-001,RFA-AT-17-001,RFA-AT-17-001,RFA-AT-17-001,RFA-AT-17-001"
8539894,m,w,"10460934,10450914,10206107,10206109,10206111","802500.0,869999.9999999999,869999.9999999999,869999.9999999999,869999.9999999999","RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
10149922,f,b,"10703733,10703789,8133009,7763575,8380430","515000.0,515000.0,489600.0,496400.0,465800.00000000006","RFA-AI-22-034,RFA-AI-22-034,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
8249397,f,w,"9074811,9673210,9078918,9075241,9074507","262000.0,246000.0,262000.0,262000.0,262000.0","RFA-HD-16-020,RFA-HD-16-020,RFA-HD-16-020,RFA-HD-16-020,RFA-HD-16-020"
9189717,m,w,"10407840,10626050,10622624,10622628,10622630","1070000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025"
10381666,f,w,"10334672,10334841,10407935,10411190,10492953","535000.0,535000.0,535000.0,535000.0,535000.0","RFA-OD-19-027,RFA-OD-19-027,RFA-OD-19-027,RFA-OD-19-027,RFA-OD-19-027"
10453564,m,w,"8889737,8640775,9120848,8639766,8640299","332500.0,337500.0,327500.0,337500.0,337500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
7827995,f,w,"8129165,7625228,7961375,7625236,7625194","6840000.0,6935000.0,6935000.0,6935000.0,6935000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
