APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_spanbert_o_w,APPVAL_RECS_spanbert_o_w,FOA_RECS_spanbert_o_w
9774027,m,a,"10662146,10233822,9978043,10246182,9975804","257500.0,23200.0,24600.0,23200.0,24600.0","RFA-DE-23-001,RFA-DE-18-012,RFA-DE-18-012,RFA-DE-18-012,RFA-DE-18-012"
8808770,m,w,"8628343,8908026,8744301,8744298,8744299","67500.0,66500.0,66500.0,66500.0,66500.0","RFA-RM-12-025,RFA-RM-12-025,RFA-RM-12-025,RFA-RM-12-025,RFA-RM-12-025"
8109692,m,w,"7932292,7684270,7683307,8131789,8143344","72000.0,73000.0,73000.0,70000.0,70000.0","RFA-AI-06-033,RFA-AI-06-033,RFA-AI-06-033,RFA-AI-06-033,RFA-AI-06-033"
8381744,m,w,"8695270,9298538,9298524,9298514,9294906","232750.0,218750.0,218750.0,218750.0,218750.0","RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002"
8144935,m,w,"8145202,8505473,8300149,8265319,8145198","3360000.0,3240000.0,3288000.0000000005,3288000.0000000005,3360000.0","RFA-HL-10-020,RFA-HL-10-020,RFA-HL-10-020,RFA-HL-10-020,RFA-HL-10-020"
8382405,m,w,"8131752,7918103,8120817,8127775,7669293","576000.0,576000.0,560000.0,560000.0,584000.0","RFA-AR-06-004,RFA-AR-06-004,RFA-AR-06-004,RFA-AR-06-004,RFA-AR-06-004"
8293207,m,w,"7900241,8173716,8305178,8317943,8321751","73000.0,72000.0,70000.0,70000.0,70000.0","RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002"
7900934,f,w,"9308959,9527150,9341300,9537509,9518901","1562500.0,1562500.0,1562500.0,1562500.0,1562500.0","RFA-ES-14-002,RFA-ES-14-002,RFA-ES-14-002,RFA-ES-14-002,RFA-ES-14-002"
10361546,m,w,"10582232,10582226,10576212,10576213,10576214","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026"
10462583,f,w,"9304988,8561487,8559171,8564160,8563280","625000.0,675000.0,675000.0,675000.0,675000.0","RFA-RM-12-015,RFA-RM-12-015,RFA-RM-12-015,RFA-RM-12-015,RFA-RM-12-015"
8129517,f,w,"8101166,8129517,8103925,7992875,7993031","70000.0,70000.0,70000.0,72000.0,72000.0","RFA-HD-09-030,RFA-HD-09-030,RFA-HD-09-030,RFA-HD-09-030,RFA-HD-09-030"
8461989,m,w,"9020316,8757326,9167414,8756792,8839117","299250.0,299250.0,294750.0,299250.0,299250.0","RFA-HL-14-017,RFA-HL-14-011,RFA-HL-14-011,RFA-HL-14-011,RFA-HL-14-011"
8327853,f,h,"9607866,7762506,7937954,7936965,8267430","625000.0,350400.0,345600.0,345600.0,336000.0","RFA-RM-17-022,RFA-DA-09-020,RFA-DA-09-020,RFA-DA-09-020,RFA-DA-09-020"
8874985,m,w,"10388387,10134353,10617824,10617828,10617829","1070000.0,1160000.0,1030000.0,1030000.0,1030000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
10608071,m,a,"9707461,9707646,9707004,9707377,9707379","492000.0,492000.0,492000.0,492000.0,492000.0","RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044"
9334182,m,a,"9983067,9986464,9987626,9987625,9987624","922500.0,922500.0,922500.0,922500.0,922500.0","RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
10200508,m,w,"10473543,10200508,10263265,10559603,9810816","428000.0,464000.0,464000.0,309000.0,369000.0","RFA-FD-20-032,RFA-FD-20-032,RFA-FD-20-032,RFA-TR-21-008,RFA-RM-18-025"
8014554,m,a,"8013749,8448147,8662590,8662644,8662667","1440000.0,1350000.0,1330000.0,1330000.0,1330000.0","RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002"
10478211,m,w,"10704389,10704363,10704390,10704274,10704276","515000.0,515000.0,515000.0,515000.0,515000.0","RFA-AR-23-002,RFA-AR-23-002,RFA-AR-23-002,RFA-AR-23-002,RFA-AR-23-002"
10001477,f,w,"10708931,10703488,10704599,10704611,10704615","1545000.0,1545000.0,1545000.0,1545000.0,1545000.0","RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048"
9774196,f,a,"10229453,10249151,10241451,10241929,10241993","290000.0,290000.0,290000.0,290000.0,290000.0","RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004"
9608245,m,a,"8687564,8883085,9097488,9097496,9097497","2394000.0,2394000.0,2358000.0,2358000.0,2358000.0","RFA-AA-12-002,RFA-AA-12-002,RFA-AA-12-002,RFA-AA-12-002,RFA-AA-12-002"
8532978,m,w,"8843937,8840638,8532976,8845241,8842187","199500.0,199500.0,202500.0,199500.0,199500.0","RFA-HL-12-008,RFA-HL-12-008,RFA-HL-12-008,RFA-HL-12-008,RFA-HL-12-008"
9567554,f,w,"9567563,9463173,9463256,9463977,9768475","312500.0,312500.0,312500.0,312500.0,307500.0","RFA-RM-17-003,RFA-RM-17-003,RFA-RM-17-003,RFA-RM-17-003,RFA-RM-17-003"
9533513,m,w,"10477055,9791166,10016227,10016229,10242183","2407500.0,2767500.0,2767500.0,2767500.0,2610000.0","RFA-CA-17-034,RFA-CA-17-034,RFA-CA-17-034,RFA-CA-17-034,RFA-CA-17-034"
10159831,m,w,"10900860,10465027,10401460,10401462,10408142","1545000.0,1605000.0,1605000.0,1605000.0,1605000.0","RFA-AI-19-012,RFA-AI-19-012,RFA-AI-19-012,RFA-AI-19-012,RFA-AI-19-012"
8080929,f,a,"8627154,8081067,8311065,8438487,7924819","332500.0,350000.0,342500.0,337500.0,350000.0","RFA-DA-09-008,RFA-DA-09-008,RFA-DA-09-008,RFA-DA-09-008,RFA-DA-09-008"
7676434,m,w,"8811405,9223649,9212089,9268705,9268706","1995000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
9490316,m,w,"9486995,9063499,8874702,9459328,9691971","624998.75,654998.6900000001,664998.67,624998.75,614998.77","RFA-OD-13-011,RFA-OD-13-011,RFA-OD-13-011,RFA-OD-13-011,RFA-OD-13-011"
7900561,m,w,"8792948,9119054,9317526,9536880,8930466","199500.0,196500.0,187500.0,187500.0,199500.0","RFA-HL-14-020,RFA-HL-14-020,RFA-HL-14-020,RFA-HL-14-020,RFA-HL-14-020"
8878147,m,w,"9784622,9993619,9210845,9404152,9212426","307500.0,307500.0,327500.0,327500.0,327500.0","RFA-RM-15-006,RFA-RM-15-006,RFA-RM-15-006,RFA-RM-15-006,RFA-RM-15-006"
8067700,f,w,"8400641,8401990,8538931,8542814,8550036","1335750.0,1335750.0,1316250.0,1316250.0,1316250.0","RFA-HL-12-037,RFA-HL-12-037,RFA-HL-12-037,RFA-HL-12-037,RFA-HL-12-037"
9197986,m,w,"10576216,10582228,10582226,10582229,10576214","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026"
10887661,m,w,"9687642,9519655,9905322,10142033,9204978","215250.0,218750.0,215250.0,215250.0,229250.0","RFA-AG-16-008,RFA-AG-16-008,RFA-AG-16-008,RFA-AG-16-008,RFA-AG-16-008"
9124658,m,a,"9592088,10206109,10252037,10252036,10252035","937500.0,869999.9999999999,869999.9999999999,869999.9999999999,869999.9999999999","RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
9421467,m,h,"9768475,9567563,9567554,9856278,9463173","307500.0,312500.0,312500.0,312500.0,312500.0","RFA-RM-17-003,RFA-RM-17-003,RFA-RM-17-003,RFA-RM-17-003,RFA-RM-17-003"
10263320,m,a,"8918417,8735078,8919080,8653228,8653370","332500.0,332500.0,332500.0,337500.0,337500.0","RFA-AR-13-010,RFA-AR-13-010,RFA-AR-13-010,RFA-AR-13-010,RFA-AR-13-010"
8103040,f,h,"8381458,8733036,8705391,8733035,8158601","548000.0,532000.0,532000.0,532000.0,560000.0","RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010"
8545808,m,w,"8723806,8723809,8959256,8959264,8959257","1330000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011"
8486383,m,w,"8486383,8644944,8329146,9494001,8298850","675000.0,665000.0,685000.0,1250000.0,1370000.0","RFA-MH-12-060,RFA-MH-12-060,RFA-MH-12-060,RFA-AI-11-003,RFA-AI-11-003"
9136686,m,w,"8515520,8724550,8366859,8367384,8529613","101250.0,99750.0,102750.0,102750.0,101250.0","RFA-HL-12-030,RFA-HL-12-030,RFA-HL-12-030,RFA-HL-12-030,RFA-HL-12-030"
10134102,m,b,"9263615,10394160,10134102,10134104,10134194","1250000.0,1160000.0,1160000.0,1160000.0,1160000.0","RFA-AI-15-056,RFA-AI-15-056,RFA-AI-15-056,RFA-AI-15-056,RFA-AI-15-056"
10465255,m,b,"9420111,9420368,9568766,9569692,9568754","375000.0,375000.0,375000.0,375000.0,375000.0","RFA-EB-17-001,RFA-EB-17-001,RFA-EB-17-001,RFA-EB-17-001,RFA-EB-17-001"
7984238,m,w,"8099591,7988539,8464625,8471051,8478035","210000.0,216000.0,202500.0,202500.0,202500.0","RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024"
9118962,m,h,"8909111,9322627,9315149,9315142,9552403","353780.0,332500.0,332500.0,332500.0,332500.0","RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011"
8144907,f,w,"8699037,8113023,8144455,8144435,8144466","332500.0,360000.0,350000.0,350000.0,350000.0","RFA-FD-10-002,RFA-FD-10-002,RFA-FD-10-002,RFA-FD-10-002,RFA-FD-10-002"
9568794,f,b,"9710508,9754773,9735422,9733337,9386289","312500.0,307500.0,307500.0,307500.0,312500.0","RFA-RM-16-015,RFA-RM-16-015,RFA-RM-16-015,RFA-RM-16-015,RFA-RM-16-015"
9693906,m,w,"9671893,10179382,9260440,9258541,9260653","2152500.0,2030000.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
9608244,f,w,"10350586,10544317,10056071,10056070,10056069","1337500.0,1287500.0,1450000.0,1450000.0,1450000.0","RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002"
9095087,m,w,"9749152,9515929,9721228,9515935,9390337","184500.0,187500.0,187500.0,187500.0,187500.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
9982339,f,a,"10643941,10226352,10064156,10062757,10453756","515000.0,580000.0,615000.0,615000.0,535000.0","RFA-DK-19-014,RFA-DK-19-014,RFA-DK-19-014,RFA-DK-19-014,RFA-DK-19-014"
8076289,m,w,"8722474,8733606,8541743,8733597,8733600","1995000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
10671052,m,h,"9736785,10178077,9955301,9564694,9454132","615000.0,580000.0,615000.0,625000.0,625000.0","RFA-HL-17-020,RFA-HL-17-020,RFA-HL-17-020,RFA-HL-17-020,RFA-HL-17-020"
8889474,m,w,"10146395,9554901,9538742,9543287,9520117","2030000.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
8540144,f,h,"8539318,8529248,8539322,8539323,8539330","2055000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
8901503,m,h,"8911824,8535754,8511627,9116822,8726388","53200.0,54000.0,54000.0,50000.0,53200.0","RFA-DK-11-014,RFA-DK-11-014,RFA-DK-11-014,RFA-DK-11-014,RFA-DK-11-014"
10065384,f,w,"9703435,9703434,10355901,10413651,10732795","184500.0,184500.0,160500.0,160500.0,256470.0","RFA-CA-18-009,RFA-CA-18-009,RFA-CA-21-007,RFA-CA-21-007,RFA-CA-20-014"
10335261,f,w,"9256997,9256990,9552844,9538733,9257607","2187500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
9056488,m,w,"9552838,9674477,9673714,9674464,9674467","2187500.0,2152500.0,2152500.0,2152500.0,2152500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
7885538,f,w,"8286746,8106158,8085758,8102036,8092479","685000.0,700000.0,700000.0,700000.0,700000.0","RFA-HS-08-001,RFA-HS-08-001,RFA-HS-08-001,RFA-HS-08-001,RFA-HS-08-001"
9313195,f,w,"10231797,9916276,10424467,10424468,10447073","1392000.0,1476000.0,1284000.0,1284000.0,1284000.0","RFA-OD-19-001,RFA-OD-19-001,RFA-OD-19-001,RFA-OD-19-001,RFA-OD-19-001"
8379685,m,a,"10809411,10800561,10809410,10809408,10809407","257500.0,257500.0,257500.0,257500.0,257500.0","RFA-MD-23-001,RFA-MD-23-001,RFA-MD-23-001,RFA-MD-23-001,RFA-MD-23-001"
9762903,m,w,"10641509,10397054,10400036,9729176,9929600","772500.0,802500.0,802500.0,922500.0,922500.0","RFA-ES-22-002,RFA-ES-18-004,RFA-ES-18-004,RFA-ES-18-004,RFA-ES-18-004"
9443167,m,w,"9901478,10225309,9795724,9795162,9794266","246000.0,232000.0,246000.0,246000.0,246000.0","RFA-CA-18-002,RFA-CA-18-002,RFA-CA-18-002,RFA-CA-18-002,RFA-CA-18-002"
8278621,m,w,"10218160,10058126,10059765,10059764,10058981","696000.0,738000.0,738000.0,738000.0,738000.0","RFA-DK-19-010,RFA-DK-19-010,RFA-DK-19-010,RFA-DK-19-010,RFA-DK-19-010"
9853483,m,w,"9854041,10669224,10696063,10696054,10696046","1230000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013"
8808015,f,w,"10087167,10087243,10086915,10479994,10472643","738000.0,738000.0,738000.0,642000.0,642000.0","RFA-CA-20-006,RFA-CA-20-006,RFA-CA-20-006,RFA-CA-20-006,RFA-CA-20-006"
8326757,m,w,"7834961,8726928,8726930,8726935,8726934","3285000.0,3037500.0,3037500.0,3037500.0,3037500.0","RFA-CA-09-009,RFA-CA-09-009,RFA-CA-09-009,RFA-CA-09-009,RFA-CA-09-009"
10413819,f,a,"10402246,10621818,10147155,10117891,10117883","53500.0,51500.0,57999.99999999999,57999.99999999999,57999.99999999999","RFA-HL-20-001,RFA-HL-20-001,RFA-HL-20-001,RFA-HL-20-001,RFA-HL-20-001"
9540689,f,w,"8504842,8500683,10829991,10828192,10828532","685000.0,685000.0,370800.0,370800.0,370800.0","RFA-FD-12-014,RFA-FD-12-014,RFA-FD-23-019,RFA-FD-23-019,RFA-FD-23-019"
9572401,m,w,"9570631,10266749,9353726,9356315,9354175","1250000.0,1160000.0,1250000.0,1250000.0,1250000.0","RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001"
9937217,m,w,"8733954,8625107,9112786,9094541,9114066","266000.0,270000.0,262000.0,262000.0,262000.0","RFA-CA-13-001,RFA-CA-13-001,RFA-CA-13-001,RFA-CA-13-001,RFA-CA-13-001"
7746212,m,h,"8665108,9648684,9542497,9631927,9526788","1995000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
7888357,m,w,"8725347,8471109,7618059,7575295,7790073","1350000.0,1350000.0,1460000.0,1460000.0,1460000.0","RFA-ES-07-008,RFA-ES-07-008,RFA-ES-07-008,RFA-ES-07-008,RFA-ES-07-008"
10503570,f,h,"9372873,10001348,9772127,9547136,9547137","500000.0,492000.0,492000.0,500000.0,500000.0","RFA-FD-16-043,RFA-FD-16-043,RFA-FD-16-043,RFA-FD-16-043,RFA-FD-16-043"
8898804,m,w,"8513990,8689016,8152547,8153835,8499174","1080000.0,1064000.0,1120000.0,1120000.0,1080000.0","RFA-ES-10-002,RFA-ES-10-002,RFA-ES-10-002,RFA-ES-10-002,RFA-ES-10-002"
9180130,f,w,"9464399,8705106,9244669,9250646,9044596","93750.0,99750.0,93750.0,93750.0,98250.0","RFA-HD-14-017,RFA-HD-14-017,RFA-HD-14-017,RFA-HD-14-017,RFA-HD-14-017"
9841005,f,w,"9554906,9553763,9532180,9520122,9543281","2187500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
8132212,m,w,"8102026,8173902,8174728,8174727,8174726","7000000.0,7200000.0,7200000.0,7200000.0,7200000.0","RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
10338882,f,w,"10727597,10727197,10723352,10723510,10724784","103000.0,103000.0,103000.0,103000.0,103000.0","RFA-AG-23-031,RFA-AG-23-031,RFA-AG-23-031,RFA-AG-23-031,RFA-AG-23-031"
8507252,f,w,"8136590,7797774,7795475,7942017,7942019","616000.0,642400.0,642400.0,633600.0,633600.0","RFA-HD-08-014,RFA-HD-08-014,RFA-HD-08-014,RFA-HD-08-014,RFA-HD-08-014"
8650854,f,a,"10134341,9491810,9491804,9491812,9491808","1160000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001"
8929424,m,w,"8889224,8738629,9125784,9112786,9094541","266000.0,266000.0,262000.0,262000.0,262000.0","RFA-CA-13-001,RFA-CA-13-001,RFA-CA-13-001,RFA-CA-13-001,RFA-CA-13-001"
8726574,m,w,"7930592,7794724,7794516,7791003,7846354","216000.0,219000.0,219000.0,219000.0,438000.0","RFA-HS-09-002,RFA-HS-09-002,RFA-HS-09-002,RFA-HS-09-002,RFA-NR-09-005"
7676781,m,w,"7690795,7904811,7631239,7810619,8069145","730000.0,720000.0,292000.0,288000.0,280000.0","RFA-NS-06-008,RFA-NS-06-008,RFA-NS-06-009,RFA-NS-06-009,RFA-NS-06-009"
7851422,m,a,"8119940,7921792,7629098,7630530,7630565","612000.0,620500.0,620500.0,620500.0,620500.0","RFA-ES-06-011,RFA-ES-06-011,RFA-ES-06-011,RFA-ES-06-011,RFA-ES-06-011"
9984183,m,w,"10460931,9987624,9987626,9987627,9987628","802500.0,922500.0,922500.0,922500.0,922500.0","RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
9118593,m,w,"8173910,8101330,8365147,8365146,8365145","7200000.0,7000000.0,7000000.0,7000000.0,7000000.0","RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
9749013,m,w,"10019093,10621196,10427408,10427410,10427413","1476000.0,1236000.0,1284000.0,1284000.0,1284000.0","RFA-AI-19-043,RFA-AI-19-043,RFA-AI-19-043,RFA-AI-19-043,RFA-AI-19-043"
8035283,m,w,"8102731,8072322,7892575,7929956,7694151","700000.0,720000.0,720000.0,730000.0,730000.0","RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006"
8605852,m,w,"9038223,9038228,9037571,9037575,9037574","1834000.0,1834000.0,1834000.0,1834000.0,1834000.0","RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013"
10055998,m,a,"10479040,10320642,10694859,10479093,10696152","401250.0,435000.0,386250.0,401250.0,386250.0","RFA-AT-21-003,RFA-AT-21-003,RFA-AT-21-003,RFA-AT-21-003,RFA-AT-21-003"
10288652,f,w,"10662759,10662757,10574136,10444519,10449651","3914000.0,3914000.0,515000.0,535000.0,535000.0","RFA-OD-22-003,RFA-OD-22-003,RFA-OD-21-002,RFA-OD-21-002,RFA-OD-21-002"
9135690,m,w,"9135690,9266776,9260968,9629698,9859385","665000.0,655000.0,665000.0,615000.0,615000.0","RFA-DK-14-023,RFA-DK-14-023,RFA-DK-14-023,RFA-DK-16-014,RFA-DK-16-014"
7631241,m,w,"7904811,7690795,8068669,7676777,7631218","720000.0,730000.0,280000.0,292000.0,292000.0","RFA-NS-06-008,RFA-NS-06-008,RFA-NS-06-009,RFA-NS-06-009,RFA-NS-06-009"
9966726,m,w,"10447084,9734029,9970211,10668981,10215473","695500.0,799500.0,799500.0,669500.0,754000.0","RFA-DE-17-002,RFA-DE-17-002,RFA-DE-17-002,RFA-DE-17-002,RFA-DE-17-002"
7729467,f,w,"8758050,9430880,9429358,9569726,9568823","332500.0,62500.0,62500.0,62500.0,62500.0","RFA-AG-14-012,RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016"
9560620,m,h,"8712511,8537955,8330793,8468762,8518485","332500.0,337500.0,342500.0,337500.0,337500.0","RFA-GM-11-003,RFA-GM-11-003,RFA-GM-11-003,RFA-GM-11-003,RFA-GM-11-003"
8375943,m,w,"10625692,10625576,10625693,10625172,10625173","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-AI-22-001,RFA-AI-22-001,RFA-AI-22-001,RFA-AI-22-001,RFA-AI-22-001"
8588688,f,b,"8472110,7935600,8469689,7925817,7918746","685000.0,730000.0,685000.0,720000.0,720000.0","RFA-HD-06-008,RFA-HD-06-008,RFA-HD-06-008,RFA-HD-06-008,RFA-HD-06-008"
8053808,m,w,"7912418,7673872,8432110,8664185,8079051","365000.0,365000.0,350000.0,350000.0,350000.0","RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001"
10673069,f,w,"10307084,10530597,10534678,10534252,10534241","802500.0,772500.0,772500.0,772500.0,772500.0","RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001"
8215485,m,w,"7816208,7828749,7836763,7830248,7819331","1440000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
9447219,m,a,"8877436,8281251,8451833,9041010,8644874","465500.0,479500.00000000006,472500.00000000006,458500.0,465500.0","RFA-HL-12-007,RFA-HL-12-007,RFA-HL-12-007,RFA-HL-12-007,RFA-HL-12-007"
10480045,m,w,"9281782,8703891,8703237,9102131,9098766","625000.0,665000.0,665000.0,655000.0,655000.0","RFA-GM-14-007,RFA-GM-14-007,RFA-GM-14-007,RFA-GM-14-007,RFA-GM-14-007"
10610660,f,w,"10038020,10458120,10458123,10470724,10470725","922500.0,802500.0,802500.0,802500.0,802500.0","RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023"
8541730,f,w,"8730556,8548294,8265764,8325753,8323624","166250.0,168750.0,175000.0,175000.0,175000.0","RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503"
8660639,m,w,"7870089,7890855,7859818,7932676,8010757","1460000.0,1460000.0,1460000.0,1460000.0,1440000.0","RFA-AI-07-013,RFA-AI-07-013,RFA-AI-07-013,RFA-AI-07-013,RFA-AI-07-013"
9035341,m,w,"8195743,8378543,8300064,8378296,8306790","2170000.0,2123500.0,2123500.0,2123500.0,2123500.0","RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013"
7932579,m,w,"10615596,10137286,9734502,10615589,10613379","1236000.0,1392000.0,1476000.0,1236000.0,1236000.0","RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017"
9321532,m,w,"9750628,9332147,9321528,9319887,9323177","1230000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028"
8606723,m,w,"7869229,7919244,8137945,8099721,7926024","360000.0,360000.0,350000.0,350000.0,365000.0","RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011"
9592148,m,w,"9403217,9827572,9392920,9595396,9592148","500000.0,492000.0,500000.0,492000.0,492000.0","RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018"
9315142,m,w,"10019514,10200023,10200016,10200015,10200014","984000.0,928000.0,928000.0,928000.0,928000.0","RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501"
8339352,m,w,"8606976,9263659,9441850,9230861,9172476","498750.0,491250.0,468750.0,468750.0,498750.0","RFA-HL-13-027,RFA-HL-13-027,RFA-HL-13-027,RFA-HL-13-027,RFA-HL-13-027"
9676277,f,h,"10000404,9260377,9260647,9260648,9257883","2152500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
7942900,m,w,"8521778,8337801,8517175,8240860,8240719","685000.0,685000.0,675000.0,700000.0,700000.0","RFA-HG-11-003,RFA-HG-11-003,RFA-HG-11-003,RFA-HG-11-003,RFA-HG-11-003"
10084689,m,b,"10470121,10226225,9824292,10021617,10021618","1605000.0,1739999.9999999998,1845000.0,1845000.0,1845000.0","RFA-CA-18-018,RFA-CA-18-018,RFA-CA-18-018,RFA-CA-18-018,RFA-CA-18-018"
10474683,f,w,"10467167,9867903,10695086,10662567,10588504","348000.0,369000.0,309000.0,309000.0,321000.0","RFA-AT-19-006,RFA-AT-19-006,RFA-AT-19-006,RFA-AT-19-006,RFA-AT-19-006"
8528632,m,w,"8360464,8360590,8071501,8359769,8359770","280000.0,280000.0,280000.0,280000.0,280000.0","RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001"
9671890,f,w,"9694676,10179383,9259338,9260440,9258541","2152500.0,2030000.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
10157320,f,w,"8919080,8735074,8735078,9128580,8918417","332500.0,332500.0,332500.0,327500.0,332500.0","RFA-AR-13-010,RFA-AR-13-010,RFA-AR-13-010,RFA-AR-13-010,RFA-AR-13-010"
10421400,m,w,"10056072,10056071,10056070,10056069,10544321","1450000.0,1450000.0,1450000.0,1450000.0,1287500.0","RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002"
9781758,m,w,"10321882,10025851,10318078,10318560,10026575","85600.0,92800.0,85600.0,85600.0,92800.0","RFA-HL-20-007,RFA-HL-20-007,RFA-HL-20-007,RFA-HL-20-007,RFA-HL-20-007"
