APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_spanbert_o_w,APPVAL_RECS_spanbert_o_w,FOA_RECS_spanbert_o_w
8520046,m,w,"9340010,8846274,8846190,9349356,9341006","875000.0,931000.0,931000.0,875000.0,875000.0","RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016"
9332366,f,w,"10694820,10018848,10695060,10694891,10470797","257500.0,307500.0,257500.0,257500.0,267500.0","RFA-DK-18-507,RFA-DK-18-507,RFA-DK-18-507,RFA-DK-18-507,RFA-DK-18-507"
8920545,m,w,"10470779,10470777,10470742,10470773,9608674","267500.0,267500.0,267500.0,267500.0,312500.0","RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509"
10013563,m,w,"8116354,7899477,7619550,7623169,7619549","468000.0,474500.0,474500.0,474500.0,474500.0","RFA-DA-07-005,RFA-DA-07-005,RFA-DA-07-005,RFA-DA-07-005,RFA-DA-07-005"
7778742,m,w,"8786544,8425028,7988444,7988914,8015105","997500.0,1012500.0,1050000.0,1050000.0,1050000.0","RFA-DK-09-005,RFA-DK-09-005,RFA-DK-09-005,RFA-DK-09-005,RFA-DK-09-005"
8849042,m,w,"9064040,9318382,9318399,9440525,9246398","1310000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
8879187,f,b,"8689156,8550129,8411660,8876775,8018479","532000.0,540000.0,548000.0,532000.0,350000.0","RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035,RFA-HL-07-009"
9612492,m,w,"9139402,9318378,9747174,9747168,9747164","262000.0,250000.0,246000.0,246000.0,246000.0","RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003"
7903428,f,w,"8119429,7915184,7915188,7915187,7915186","1756800.0,1781200.0,1756800.0,1781200.0,1781200.0","RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002"
8920695,m,h,"8382591,8723123,8733594,8721867,8921518","2055000.0,1995000.0,1995000.0,1995000.0,1995000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
10245896,m,a,"8756976,9766283,9551573,9535089,9532753","931000.0,861000.0,875000.0,875000.0,875000.0","RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006"
7573426,m,w,"7935083,7938309,8260129,8307552,8537732","432000.0,432000.0,420000.0,411000.00000000006,411000.00000000006","RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007"
7656696,m,h,"7778835,7643552,8473682,8444452,8537755","720000.0,730000.0,675000.0,675000.0,675000.0","RFA-EB-08-003,RFA-EB-08-003,RFA-EB-08-003,RFA-EB-08-003,RFA-EB-08-003"
8376563,m,w,"9532579,9765062,9324140,9318446,9352778","625000.0,615000.0,625000.0,625000.0,625000.0","RFA-AR-16-003,RFA-AR-16-003,RFA-AR-16-003,RFA-AR-16-003,RFA-AR-16-003"
9100656,m,h,"7696406,8508798,7696197,7846526,7918570","1460000.0,1350000.0,1460000.0,1460000.0,1460000.0","RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014"
9067860,m,w,"10478135,10590657,10248080,10250264,10250764","4120000.0,4120000.0,4640000.0,4640000.0,4640000.0","RFA-CA-20-033,RFA-CA-20-033,RFA-CA-20-033,RFA-CA-20-033,RFA-CA-20-033"
10439933,f,w,"9384887,9306535,9305689,9458132,9458717","187500.0,187500.0,187500.0,250000.0,250000.0","RFA-CA-16-010,RFA-CA-16-010,RFA-CA-16-010,RFA-CA-15-009,RFA-CA-15-009"
9893850,f,w,"9893850,10378747,10131155,10596565,9765880","615000.0,535000.0,580000.0,515000.0,615000.0","RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013"
9852507,f,w,"9901363,9654469,9783891,10141077,10180770","553500.0,562500.0,553500.0,522000.0,553500.0","RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002"
7750586,m,w,"8681356,8409958,8691723,8865544,8890101","199500.0,205500.00000000003,199500.0,199500.0,199500.0","RFA-AI-11-018,RFA-AI-11-018,RFA-AI-11-018,RFA-AI-11-018,RFA-AI-11-018"
9752514,m,w,"10452740,9752517,9750294,9750295,9750297","802500.0,922500.0,922500.0,922500.0,922500.0","RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
9547256,m,w,"9476924,10214494,9988356,9988357,9988360","437500.0,406000.0,430500.0,430500.0,430500.0","RFA-AI-16-008,RFA-AI-16-008,RFA-AI-16-008,RFA-AI-16-008,RFA-AI-16-008"
10691911,m,w,"10703443,9850370,9572401,9569260,9569266","515000.0,615000.0,625000.0,625000.0,625000.0","RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002"
9989552,m,w,"10004569,9990714,9524880,9524917,9778727","1230000.0,1230000.0,1250000.0,1250000.0,1230000.0","RFA-CA-17-024,RFA-CA-17-024,RFA-CA-17-024,RFA-CA-17-024,RFA-CA-17-024"
8365163,m,w,"7961842,7686389,8173801,8173800,7907600","73000.0,73000.0,72000.0,72000.0,72000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
7905197,m,w,"7930607,7930609,8134300,7694268,7868750","1752000.0,1752000.0,1728000.0,1752000.0,1752000.0","RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007"
9533996,f,w,"9987505,9514902,9752463,9752464,9947875","1230000.0,1250000.0,1230000.0,1230000.0,1230000.0","RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028"
8056801,f,w,"9972910,9172967,9517856,9517855,9542302","922500.0,982500.0,937500.0,937500.0,937500.0","RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010"
9475082,f,w,"9785838,9983640,9347018,9185890,9316562","937500.0,922500.0,982500.0,982500.0,937500.0","RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015"
7797602,f,b,"7800344,8204034,8265955,8341273,8196952","72000.0,68500.0,68500.0,68500.0,68500.0","RFA-MD-08-006,RFA-MD-08-006,RFA-MD-08-006,RFA-MD-08-006,RFA-MD-08-006"
8691551,m,w,"9753568,9496938,10468020,10009332,10229378","1230000.0,1250000.0,1070000.0,1230000.0,1160000.0","RFA-RM-16-019,RFA-RM-16-019,RFA-RM-16-019,RFA-RM-16-019,RFA-RM-16-019"
7658237,m,w,"7940030,7938557,7940735,7940698,7939530","432000.0,432000.0,432000.0,432000.0,432000.0","RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007"
8375469,f,w,"7676304,7675643,7675198,7675197,7675196","438000.0,438000.0,438000.0,438000.0,438000.0","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
9900325,f,h,"7835490,7856955,8115664,7817177,7835873","468000.0,474500.0,468000.0,468000.0,468000.0","RFA-DA-07-005,RFA-DA-07-005,RFA-DA-07-005,RFA-DA-07-005,RFA-DA-07-005"
8659423,m,w,"9674464,9673710,9672940,9672939,9672938","2152500.0,2152500.0,2152500.0,2152500.0,2152500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
9978601,m,w,"10017150,10684145,10475865,10684137,10017163","6457500.0,5407500.0,5617500.0,5407500.0,6457500.0","RFA-AG-19-010,RFA-AG-19-010,RFA-AG-19-010,RFA-AG-19-010,RFA-AG-19-010"
8399839,m,w,"10339955,10707894,8325222,7633217,7631461","428000.0,412000.0,1050000.0,1095000.0,1095000.0","RFA-DK-20-506,RFA-DK-20-506,RFA-DK-06-011,RFA-DK-06-011,RFA-DK-06-011"
9565766,m,w,"9469499,9044571,9044575,9061408,9084552","1000000.0,1048000.0,1048000.0,1048000.0,1048000.0","RFA-ES-13-002,RFA-ES-13-002,RFA-ES-13-002,RFA-ES-13-002,RFA-ES-13-002"
9317706,f,w,"8360446,8359656,8359582,8129510,8360546","280000.0,280000.0,280000.0,280000.0,280000.0","RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001"
9514768,f,w,"10250429,10475126,10475869,10475865,10475862","6090000.0,5617500.0,5617500.0,5617500.0,5617500.0","RFA-AG-19-010,RFA-AG-19-010,RFA-AG-19-010,RFA-AG-19-010,RFA-AG-19-010"
9550778,m,b,"9700082,9776477,9778794,9592410,9518128","246000.0,246000.0,246000.0,250000.0,250000.0","RFA-CA-17-018,RFA-CA-17-018,RFA-CA-17-018,RFA-CA-17-018,RFA-CA-17-018"
8066691,m,h,"7894442,8109581,7903514,7905632,7901199","360000.0,360000.0,365000.0,365000.0,365000.0","RFA-GM-08-002,RFA-GM-08-002,RFA-GM-08-002,RFA-GM-08-002,RFA-GM-08-002"
9414391,m,w,"9558600,9414391,9558641,9413012,10624857","4125000.0,4125000.0,4125000.0,4125000.0,515000.0","RFA-AG-17-057,RFA-AG-17-057,RFA-AG-17-057,RFA-AG-17-057,RFA-AG-22-006"
9608711,m,w,"8687564,8883088,8723337,9302624,9302617","2394000.0,2394000.0,2430000.0,2250000.0,2250000.0","RFA-AA-12-002,RFA-AA-12-002,RFA-AA-12-002,RFA-AA-12-002,RFA-AA-12-002"
10404437,m,w,"10382408,10359637,10142367,10610343,9974269","1926000.0,2088000.0,2088000.0,1854000.0,2214000.0","RFA-AI-19-014,RFA-AI-19-014,RFA-AI-19-014,RFA-AI-19-014,RFA-AI-19-014"
9522003,m,w,"10684939,10699998,10687072,10687075,10687077","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
9263859,f,w,"8468478,8662583,8458383,8514257,8235750","1027500.0,997500.0,1027500.0,1027500.0,1027500.0","RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001"
10525192,f,w,"10045655,9627724,9627420,9627419,9627417","307500.0,2000000.0,2000000.0,2000000.0,2000000.0","RFA-CA-19-053,RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035"
8790574,m,h,"9081623,9283606,8728687,9057601,9132351","982500.0,937500.0,997500.0,982500.0,982500.0","RFA-HD-14-026,RFA-HD-14-026,RFA-HD-14-026,RFA-HD-14-026,RFA-HD-14-026"
9644048,f,a,"10104482,9452802,9935045,9881274,9875335","290000.0,312500.0,307500.0,307500.0,307500.0","RFA-DK-16-016,RFA-DK-16-016,RFA-DK-16-016,RFA-DK-16-016,RFA-DK-16-016"
8461242,f,w,"7899450,8448746,8376602,8376597,8564797","1095000.0,1012500.0,1027500.0,1027500.0,1027500.0","RFA-DK-07-010,RFA-DK-07-010,RFA-DK-07-010,RFA-DK-07-010,RFA-DK-07-010"
9085450,m,w,"9103213,8239805,8539105,9308007,8338822","2292500.0,2450000.0,2362500.0,2187500.0,2397500.0","RFA-NS-11-009,RFA-NS-11-009,RFA-NS-11-009,RFA-NS-11-009,RFA-NS-11-009"
7941872,m,w,"7943045,7940945,7938660,7938687,7940802","1440000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
8894056,m,w,"10165781,9964553,10359183,9918943,9733632","812000.0,861000.0,749000.0,492000.0,492000.0","RFA-HG-18-001,RFA-HG-18-001,RFA-HG-18-001,RFA-HG-18-002,RFA-HG-18-002"
9052094,f,w,"9172413,9172538,9526974,9526403,9519739","1441000.0,1441000.0,1375000.0,1375000.0,1375000.0","RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018"
9985190,m,b,"10588237,10219118,9900728,9729229,9729228","1545000.0,1739999.9999999998,1845000.0,1845000.0,1845000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
9352740,m,w,"10017150,10684145,10475865,10684137,10017163","6457500.0,5407500.0,5617500.0,5407500.0,6457500.0","RFA-AG-19-010,RFA-AG-19-010,RFA-AG-19-010,RFA-AG-19-010,RFA-AG-19-010"
8690906,m,w,"8513365,8546407,8146184,8149802,8152238","2025000.0,2025000.0,2100000.0,2100000.0,2100000.0","RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007"
9557571,f,w,"9737731,9341011,9348410,9348393,9348394","861000.0,875000.0,875000.0,875000.0,875000.0","RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009"
8377944,m,w,"9076635,8604199,8734464,8733761,8733765","1310000.0,1350000.0,1330000.0,1330000.0,1330000.0","RFA-AR-13-012,RFA-AR-13-012,RFA-AR-13-012,RFA-AR-13-012,RFA-AR-13-012"
7856355,f,w,"9627418,9627275,10441646,9627727,9627577","2000000.0,2000000.0,1856000.0,2000000.0,2000000.0","RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035"
8284352,m,h,"9052459,9068253,8918034,8850915,8278774","166250.0,163750.0,166250.0,166250.0,171250.0","RFA-NS-12-002,RFA-NS-12-002,RFA-NS-12-002,RFA-NS-12-002,RFA-NS-12-002"
7764313,f,w,"10694901,9923558,10461737,10461738,10461739","1545000.0,1845000.0,1605000.0,1605000.0,1605000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
10499403,m,w,"10656185,10214758,10617228,10617227,10615617","154500.0,184500.0,154500.0,154500.0,154500.0","RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002"
8337273,m,w,"7691364,8060093,8240719,8240860,8517175","365000.0,360000.0,700000.0,700000.0,675000.0","RFA-HL-08-004,RFA-HL-08-004,RFA-HG-11-003,RFA-HG-11-003,RFA-HG-11-003"
8707989,f,w,"7826005,8381745,8379852,8382250,8379868","3285000.0,3082500.0000000005,3082500.0000000005,3082500.0000000005,3082500.0000000005","RFA-CA-09-009,RFA-CA-09-009,RFA-CA-09-009,RFA-CA-09-009,RFA-CA-09-009"
8231456,m,h,"8851212,8852336,8851806,8851786,8851796","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
8642228,m,w,"10662757,10662759,10451121,10666054,10450438","3914000.0,3914000.0,535000.0,515000.0,535000.0","RFA-OD-22-003,RFA-OD-22-003,RFA-OD-21-002,RFA-OD-21-002,RFA-OD-21-002"
9096099,f,w,"7859939,8134781,7929921,8134471,8134472","1095000.0,1080000.0,1080000.0,1080000.0,1080000.0","RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003"
9207637,f,w,"7790111,7940940,7790369,7937953,7940939","292000.0,288000.0,292000.0,288000.0,288000.0","RFA-RR-09-004,RFA-RR-09-004,RFA-RR-09-004,RFA-RR-09-004,RFA-RR-09-004"
8440888,m,w,"7837519,8441009,8440497,8440496,8065957","1440000.0,1400000.0,1400000.0,1400000.0,1400000.0","RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002"
10065441,m,w,"9313440,9142348,9315172,9757832,9540069","23547250.0,23547250.0,22468750.0,22109250.0,22468750.0","RFA-HD-15-029,RFA-HD-15-029,RFA-HD-15-029,RFA-HD-15-029,RFA-HD-15-029"
10622128,f,w,"9303517,8380343,8523175,8492009,8523178","1441000.0,1507000.0000000002,1485000.0,1485000.0,1485000.0","RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041"
9815293,f,w,"10441432,10469319,10228319,10228509,10584936","856000.0,856000.0,928000.0,928000.0,515000.0","RFA-HG-20-037,RFA-HG-20-037,RFA-HG-20-037,RFA-HG-20-037,RFA-HG-22-001"
10003455,m,w,"9051168,9150569,7682983,7643794,7931241","266000.0,262000.0,292000.0,292000.0,292000.0","RFA-RM-15-002,RFA-RM-15-002,RFA-MH-08-060,RFA-MH-08-060,RFA-MH-08-060"
10700012,m,a,"9827718,10168518,10167694,10656391,10656280","922500.0,869999.9999999999,869999.9999999999,772500.0,772500.0","RFA-DK-18-503,RFA-DK-18-503,RFA-DK-18-503,RFA-DK-18-503,RFA-DK-18-503"
9546849,m,w,"8468014,8176786,8530288,8460981,8733854","540000.0,560000.0,540000.0,540000.0,540000.0","RFA-MH-11-050,RFA-MH-11-050,RFA-MH-11-050,RFA-MH-11-050,RFA-MH-11-050"
10406901,f,w,"8467857,8722607,8866459,9305121,9297365","202500.0,199500.0,199500.0,187500.0,187500.0","RFA-HL-13-005,RFA-HL-13-005,RFA-HL-13-005,RFA-HL-13-005,RFA-HL-13-005"
8210201,m,w,"8438452,8452200,8444497,8489342,8530284","540000.0,540000.0,540000.0,540000.0,540000.0","RFA-MH-10-060,RFA-MH-10-060,RFA-MH-10-060,RFA-MH-10-060,RFA-MH-10-060"
10155547,m,w,"7903869,7907874,8144786,8144915,7673840","1584000.0,1584000.0,1540000.0,1540000.0,1606000.0","RFA-HD-06-010,RFA-HD-06-010,RFA-HD-06-010,RFA-HD-06-010,RFA-HD-06-010"
10380652,f,w,"9828762,9612505,9604725,9604726,9609404","1537500.0,1537500.0,1537500.0,1537500.0,1537500.0","RFA-AA-17-002,RFA-AA-17-002,RFA-AA-17-002,RFA-AA-17-002,RFA-AA-17-002"
8328121,m,w,"7681342,7679833,8137700,8150403,8511886","1825000.0,1825000.0,1750000.0,1750000.0,1750000.0","RFA-OD-08-001,RFA-OD-08-001,RFA-OD-08-001,RFA-OD-08-001,RFA-OD-08-001"
9728688,f,w,"10355468,9982766,9922863,9922862,9900729","1605000.0,1845000.0,1845000.0,1845000.0,1845000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
9762768,f,a,"8848724,9267086,9267083,9267082,9267084","1330000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
10366039,m,w,"10168130,10162823,10162824,10162825,10162826","1739999.9999999998,1739999.9999999998,1739999.9999999998,1739999.9999999998,1739999.9999999998","RFA-AI-20-001,RFA-AI-20-001,RFA-AI-20-001,RFA-AI-20-001,RFA-AI-20-001"
8525585,m,w,"8183624,8185322,8183383,8188836,8186130","685000.0,685000.0,700000.0,700000.0,700000.0","RFA-RR-10-011,RFA-RR-10-011,RFA-RR-10-011,RFA-RR-10-011,RFA-RR-10-011"
9149219,m,w,"9552154,10007112,9340191,9562344,9340220","875000.0,861000.0,875000.0,875000.0,875000.0","RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009"
9546829,f,w,"9015857,9546829,9755478,9344670,9151629","199500.0,187500.0,184500.0,187500.0,196500.0","RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031"
10578760,m,w,"10349839,10565872,9823548,9948568,9823598","535000.0,515000.0,246000.0,246000.0,246000.0","RFA-AI-20-055,RFA-AI-20-055,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025"
7942235,m,w,"10673848,10224909,10224911,10224912,10224913","824000.0,928000.0,928000.0,928000.0,928000.0","RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016"
10707158,m,w,"8707997,8379241,8382473,8380725,8381584","4256000.0,4384000.0,4384000.0,4384000.0,4384000.0","RFA-CA-09-012,RFA-CA-09-012,RFA-CA-09-012,RFA-CA-09-012,RFA-CA-09-012"
7919773,m,w,"8365147,8173917,8173927,8173926,8173925","7000000.0,7200000.0,7200000.0,7200000.0,7200000.0","RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
8527695,f,w,"10595571,10671511,10618189,10618191,10618194","1545000.0,1545000.0,1545000.0,1545000.0,1545000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
10351931,f,w,"9683914,9542622,9260648,9260647,9260364","2152500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
8119685,m,a,"8308466,7938709,7936895,8119685,8118867","719250.0,756000.0,756000.0,735000.0,735000.0","RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006"
8492194,m,w,"8073312,8829934,8460070,8492194,8432495","262500.0,249375.0,253125.00000000003,253125.00000000003,253125.00000000003","RFA-RR-10-002,RFA-RR-10-002,RFA-RR-10-002,RFA-RR-10-002,RFA-RR-10-002"
8666752,m,w,"9986470,10126014,8517854,8517424,8517911","246000.0,232000.0,270000.0,270000.0,270000.0","RFA-ES-19-009,RFA-ES-19-009,RFA-ES-12-005,RFA-ES-12-005,RFA-ES-12-005"
7714604,m,w,"7676224,7923540,7858135,7866713,7676227","365000.0,365000.0,360000.0,360000.0,365000.0","RFA-HG-07-016,RFA-HG-07-016,RFA-HG-07-016,RFA-HG-07-016,RFA-HG-07-016"
9854274,m,a,"8828966,8829529,9133937,9133935,9341983","332500.0,332500.0,327500.0,327500.0,312500.0","RFA-RM-13-019,RFA-RM-13-019,RFA-RM-13-019,RFA-RM-13-019,RFA-RM-13-019"
7637402,f,w,"7637402,7579128,8089404,8024556,8141244","730000.0,730000.0,700000.0,700000.0,700000.0","RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004"
9193285,m,w,"9568050,9432740,9566908,10005492,10005499","375000.0,375000.0,375000.0,369000.0,369000.0","RFA-NS-17-011,RFA-NS-17-011,RFA-NS-17-011,RFA-NS-17-011,RFA-NS-17-011"
8543632,f,w,"7938557,7938258,7940613,7935594,7938309","432000.0,432000.0,432000.0,432000.0,432000.0","RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007"
9699505,m,w,"9195127,8605657,9197309,8802882,8802881","312500.0,332500.0,312500.0,332500.0,332500.0","RFA-GM-14-001,RFA-GM-14-001,RFA-GM-14-001,RFA-GM-14-001,RFA-GM-14-001"
10160883,f,w,"10588531,10585203,10585208,10586200,10586201","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-DK-21-029,RFA-DK-21-029,RFA-DK-21-029,RFA-DK-21-029,RFA-DK-21-029"
8851574,m,w,"8840566,8501913,8840564,8840568,8840570","199500.0,202500.0,199500.0,199500.0,199500.0","RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004"
9717295,m,w,"9974595,9957124,9971574,9205860,9205561","861000.0,861000.0,861000.0,917000.0,917000.0","RFA-MH-16-750,RFA-MH-16-750,RFA-MH-16-750,RFA-MH-16-750,RFA-MH-16-750"
8538309,m,a,"8065747,7695547,7692251,9316562,9983640","1080000.0,1095000.0,1095000.0,937500.0,922500.0","RFA-CA-08-003,RFA-CA-08-003,RFA-CA-08-003,RFA-CA-15-015,RFA-CA-15-015"
8663557,m,h,"7795108,7935029,7586530,7586469,7692109","288000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-08-009,RFA-CA-08-009,RFA-CA-08-009,RFA-CA-08-009,RFA-CA-08-009"
8659452,m,w,"9259339,9258545,9537567,9553754,9543281","2187500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
8499148,f,w,"8494918,9205480,8725043,8649026,9123517","1012500.0,937500.0,997500.0,997500.0,982500.0","RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014"
10201577,m,a,"10414925,10020385,9827782,9827796,10015473","856000.0,984000.0,984000.0,984000.0,984000.0","RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501"
10090965,f,h,"9293135,8659859,8659638,9091301,9087048","437500.0,472500.00000000006,472500.00000000006,458500.0,458500.0","RFA-NR-13-002,RFA-NR-13-002,RFA-NR-13-002,RFA-NR-13-002,RFA-NR-13-002"
9350668,f,a,"9979986,10168669,9716798,9713886,10247044","6150000.0,5350000.0,6150000.0,6150000.0,5800000.0","RFA-NS-18-018,RFA-NS-18-018,RFA-NS-18-018,RFA-NS-18-018,RFA-NS-18-018"
9109284,m,w,"9540693,9769410,9771087,9769416,9540713","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021"
10242081,m,w,"10847318,10473848,10250416,10250415,10248361","1030000.0,1070000.0,1160000.0,1160000.0,1160000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
7942791,m,w,"7831588,7936064,7944177,7937101,7944192","1460000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
9969469,m,h,"8899321,9248431,9969469,9116546,9117248","465500.0,437500.0,430500.0,458500.0,458500.0","RFA-HG-14-004,RFA-HG-14-004,RFA-HG-14-004,RFA-HG-14-004,RFA-HG-14-004"
7626596,m,w,"7696352,7921908,7650576,7876885,7882266","730000.0,720000.0,292000.0,288000.0,288000.0","RFA-RM-08-020,RFA-RM-08-020,RFA-RR-08-005,RFA-RR-08-005,RFA-RR-08-005"
10134824,f,w,"8721356,9117786,8539338,8382626,8381411","1995000.0,1995000.0,2025000.0,2055000.0,2055000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
9813755,m,a,"8686992,8436052,8436004,7798339,7798326","6750000.0,6850000.000000001,6850000.000000001,4171428.78,4171428.78","RFA-DK-11-019,RFA-DK-11-019,RFA-DK-11-019,RFA-DK-08-006,RFA-DK-08-006"
7924597,m,w,"7614372,7631377,7615108,7882867,8231792","365000.0,365000.0,365000.0,365000.0,360000.0","RFA-AA-06-002,RFA-AA-06-002,RFA-AA-06-002,RFA-AA-06-002,RFA-AA-06-002"
7937028,m,w,"7938693,7813728,7810978,7821574,7817325","1440000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
10221177,f,w,"10167095,9115446,9115429,10259671,9937535","922500.0,294750.0,294750.0,773140.0,819795.0","RFA-DK-20-015,RFA-MD-15-009,RFA-MD-15-009,RFA-HS-19-002,RFA-HS-19-002"
