APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-xx_r_wi,APPVAL_RECS_bert-xx_r_wi,FOA_RECS_bert-xx_r_wi
10254298,f,b,"8307766,8510667,8476239,8332765,8323902","342500.0,337500.0,337500.0,342500.0,342500.0","RFA-GM-11-004,RFA-GM-11-004,RFA-GM-11-004,RFA-GM-11-004,RFA-GM-11-004"
9689014,m,a,"7882658,7884268,8114154,7684744,7687367","360000.0,360000.0,350000.0,365000.0,365000.0","RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004"
7943942,f,w,"10835462,10835681,10835246,10835247,10835395","875500.0,875500.0,875500.0,875500.0,875500.0","RFA-ES-23-007,RFA-ES-23-007,RFA-ES-23-007,RFA-ES-23-007,RFA-ES-23-007"
7880199,m,w,"8366096,8366087,8317943,8321751,8321752","70000.0,70000.0,70000.0,70000.0,70000.0","RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002"
9547569,m,w,"10831226,8933658,9149306,9351545,9351541","206000.0,6650000.0,6550000.0,6250000.0,6250000.0","RFA-EB-23-001,RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003"
7827965,f,h,"8081006,7688798,7687211,7687208,7687207","648000.0,657000.0,657000.0,657000.0,657000.0","RFA-AI-08-010,RFA-AI-08-010,RFA-AI-08-010,RFA-AI-08-010,RFA-AI-08-010"
8136416,m,w,"9526426,9749014,9383153,9321871,9321874","1500000.0,1476000.0,1572000.0,1500000.0,1500000.0","RFA-AI-14-047,RFA-AI-14-047,RFA-AI-14-047,RFA-AI-14-047,RFA-AI-14-047"
8328701,m,w,"8428579,8368609,8387983,8402094,8410491","202500.0,205500.00000000003,202500.0,202500.0,202500.0","RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020"
9274290,m,w,"7895014,8120323,7895016,7895015,7673673","1022000.0,1008000.0,1022000.0,1022000.0,1022000.0","RFA-AI-05-022,RFA-AI-05-022,RFA-AI-05-022,RFA-AI-05-022,RFA-AI-05-022"
10693848,m,w,"10577873,10381455,10085516,10085116,10083992","412000.0,428000.0,464000.0,464000.0,464000.0","RFA-CA-19-064,RFA-CA-19-064,RFA-CA-19-064,RFA-CA-19-064,RFA-CA-19-064"
9130871,m,a,"8495599,7791567,7791662,7791497,7791529","479500.00000000006,511000.0,511000.0,511000.0,511000.0","RFA-DK-08-010,RFA-DK-08-010,RFA-DK-08-010,RFA-DK-08-010,RFA-DK-08-010"
7900608,m,w,"8771264,8152489,9335110,8547029,8325002","2992500.0,3150000.0,2947500.0,3037500.0,3082500.0000000005","RFA-CA-10-016,RFA-CA-10-016,RFA-CA-10-016,RFA-CA-10-016,RFA-CA-10-016"
10237264,m,w,"10684010,10459581,10459584,10684021,10288582","1030000.0,1070000.0,1070000.0,1030000.0,1160000.0","RFA-AR-21-008,RFA-AR-21-008,RFA-AR-21-008,RFA-AR-21-008,RFA-AR-21-008"
9535474,m,w,"9548283,9981257,9751383,9385369,10249236","7456250.0,7336950.0,7336950.0,7456250.0,6919399.999999999","RFA-HL-17-019,RFA-HL-17-019,RFA-HL-17-019,RFA-HL-17-019,RFA-HL-17-019"
9077610,f,h,"8529423,7983360,8132935,8133409,8133387","675000.0,720000.0,700000.0,700000.0,700000.0","RFA-AG-10-004,RFA-AG-10-004,RFA-AG-10-004,RFA-AG-10-004,RFA-AG-10-004"
10687208,m,w,"7929902,8133382,7721066,7715096,7725354","360000.0,350000.0,365000.0,365000.0,365000.0","RFA-RM-08-017,RFA-RM-08-017,RFA-RM-08-017,RFA-RM-08-017,RFA-RM-08-017"
10297621,m,w,"10481844,10149118,10700949,10264946,8150205","160500.0,184500.0,154500.0,174000.0,1080000.0","RFA-DK-19-034,RFA-DK-19-034,RFA-DK-19-034,RFA-DK-19-034,RFA-DK-07-004"
7907874,m,w,"8539809,8385088,8722990,8721461,9126574","810000.0,822000.0000000001,798000.0,798000.0,786000.0","RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208"
8547128,m,w,"9344609,9353763,9766247,9774037,9774039","312500.0,312500.0,307500.0,307500.0,307500.0","RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003"
10249236,f,w,"9548283,9981257,9751383,9385369,10249236","7456250.0,7336950.0,7336950.0,7456250.0,6919399.999999999","RFA-HL-17-019,RFA-HL-17-019,RFA-HL-17-019,RFA-HL-17-019,RFA-HL-17-019"
7845958,m,w,"7684744,7884268,7882658,7687367,8114154","365000.0,360000.0,360000.0,365000.0,350000.0","RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004"
9188040,m,w,"8460462,8281798,8282198,8632988,8638892","1012500.0,1027500.0,1027500.0,997500.0,997500.0","RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004"
9444899,m,w,"10146024,10145872,10146761,10146707,10146536","307500.0,307500.0,307500.0,307500.0,307500.0","RFA-FD-20-009,RFA-FD-20-009,RFA-FD-20-009,RFA-FD-20-009,RFA-FD-20-009"
9507912,m,w,"10330823,10432132,10327555,10327454,10322277","232000.0,214000.0,232000.0,232000.0,232000.0","RFA-MH-20-702,RFA-MH-20-702,RFA-MH-20-702,RFA-MH-20-702,RFA-MH-20-702"
10025872,m,a,"10221652,10673205,10805548,10704193,10689084","1392000.0,1236000.0,1236000.0,1236000.0,1236000.0","RFA-CA-19-057,RFA-CA-19-057,RFA-CA-19-057,RFA-CA-19-057,RFA-CA-19-057"
10054621,m,a,"7637076,7895048,7882266,7649211,7649063","292000.0,288000.0,288000.0,292000.0,292000.0","RFA-RR-08-005,RFA-RR-08-005,RFA-RR-08-005,RFA-RR-08-005,RFA-RR-08-005"
8072718,m,w,"10171852,9955598,10355531,10355532,10381734","869999.9999999999,922500.0,802500.0,802500.0,802500.0","RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007"
7862470,f,h,"7663150,7996597,7667952,7934102,7919068","401500.0,385000.0,401500.0,401500.0,401500.0","RFA-AG-08-003,RFA-AG-08-003,RFA-AG-08-003,RFA-AG-08-003,RFA-AG-08-003"
8527753,m,w,"8136642,8147800,8144888,8145187,8145290","35000.0,35000.0,35000.0,35000.0,35000.0","RFA-DA-10-015,RFA-DA-10-015,RFA-DA-10-015,RFA-DA-10-015,RFA-DA-10-015"
8501593,f,w,"10308108,10106861,9961921,9962732,10147171","53500.0,57999.99999999999,61500.0,61500.0,57999.99999999999","RFA-MH-20-421,RFA-MH-20-421,RFA-MH-19-100,RFA-MH-19-100,RFA-MH-19-100"
7882274,m,h,"8395388,9113511,8907846,8896384,9113510","548000.0,524000.0,532000.0,532000.0,524000.0","RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012"
10689266,f,w,"10469693,10264940,10472036,10096197,10110123","428000.0,464000.0,428000.0,492000.0,492000.0","RFA-MH-20-345,RFA-MH-20-345,RFA-MH-20-345,RFA-MH-20-345,RFA-MH-20-345"
10544355,f,b,"10700084,10544355,9336695,9543418,9543423","206000.0,214000.0,937500.0,937500.0,937500.0","RFA-CA-21-047,RFA-CA-21-047,RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010"
9124842,m,w,"7630038,8637449,7587878,8066804,7826611","1095000.0,1012500.0,1095000.0,1050000.0,1080000.0","RFA-CA-08-011,RFA-CA-08-011,RFA-CA-08-011,RFA-CA-08-011,RFA-CA-08-011"
7930570,m,w,"7934476,7934521,7935272,8122380,8304319","360000.0,360000.0,360000.0,350000.0,342500.0","RFA-HL-08-005,RFA-HL-08-005,RFA-HL-08-005,RFA-HL-08-005,RFA-HL-08-005"
8128739,f,w,"10737092,10739702,10739859,7599713,7656865","360500.0,360500.0,360500.0,730000.0,730000.0","RFA-DA-23-015,RFA-DA-23-015,RFA-DA-23-015,RFA-DA-05-007,RFA-DA-05-007"
9539191,f,w,"10358069,10358379,10548819,10569668,9605176","802500.0,802500.0,772500.0,772500.0,369000.0","RFA-AI-20-057,RFA-AI-20-057,RFA-AI-20-057,RFA-AI-20-057,RFA-AI-16-079"
8230662,m,w,"8851991,8851796,8852388,8852457,8851180","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
10252888,m,w,"8792640,9125875,9536904,9519776,9523127","665000.0,655000.0,625000.0,625000.0,625000.0","RFA-HL-14-019,RFA-HL-14-019,RFA-HL-14-019,RFA-HL-14-019,RFA-HL-14-019"
9320710,m,w,"7929006,8365112,8365217,8122329,8366086","72000.0,70000.0,70000.0,70000.0,70000.0","RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002"
9390341,f,w,"9926271,9693714,9095000,9673729,9673728","184500.0,184500.0,196500.0,184500.0,184500.0","RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002"
10394258,f,w,"10679006,10646279,10430118,10015282,10015284","1030000.0,721000.0,749000.0,861000.0,861000.0","RFA-ES-20-016,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013"
7945309,m,w,"7581016,7920804,7533499,8136758,7770893","182500.0,180000.0,182500.0,180000.0,180000.0","RFA-RR-06-004,RFA-RR-06-004,RFA-RR-06-004,RFA-RR-06-004,RFA-RR-06-004"
8659856,f,w,"10458119,9975693,10423663,9748426,9609262","535000.0,615000.0,580000.0,615000.0,625000.0","RFA-AI-17-013,RFA-AI-17-013,RFA-AI-17-013,RFA-AI-17-013,RFA-AI-17-013"
8890533,m,w,"8662573,8890533,9338043,9338046,9060204","337500.0,332500.0,250000.0,250000.0,266000.0","RFA-FD-13-020,RFA-FD-13-020,RFA-FD-15-008,RFA-FD-15-008,RFA-FD-15-008"
10625693,m,w,"10621196,10427413,10019094,10019097,10019098","1236000.0,1284000.0,1476000.0,1476000.0,1476000.0","RFA-AI-19-043,RFA-AI-19-043,RFA-AI-19-043,RFA-AI-19-043,RFA-AI-19-043"
8848985,f,w,"10144033,10489299,10144036,10489290,10489295","11685000.0,9785000.0,11685000.0,9785000.0,9785000.0","RFA-NS-20-013,RFA-NS-20-013,RFA-NS-20-013,RFA-NS-20-013,RFA-NS-20-013"
7536075,m,w,"9402296,9524848,8878311,8371836,8503616","1750000.0,1750000.0,2660000.0,2740000.0,2700000.0","RFA-HD-17-023,RFA-HD-17-023,RFA-HD-12-209,RFA-HD-12-209,RFA-HD-12-209"
8375814,m,w,"9544765,8919188,9544768,9544769,9544767","9375000.0,9975000.0,9375000.0,9375000.0,9375000.0","RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001"
9356351,m,w,"10611826,10611827,10369292,10369502,9775495","824000.0,824000.0,928000.0,928000.0,922500.0","RFA-NS-21-005,RFA-NS-21-005,RFA-NS-21-005,RFA-NS-21-005,RFA-NS-16-019"
8475397,m,w,"8114029,7903988,8307828,8321526,8307476","350000.0,360000.0,342500.0,342500.0,342500.0","RFA-HL-08-002,RFA-HL-08-002,RFA-HL-08-002,RFA-HL-08-002,RFA-HL-08-002"
8843569,f,w,"9783891,10141077,9654469,9901363,10180770","553500.0,522000.0,562500.0,553500.0,553500.0","RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002"
8731165,f,w,"7631377,7878744,7812141,8231792,7882867","365000.0,360000.0,360000.0,360000.0,365000.0","RFA-AA-06-002,RFA-AA-06-002,RFA-AA-06-002,RFA-AA-06-002,RFA-AA-06-002"
8432093,f,w,"8852161,8494067,8477229,8478160,8479409","152950.0,155250.0,155250.0,155250.0,155250.0","RFA-HL-11-013,RFA-HL-11-013,RFA-HL-11-013,RFA-HL-11-013,RFA-HL-11-013"
10153841,m,h,"9748972,10133112,9748979,9748978,9748977","1476000.0,1392000.0,1476000.0,1476000.0,1476000.0","RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008"
9681484,f,b,"9017247,9020796,9020657,9018607,9020318","299250.0,299250.0,299250.0,299250.0,299250.0","RFA-HL-15-028,RFA-HL-15-028,RFA-HL-15-028,RFA-HL-15-028,RFA-HL-15-028"
8323614,f,a,"8724414,8033865,8721881,8714262,8539322","2025000.0,2160000.0,2025000.0,2025000.0,2025000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
9694683,m,w,"9702001,9577443,9749167,9577979,8618274","1845000.0,1875000.0,1845000.0,1875000.0,303750.0","RFA-ES-17-007,RFA-ES-17-007,RFA-ES-17-007,RFA-ES-17-007,RFA-ES-13-003"
10435027,f,w,"10043873,10282846,10321656,10426540,10426754","246000.0,232000.0,214000.0,214000.0,214000.0","RFA-DA-20-001,RFA-MH-20-351,RFA-MH-20-351,RFA-MH-20-351,RFA-MH-20-351"
7930601,m,w,"9215356,9213709,9420639,9437827,9316421","250000.0,250000.0,250000.0,250000.0,218750.0","RFA-MH-17-150,RFA-MH-17-150,RFA-MH-17-150,RFA-MH-17-150,RFA-AG-14-007"
8900377,f,w,"9085428,9085433,9085430,9085429,8936251","327500.0,327500.0,327500.0,327500.0,332500.0","RFA-NS-14-011,RFA-NS-14-011,RFA-NS-14-011,RFA-NS-14-011,RFA-NS-14-011"
8676793,m,w,"8298833,8253712,8086222,8829937,8827437","280000.0,274000.0,280000.0,266000.0,266000.0","RFA-TW-09-002,RFA-TW-09-002,RFA-TW-09-002,RFA-TW-09-002,RFA-TW-09-002"
8476276,m,w,"8329146,8486383,8644944,8644947,8456143","685000.0,675000.0,665000.0,299250.0,303750.0","RFA-MH-12-060,RFA-MH-12-060,RFA-MH-12-060,RFA-MH-12-061,RFA-MH-12-061"
7814052,f,w,"9432540,9222148,9537416,9334069,8988935","250000.0,250000.0,1073750.0,1073750.0,1142470.0","RFA-ES-15-017,RFA-ES-15-017,RFA-CA-14-503,RFA-CA-14-503,RFA-CA-14-503"
8353100,m,w,"8189006,8336846,8332244,7666180,7937570","1050000.0,1027500.0,1027500.0,1460000.0,1460000.0","RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-013,RFA-CA-07-039,RFA-CA-07-039"
10281597,f,b,"7904165,8339476,8465277,7744586,8065940","360000.0,342500.0,337500.0,365000.0,350000.0","RFA-MH-09-080,RFA-MH-09-080,RFA-MH-09-080,RFA-MH-09-080,RFA-MH-09-080"
9514748,f,a,"10057082,10266150,10266154,10489299,10489295","615000.0,11020000.0,11020000.0,9785000.0,9785000.0","RFA-NS-20-005,RFA-NS-20-013,RFA-NS-20-013,RFA-NS-20-013,RFA-NS-20-013"
9096722,m,w,"9707719,9283227,9700035,9697755,9691140","492000.0,500000.0,492000.0,492000.0,492000.0","RFA-AI-14-027,RFA-AI-14-027,RFA-AI-14-027,RFA-AI-14-027,RFA-AI-14-027"
7944022,m,w,"10020998,10479127,10251164,10251165,10251166","1476000.0,1284000.0,1392000.0,1392000.0,1392000.0","RFA-CA-19-006,RFA-CA-19-006,RFA-CA-19-006,RFA-CA-19-006,RFA-CA-19-006"
9472915,f,w,"10739361,7674794,9276140,9281071,9110642","1030000.0,365000.0,625000.0,625000.0,655000.0","RFA-AT-23-003,RFA-MH-07-051,RFA-MH-16-350,RFA-MH-16-350,RFA-MH-16-350"
8501202,m,w,"9054065,9266785,9267082,9267084,9267075","1310000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
7942971,m,w,"10087865,9485464,9846198,9970405,9979742","869999.9999999999,937500.0,922500.0,922500.0,922500.0","RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081"
9576145,f,a,"8692647,8494001,8486398,8486401,8486399","1064000.0,1080000.0,1080000.0,1080000.0,1080000.0","RFA-AR-12-001,RFA-AR-12-001,RFA-AR-12-001,RFA-AR-12-001,RFA-AR-12-001"
10641803,m,b,"9061987,8130845,8520036,8383591,8383590","931000.0,980000.0,945000.0,980000.0,980000.0","RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004"
9810433,m,w,"10265509,10093706,10095390,10265545,10461867","290000.0,307500.0,492000.0,464000.0,428000.0","RFA-AG-20-038,RFA-AG-20-038,RFA-AG-20-037,RFA-AG-20-037,RFA-AG-20-037"
7687207,f,h,"9906733,9011926,9011718,10246119,10244755","1230000.0,458500.0,458500.0,348000.0,348000.0","RFA-FD-19-014,RFA-HL-15-026,RFA-HL-15-026,RFA-RM-20-012,RFA-RM-20-012"
9446576,m,w,"9767924,10232128,10250362,10250361,10250360","937500.0,869999.9999999999,869999.9999999999,869999.9999999999,869999.9999999999","RFA-CA-17-009,RFA-CA-17-009,RFA-CA-17-009,RFA-CA-17-009,RFA-CA-17-009"
10335544,m,a,"10585674,10581790,10698049,10694223,10802793","214000.0,214000.0,206000.0,206000.0,206000.0","RFA-DA-22-038,RFA-DA-22-038,RFA-DA-22-038,RFA-DA-22-038,RFA-DA-24-037"
7743027,m,h,"8892604,9433601,9673609,9223662,9022397","1330000.0,1250000.0,1230000.0,1250000.0,1310000.0","RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055"
10191937,m,h,"9697250,9089966,8959800,8959735,8959631","369000.0,393000.0,399000.0,399000.0,399000.0","RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015"
10223897,m,w,"9757795,8990689,9105753,9323489,9563295","1353000.0,1463000.0,1441000.0,1375000.0,1375000.0","RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027"
9571057,f,h,"8149895,8306593,8307239,8516886,8517478","350000.0,342500.0,342500.0,337500.0,337500.0","RFA-MD-10-005,RFA-MD-10-005,RFA-MD-10-005,RFA-MD-10-005,RFA-MD-10-005"
10020808,m,w,"8545224,8150047,8330246,8545225,8734648","1687500.0,1800000.0,1712500.0000000002,1687500.0,1687500.0","RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002"
8847666,f,w,"10701777,10371944,10372530,10551646,10551936","721000.0,749000.0,749000.0,749000.0,749000.0","RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051"
9211085,m,w,"7911316,7686908,7676200,7684197,7686950","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-08-005,RFA-CA-08-005,RFA-CA-08-005,RFA-CA-08-005,RFA-CA-08-005"
8072524,f,w,"10711794,10143214,10137201,10616741,10606635","515000.0,580000.0,580000.0,515000.0,515000.0","RFA-CA-22-027,RFA-CA-19-035,RFA-CA-19-035,RFA-CA-19-035,RFA-CA-19-035"
7921179,m,w,"10631274,10632827,8121658,7903390,8121642","669500.0,669500.0,506900.00000000006,532800.0,506900.00000000006","RFA-AI-22-010,RFA-AI-22-010,RFA-HL-07-004,RFA-HL-07-004,RFA-HL-07-004"
10404929,m,w,"8440583,9037652,9037658,8996160,9066636","67500.0,65500.0,65500.0,65500.0,65500.0","RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015"
7908055,m,a,"10407863,10622624,10407761,10407836,10407837","1070000.0,1030000.0,1070000.0,1070000.0,1070000.0","RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025"
8787203,f,h,"9755115,9923712,10313728,10316144,10315914","246000.0,246000.0,232000.0,232000.0,232000.0","RFA-HD-19-018,RFA-HD-19-018,RFA-HD-21-030,RFA-HD-21-030,RFA-HD-21-030"
8899514,f,b,"9386545,9385118,9386543,9728929,9728931","937500.0,937500.0,937500.0,922500.0,922500.0","RFA-DK-16-031,RFA-DK-16-031,RFA-DK-16-031,RFA-DK-16-031,RFA-DK-16-031"
10707340,m,w,"9598306,9570672,9569288,9620259,9736323","625000.0,625000.0,625000.0,625000.0,615000.0","RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003"
7833059,f,a,"9000120,8617223,8794412,9213339,8509163","982500.0,997500.0,997500.0,937500.0,1012500.0","RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007"
8037618,f,w,"8366468,8486390,9108233,9065482,8486330","411000.00000000006,405000.0,393000.0,393000.0,405000.0","RFA-AI-11-027,RFA-AI-11-027,RFA-AI-11-027,RFA-AI-11-027,RFA-AI-11-027"
10249169,f,a,"8307313,8145429,8286877,8306712,8289419","2466000.0,2520000.0,2466000.0,2466000.0,2466000.0","RFA-CA-10-010,RFA-CA-10-010,RFA-CA-10-010,RFA-CA-10-010,RFA-CA-10-010"
9988355,f,w,"10481093,10643881,10704577,10513103,9511735","321000.0,309000.0,515000.0,535000.0,375000.0","RFA-AI-21-016,RFA-AI-21-016,RFA-DK-21-013,RFA-DK-21-013,RFA-AI-16-042"
8696976,f,w,"8892951,8319400,8321997,8509566,8526339","332500.0,342500.0,342500.0,337500.0,337500.0","RFA-AG-11-006,RFA-AG-11-006,RFA-AG-11-006,RFA-AG-11-006,RFA-AG-11-006"
7651422,m,w,"7921444,7917751,7674513,7689398,7686390","72000.0,73000.0,73000.0,73000.0,73000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
9544222,f,a,"10000361,9070730,9279139,9274328,9277468","184500.0,196500.0,187500.0,187500.0,187500.0","RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010"
9381424,f,w,"8336846,8332244,8189006,8338848,8078440","1027500.0,1027500.0,1050000.0,274000.0,280000.0","RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-001,RFA-CA-10-001"
9750019,m,w,"10573197,10578760,10220543,10220313,10218993","412000.0,412000.0,464000.0,464000.0,464000.0","RFA-AI-20-004,RFA-AI-20-004,RFA-AI-20-004,RFA-AI-20-004,RFA-AI-20-004"
10206112,m,a,"7743153,7942845,7942856,7942848,7942895","730000.0,720000.0,720000.0,720000.0,720000.0","RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004"
10225470,f,w,"8068734,8240877,8246451,8264384,8246517","826000.0,808300.0000000001,808300.0000000001,808300.0000000001,808300.0000000001","RFA-CA-08-503,RFA-CA-08-503,RFA-CA-08-503,RFA-CA-08-503,RFA-CA-08-503"
9900722,m,w,"9978692,9357870,9950980,9965720,10183147","922500.0,937500.0,922500.0,922500.0,869999.9999999999","RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047"
10619616,f,w,"8334555,8230320,8231801,8232645,8477043","205500.00000000003,210000.0,210000.0,210000.0,202500.0","RFA-ES-10-009,RFA-ES-10-009,RFA-ES-10-009,RFA-ES-10-009,RFA-ES-10-009"
9553831,m,a,"7800090,8327331,8147534,7938633,8312652","109500.0,105000.0,108000.0,108000.0,102750.0","RFA-DK-08-015,RFA-DK-08-015,RFA-DK-08-015,RFA-DK-08-015,RFA-DK-08-015"
8010072,f,w,"8729741,8990345,9751349,9729459,9692355","299250.0,332500.0,307500.0,307500.0,307500.0","RFA-MH-14-182,RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017"
8608518,f,w,"8853001,8852809,8852336,8853116,8851806","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
8304805,f,w,"7938945,7939800,7791636,7792581,8324617","360000.0,360000.0,365000.0,365000.0,342500.0","RFA-GM-09-005,RFA-GM-09-005,RFA-GM-09-005,RFA-GM-09-005,RFA-GM-09-005"
8705987,m,w,"8525585,8525901,8521157,8526261,8525869","675000.0,675000.0,675000.0,675000.0,675000.0","RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008"
8901870,m,w,"10489769,10273747,10480007,10489744,10493321","535000.0,580000.0,535000.0,535000.0,535000.0","RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011"
9036868,f,w,"8740532,9337548,8588688,8588703,8588677","1596000.0,1572000.0,1620000.0,1620000.0,1620000.0","RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016"
8899507,m,w,"7942895,7942840,7942848,7743153,7742809","720000.0,720000.0,720000.0,730000.0,730000.0","RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004"
10019516,m,w,"10379962,10596577,10379345,10374846,10147647","321000.0,309000.0,321000.0,321000.0,348000.0","RFA-AI-19-015,RFA-AI-19-015,RFA-AI-19-015,RFA-AI-19-015,RFA-AI-19-015"
9967656,f,w,"10645011,9965073,10145749,10410360,10163237","514998.97,614998.77,579998.84,534998.93,290000.0","RFA-HD-20-005,RFA-HD-20-005,RFA-HD-20-005,RFA-HD-20-005,RFA-HD-20-004"
9229202,f,w,"7844429,7939624,7844437,7844787,7842847","365000.0,360000.0,365000.0,365000.0,365000.0","RFA-MH-09-170,RFA-MH-09-170,RFA-MH-09-170,RFA-MH-09-170,RFA-MH-09-170"
10282001,m,w,"8307766,8675264,8323902,8332765,8502705","342500.0,332500.0,342500.0,342500.0,337500.0","RFA-GM-11-004,RFA-GM-11-004,RFA-GM-11-004,RFA-GM-11-004,RFA-GM-11-004"
8451695,f,w,"10310901,10310739,10700141,10700075,10700072","290000.0,290000.0,257500.0,257500.0,257500.0","RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003"
10145677,f,w,"9016112,9016471,9019375,8617527,8620435","299250.0,299250.0,299250.0,303750.0,303750.0","RFA-ES-15-005,RFA-ES-15-005,RFA-ES-15-005,RFA-ES-13-003,RFA-ES-13-003"
9063146,f,w,"10611438,10055497,10399644,10206089,10528845","515000.0,615000.0,535000.0,580000.0,535000.0","RFA-DA-20-023,RFA-DA-20-023,RFA-DA-20-023,RFA-DA-20-023,RFA-DA-22-009"
7667758,m,h,"7921151,7880319,7939044,7683100,7683733","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003"
9086187,m,w,"9674261,9784662,9001587,9932272,9001630","625000.0,625000.0,655000.0,615000.0,665000.0","RFA-AG-18-025,RFA-AG-18-025,RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018"
8542844,f,w,"9042917,8831085,8934113,8932684,8934114","327500.0,332500.0,332500.0,332500.0,332500.0","RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020"
9557074,m,w,"10130635,9607637,9391022,9391032,9392206","869999.9999999999,922500.0,937500.0,937500.0,937500.0","RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001"
