APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-xx_r_wi,APPVAL_RECS_bert-xx_r_wi,FOA_RECS_bert-xx_r_wi
7935335,m,w,"7893077,7741852,8092588,7916632,8075482","360000.0,365000.0,350000.0,324000.0,315000.0","RFA-MH-08-010,RFA-MH-08-010,RFA-MH-08-010,RFA-MH-08-011,RFA-MH-08-011"
7577305,m,w,"7798144,8053297,8248310,8247827,7577195","1440000.0,1400000.0,1370000.0,1370000.0,1460000.0","RFA-GM-08-010,RFA-GM-08-010,RFA-GM-08-010,RFA-GM-08-010,RFA-GM-08-010"
8732973,m,a,"8842928,9298558,8843776,8843352,8842090","332500.0,312500.0,332500.0,332500.0,332500.0","RFA-AI-12-059,RFA-AI-12-059,RFA-AI-12-059,RFA-AI-12-059,RFA-AI-12-059"
8691506,m,w,"9472656,9571254,9568054,9472109,9710735","500000.0,500000.0,500000.0,500000.0,312500.0","RFA-TR-17-007,RFA-TR-17-007,RFA-TR-17-007,RFA-TR-17-007,RFA-FD-18-012"
8947313,f,w,"8119026,7905609,8534170,8534155,8534169","2880000.0,2920000.0,2700000.0,2700000.0,2700000.0","RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009"
8758187,m,b,"8122854,8125905,9376270,9376249,9133269","910000.0,910000.0,281250.0,281250.0,1310000.0","RFA-AR-11-004,RFA-AR-11-004,RFA-AR-17-005,RFA-AR-17-005,RFA-AR-11-002"
7679755,m,w,"8900929,9040871,9223652,9257271,9268702","1995000.0,1965000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
8726094,m,w,"10565872,10349839,10359831,10821572,10206685","515000.0,535000.0,321000.0,309000.0,348000.0","RFA-AI-20-055,RFA-AI-20-055,RFA-AI-20-003,RFA-AI-20-003,RFA-AI-20-003"
7921005,f,w,"8078938,8269903,7676800,7688137,7689361","350000.0,342500.0,365000.0,365000.0,365000.0","RFA-DA-08-024,RFA-DA-08-024,RFA-DA-08-024,RFA-DA-08-024,RFA-DA-08-024"
10319858,m,a,"10319713,10622542,10319430,10319358,10319220","290000.0,257500.0,290000.0,290000.0,290000.0","RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021"
7902967,m,w,"10161413,9613731,9543154,8472725,8925140","12300000.0,12300000.0,12500000.0,270000.0,266000.0","RFA-FD-18-002,RFA-FD-18-002,RFA-FD-18-002,RFA-LM-12-001,RFA-LM-12-001"
8128601,f,h,"10370410,9983262,10600094,10138992,10138398","267500.0,307500.0,257500.0,290000.0,232000.0","RFA-AI-19-023,RFA-AI-19-023,RFA-AI-19-023,RFA-AI-19-023,RFA-AI-19-072"
9979637,m,a,"10730758,10731254,10731013,10454150,9769697","875500.0,952750.0,952750.0,802500.0,922500.0","RFA-DK-22-505,RFA-DK-22-504,RFA-DK-22-504,RFA-DK-17-502,RFA-DK-17-502"
9608708,m,w,"7798366,8299395,8135610,8135631,8427901","365000.0,342500.0,350000.0,350000.0,350000.0","RFA-AA-09-003,RFA-AA-09-003,RFA-AA-09-003,RFA-AA-09-003,RFA-AA-09-003"
9765880,f,w,"10318902,10684278,10474478,10491098,10541061","580000.0,515000.0,535000.0,535000.0,535000.0","RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046"
9789234,m,w,"8883374,8526374,8526375,8381453,8382164","532000.0,540000.0,540000.0,548000.0,548000.0","RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010"
9750582,m,w,"10629324,10426470,10624857,10620321,10619006","515000.0,535000.0,515000.0,515000.0,515000.0","RFA-AG-22-006,RFA-AG-22-006,RFA-AG-22-006,RFA-AG-22-006,RFA-AG-22-006"
10704647,f,w,"10688112,10688115,10492026,10492030,10492036","1236000.0,1236000.0,1284000.0,1284000.0,1284000.0","RFA-CA-20-029,RFA-CA-20-029,RFA-CA-20-029,RFA-CA-20-029,RFA-CA-20-029"
9336338,m,h,"8307888,8880367,8479425,8518445,8502543","342500.0,337500.0,337500.0,337500.0,337500.0","RFA-HL-10-027,RFA-HL-10-027,RFA-HL-10-027,RFA-HL-10-027,RFA-HL-10-027"
8357036,m,w,"8049998,8051050,8051051,8051045,8051049","216000.0,216000.0,216000.0,216000.0,216000.0","RFA-MH-08-050,RFA-MH-08-050,RFA-MH-08-050,RFA-MH-08-050,RFA-MH-08-050"
9015857,f,w,"9384724,9555026,10219339,9957191,9723180","335625.0,335625.0,311460.0,330255.0,330255.0","RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014"
9429474,m,a,"9784662,9674261,9788258,10388131,9915838","625000.0,625000.0,615000.0,535000.0,615000.0","RFA-AG-18-025,RFA-AG-18-025,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027"
9936105,f,a,"8573215,8572958,8573064,8561264,8573258","67500.0,67500.0,67500.0,67500.0,67500.0","RFA-AG-13-004,RFA-AG-13-004,RFA-AG-13-004,RFA-AG-13-004,RFA-AG-13-004"
10405585,m,w,"8918703,9134823,9126574,8722990,8919827","798000.0,786000.0,786000.0,798000.0,798000.0","RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208"
7940870,m,a,"10650016,7921644,7908840,7921646,8135542","515000.0,949000.0,949000.0,936000.0,936000.0","RFA-HS-22-001,RFA-MD-05-004,RFA-MD-05-004,RFA-MD-05-004,RFA-MD-05-004"
9857015,m,w,"8892766,8891700,9437665,9437652,9222699","199500.0,199500.0,187500.0,187500.0,187500.0","RFA-AI-14-006,RFA-AI-14-006,RFA-AI-14-006,RFA-AI-14-006,RFA-AI-14-006"
8792969,f,h,"10112090,10017208,10264945,10263320,10261547","184500.0,184500.0,174000.0,174000.0,174000.0","RFA-DK-17-018,RFA-DK-17-018,RFA-DK-17-018,RFA-DK-17-018,RFA-DK-17-018"
9975112,m,w,"8144374,8142228,8142230,8142231,8142232","108000.0,108000.0,108000.0,108000.0,108000.0","RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001"
10338361,m,w,"8725571,8724343,8565991,8566312,8565628","266000.0,266000.0,270000.0,270000.0,270000.0","RFA-AG-13-003,RFA-AG-13-003,RFA-AG-13-003,RFA-AG-13-003,RFA-AG-13-003"
8128396,m,a,"8318916,8257164,7906604,8055786,8066320","342500.0,342500.0,360000.0,360000.0,350000.0","RFA-AR-10-010,RFA-AR-10-010,RFA-AR-10-010,RFA-AR-10-010,RFA-AR-10-010"
10276528,m,w,"10583982,10581838,10581946,10583428,10583437","206000.0,206000.0,206000.0,206000.0,206000.0","RFA-AG-23-002,RFA-AG-23-002,RFA-AG-23-002,RFA-AG-23-002,RFA-AG-23-002"
7945161,m,w,"10026360,10542732,10025851,10321882,10026575","92800.0,82400.0,92800.0,85600.0,92800.0","RFA-HL-20-007,RFA-HL-20-007,RFA-HL-20-007,RFA-HL-20-007,RFA-HL-20-007"
10688371,m,w,"8854184,8653759,8391486,8391374,8390976","399000.0,405000.0,411000.00000000006,411000.00000000006,411000.00000000006","RFA-AI-11-032,RFA-AI-11-032,RFA-AI-11-032,RFA-AI-11-032,RFA-AI-11-032"
9414450,f,w,"8464820,9042419,8843054,8831722,8588708","337500.0,327500.0,332500.0,332500.0,342500.0","RFA-HL-12-027,RFA-HL-12-027,RFA-HL-12-027,RFA-HL-12-027,RFA-HL-12-027"
8379437,f,w,"8051049,7617842,8051051,8051045,8051047","216000.0,219000.0,216000.0,216000.0,216000.0","RFA-MH-08-050,RFA-MH-08-050,RFA-MH-08-050,RFA-MH-08-050,RFA-MH-08-050"
9259579,m,w,"8925885,9277468,9279139,9284475,9070730","199500.0,187500.0,187500.0,187500.0,196500.0","RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010"
8378292,m,w,"9562023,9390014,9562020,10003929,10003930","4375000.0,4375000.0,4375000.0,4305000.0,4305000.0","RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014"
8033599,f,w,"8729741,8728432,8896067,8729755,8729765","299250.0,665000.0,665000.0,665000.0,665000.0","RFA-MH-14-182,RFA-MH-14-180,RFA-MH-14-180,RFA-MH-14-180,RFA-MH-14-180"
8377724,m,w,"10493382,10687248,10340783,10222557,9940813","831390.0,800310.0,901320.0,632200.0,670350.0","RFA-AG-21-027,RFA-AG-21-027,RFA-AG-21-027,RFA-AG-20-002,RFA-AG-20-002"
10304670,m,w,"9705804,9978910,10169501,9978087,9735446","615000.0,615000.0,580000.0,615000.0,615000.0","RFA-HL-18-007,RFA-HL-18-007,RFA-HL-18-007,RFA-HL-18-007,RFA-HL-18-007"
10137948,m,w,"10698008,10687973,10349761,10349759,10349758","1802500.0,1802500.0,1872500.0,1872500.0,1872500.0","RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014"
10159207,f,h,"9478672,8842928,9298558,9267097,9059552","312500.0,332500.0,312500.0,312500.0,327500.0","RFA-AI-12-059,RFA-AI-12-059,RFA-AI-12-059,RFA-AI-12-059,RFA-AI-12-059"
9784578,f,w,"9501685,9099754,8957139,8960218,8960275","375000.0,393000.0,399000.0,399000.0,399000.0","RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015"
8099029,m,w,"8139073,7681771,7924045,8071079,7914777","350000.0,365000.0,360000.0,420000.0,438000.0","RFA-DA-07-010,RFA-DA-07-010,RFA-DA-07-010,RFA-DA-07-006,RFA-DA-07-006"
8500403,m,a,"7960775,7960760,7960427,7960429,7960430","730000.0,730000.0,730000.0,730000.0,730000.0","RFA-RR-05-001,RFA-RR-05-001,RFA-RR-05-001,RFA-RR-05-001,RFA-RR-05-001"
9753276,f,w,"8072915,8252773,8151106,8696864,8524700","7920000.0,7699999.999999999,7699999.999999999,7425000.000000001,7535000.000000001","RFA-HG-10-004,RFA-HG-10-004,RFA-HG-10-004,RFA-HG-10-004,RFA-HG-10-004"
7914340,f,w,"8723795,8724467,8289239,8289967,8540992","665000.0,665000.0,700000.0,700000.0,675000.0","RFA-DA-11-009,RFA-DA-11-009,RFA-DA-11-009,RFA-DA-11-009,RFA-DA-11-009"
10207785,f,w,"9541163,10207782,9541166,10438797,10438798","1250000.0,1160000.0,1250000.0,1070000.0,1070000.0","RFA-NR-17-001,RFA-NR-17-001,RFA-NR-17-001,RFA-NR-17-001,RFA-NR-17-001"
7788202,m,w,"10703511,10659250,10528596,10528540,10696217","1854000.0,1854000.0,1926000.0,1926000.0,1854000.0","RFA-DE-22-003,RFA-DE-22-003,RFA-DE-22-003,RFA-DE-22-003,RFA-DE-22-004"
8590313,f,w,"9177874,9319816,9706654,9494700,9812311","3144000.0,3000000.0,2952000.0,3000000.0,3000000.0","RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600"
9689750,m,a,"10551296,9654886,10330573,10383653,10468080","3296000.0,3936000.0,3424000.0,3424000.0,3424000.0","RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037"
9181394,m,w,"10310901,10310739,10700141,10700075,10700072","290000.0,290000.0,257500.0,257500.0,257500.0","RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003"
10256085,f,w,"10256746,10447770,10092863,10208686,9816841","8893333.719999999,8203333.69,9430000.41,1160000.0,1230000.0","RFA-MH-20-340,RFA-MH-20-340,RFA-MH-20-340,RFA-MH-19-151,RFA-MH-19-151"
7905826,f,w,"10213069,10652514,9938955,9912893,9885267","4640000.0,4120000.0,4920000.0,4920000.0,4920000.0","RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006"
9692616,m,w,"9053428,9246409,9246416,9318380,9265748","1310000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
10022174,f,w,"10213595,10245103,10656438,10673080,10201443","580000.0,580000.0,515000.0,515000.0,580000.0","RFA-MH-19-120,RFA-MH-19-120,RFA-MH-19-120,RFA-MH-19-120,RFA-MH-19-120"
9061789,m,w,"8268769,8846753,8065524,8074473,8092543","685000.0,3103332.89,3266666.2,3266666.2,3266666.2","RFA-RR-11-004,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002"
10046143,m,w,"9390338,10216225,10166830,10190901,10190902","187500.0,174000.0,174000.0,174000.0,174000.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
8230804,m,h,"9055778,8651530,8464820,8318381,8318508","327500.0,332500.0,337500.0,342500.0,342500.0","RFA-HL-12-027,RFA-HL-12-027,RFA-HL-12-027,RFA-HL-12-027,RFA-HL-12-027"
10704599,f,w,"8333396,8339429,8534049,8154990,8145493","411000.00000000006,411000.00000000006,405000.0,420000.0,420000.0","RFA-CA-10-004,RFA-CA-10-004,RFA-CA-10-004,RFA-CA-10-004,RFA-CA-10-004"
8188446,m,w,"8127740,7929908,8472110,8468511,8472108","700000.0,720000.0,685000.0,685000.0,685000.0","RFA-HD-06-008,RFA-HD-06-008,RFA-HD-06-008,RFA-HD-06-008,RFA-HD-06-008"
9390885,f,w,"10479169,10694884,10493227,10493244,10687204","1230500.0,1184500.0,1230500.0,1230500.0,1184500.0","RFA-NS-21-003,RFA-NS-21-003,RFA-NS-21-003,RFA-NS-21-003,RFA-NS-21-003"
10589035,m,w,"7893753,7892389,7892387,7694380,7837249","108000.0,109500.0,109500.0,109500.0,109500.0","RFA-MD-08-002,RFA-MD-08-002,RFA-MD-08-002,RFA-MD-08-002,RFA-MD-08-002"
8288813,f,w,"8446031,8443710,8539592,8537894,9852303","274000.0,274000.0,270000.0,270000.0,430500.0","RFA-DE-12-012,RFA-DE-12-012,RFA-DE-12-012,RFA-DE-12-012,RFA-DE-18-004"
8840252,m,w,"9016112,9016471,9019375,8620435,8617527","299250.0,299250.0,299250.0,303750.0,303750.0","RFA-ES-15-005,RFA-ES-15-005,RFA-ES-15-005,RFA-ES-13-003,RFA-ES-13-003"
8465810,m,a,"9222419,9813824,9221080,9222665,9222517","375000.0,369000.0,375000.0,375000.0,375000.0","RFA-AI-15-054,RFA-AI-15-054,RFA-AI-15-054,RFA-AI-15-054,RFA-AI-15-054"
7686060,m,b,"9788363,10005930,9787405,9787404,9787403","984000.0,984000.0,984000.0,984000.0,984000.0","RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033"
9977779,m,w,"10447050,9767000,9589637,9589172,9589587","321000.0,369000.0,375000.0,375000.0,375000.0","RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010"
9143772,f,h,"7793618,7798134,7790073,7790082,7790090","1440000.0,1440000.0,1460000.0,1460000.0,1460000.0","RFA-ES-07-008,RFA-ES-07-008,RFA-ES-07-008,RFA-ES-07-008,RFA-ES-07-008"
8379662,m,w,"7851058,7629090,7826816,8070832,7845690","432000.0,438000.0,432000.0,432000.0,432000.0","RFA-ES-06-008,RFA-ES-06-008,RFA-ES-06-008,RFA-ES-06-008,RFA-ES-06-008"
8662338,m,a,"10441514,10045725,10263239,9890656,9692477","240750.0,276750.0,261000.0,922500.0,615000.0","RFA-AG-20-007,RFA-AG-20-007,RFA-AG-20-007,RFA-AG-19-025,RFA-AG-16-009"
7853668,m,w,"7687685,7688869,7896932,7846553,8468108","657000.0,657000.0,657000.0,657000.0,607500.0","RFA-AI-08-010,RFA-AI-08-010,RFA-AI-08-010,RFA-AI-08-010,RFA-AI-08-010"
7852885,m,w,"9024447,9226028,8706563,8688737,8705776","655000.0,625000.0,665000.0,665000.0,665000.0","RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042"
10375975,m,w,"10784019,10760002,10759735,10759550,10784407","256470.0,284038.98,284038.98,284038.98,256470.0","RFA-NS-22-025,RFA-NS-23-006,RFA-NS-23-006,RFA-NS-23-006,RFA-NS-22-022"
10174503,m,w,"8189006,8332244,8336846,8338848,8078440","1050000.0,1027500.0,1027500.0,274000.0,280000.0","RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-001,RFA-CA-10-001"
7988914,m,a,"9554894,9235477,9783791,9783789,9783774","312500.0,327500.0,307500.0,307500.0,307500.0","RFA-DK-16-010,RFA-DK-16-010,RFA-DK-16-010,RFA-DK-16-010,RFA-DK-16-010"
10541354,f,w,"7682983,7931241,7643794,10374361,10491974","292000.0,292000.0,292000.0,869999.9999999999,802500.0","RFA-MH-08-060,RFA-MH-08-060,RFA-MH-08-060,RFA-AG-21-033,RFA-AG-21-033"
9509361,m,w,"7758388,8116054,8082702,7918067,7918060","362080.0,347200.0,347200.0,357120.0,357120.0","RFA-HL-09-009,RFA-HL-09-009,RFA-HL-09-009,RFA-HL-09-009,RFA-HL-09-009"
9536781,f,w,"7808845,7673935,7691393,7632039,7893832","360000.0,365000.0,365000.0,365000.0,360000.0","RFA-CA-06-003,RFA-CA-06-003,RFA-CA-06-003,RFA-CA-06-003,RFA-CA-06-003"
7782686,m,w,"7895795,7908066,7664374,7907773,7730603","2592000.0,2628000.0,2628000.0,288000.0,292000.0","RFA-AG-07-003,RFA-AG-07-003,RFA-AG-07-003,RFA-AG-09-004,RFA-AG-09-004"
10131128,f,h,"10461730,10461771,10114823,10116143,10166844","42800.0,42800.0,49200.0,49200.0,46400.0","RFA-FD-20-018,RFA-FD-20-018,RFA-FD-20-018,RFA-FD-20-018,RFA-FD-20-018"
9187988,m,w,"9795632,10656394,10437857,9963303,10200858","738000.0,618000.0,642000.0,738000.0,696000.0","RFA-HD-19-008,RFA-HD-19-008,RFA-HD-19-008,RFA-HD-19-008,RFA-HD-19-008"
9725875,m,w,"9753104,9597601,10165449,9927973,10413034","861000.0,875000.0,812000.0,861000.0,749000.0","RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016"
8538316,m,w,"10001475,10479943,10242184,10242183,10242182","2767500.0,2407500.0,2610000.0,2610000.0,2610000.0","RFA-CA-17-034,RFA-CA-17-034,RFA-CA-17-034,RFA-CA-17-034,RFA-CA-17-034"
9251145,m,w,"8258307,8258305,7802948,7851516,8072130","1027500.0,1027500.0,1080000.0,1080000.0,1050000.0","RFA-MH-08-021,RFA-MH-08-021,RFA-MH-08-021,RFA-MH-08-021,RFA-MH-08-021"
8037672,m,w,"9222878,8797303,8703577,9228496,9222869","393000.0,399000.0,399000.0,393000.0,393000.0","RFA-AI-13-019,RFA-AI-13-019,RFA-AI-13-019,RFA-AI-13-019,RFA-AI-13-019"
10240128,f,h,"8786480,8786482,8661414,8661894,10672816","66500.0,66500.0,66500.0,66500.0,772500.0","RFA-NS-13-015,RFA-NS-13-015,RFA-NS-13-015,RFA-NS-13-015,RFA-NS-22-038"
7820102,m,w,"10460520,10261451,9630167,9628229,9788531","535000.0,580000.0,625000.0,625000.0,615000.0","RFA-MH-18-600,RFA-MH-18-600,RFA-MH-18-600,RFA-MH-18-600,RFA-MH-18-600"
9212085,m,w,"9226026,9245830,9024434,9024436,9067907","1875000.0,1965000.0,1965000.0,1965000.0,1965000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
9789177,f,a,"9754813,9316618,9759916,9759920,9761519","430500.0,437500.0,430500.0,430500.0,430500.0","RFA-DK-14-004,RFA-DK-14-004,RFA-DK-14-004,RFA-DK-14-004,RFA-DK-14-004"
8366093,m,w,"8175551,7961444,7961431,7961430,7961429","72000.0,73000.0,73000.0,73000.0,73000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
9462101,m,w,"10393185,10652265,10610208,10641971,10641981","1070000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006"
8912333,f,w,"8127674,8318750,7692338,8135615,8318751","350000.0,342500.0,365000.0,350000.0,342500.0","RFA-AA-08-009,RFA-AA-08-009,RFA-AA-08-009,RFA-AA-08-009,RFA-AA-08-009"
8519212,f,w,"8133005,7764319,8525329,8525332,8519216","489600.0,496400.0,459000.00000000006,459000.00000000006,459000.00000000006","RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
8128509,m,w,"10170772,10373074,10178759,10178760,10178762","174000.0,160500.0,174000.0,174000.0,174000.0","RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002"
8316361,f,w,"7994527,8015682,8012009,8012008,8012007","1008000.0,1008000.0,1008000.0,1008000.0,1008000.0","RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004"
10016997,m,w,"10727279,10725869,10728179,10727983,10727978","103000.0,103000.0,103000.0,103000.0,103000.0","RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030"
10532594,f,w,"10171851,9955598,10210397,10171852,10598566","869999.9999999999,922500.0,869999.9999999999,869999.9999999999,772500.0","RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007"
9654476,f,a,"8716704,8669786,8857123,8471943,8912438","266000.0,266000.0,266000.0,270000.0,266000.0","RFA-CA-12-004,RFA-CA-12-004,RFA-CA-12-004,RFA-CA-12-004,RFA-CA-13-003"
8377914,m,w,"10689676,10393904,10393297,10393298,10393299","1030000.0,1070000.0,1070000.0,1070000.0,1070000.0","RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006"
9336634,f,b,"8022216,8539338,8527733,8536745,8717775","2160000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
9067178,m,w,"9120754,9692543,9692621,9692620,9692619","1310000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
8556760,m,h,"8518215,8532795,8370150,8368840,8367812","67500.0,67500.0,68500.0,68500.0,68500.0","RFA-AG-12-006,RFA-AG-12-006,RFA-AG-12-006,RFA-AG-12-006,RFA-AG-12-006"
9458706,f,b,"9031568,9026484,9240604,9247706,9236160","1572000.0,1572000.0,1500000.0,1500000.0,1500000.0","RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007"
7667952,f,h,"7663150,7996597,7667952,7934102,7919068","401500.0,385000.0,401500.0,401500.0,401500.0","RFA-AG-08-003,RFA-AG-08-003,RFA-AG-08-003,RFA-AG-08-003,RFA-AG-08-003"
9986615,f,w,"10687248,10340783,10493382,9860144,10164692","800310.0,901320.0,831390.0,307500.0,290000.0","RFA-AG-21-027,RFA-AG-21-027,RFA-AG-21-027,RFA-AG-19-016,RFA-AG-19-016"
10433111,f,w,"10619631,10434979,10598580,10444448,10435287","515000.0,535000.0,515000.0,535000.0,535000.0","RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004"
7843463,m,a,"10398875,10463544,10463547,10463548,10136135","1070000.0,1070000.0,1070000.0,1070000.0,1160000.0","RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012"
10688253,m,a,"7658706,7664456,7663788,7682224,8138246","328500.0,328500.0,328500.0,328500.0,324000.0","RFA-GM-07-003,RFA-GM-07-003,RFA-GM-07-003,RFA-GM-07-003,RFA-GM-07-003"
8378297,f,h,"9915838,10388131,9975082,10147840,10150811","615000.0,535000.0,615000.0,580000.0,580000.0","RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027"
8013410,m,a,"10224094,10417203,10417201,10417200,9940810","632200.0,583150.0,583150.0,583150.0,670350.0","RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002"
10176498,m,a,"9440573,8799363,9455720,9756578,9774047","468750.0,498750.0,468750.0,468750.0,461250.0","RFA-ES-13-013,RFA-ES-13-013,RFA-ES-13-013,RFA-ES-13-013,RFA-ES-13-013"
8774633,m,h,"10570228,10552045,10374385,10375033,10570855","515000.0,515000.0,535000.0,535000.0,515000.0","RFA-MH-21-160,RFA-MH-21-160,RFA-MH-21-160,RFA-MH-21-160,RFA-MH-21-160"
8379528,m,w,"8064557,7692191,7691828,8509157,7893043","360000.0,365000.0,365000.0,342500.0,360000.0","RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040"
10612118,m,w,"7848533,8664185,7796669,7917330,8136500","292000.0,350000.0,360000.0,360000.0,350000.0","RFA-NS-07-002,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001"
10437211,m,w,"9115018,9114846,9115429,9115446,8890208","294750.0,294750.0,294750.0,294750.0,332500.0","RFA-MD-15-008,RFA-MD-15-008,RFA-MD-15-009,RFA-MD-15-009,RFA-MD-13-006"
9488508,f,w,"7924085,7906670,7924083,7664918,7906664","108000.0,109500.0,109500.0,109500.0,109500.0","RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001"
9984236,m,w,"9928385,9421907,9695908,9565384,9264681","430500.0,437500.0,430500.0,437500.0,458500.0","RFA-AG-17-002,RFA-AG-17-002,RFA-AG-17-002,RFA-AG-17-002,RFA-AG-16-005"
8303292,m,w,"8282750,8484426,8015829,8016412,8016360","342500.0,337500.0,360000.0,360000.0,360000.0","RFA-HL-10-027,RFA-HL-10-027,RFA-HL-10-027,RFA-HL-10-027,RFA-HL-10-027"
8508841,m,w,"10449317,10208683,10656300,10008512,8292223","2568000.0,2784000.0,2472000.0,2952000.0,1644000.0000000002","RFA-AI-19-041,RFA-AI-19-041,RFA-AI-19-041,RFA-AI-19-041,RFA-AI-09-030"
9870710,m,w,"10470179,10265512,10472643,10086915,10087167","642000.0,696000.0,642000.0,738000.0,738000.0","RFA-CA-20-006,RFA-CA-20-006,RFA-CA-20-006,RFA-CA-20-006,RFA-CA-20-006"
8366707,m,w,"7883974,7935378,7935371,7935390,7935386","182500.0,180000.0,180000.0,180000.0,180000.0","RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008"
10084614,m,w,"10544355,10700084,9995751,9553371,9553364","214000.0,206000.0,922500.0,937500.0,937500.0","RFA-CA-21-047,RFA-CA-21-047,RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010"
9545258,m,h,"8145801,7898862,8111770,8111771,8111772","5356800.0,5356800.0,5356800.0,5356800.0,5356800.0","RFA-DK-06-503,RFA-DK-06-503,RFA-DK-06-503,RFA-DK-06-503,RFA-DK-06-503"
