APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_spanbert_r_wi,APPVAL_RECS_spanbert_r_wi,FOA_RECS_spanbert_r_wi
7561342,f,a,"9353717,9771296,9194482,9194559,9194848","1250000.0,1230000.0,1310000.0,1310000.0,1310000.0","RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001"
8795243,m,w,"10381142,10696258,10495251,10495250,10495244","1160000.0,1030000.0,1070000.0,1070000.0,1070000.0","RFA-HD-21-023,RFA-HD-21-023,RFA-HD-21-023,RFA-HD-21-023,RFA-HD-21-023"
10527336,m,w,"9534387,9999492,9999495,9278862,9277879","375000.0,369000.0,369000.0,393000.0,393000.0","RFA-FD-16-046,RFA-FD-16-046,RFA-FD-16-046,RFA-FD-16-046,RFA-FD-16-046"
9606093,f,h,"8711582,8677112,8574241,8585165,8573940","1330000.0,1350000.0,1350000.0,1350000.0,1350000.0","RFA-NS-13-004,RFA-NS-13-004,RFA-NS-13-004,RFA-NS-13-004,RFA-NS-13-004"
10115114,m,w,"8656786,8532976,8250544,8250499,8250091","199500.0,202500.0,205500.00000000003,205500.00000000003,205500.00000000003","RFA-HL-12-008,RFA-HL-12-008,RFA-HL-12-008,RFA-HL-12-008,RFA-HL-12-008"
8137835,f,w,"7764292,8382459,8318899,8314067,8381154","496400.0,465800.00000000006,465800.00000000006,465800.00000000006,465800.00000000006","RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
10670813,m,w,"10217780,10217380,10216441,10216469,10216549","116000.0,116000.0,116000.0,116000.0,116000.0","RFA-RM-20-019,RFA-RM-20-019,RFA-RM-20-019,RFA-RM-20-019,RFA-RM-20-019"
9040168,m,w,"8812516,9591339,8814559,8814466,9616530","631750.0,584250.0,631750.0,631750.0,593750.0","RFA-ES-13-014,RFA-ES-13-014,RFA-ES-13-014,RFA-ES-13-014,RFA-ES-13-014"
9270487,m,w,"8130870,8132282,7941591,7730549,7729699","1099000.0,1099000.0,1146100.0,1146100.0,1146100.0","RFA-AG-09-009,RFA-AG-09-009,RFA-AG-09-009,RFA-AG-09-009,RFA-AG-09-009"
9323426,f,w,"10416071,10416069,10425319,10424462,10424461","749000.0,749000.0,749000.0,749000.0,749000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
7869504,m,w,"7616961,8379002,8330246,8545225,8545224","1825000.0,1712500.0000000002,1712500.0000000002,1687500.0,1687500.0","RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002"
10573181,f,w,"10353532,10349759,10349757,10349756,10349755","1872500.0,1872500.0,1872500.0,1872500.0,1872500.0","RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014"
8716619,f,w,"8331619,9173488,8499171,8196487,8693880","685000.0,665000.0,675000.0,700000.0,665000.0","RFA-AA-11-001,RFA-AA-11-001,RFA-AA-11-001,RFA-AA-11-001,RFA-AA-11-001"
8850648,m,w,"9131679,9117807,9543234,9767589,9325316","1310000.0,1330000.0,1250000.0,1230000.0,1250000.0","RFA-FD-15-039,RFA-FD-15-039,RFA-FD-15-039,RFA-FD-15-039,RFA-FD-15-039"
9925602,m,h,"7770857,7770859,7770856,7770855,7640854","1131500.0,1116000.0,1131500.0,1131500.0,1131500.0","RFA-AI-06-009,RFA-AI-06-009,RFA-AI-06-009,RFA-AI-06-009,RFA-AI-06-009"
9982774,f,w,"10625177,10625578,10625172,10625173,10625174","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-AI-22-001,RFA-AI-22-001,RFA-AI-22-001,RFA-AI-22-001,RFA-AI-22-001"
7993334,m,w,"9771487,9562347,9562344,9340220,9562351","861000.0,875000.0,875000.0,875000.0,875000.0","RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009"
10454618,m,w,"10674008,10453883,10684274,10684271,10682534","824000.0,856000.0,824000.0,824000.0,824000.0","RFA-CA-21-029,RFA-CA-21-029,RFA-CA-21-029,RFA-CA-21-029,RFA-CA-21-029"
9054053,f,h,"10031380,10037760,10037854,10037968,9896487","613770.0,613770.0,613770.0,613770.0,246000.0","RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-MH-19-511"
8735092,f,w,"10692749,10044051,10683986,10683984,10044537","824000.0,984000.0,824000.0,824000.0,984000.0","RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034"
9119005,f,w,"10059738,10641782,10437042,10437043,10440430","861000.0,721000.0,749000.0,749000.0,749000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
8141266,m,w,"9590359,9769881,9785623,9785622,9785620","1250000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-AR-18-001,RFA-AR-18-001,RFA-AR-18-001,RFA-AR-18-001,RFA-AR-18-001"
9526395,m,a,"9824222,9823404,9985200,9826629,9897091","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511"
9016535,m,w,"9242620,8474134,8637972,8611916,8611915","937500.0,1012500.0,997500.0,997500.0,997500.0","RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022"
9527148,f,w,"10176491,10015284,10646279,10430120,10015282","812000.0,861000.0,721000.0,749000.0,861000.0","RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013"
8391715,m,w,"10469441,10469447,10624449,10313365,7743071","3745000.0,3605000.0,3605000.0,4060000.0,288000.0","RFA-AI-20-035,RFA-AI-20-035,RFA-AI-20-035,RFA-AI-20-035,RFA-AI-05-002"
8473680,m,a,"7885796,7810522,8066359,7680624,7885794","3212000.0,3168000.0,3080000.0,3212000.0,3212000.0","RFA-CA-08-026,RFA-CA-08-026,RFA-CA-08-026,RFA-CA-08-026,RFA-CA-08-026"
8089019,m,w,"9403217,9217660,9827576,9833527,9055179","500000.0,500000.0,492000.0,492000.0,524000.0","RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018"
8376957,m,w,"8884532,9067927,8870282,9062289,8878157","399000.0,393000.0,399000.0,393000.0,399000.0","RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024"
9069263,m,w,"10352514,10690423,10688023,10688012,10688002","1872500.0,1802500.0,1802500.0,1802500.0,1802500.0","RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014"
8909112,m,h,"9827782,10200023,10647844,10669566,10197884","984000.0,928000.0,824000.0,824000.0,928000.0","RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501"
9951052,m,w,"9253377,9242015,9838216,9838214,9838212","937500.0,937500.0,922500.0,922500.0,922500.0","RFA-DK-14-012,RFA-DK-14-012,RFA-DK-14-012,RFA-DK-14-012,RFA-DK-14-012"
9989008,m,w,"10512948,10703453,9473734,9692477,9353283","535000.0,515000.0,625000.0,615000.0,625000.0","RFA-AG-22-024,RFA-AG-22-024,RFA-AG-16-009,RFA-AG-16-009,RFA-AG-16-009"
9883489,m,w,"8277997,8470154,7640190,8073974,7792370","685000.0,675000.0,730000.0,700000.0,720000.0","RFA-DC-08-003,RFA-DC-08-003,RFA-DC-08-003,RFA-DC-08-003,RFA-DC-08-003"
7938287,f,w,"9703816,9273324,9689894,9689883,9279020","984000.0,1000000.0,984000.0,984000.0,1000000.0","RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003"
9804361,f,a,"7841368,7841137,8002313,7930537,7940995","657000.0,657000.0,648000.0,648000.0,648000.0","RFA-MH-09-173,RFA-MH-09-173,RFA-MH-09-173,RFA-MH-09-173,RFA-MH-09-173"
8325284,f,w,"9750701,9325526,9548493,9987224,9987209","799500.0,812500.0,812500.0,799500.0,799500.0","RFA-DK-15-021,RFA-DK-15-021,RFA-DK-15-021,RFA-DK-15-021,RFA-DK-15-021"
9084733,f,h,"8261165,8681515,9095440,8878342,8862531","1534400.0000000002,1489600.0,1467200.0,1489600.0,1489600.0","RFA-LM-11-001,RFA-LM-11-001,RFA-LM-11-001,RFA-LM-11-001,RFA-LM-11-001"
8130397,m,a,"8774773,9733436,9733435,9548214,9548219","299250.0,281250.0,281250.0,281250.0,281250.0","RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012"
9828021,f,w,"8147755,8147759,8147756,8147760,8147761","280000.0,280000.0,280000.0,280000.0,280000.0","RFA-MD-10-004,RFA-MD-10-004,RFA-MD-10-004,RFA-MD-10-004,RFA-MD-10-004"
8501598,f,a,"8381125,8382007,8311698,7758952,7758956","1027500.0,1027500.0,1027500.0,1095000.0,1095000.0","RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016"
9016532,f,b,"8474128,9283550,8889672,8611914,8637972","1012500.0,937500.0,997500.0,997500.0,997500.0","RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022"
9897622,m,w,"10434979,10435287,10444448,10598580,10612456","535000.0,535000.0,535000.0,515000.0,515000.0","RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004"
9788436,m,w,"8549235,8549231,8447148,8566193,8720940","270000.0,270000.0,274000.0,274000.0,270000.0","RFA-DK-12-003,RFA-DK-12-003,RFA-DK-12-003,RFA-DK-12-003,RFA-DK-12-003"
9293243,f,h,"8811408,9040873,9233895,9223658,9223652","1995000.0,1965000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
9891951,m,b,"9707379,9707647,9707646,9707463,9707462","492000.0,492000.0,492000.0,492000.0,492000.0","RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044"
9313003,m,w,"10582226,10582230,10582228,10582227,10582231","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026"
7556788,f,w,"9391174,9604763,9186941,8975583,9828646","23125000.0,22755000.0,23125000.0,24235000.0,22755000.0","RFA-AI-12-011,RFA-AI-12-011,RFA-AI-12-011,RFA-AI-12-011,RFA-AI-12-011"
8330952,m,w,"9769701,9769675,9769696,9994996,9995460","307500.0,307500.0,307500.0,307500.0,307500.0","RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509"
8682898,m,w,"10321967,10193445,10310529,10193969,10318222","535000.0,580000.0,535000.0,580000.0,535000.0","RFA-HS-20-003,RFA-HS-20-003,RFA-HS-20-003,RFA-HS-20-003,RFA-HS-20-003"
9323616,m,w,"7938229,7938309,7941383,7941041,7940030","432000.0,432000.0,432000.0,432000.0,432000.0","RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007"
9546506,m,w,"10128522,9987210,10249327,9985371,9720384","464000.0,492000.0,464000.0,492000.0,615000.0","RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020,RFA-AR-19-001"
8301940,f,w,"8379430,8683209,8683207,8683201,8677922","685000.0,665000.0,665000.0,665000.0,665000.0","RFA-HD-10-026,RFA-HD-10-026,RFA-HD-10-026,RFA-HD-10-026,RFA-HD-10-026"
10361424,m,w,"10606635,10376753,10143214,10137201,10616741","515000.0,535000.0,580000.0,580000.0,515000.0","RFA-CA-19-035,RFA-CA-19-035,RFA-CA-19-035,RFA-CA-19-035,RFA-CA-19-035"
8378350,m,w,"9976194,9321815,9976174,9976155,9958416","147600.0,150000.0,147600.0,147600.0,147600.0","RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005"
10200529,f,h,"9051168,9150569,10250563,9612814,9786826","266000.0,262000.0,578840.0,623750.0,613770.0","RFA-RM-15-002,RFA-RM-15-002,RFA-NS-18-004,RFA-NS-18-004,RFA-NS-18-004"
9868112,f,w,"10476566,10289787,10289785,10289784,10285670","428000.0,464000.0,464000.0,464000.0,464000.0","RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002"
9542113,m,w,"8922820,8829564,8828849,9085117,9112234","665000.0,665000.0,665000.0,655000.0,665000.0","RFA-OH-14-004,RFA-OH-14-004,RFA-OH-14-004,RFA-OH-14-004,RFA-OH-14-004"
8015465,m,w,"10018015,9938134,9938114,10254271,10254269","615000.0,615000.0,615000.0,580000.0,580000.0","RFA-HS-19-003,RFA-HS-19-003,RFA-HS-19-003,RFA-HS-19-003,RFA-HS-19-003"
9763944,f,h,"9760233,9411986,9985781,9760226,10241487","492000.0,500000.0,492000.0,492000.0,464000.0","RFA-DA-17-014,RFA-DA-17-014,RFA-DA-17-014,RFA-DA-17-014,RFA-DA-17-014"
8475813,m,w,"8701239,8729394,8704880,8581217,8580817","199500.0,199500.0,199500.0,202500.0,202500.0","RFA-AR-13-004,RFA-AR-13-004,RFA-AR-13-004,RFA-AR-13-004,RFA-AR-13-004"
7932707,m,w,"10543377,10704668,9671166,9788439,9787508","1070000.0,1030000.0,250000.0,246000.0,246000.0","RFA-DK-21-502,RFA-DK-21-502,RFA-DK-17-017,RFA-DK-17-017,RFA-DK-17-017"
10544043,m,b,"9615840,9928745,9403939,9406051,9509533","430500.0,430500.0,437500.0,437500.0,437500.0","RFA-MD-15-010,RFA-MD-15-010,RFA-MD-15-010,RFA-MD-15-010,RFA-MD-15-010"
10617209,f,h,"9917685,10148623,9917684,9917683,9917681","307500.0,290000.0,307500.0,307500.0,307500.0","RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002"
8746034,f,w,"10475100,10480489,10689116,10689781,10689848","321000.0,348000.0,309000.0,309000.0,309000.0","RFA-OD-19-028,RFA-OD-19-028,RFA-OD-19-028,RFA-OD-19-028,RFA-OD-19-028"
8669062,m,w,"10555413,10707134,10707398,10707395,10707394","267500.0,257500.0,257500.0,257500.0,257500.0","RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002"
10687330,f,w,"9789389,10457930,9678024,9675057,9788549","615000.0,535000.0,625000.0,625000.0,615000.0","RFA-RM-18-013,RFA-RM-18-013,RFA-RM-18-013,RFA-RM-18-013,RFA-RM-18-013"
7727712,f,w,"8754322,8916722,8756251,8752056,8926440","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007"
9286810,m,w,"10012947,9286810,9360021,9360023,9358365","1845000.0,1965000.0,1875000.0,1875000.0,1875000.0","RFA-NS-16-023,RFA-NS-16-023,RFA-NS-16-023,RFA-NS-16-023,RFA-NS-16-023"
8688960,f,w,"8382062,8072522,8504808,8504997,8504995","2055000.0,2100000.0,2025000.0,2025000.0,2025000.0","RFA-CA-10-006,RFA-CA-10-006,RFA-CA-10-006,RFA-CA-10-006,RFA-CA-10-006"
8277399,m,w,"7677132,7677810,8244458,8454467,8460081","155125.0,155125.0,145562.5,143437.5,143437.5","RFA-HL-08-016,RFA-HL-08-016,RFA-HL-08-016,RFA-HL-08-016,RFA-HL-08-016"
9310235,m,w,"8537434,8312656,8537432,7800089,7800090","101250.0,102750.0,101250.0,109500.0,109500.0","RFA-DK-08-015,RFA-DK-08-015,RFA-DK-08-015,RFA-DK-08-015,RFA-DK-08-015"
10250422,f,w,"10624351,10436554,10437135,10617370,10224093","515000.0,535000.0,535000.0,515000.0,632200.0","RFA-AG-22-020,RFA-AG-22-020,RFA-AG-22-020,RFA-AG-22-020,RFA-AG-20-002"
8535662,m,w,"9362806,9362809,9565525,9542264,9537490","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-CA-16-014,RFA-CA-16-014,RFA-CA-16-014,RFA-CA-16-014,RFA-CA-16-014"
9056289,m,w,"7943002,7935205,7779493,7782591,7943004","216000.0,216000.0,219000.0,219000.0,216000.0","RFA-NS-09-003,RFA-NS-09-003,RFA-NS-09-003,RFA-NS-09-003,RFA-NS-09-003"
7740112,m,w,"8642427,8641479,8642431,8642401,8642228","1330000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-OD-12-007,RFA-OD-12-007,RFA-OD-12-007,RFA-OD-12-007,RFA-OD-12-007"
9927583,m,w,"10207399,9939449,9964650,9965813,9972883","1392000.0,1476000.0,1476000.0,1476000.0,1476000.0","RFA-AI-16-003,RFA-AI-16-003,RFA-AI-16-003,RFA-AI-16-003,RFA-AI-16-003"
8424255,m,h,"8203160,8204499,8201884,8702056,8705327","700000.0,700000.0,700000.0,665000.0,665000.0","RFA-AA-11-002,RFA-AA-11-002,RFA-AA-11-002,RFA-AA-11-002,RFA-AA-11-002"
10093953,m,w,"10730153,10729950,8643294,9034456,8546118","772500.0,772500.0,465500.0,458500.0,472500.00000000006","RFA-AG-23-020,RFA-AG-23-020,RFA-NR-13-001,RFA-NR-13-001,RFA-NR-13-001"
8461747,m,w,"9727788,9333967,9297160,9944316,9519562","369000.0,375000.0,393000.0,369000.0,375000.0","RFA-FD-16-045,RFA-FD-16-045,RFA-FD-16-045,RFA-FD-16-045,RFA-FD-16-045"
9737048,f,h,"8929639,9494370,9494374,9728840,9728837","159600.0,150000.0,150000.0,147600.0,147600.0","RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007"
8532979,m,w,"7649262,7878734,7844821,7856111,7645736","584000.0,576000.0,576000.0,584000.0,584000.0","RFA-HL-05-013,RFA-HL-05-013,RFA-HL-05-013,RFA-HL-05-013,RFA-HL-05-013"
9768292,f,w,"9783703,9408295,9567910,9564044,9566961","615000.0,625000.0,625000.0,625000.0,625000.0","RFA-AA-17-014,RFA-AA-17-014,RFA-AA-17-014,RFA-AA-17-014,RFA-AA-17-014"
10532538,f,w,"10815392,10815147,10532012,10532014,10532015","206000.0,206000.0,1070000.0,1070000.0,1070000.0","RFA-MH-23-116,RFA-MH-23-116,RFA-HD-22-009,RFA-HD-22-009,RFA-HD-22-009"
9103366,f,w,"8520162,8520172,8520175,8520173,8533787","405000.0,405000.0,405000.0,405000.0,405000.0","RFA-FD-12-007,RFA-FD-12-007,RFA-FD-12-007,RFA-FD-12-007,RFA-FD-12-007"
10227948,f,w,"9691088,9346002,9546463,9156542,9926797","153750.0,156250.0,156250.0,163750.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
9440660,f,w,"9193315,9193703,9490316,9544916,9505865","655000.0,655000.0,625000.0,625000.0,625000.0","RFA-OD-15-006,RFA-OD-15-006,RFA-OD-15-006,RFA-OD-15-006,RFA-OD-15-006"
8448447,f,w,"8704133,8895806,8661790,9070527,9013413","399000.0,399000.0,399000.0,393000.0,393000.0","RFA-NR-12-004,RFA-NR-12-004,RFA-NR-12-004,RFA-NR-12-004,RFA-NR-12-004"
9545765,f,a,"10399644,10206089,10055497,10611438,9722310","535000.0,580000.0,615000.0,515000.0,246000.0","RFA-DA-20-023,RFA-DA-20-023,RFA-DA-20-023,RFA-DA-20-023,RFA-MH-18-611"
8389846,m,w,"8385839,8508854,9088316,9088309,8508869","26030000.000000004,25650000.0,24890000.0,24890000.0,25650000.0","RFA-AI-11-002,RFA-AI-11-002,RFA-AI-11-002,RFA-AI-11-002,RFA-AI-11-002"
9994966,m,w,"10212773,10601101,10424447,8532854,8307505","1160000.0,1030000.0,1070000.0,900450.0000000001,913790.0","RFA-HG-20-001,RFA-HG-20-001,RFA-HG-20-001,RFA-CA-09-026,RFA-CA-09-026"
10670333,f,w,"9761519,9534606,9534604,9534602,9534601","430500.0,437500.0,437500.0,437500.0,437500.0","RFA-DK-14-004,RFA-DK-14-004,RFA-DK-14-004,RFA-DK-14-004,RFA-DK-14-004"
10264950,m,w,"10145058,10135131,10127682,10049485,10049092","232000.0,232000.0,232000.0,246000.0,246000.0","RFA-HD-20-020,RFA-HD-20-020,RFA-HD-20-020,RFA-HD-20-020,RFA-HD-20-020"
7817303,m,w,"8914660,8870950,8311411,10632145,10046394","1330000.0,1330000.0,1370000.0,309000.0,369000.0","RFA-HG-11-015,RFA-HG-11-015,RFA-HG-11-015,RFA-HG-18-006,RFA-HG-18-006"
8607882,m,w,"7756236,7756325,7900940,8102994,7753567","2044000.0,2044000.0,2016000.0,1960000.0,2044000.0","RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007"
9060404,m,w,"7692252,7693697,7693814,7693696,7849721","365000.0,365000.0,365000.0,365000.0,350000.0","RFA-MH-08-090,RFA-MH-08-090,RFA-MH-08-090,RFA-MH-08-090,RFA-MH-08-090"
8709275,f,w,"8752109,8901267,9116920,9039741,8904696","266000.0,266000.0,1965000.0,1995000.0,1995000.0","RFA-HG-13-006,RFA-HG-13-006,RFA-HG-10-012,RFA-HG-10-012,RFA-HG-10-012"
10146359,f,w,"10576214,10582228,10576212,10576213,10576216","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026"
8063772,m,a,"9931248,8389411,8390950,8527852,8517790","276750.0,411000.00000000006,411000.00000000006,405000.0,405000.0","RFA-HD-16-033,RFA-HD-12-197,RFA-HD-12-197,RFA-HD-12-197,RFA-HD-12-197"
9742550,m,w,"7994452,7994441,10200485,10402377,10619401","180000.0,180000.0,1160000.0,1070000.0,1070000.0","RFA-RM-07-001,RFA-RM-07-001,RFA-NS-18-012,RFA-NS-18-012,RFA-NS-18-012"
10404416,m,w,"9906360,10897683,9901099,9906987,9911192","307500.0,257500.0,307500.0,307500.0,307500.0","RFA-AR-19-013,RFA-AR-19-013,RFA-AR-19-013,RFA-AR-19-013,RFA-AR-19-013"
8700265,m,w,"8877925,9727884,8878945,8877174,8877177","1064000.0,984000.0,1064000.0,1064000.0,1064000.0","RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003"
8892301,m,a,"10308105,10156146,10153409,10138398,10136988","214000.0,232000.0,232000.0,232000.0,232000.0","RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072"
8725122,f,w,"7798326,7797933,7798339,8435054,10518967","4171428.78,4171428.78,4171428.78,411000.00000000006,535000.0","RFA-DK-08-006,RFA-DK-08-006,RFA-DK-08-006,RFA-DK-11-031,RFA-DK-21-016"
10891329,f,w,"10761138,10761968,10762715,10693983,10891329","1854000.0,1854000.0,1854000.0,1854000.0,1854000.0","RFA-OH-23-003,RFA-OH-23-003,RFA-OH-23-003,RFA-OH-22-001,RFA-OH-22-001"
10260448,f,b,"9705211,9702434,10087427,10057267,10551804","615000.0,615000.0,580000.0,580000.0,515000.0","RFA-MD-18-005,RFA-MD-18-005,RFA-MD-18-005,RFA-MD-18-005,RFA-MD-18-005"
10201889,m,h,"9990554,9325523,9325530,9325526,9750696","799500.0,812500.0,812500.0,812500.0,799500.0","RFA-DK-15-021,RFA-DK-15-021,RFA-DK-15-021,RFA-DK-15-021,RFA-DK-15-021"
10104266,f,w,"9454567,9919955,10229333,10915887,10698023","500000.0,12300000.0,11600000.0,10300000.0,10300000.0","RFA-MH-14-030,RFA-FD-19-003,RFA-FD-19-003,RFA-FD-19-003,RFA-FD-19-003"
9041305,m,w,"9193112,9309081,7900664,8380206,8133498","524000.0,500000.0,219000.0,205500.00000000003,210000.0","RFA-MD-15-011,RFA-MD-15-011,RFA-HD-08-007,RFA-HD-08-007,RFA-HD-08-007"
9550774,m,w,"9084884,9767573,9550775,9547130,9550792","502740.0,464940.0,472500.0,472500.0,472500.0","RFA-FD-15-019,RFA-FD-15-019,RFA-FD-15-019,RFA-FD-15-019,RFA-FD-15-019"
9927584,f,w,"9266290,9093030,9093028,9093023,9093027","20625000.0,21615000.0,21615000.0,21615000.0,21615000.0","RFA-AI-14-016,RFA-AI-14-016,RFA-AI-14-016,RFA-AI-14-016,RFA-AI-14-016"
8295437,m,w,"10818740,10817423,7609082,8733202,8604913","772500.0,772500.0,292000.0,266000.0,270000.0","RFA-MD-23-008,RFA-MD-23-008,RFA-NR-07-002,RFA-MH-13-091,RFA-MH-13-091"
10532015,f,w,"10523267,10679011,10689117,10522585,8032676","240750.0,231750.0,231750.0,240750.0,191999.52","RFA-MH-21-241,RFA-MH-21-241,RFA-MH-21-241,RFA-MH-21-241,RFA-OD-10-003"
7829637,f,w,"10656438,10449324,10011854,10011856,10020440","515000.0,535000.0,615000.0,615000.0,615000.0","RFA-MH-19-120,RFA-MH-19-120,RFA-MH-19-120,RFA-MH-19-120,RFA-MH-19-120"
8537115,m,w,"7614372,7631377,7615108,7882867,8231792","365000.0,365000.0,365000.0,365000.0,360000.0","RFA-AA-06-002,RFA-AA-06-002,RFA-AA-06-002,RFA-AA-06-002,RFA-AA-06-002"
10701944,f,w,"10800560,10809408,10800507,10800499,10800500","257500.0,257500.0,257500.0,257500.0,257500.0","RFA-MD-23-001,RFA-MD-23-001,RFA-MD-23-001,RFA-MD-23-001,RFA-MD-23-001"
8842603,m,w,"7613514,7618247,7603122,7673450,7682236","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033"
7677986,m,w,"9153169,9320966,9154487,9152898,9334045","262000.0,250000.0,262000.0,262000.0,250000.0","RFA-AG-16-013,RFA-AG-16-013,RFA-AG-16-013,RFA-AG-16-013,RFA-AG-16-013"
9171885,m,w,"8332244,8336846,8189006,7911316,7686908","1027500.0,1027500.0,1050000.0,292000.0,292000.0","RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-013,RFA-CA-08-005,RFA-CA-08-005"
9938413,f,w,"8209694,8309932,8534366,8471785,8469583","315000.0,308250.0,308250.0,303750.0,303750.0","RFA-MH-11-082,RFA-MH-11-082,RFA-MH-11-082,RFA-MH-11-082,RFA-MH-11-082"
9527426,m,w,"10163700,10163703,10132463,10132462,10132459","580000.0,580000.0,580000.0,580000.0,580000.0","RFA-MD-17-006,RFA-MD-17-006,RFA-MD-17-006,RFA-MD-17-006,RFA-MD-17-006"
9732936,f,h,"10328173,10328020,10327920,10686097,10632081","261000.0,261000.0,261000.0,231750.0,231750.0","RFA-MH-21-150,RFA-MH-21-150,RFA-MH-21-150,RFA-MH-21-150,RFA-MH-21-150"
9744452,m,w,"9750626,9530531,10224631,10224632,10224633","1230000.0,1250000.0,1160000.0,1160000.0,1160000.0","RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028"
8167632,f,w,"9551139,9275097,9356597,9356598,9273238","1250000.0,1310000.0,1250000.0,1250000.0,1310000.0","RFA-TR-16-006,RFA-TR-16-006,RFA-TR-16-006,RFA-TR-16-006,RFA-TR-16-006"
