APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_distilbert_r_wi,APPVAL_RECS_distilbert_r_wi,FOA_RECS_distilbert_r_wi
7764470,f,w,"9329518,9329515,9529788,9530728,9529867","294750.0,294750.0,281250.0,281250.0,281250.0","RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012"
7696352,m,w,"8356907,8356904,7961224,7961223,7686354","1260000.0,1260000.0,1314000.0,1314000.0,1314000.0","RFA-RR-07-006,RFA-RR-07-006,RFA-RR-07-006,RFA-RR-07-006,RFA-RR-07-006"
10683504,f,w,"9430880,9429358,9569726,9568823,10016163","62500.0,62500.0,62500.0,62500.0,246000.0","RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-MH-19-511"
9518904,m,h,"9762106,9552843,9565591,9928049,9985131","369000.0,375000.0,375000.0,369000.0,369000.0","RFA-ES-16-007,RFA-ES-16-007,RFA-ES-16-007,RFA-ES-16-007,RFA-ES-16-007"
8458888,f,w,"10271683,10617650,10381612,10386937,10617857","707600.0,628300.0,652700.0,364870.0,351230.0","RFA-LM-20-002,RFA-LM-20-002,RFA-LM-20-002,RFA-LM-20-001,RFA-LM-20-001"
8365003,m,w,"8486392,8066091,8655566,8655192,8365151","6750000.0,7200000.0,6650000.0,6650000.0,7000000.0","RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
8144480,f,b,"8793019,9544765,8919189,8919188,8919187","9975000.0,9375000.0,9975000.0,9975000.0,9975000.0","RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001"
9055118,m,w,"9402296,9524848,9096672,8878311,8371836","1750000.0,1750000.0,2620000.0,2660000.0,2740000.0","RFA-HD-17-023,RFA-HD-17-023,RFA-HD-12-209,RFA-HD-12-209,RFA-HD-12-209"
10045791,m,w,"7911439,7869504,8032877,7936245,7676892","292000.0,292000.0,2160000.0,2160000.0,2190000.0","RFA-NS-07-004,RFA-NS-07-004,RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007"
7691811,m,w,"8312849,8311950,8318982,8311941,8391430","245000.0,245000.0,245000.0,245000.0,245000.0","RFA-MD-11-007,RFA-MD-11-007,RFA-MD-11-007,RFA-MD-11-007,RFA-MD-11-008"
9043951,m,w,"10347760,10348223,10557171,10569619,10586094","802500.0,802500.0,772500.0,772500.0,772500.0","RFA-AI-20-064,RFA-AI-20-064,RFA-AI-20-064,RFA-AI-20-064,RFA-AI-20-064"
10394908,m,w,"10189563,10373077,10617229,10617228,10617227","174000.0,160500.0,154500.0,154500.0,154500.0","RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002"
8182412,m,w,"10633383,10743626,10743501,10740079,9950246","206000.0,206000.0,206000.0,206000.0,246000.0","RFA-CA-22-021,RFA-CA-22-021,RFA-CA-22-021,RFA-CA-22-021,RFA-CA-19-038"
8352942,m,a,"7675361,7660406,8333992,8333982,8725259","1022000.0,1022000.0,685000.0,685000.0,675000.0","RFA-EB-07-001,RFA-EB-07-001,RFA-RM-10-004,RFA-RM-10-004,RFA-RM-10-004"
10020310,m,w,"10340783,10687248,10493382,10458695,10264881","901320.0,800310.0,831390.0,160500.0,174000.0","RFA-AG-21-027,RFA-AG-21-027,RFA-AG-21-027,RFA-AG-20-031,RFA-AG-20-031"
8044996,m,w,"9062409,8792085,8876996,8928110,8928582","262000.0,266000.0,266000.0,266000.0,266000.0","RFA-CA-13-017,RFA-CA-13-017,RFA-CA-13-017,RFA-CA-13-017,RFA-CA-13-019"
8080261,m,a,"8033584,8031017,8033599,8033447,8033452","191999.52,191999.52,191999.52,191999.52,191999.52","RFA-OD-10-003,RFA-OD-10-003,RFA-OD-10-003,RFA-OD-10-003,RFA-OD-10-003"
9754212,m,w,"8541971,7645393,7847598,7847463,7902219","5822500.0,6205000.0,6120000.0,6120000.0,6120000.0","RFA-RM-08-001,RFA-RM-08-001,RFA-RM-08-001,RFA-RM-08-001,RFA-RM-08-001"
9492228,m,w,"10164413,10233946,10163079,10233944,10233945","922500.0,869999.9999999999,922500.0,869999.9999999999,869999.9999999999","RFA-FD-20-028,RFA-FD-20-028,RFA-FD-20-028,RFA-FD-20-028,RFA-FD-20-028"
8261666,f,w,"8651958,8837075,8835161,8272075,8278285","1330000.0,1330000.0,1330000.0,1370000.0,1370000.0","RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003"
8120917,m,w,"9339461,9264744,9265281,9265633,9337320","250000.0,262000.0,262000.0,262000.0,250000.0","RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009"
8173716,m,w,"7961370,7625214,8365093,8365092,8365091","6935000.0,6935000.0,6650000.0,6650000.0,6650000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
9674982,m,w,"7961226,8356904,8318839,7916578,8173559","1314000.0,1260000.0,1233000.0,1296000.0,1296000.0","RFA-RR-07-006,RFA-RR-07-006,RFA-RR-07-006,RFA-RR-07-006,RFA-RR-07-006"
8375214,m,w,"10153842,10615593,9745240,9745241,9745242","1392000.0,1236000.0,1476000.0,1476000.0,1476000.0","RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017"
7901144,f,w,"9441650,9207000,9838753,9841407,9860928","593750.0,593750.0,584250.0,584250.0,584250.0","RFA-ES-15-003,RFA-ES-15-003,RFA-ES-15-003,RFA-ES-15-003,RFA-ES-15-003"
7904190,m,w,"10261157,10675721,10261158,10453777,10453776","580000.0,515000.0,580000.0,535000.0,535000.0","RFA-AI-20-007,RFA-AI-20-007,RFA-AI-20-007,RFA-AI-20-007,RFA-AI-20-007"
7961383,m,w,"8713327,8711698,8360542,8359660,8360664","299250.0,299250.0,280000.0,280000.0,280000.0","RFA-AT-14-001,RFA-AT-14-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001"
8307815,m,a,"9104056,8743297,8729572,8743293,8735924","327500.0,332500.0,332500.0,332500.0,332500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
7674700,m,h,"9526184,8689859,8896375,8906713,8896379","500000.0,532000.0,532000.0,532000.0,532000.0","RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012"
8437095,m,w,"9312784,8991043,9127926,9120400,9119619","312500.0,332500.0,327500.0,327500.0,327500.0","RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017"
10242458,f,a,"9116838,8893098,8341600,8346461,8351884","655000.0,665000.0,685000.0,685000.0,685000.0","RFA-RM-11-004,RFA-RM-11-004,RFA-RM-11-004,RFA-RM-11-004,RFA-RM-11-004"
8132824,m,w,"7682983,7643794,7931241,9569692,9568754","292000.0,292000.0,292000.0,375000.0,375000.0","RFA-MH-08-060,RFA-MH-08-060,RFA-MH-08-060,RFA-EB-17-001,RFA-EB-17-001"
9564864,m,w,"8706563,9024447,9226028,9507759,9420513","665000.0,655000.0,625000.0,625000.0,625000.0","RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042"
7886893,m,w,"8081699,8475407,8426097,8426092,8475412","2592000.0,2430000.0,2430000.0,2430000.0,2430000.0","RFA-AA-08-005,RFA-AA-08-005,RFA-AA-08-005,RFA-AA-08-005,RFA-AA-08-005"
10434006,m,w,"9537399,9528372,8895652,8743449,8911204","150000.0,150000.0,159600.0,159600.0,159600.0","RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005"
10487475,m,a,"7691805,7693834,8137663,8113184,7901149","584000.0,584000.0,560000.0,560000.0,576000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
9479233,m,w,"8909962,9691905,9059096,9292318,8912810","931000.0,861000.0,917000.0,875000.0,931000.0","RFA-EY-14-001,RFA-EY-14-001,RFA-EY-14-001,RFA-EY-14-001,RFA-EY-14-001"
7686749,m,w,"10063744,10684625,10667635,10667608,10667409","387450.0,324450.0,324450.0,324450.0,324450.0","RFA-HD-20-013,RFA-HD-20-013,RFA-HD-20-013,RFA-HD-20-013,RFA-HD-20-013"
9317408,m,w,"10238916,9547757,9767651,9767652,9767653","246000.0,250000.0,246000.0,246000.0,246000.0","RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050"
8516914,f,w,"9918124,10241399,10687817,10019446,10470383","430500.0,406000.0,360500.0,430500.0,374500.0","RFA-AA-19-006,RFA-AA-19-006,RFA-AA-19-006,RFA-AA-19-006,RFA-AA-19-006"
10215273,m,w,"9476552,9476640,9478480,9478405,9476681","468750.0,468750.0,468750.0,468750.0,468750.0","RFA-FD-17-005,RFA-FD-17-005,RFA-FD-17-005,RFA-FD-17-005,RFA-FD-17-005"
8081482,m,w,"8004982,8009486,7612084,7622082,7637363","252000.0,252000.0,262800.0,262800.0,262800.0","RFA-HD-04-023,RFA-HD-04-023,RFA-HD-04-023,RFA-HD-04-023,RFA-HD-04-023"
8033386,m,a,"8218380,8219232,8217664,8219360,8536089","700000.0,700000.0,675000.0,700000.0,2025000.0","RFA-RR-11-001,RFA-RR-11-001,RFA-RR-11-001,RFA-RR-11-001,RFA-CA-09-032"
7943901,m,w,"7898576,7644994,7881468,7669343,7645172","432000.0,438000.0,432000.0,438000.0,438000.0","RFA-AG-06-003,RFA-AG-06-003,RFA-AG-06-003,RFA-AG-06-003,RFA-AG-06-003"
8259476,m,h,"8825403,9226031,9212088,9257274,9317412","1995000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
9070603,m,w,"9178337,9522141,9735220,9736305,9923343","262000.0,250000.0,246000.0,246000.0,246000.0","RFA-DK-15-014,RFA-DK-15-014,RFA-DK-15-014,RFA-DK-15-014,RFA-DK-15-014"
8733162,m,w,"9301520,9147573,10078197,9665671,9056167","625000.0,655000.0,615000.0,625000.0,665000.0","RFA-DK-14-026,RFA-DK-14-026,RFA-DK-14-026,RFA-DK-14-026,RFA-DK-14-026"
8635336,m,w,"8917175,9265075,9233081,9213367,9213364","66500.0,62500.0,62500.0,62500.0,62500.0","RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015"
8533635,m,w,"9331635,8988958,8988957,8990334,8989334","1562500.0,1662500.0,1662500.0,1662500.0,1662500.0","RFA-ES-14-002,RFA-ES-14-002,RFA-ES-14-002,RFA-ES-14-002,RFA-ES-14-002"
9251791,m,w,"10106608,10348717,10025696,9935941,9887709","348000.0,321000.0,369000.0,369000.0,369000.0","RFA-CA-19-020,RFA-CA-19-020,RFA-CA-19-020,RFA-CA-19-020,RFA-CA-19-020"
9698975,m,b,"8114154,7687367,7882658,7884268,7684744","350000.0,365000.0,360000.0,360000.0,365000.0","RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004"
10265492,m,a,"8545225,8379002,8330246,8545224,8734648","1687500.0,1712500.0000000002,1712500.0000000002,1687500.0,1687500.0","RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002"
8633053,f,w,"8036074,8423800,8423405,8609638,8397669","93800.0,90450.0,90450.0,90450.0,90450.0","RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006"
10666594,m,w,"9024447,9226028,8706563,8688737,8705776","655000.0,625000.0,665000.0,665000.0,665000.0","RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042"
10444319,m,h,"9135690,9266776,9260968,9717335,9435122","665000.0,655000.0,665000.0,625000.0,625000.0","RFA-DK-14-023,RFA-DK-14-023,RFA-DK-14-023,RFA-DK-16-014,RFA-DK-16-014"
8908677,f,w,"10690459,10698003,10693804,10354274,10354276","1802500.0,1802500.0,1802500.0,1872500.0,1872500.0","RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014"
9748742,m,w,"10009391,9333130,9143637,8949083,9149039","861000.0,875000.0,917000.0,917000.0,917000.0","RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006"
8446499,m,a,"9935964,9821890,9931155,9936155,9939445","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025"
9912077,f,w,"9707646,9707004,9707647,9707463,9707462","492000.0,492000.0,492000.0,492000.0,492000.0","RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044"
10748247,f,w,"10740570,10740237,10469898,10126385,10127489","721000.0,721000.0,277785.91000000003,246000.0,246000.0","RFA-DA-23-026,RFA-DA-23-026,RFA-DA-22-001,RFA-MD-20-005,RFA-MD-20-005"
7935176,m,w,"8365255,8636506,8866249,8869065,8869066","2800000.0,2660000.0,2660000.0,2660000.0,2660000.0","RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001"
8131150,m,a,"10674909,10486485,10696075,10696080,10705801","746750.0,775750.0,746750.0,746750.0,746750.0","RFA-CA-21-035,RFA-CA-21-035,RFA-CA-21-035,RFA-CA-21-035,RFA-CA-21-035"
8601956,m,w,"10559603,10656213,10440015,9267097,8843352","309000.0,154500.0,160500.0,312500.0,332500.0","RFA-TR-21-008,RFA-TR-21-015,RFA-TR-21-015,RFA-AI-12-059,RFA-AI-12-059"
9860066,m,w,"9000120,8509163,8617223,8794412,9213339","982500.0,1012500.0,997500.0,997500.0,937500.0","RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007"
9390754,m,h,"8785040,8255461,8473699,8390439,8390436","332500.0,342500.0,337500.0,337500.0,337500.0","RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001"
9273574,m,w,"8523444,8118229,8118220,8118225,8330383","274000.0,280000.0,280000.0,280000.0,280000.0","RFA-RM-09-009,RFA-RM-09-009,RFA-RM-09-009,RFA-RM-09-009,RFA-RM-09-009"
8327757,m,w,"9124626,8793019,9124628,9124623,9124625","9825000.0,9975000.0,9825000.0,9825000.0,9825000.0","RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001"
8365125,m,w,"8173929,7961839,7755961,7919757,7941329","6840000.0,6935000.0,6935000.0,6935000.0,6935000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
8084194,f,a,"10259671,9937535,10013216,8137204,7900563","773140.0,819795.0,819795.0,1008000.0,1022000.0","RFA-HS-19-002,RFA-HS-19-002,RFA-HS-19-002,RFA-NR-08-001,RFA-NR-08-001"
7561342,f,a,"9275097,9273238,9551139,9356598,9356597","1310000.0,1310000.0,1250000.0,1250000.0,1250000.0","RFA-TR-16-006,RFA-TR-16-006,RFA-TR-16-006,RFA-TR-16-006,RFA-TR-16-006"
8795243,m,w,"8936659,9995730,9543418,9553368,9995751","997500.0,922500.0,937500.0,937500.0,922500.0","RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010"
10527336,m,w,"8970230,9321872,9383154,9383155,9115988","1596000.0,1500000.0,1572000.0,1572000.0,1572000.0","RFA-AI-14-047,RFA-AI-14-047,RFA-AI-14-047,RFA-AI-14-047,RFA-AI-14-047"
9606093,f,h,"9566910,9432739,10005499,10005500,10005507","375000.0,375000.0,369000.0,369000.0,369000.0","RFA-NS-17-011,RFA-NS-17-011,RFA-NS-17-011,RFA-NS-17-011,RFA-NS-17-011"
10115114,m,w,"8502189,8138080,8322781,8320196,8499409","540000.0,560000.0,548000.0,548000.0,540000.0","RFA-HL-11-005,RFA-HL-11-005,RFA-HL-11-005,RFA-HL-11-005,RFA-HL-11-005"
8137835,f,w,"8529454,7762462,7728867,7762450,7762449","459000.00000000006,496400.0,496400.0,496400.0,496400.0","RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
10670813,m,w,"8327222,8328875,8116486,8122371,8118973","342500.0,350000.0,350000.0,350000.0,350000.0","RFA-GM-10-009,RFA-GM-10-009,RFA-GM-10-009,RFA-GM-10-009,RFA-GM-10-009"
9040168,m,w,"10377742,10379613,10378934,10379210,10381734","274540.60000000003,274540.60000000003,274540.60000000003,274540.60000000003,802500.0","RFA-ES-21-002,RFA-ES-21-002,RFA-ES-21-002,RFA-ES-21-003,RFA-ES-19-007"
9270487,m,w,"10276528,10276391,10689336,10689334,10689332","2900000.0,2900000.0,2575000.0,2575000.0,2575000.0","RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015"
9323426,f,w,"9535327,9534648,9534625,9534623,9119019","875000.0,875000.0,875000.0,875000.0,917000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
7869504,m,w,"10728179,10726020,10711291,10721954,10724152","103000.0,103000.0,103000.0,103000.0,103000.0","RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030"
10573181,f,w,"8831684,8884316,9293427,8649941,8649396","199500.0,199500.0,196500.0,199500.0,199500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
8716619,f,w,"8890276,8868210,8693880,8196487,8499171","665000.0,665000.0,665000.0,700000.0,675000.0","RFA-AA-11-001,RFA-AA-11-001,RFA-AA-11-001,RFA-AA-11-001,RFA-AA-11-001"
8850648,m,w,"8509909,8543465,8542778,8542785,8542779","137000.0,135000.0,135000.0,135000.0,135000.0","RFA-FD-12-026,RFA-FD-12-026,RFA-FD-12-026,RFA-FD-12-026,RFA-FD-12-026"
9925602,m,h,"8617223,9000120,8509163,9213339,8794412","997500.0,982500.0,1012500.0,937500.0,997500.0","RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007"
9982774,f,w,"10070073,9874512,10130069,10533270,10533275","464000.0,492000.0,492000.0,412000.0,412000.0","RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046"
7993334,m,w,"8958153,10007112,9340220,9562351,9769738","931000.0,861000.0,875000.0,875000.0,861000.0","RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009"
10454618,m,w,"10318095,9331603,9537482,9537423,9786680","535000.0,625000.0,625000.0,625000.0,615000.0","RFA-CA-15-011,RFA-CA-15-011,RFA-CA-15-011,RFA-CA-15-011,RFA-CA-15-011"
9054053,f,h,"10524698,10705314,9989676,9545928,9356351","1070000.0,1030000.0,922500.0,937500.0,937500.0","RFA-NS-22-009,RFA-NS-22-009,RFA-NS-16-020,RFA-NS-16-020,RFA-NS-16-020"
8735092,f,w,"9787403,10005929,9994870,9994875,9994876","984000.0,984000.0,984000.0,984000.0,984000.0","RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033"
9119005,f,w,"10059963,10633313,10440430,10437043,10437042","861000.0,721000.0,749000.0,749000.0,749000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
8141266,m,w,"7938906,8126360,7920971,7938904,7938903","1460000.0,1440000.0,1440000.0,1460000.0,1460000.0","RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002"
9526395,m,a,"10729950,10730153,9482508,9573307,9769547","772500.0,772500.0,250000.0,250000.0,246000.0","RFA-AG-23-020,RFA-AG-23-020,RFA-NS-17-012,RFA-NS-17-012,RFA-NS-17-012"
9016535,m,w,"10146361,9534069,9983073,9983079,9983080","869999.9999999999,937500.0,922500.0,922500.0,922500.0","RFA-DK-16-019,RFA-DK-16-019,RFA-DK-16-019,RFA-DK-16-019,RFA-DK-16-019"
9527148,f,w,"8723828,8759484,8691778,8743206,8721417","532000.0,540000.0,532000.0,532000.0,532000.0","RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008"
8391715,m,w,"9828646,9604763,9186941,8975583,8782592","22755000.0,22755000.0,23125000.0,24235000.0,24605000.0","RFA-AI-12-011,RFA-AI-12-011,RFA-AI-12-011,RFA-AI-12-011,RFA-AI-12-011"
8473680,m,a,"7885796,7810522,8066359,7680624,7885794","3212000.0,3168000.0,3080000.0,3212000.0,3212000.0","RFA-CA-08-026,RFA-CA-08-026,RFA-CA-08-026,RFA-CA-08-026,RFA-CA-08-026"
8089019,m,w,"10455006,10468327,10102015,10667651,10669710","1070000.0,1070000.0,1230000.0,1030000.0,1030000.0","RFA-TR-20-001,RFA-TR-20-001,RFA-TR-20-001,RFA-TR-20-001,RFA-TR-20-001"
8376957,m,w,"8267916,8842086,8870280,8843773,8842087","411000.00000000006,399000.0,399000.0,399000.0,399000.0","RFA-AI-11-009,RFA-AI-11-009,RFA-AI-11-009,RFA-AI-11-009,RFA-AI-11-009"
9069263,m,w,"8829848,8450250,8733987,8450244,8450231","2394000.0,2430000.0,2430000.0,2430000.0,2430000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
8909112,m,h,"8909107,9315139,8923264,9135724,8912469","353780.0,332500.0,353780.0,353780.0,353780.0","RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011"
9951052,m,w,"9535293,10147057,10176457,10176458,10176459","937500.0,869999.9999999999,869999.9999999999,869999.9999999999,869999.9999999999","RFA-DK-16-019,RFA-DK-16-019,RFA-DK-16-019,RFA-DK-16-019,RFA-DK-16-019"
9989008,m,w,"7637345,7657355,7675264,7848510,7626258","730000.0,730000.0,730000.0,730000.0,730000.0","RFA-AG-06-011,RFA-AG-06-011,RFA-AG-06-011,RFA-AG-06-011,RFA-AG-06-011"
9883489,m,w,"9893855,9430398,9475207,9674422,9674237","615000.0,625000.0,625000.0,615000.0,615000.0","RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002"
7938287,f,w,"10621613,10449365,9925783,10163762,9737783","437750.0,374500.0,430500.0,406000.0,430500.0","RFA-AG-23-006,RFA-AG-18-008,RFA-AG-18-008,RFA-AG-18-008,RFA-AG-18-008"
9804361,f,a,"7844258,8002313,7841368,7842833,7943091","657000.0,648000.0,657000.0,657000.0,648000.0","RFA-MH-09-173,RFA-MH-09-173,RFA-MH-09-173,RFA-MH-09-173,RFA-MH-09-173"
8325284,f,w,"9180273,9325530,9325523,9990551,9990553","851500.0,812500.0,812500.0,799500.0,799500.0","RFA-DK-15-021,RFA-DK-15-021,RFA-DK-15-021,RFA-DK-15-021,RFA-DK-15-021"
9084733,f,h,"10616757,10405951,10617368,10616758,10616743","772500.0,802500.0,772500.0,772500.0,772500.0","RFA-LM-21-001,RFA-LM-21-001,RFA-LM-21-001,RFA-LM-21-001,RFA-LM-21-001"
8130397,m,a,"10002145,10215159,10474617,10694316,10015258","430500.0,430500.0,374500.0,374500.0,430500.0","RFA-DK-18-508,RFA-DK-18-508,RFA-DK-18-508,RFA-DK-18-508,RFA-DK-18-508"
9828021,f,w,"8994640,8993964,8994598,8994370,8994511","399000.0,399000.0,399000.0,399000.0,399000.0","RFA-MD-15-002,RFA-MD-15-002,RFA-MD-15-002,RFA-MD-15-002,RFA-MD-15-002"
8501598,f,a,"10445282,10085947,10085945,10085944,10085943","856000.0,984000.0,984000.0,984000.0,984000.0","RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016"
9016532,f,b,"9197997,9391674,9133724,8793554,8903714","937500.0,937500.0,997500.0,997500.0,997500.0","RFA-DK-12-023,RFA-DK-12-023,RFA-DK-12-023,RFA-DK-12-023,RFA-DK-12-023"
9897622,m,w,"10609902,10433111,10619631,10612456,10598580","515000.0,535000.0,515000.0,515000.0,515000.0","RFA-AI-21-005,RFA-AI-21-005,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004"
9788436,m,w,"9039815,9039809,9039810,9039813,9039814","1330000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-DK-15-002,RFA-DK-15-002,RFA-DK-15-002,RFA-DK-15-002,RFA-DK-15-002"
9293243,f,h,"9012764,9441706,9225179,9654678,9654679","655000.0,625000.0,625000.0,615000.0,615000.0","RFA-AI-14-002,RFA-AI-14-002,RFA-AI-14-002,RFA-AI-14-002,RFA-AI-14-002"
9891951,m,b,"8412121,8412142,8412134,8472621,8477358","342500.0,342500.0,342500.0,342500.0,342500.0","RFA-AI-11-046,RFA-AI-11-046,RFA-AI-11-046,RFA-AI-11-046,RFA-AI-11-046"
9313003,m,w,"10146346,9312951,9710644,9312974,9532321","869999.9999999999,937500.0,922500.0,937500.0,937500.0","RFA-DK-16-019,RFA-DK-16-019,RFA-DK-16-019,RFA-DK-16-019,RFA-DK-16-019"
7556788,f,w,"7743489,7558533,7572937,7561669,7556781","288000.0,292000.0,292000.0,292000.0,292000.0","RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002"
8330952,m,w,"8717634,8627692,8920543,8920548,8920545","332500.0,337500.0,332500.0,332500.0,332500.0","RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003"
8682898,m,w,"8287456,7880860,7880147,8098672,8101894","685000.0,720000.0,720000.0,700000.0,700000.0","RFA-HS-08-001,RFA-HS-08-001,RFA-HS-08-001,RFA-HS-08-001,RFA-HS-08-001"
9323616,m,w,"8144889,8318280,8130630,8013240,7756214","350000.0,342500.0,350000.0,360000.0,365000.0","RFA-AI-08-011,RFA-AI-08-011,RFA-AI-08-011,RFA-AI-08-011,RFA-AI-08-011"
9546506,m,w,"10385797,10643966,10700039,10700041,10700045","535000.0,515000.0,515000.0,515000.0,515000.0","RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001"
8301940,f,w,"8883637,8683205,8379434,8382148,8883661","665000.0,665000.0,685000.0,685000.0,665000.0","RFA-HD-10-026,RFA-HD-10-026,RFA-HD-10-026,RFA-HD-10-026,RFA-HD-10-026"
10361424,m,w,"10701777,10570237,10701074,10371944,10372530","721000.0,721000.0,721000.0,749000.0,749000.0","RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051"
8378350,m,w,"10225000,9537400,9528425,9547211,9528376","147600.0,150000.0,150000.0,150000.0,150000.0","RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005"
