APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_distilbert_r_wi,APPVAL_RECS_distilbert_r_wi,FOA_RECS_distilbert_r_wi
9771559,f,w,"10365024,10549379,8082703,7758387,7755120","255730.00000000003,246170.0,347200.0,362080.0,362080.0","RFA-HL-22-009,RFA-HL-22-009,RFA-HL-09-009,RFA-HL-09-009,RFA-HL-09-009"
8135878,m,w,"7840740,7838126,7932180,8391026,7935432","1022000.0,1022000.0,1008000.0,959000.0,1008000.0","RFA-ES-09-005,RFA-ES-09-005,RFA-ES-09-005,RFA-ES-09-005,RFA-ES-09-005"
9779305,m,w,"8518304,8885809,9104146,8914580,8914576","1012500.0,997500.0,982500.0,997500.0,997500.0","RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008"
9323416,f,h,"8299916,9148259,9334211,9747903,9056078","137000.0,655000.0,625000.0,615000.0,665000.0","RFA-HL-12-020,RFA-DK-14-025,RFA-DK-14-025,RFA-DK-14-025,RFA-DK-14-025"
8514199,f,w,"10584936,10585386,10585180,7919369,7766783","515000.0,515000.0,515000.0,936000.0,949000.0","RFA-HG-22-001,RFA-HG-22-001,RFA-HG-22-001,RFA-HG-09-004,RFA-HG-09-004"
9206105,m,w,"9420764,9420111,9569692,9568754,9568766","375000.0,375000.0,375000.0,375000.0,375000.0","RFA-EB-17-001,RFA-EB-17-001,RFA-EB-17-001,RFA-EB-17-001,RFA-EB-17-001"
10698011,f,w,"8829841,8097851,8842744,8889479,8659470","2394000.0,2520000.0,2394000.0,2394000.0,2394000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
10137222,m,w,"8241583,8241486,8241364,8240614,8241180","1050000.0,1050000.0,1050000.0,1050000.0,1027500.0","RFA-DK-10-012,RFA-DK-10-012,RFA-DK-10-012,RFA-DK-10-012,RFA-DK-10-012"
9143082,m,w,"9544701,9759653,9987322,9293815,9340007","1000000.0,984000.0,984000.0,1048000.0,1000000.0","RFA-FD-16-019,RFA-FD-16-019,RFA-FD-16-019,RFA-FD-16-019,RFA-FD-16-019"
8211907,m,w,"8320713,8118195,8301579,8332710,8307332","342500.0,350000.0,342500.0,342500.0,342500.0","RFA-HD-08-023,RFA-HD-08-023,RFA-HD-08-023,RFA-HD-08-023,RFA-HD-08-023"
7893133,m,w,"9336779,9321857,8923133,8926820,8930012","150000.0,150000.0,159600.0,159600.0,159600.0","RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005"
9731412,m,w,"10070073,10533275,10130069,9875096,9874512","464000.0,412000.0,492000.0,492000.0,492000.0","RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046"
7944083,m,b,"10823828,9811734,9811716,10172976,10168609","515000.0,369000.0,369000.0,348000.0,348000.0","RFA-FD-23-010,RFA-LM-19-001,RFA-LM-19-001,RFA-LM-19-001,RFA-LM-19-001"
9988789,m,w,"10087166,10139007,10474109,10474081,10425505","615000.0,580000.0,518950.00000000006,518950.00000000006,518950.00000000006","RFA-FD-20-005,RFA-FD-20-005,RFA-HL-21-011,RFA-HL-21-011,RFA-HL-21-011"
9207386,f,w,"9783884,9658129,9657864,9658384,9768549","430500.0,437500.0,437500.0,437500.0,430500.0","RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004"
8521077,f,a,"10612905,10216086,10214949,10201364,10614996","772500.0,869999.9999999999,869999.9999999999,869999.9999999999,772500.0","RFA-AI-20-028,RFA-AI-20-028,RFA-AI-20-028,RFA-AI-20-028,RFA-AI-20-028"
8137712,m,w,"7941823,7714040,8330848,8315913,8286916","360000.0,365000.0,342500.0,342500.0,342500.0","RFA-GM-09-012,RFA-GM-09-012,RFA-GM-09-012,RFA-GM-09-012,RFA-GM-09-012"
8360254,m,h,"8360173,7960371,7960369,7960368,7960367","280000.0,292000.0,292000.0,292000.0,292000.0","RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001"
8131749,m,w,"9999402,9903221,9720298,9720299,9720382","615000.0,615000.0,615000.0,615000.0,615000.0","RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001"
9047231,m,w,"9312738,9476774,9729515,9506679,9275351","937500.0,937500.0,922500.0,937500.0,937500.0","RFA-AI-15-024,RFA-AI-15-024,RFA-AI-15-024,RFA-AI-15-024,RFA-AI-15-024"
10544317,m,w,"7631377,7615108,7882867,8231792,7812141","365000.0,365000.0,365000.0,360000.0,360000.0","RFA-AA-06-002,RFA-AA-06-002,RFA-AA-06-002,RFA-AA-06-002,RFA-AA-06-002"
10491230,f,w,"10339955,10707894,10700049,9820406,9820205","428000.0,412000.0,824000.0,461250.0,461250.0","RFA-DK-20-506,RFA-DK-20-506,RFA-DK-18-511,RFA-DK-18-510,RFA-DK-18-510"
8651474,m,w,"10379613,10378934,10377742,9730475,9960555","274540.60000000003,274540.60000000003,274540.60000000003,738000.0,738000.0","RFA-ES-21-002,RFA-ES-21-002,RFA-ES-21-002,RFA-ES-15-002,RFA-ES-15-002"
10653246,m,w,"9254598,9631957,9458685,9468347,9631953","1875000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-AI-14-004,RFA-AI-14-004,RFA-AI-14-004,RFA-AI-14-004,RFA-AI-14-004"
10215448,m,a,"7694292,8147691,7694283,7694357,7694286","730000.0,700000.0,730000.0,730000.0,730000.0","RFA-GM-08-009,RFA-GM-08-009,RFA-GM-08-009,RFA-GM-08-009,RFA-GM-08-009"
9039781,m,w,"8626530,8627734,8627293,8627453,9647778","337500.0,337500.0,337500.0,337500.0,62500.0","RFA-DK-12-025,RFA-DK-12-025,RFA-DK-12-025,RFA-DK-12-025,RFA-DK-17-012"
9530592,f,w,"9670752,10136539,10129303,10129306,10129307","1845000.0,1739999.9999999998,1739999.9999999998,1739999.9999999998,1739999.9999999998","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
10217380,m,a,"7683038,7672271,7617895,7673736,10449317","365000.0,365000.0,365000.0,365000.0,2568000.0","RFA-AI-05-028,RFA-AI-05-028,RFA-AI-05-028,RFA-AI-05-028,RFA-AI-19-041"
9570790,m,w,"9267418,8680659,9036325,9057441,9059552","312500.0,332500.0,327500.0,327500.0,327500.0","RFA-AI-12-059,RFA-AI-12-059,RFA-AI-12-059,RFA-AI-12-059,RFA-AI-12-059"
10134208,m,b,"7657602,7657851,7658562,7658504,7666449","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005"
9351543,m,w,"8338454,8338455,8545885,8221472,8222946","3562000.0000000005,3562000.0000000005,3510000.0,3640000.0,3640000.0","RFA-RM-10-017,RFA-RM-10-017,RFA-RM-10-017,RFA-RM-10-017,RFA-RM-10-017"
8134004,m,w,"9247855,8662909,8663013,8662921,9043209","437500.0,465500.0,465500.0,465500.0,458500.0","RFA-NS-13-009,RFA-NS-13-009,RFA-NS-13-009,RFA-NS-13-009,RFA-NS-13-009"
8329573,m,w,"8435662,7931531,8234880,8244469,8839348","95900.0,100800.0,95900.0,95900.0,93100.0","RFA-NS-10-002,RFA-NS-10-002,RFA-NS-10-002,RFA-NS-10-002,RFA-NS-10-002"
10440734,m,w,"10516846,10689318,10516667,10517212,10517672","107000.0,103000.0,107000.0,107000.0,107000.0","RFA-AG-22-027,RFA-AG-22-027,RFA-AG-22-027,RFA-AG-22-027,RFA-AG-22-027"
9318376,m,w,"7849341,7939058,8536992,7924597,7900507","365000.0,365000.0,360000.0,360000.0,360000.0","RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004"
9838214,m,w,"9166919,9365686,9376448,9517021,9520035","262000.0,250000.0,250000.0,250000.0,250000.0","RFA-DK-15-013,RFA-DK-15-013,RFA-DK-15-013,RFA-DK-15-013,RFA-DK-15-013"
8377664,m,w,"9231219,9390030,9813820,9813821,9813824","375000.0,375000.0,369000.0,369000.0,369000.0","RFA-AI-15-054,RFA-AI-15-054,RFA-AI-15-054,RFA-AI-15-054,RFA-AI-15-054"
7944145,m,w,"9461668,9171873,9250105,9330811,9306462","250000.0,262000.0,250000.0,250000.0,250000.0","RFA-CA-15-009,RFA-CA-15-009,RFA-CA-15-009,RFA-CA-15-009,RFA-CA-15-009"
7879914,f,w,"8333868,8331859,8331304,8227762,8221511","685000.0,685000.0,685000.0,700000.0,700000.0","RFA-HS-11-002,RFA-HS-11-002,RFA-HS-11-002,RFA-HS-11-002,RFA-HS-11-002"
10136137,f,w,"9039472,8642536,8642667,8642670,8642544","98250.0,99750.0,99750.0,99750.0,99750.0","RFA-HD-13-005,RFA-HD-13-005,RFA-HD-13-005,RFA-HD-13-005,RFA-HD-13-005"
10412013,f,w,"10216980,10468863,9759248,9830832,10242702","348000.0,321000.0,369000.0,369000.0,348000.0","RFA-AR-19-006,RFA-AR-19-006,RFA-AR-19-006,RFA-AR-19-006,RFA-AR-19-006"
10693809,m,w,"8829832,8097850,8659451,8842744,8889479","2394000.0,2520000.0,2394000.0,2394000.0,2394000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
7895650,m,h,"8742026,8640692,9128454,9120848,8639766","332500.0,337500.0,327500.0,327500.0,337500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
9325317,m,a,"8901624,8903447,9060252,9053444,9038310","199500.0,199500.0,196500.0,196500.0,196500.0","RFA-HS-14-010,RFA-HS-14-010,RFA-HS-14-010,RFA-HS-14-010,RFA-HS-14-010"
9755212,f,w,"7905871,8137056,7918116,7893854,7897949","3456000.0,3360000.0,3456000.0,3456000.0,3456000.0","RFA-GM-08-005,RFA-GM-08-005,RFA-GM-08-005,RFA-GM-08-005,RFA-GM-08-005"
9404930,m,w,"10541710,10541708,10705855,10705741,10705685","214000.0,214000.0,206000.0,206000.0,206000.0","RFA-AA-21-015,RFA-AA-21-015,RFA-AA-21-015,RFA-AA-21-015,RFA-AA-21-015"
10456243,m,w,"7896673,7882459,8305426,7684207,7685462","360000.0,360000.0,342500.0,365000.0,365000.0","RFA-DE-08-006,RFA-DE-08-006,RFA-DE-08-006,RFA-DE-08-006,RFA-DE-08-006"
7822886,m,w,"9344529,9152898,9334045,9320966,9154487","250000.0,262000.0,250000.0,250000.0,262000.0","RFA-AG-16-013,RFA-AG-16-013,RFA-AG-16-013,RFA-AG-16-013,RFA-AG-16-013"
8725121,m,w,"10622630,10407837,10622643,10622641,10622638","1030000.0,1070000.0,1030000.0,1030000.0,1030000.0","RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025"
10491225,m,w,"7880012,8132698,8062128,8062129,8062131","1440000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-HD-06-005,RFA-HD-06-005,RFA-HD-06-005,RFA-HD-06-005,RFA-HD-06-005"
9341011,m,w,"9348405,9706647,9341011,9348407,9348410","875000.0,861000.0,875000.0,875000.0,875000.0","RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009"
10386937,f,w,"10261978,10634524,10617669,10617690,10617692","395560.0,351230.0,351230.0,351230.0,351230.0","RFA-LM-20-001,RFA-LM-20-001,RFA-LM-20-001,RFA-LM-20-001,RFA-LM-20-001"
10222528,m,w,"9420513,9229518,8895833,8819101,8820238","625000.0,625000.0,665000.0,665000.0,665000.0","RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042"
8509012,f,h,"9044149,10630618,10701083,8664917,8894597","465500.0,133750.0,128750.0,332500.0,332500.0","RFA-HG-14-006,RFA-LM-22-001,RFA-LM-22-001,RFA-LM-11-002,RFA-LM-11-002"
8462439,m,a,"8452362,9122852,8208003,8232163,8208984","91790.0,89110.0,91790.0,91790.0,91790.0","RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006"
8116009,m,w,"7777466,7938520,8402948,7777011,7777166","584000.0,576000.0,540000.0,584000.0,584000.0","RFA-EB-09-001,RFA-EB-09-001,RFA-EB-09-001,RFA-EB-09-001,RFA-EB-09-001"
8493916,f,w,"10433954,9940402,10674797,10194345,8326376","267500.0,307500.0,257500.0,290000.0,735000.0","RFA-AG-20-003,RFA-AG-20-003,RFA-AG-20-003,RFA-AG-20-003,RFA-AG-09-005"
8382387,f,w,"8731820,8536750,8379295,8382151,8533563","2025000.0,2025000.0,2055000.0,2055000.0,2055000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
7886891,m,w,"8923821,8151078,8925445,8320426,8330646","1862000.0,1960000.0,1862000.0,1918000.0,1918000.0","RFA-AA-10-005,RFA-AA-10-005,RFA-AA-10-005,RFA-AA-10-005,RFA-AA-10-005"
9329430,m,w,"8925805,9124604,9124602,8881515,8883055","266000.0,262000.0,262000.0,266000.0,266000.0","RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082"
7858043,m,a,"10583235,10584259,10583024,10582012,10583849","412000.0,412000.0,412000.0,412000.0,412000.0","RFA-AG-23-004,RFA-AG-23-004,RFA-AG-23-004,RFA-AG-23-004,RFA-AG-23-004"
7694270,m,w,"7872857,7693697,7693814,7693696,7849721","360000.0,365000.0,365000.0,365000.0,350000.0","RFA-MH-08-090,RFA-MH-08-090,RFA-MH-08-090,RFA-MH-08-090,RFA-MH-08-090"
10094387,f,h,"7631164,8136399,7661605,7661616,8106123","730000.0,720000.0,730000.0,730000.0,700000.0","RFA-AG-07-007,RFA-AG-07-007,RFA-AG-07-007,RFA-AG-07-007,RFA-AG-07-007"
8085749,m,w,"10426603,10663172,8196537,8182002,8196229","695500.0,669500.0,2170000.0,2170000.0,2170000.0","RFA-TR-21-009,RFA-TR-21-009,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013"
10486078,m,w,"10137988,10007190,10050801,10051557,10148796","214000.0,246000.0,246000.0,246000.0,232000.0","RFA-HD-20-007,RFA-HD-20-007,RFA-HD-20-007,RFA-HD-20-007,RFA-HD-20-007"
10260481,m,w,"8572720,8720662,8572564,8572684,8572682","67500.0,66500.0,1096000.0,1080000.0,1080000.0","RFA-AG-13-005,RFA-AG-13-005,RFA-AG-10-009,RFA-AG-10-009,RFA-AG-10-009"
9128650,m,w,"8707392,8534869,8501018,8501013,8501020","3098900.0,3145500.0,3145500.0,3145500.0,3145500.0","RFA-RM-09-002,RFA-RM-09-002,RFA-RM-09-002,RFA-RM-09-002,RFA-RM-09-002"
8153254,m,w,"7994452,7994441,7683733,7938434,7683100","180000.0,180000.0,365000.0,365000.0,365000.0","RFA-RM-07-001,RFA-RM-07-001,RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003"
8168043,f,w,"8360264,8360548,8360167,8089481,8360555","280000.0,280000.0,280000.0,280000.0,280000.0","RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001"
9771467,m,w,"10407758,10626077,10622630,10622635,10622638","1070000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025"
10318843,m,h,"7880785,7617916,7916583,7894541,7851407","360000.0,365000.0,360000.0,360000.0,360000.0","RFA-DA-06-004,RFA-DA-06-004,RFA-DA-06-004,RFA-DA-06-004,RFA-DA-06-004"
8301620,f,w,"9727895,10630048,9922858,9575666,9577408","922500.0,772500.0,922500.0,937500.0,937500.0","RFA-AI-17-014,RFA-AI-17-014,RFA-AI-17-014,RFA-AI-17-014,RFA-AI-17-014"
9095001,m,w,"9389852,10166828,9721227,9514115,10216226","187500.0,174000.0,187500.0,187500.0,174000.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
10666656,f,w,"9291409,9081471,8895833,8819101,8688737","625000.0,655000.0,665000.0,665000.0,665000.0","RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042"
10433227,f,w,"8712256,8712022,9242535,9269130,9433593","299250.0,299250.0,281250.0,281250.0,281250.0","RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002"
9109463,m,w,"8135326,7797147,7797821,7797770,7796378","616000.0,642400.0,642400.0,642400.0,642400.0","RFA-HD-08-014,RFA-HD-08-014,RFA-HD-08-014,RFA-HD-08-014,RFA-HD-08-014"
9695060,f,w,"10618316,10426961,8723289,8723286,9061803","535600.0,556400.0,1103900.0,1103900.0,1087300.0","RFA-HL-22-007,RFA-HL-22-007,RFA-HL-13-014,RFA-HL-13-014,RFA-HL-13-014"
9897624,f,h,"10115584,10131128,10132968,10134988,10134991","580000.0,580000.0,580000.0,580000.0,580000.0","RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002"
7921324,f,w,"7691828,7892940,8509157,8064565,8064562","365000.0,360000.0,342500.0,360000.0,360000.0","RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040"
8131011,m,w,"9751962,9406614,10454345,10454365,10454802","307500.0,312500.0,267500.0,267500.0,267500.0","RFA-HL-17-009,RFA-HL-17-009,RFA-HL-17-009,RFA-HL-17-009,RFA-HL-17-009"
10146543,f,a,"8792365,8607041,8898714,8826679,9274039","997500.0,997500.0,997500.0,997500.0,937500.0","RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014"
10191936,m,a,"10462788,10642940,10614399,10614394,10614390","1070000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-AI-20-009,RFA-AI-20-009,RFA-AI-20-009,RFA-AI-20-009,RFA-AI-20-009"
10458119,f,h,"10459873,10469110,10469112,10599356,10599358","1070000.0,1070000.0,1070000.0,1030000.0,1030000.0","RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013"
8928464,m,w,"9016112,9016471,9019375,9702001,9577443","299250.0,299250.0,299250.0,1845000.0,1875000.0","RFA-ES-15-005,RFA-ES-15-005,RFA-ES-15-005,RFA-ES-17-007,RFA-ES-17-007"
8136556,m,w,"8413975,8693975,8868954,8913107,8414034","1027500.0,997500.0,997500.0,997500.0,1027500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
9690262,f,w,"10350001,10350448,10570917,10573170,9918374","374500.0,374500.0,360500.0,360500.0,232000.0","RFA-ES-20-013,RFA-ES-20-013,RFA-ES-20-013,RFA-ES-20-013,RFA-ES-16-005"
8214049,f,w,"7676082,8054108,7676034,7677825,7678500","1752000.0,1752000.0,1752000.0,1752000.0,1752000.0","RFA-DP-05-069,RFA-DP-05-069,RFA-DP-05-069,RFA-DP-05-069,RFA-DP-05-069"
8125708,f,w,"8268769,7911199,8175542,8173728,8173727","685000.0,73000.0,72000.0,72000.0,72000.0","RFA-RR-11-004,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
8817231,f,w,"8044035,7895279,8053850,8141362,8053458","280000.0,288000.0,280000.0,280000.0,280000.0","RFA-AI-09-011,RFA-AI-09-011,RFA-AI-09-011,RFA-AI-09-011,RFA-AI-09-011"
10401497,f,w,"10708885,10371944,10372530,10551646,10551936","721000.0,749000.0,749000.0,749000.0,749000.0","RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051"
9054704,m,w,"9917945,10617822,10647896,10617832,10617830","1230000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
8687528,m,w,"8463826,8683138,8526224,8464687,8320789","1350000.0,1330000.0,1350000.0,1350000.0,1370000.0","RFA-HD-11-101,RFA-HD-11-101,RFA-HD-11-101,RFA-HD-11-101,RFA-HD-11-101"
8135254,m,w,"9333144,9332262,9850227,9519227,10629795","1250000.0,1250000.0,1230000.0,1230000.0,515000.0","RFA-DA-17-017,RFA-DA-17-017,RFA-DA-17-017,RFA-DA-17-017,RFA-OD-20-002"
7879409,f,w,"7613514,7694362,7618247,8005977,7683921","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033"
8501259,m,b,"9668995,9869164,9668996,9870863,9890987","430500.0,430500.0,430500.0,430500.0,430500.0","RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005"
8461585,m,w,"8105727,7922880,8115467,8118649,7796711","288000.0,292000.0,288000.0,288000.0,288000.0","RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006"
8849110,m,w,"9936112,9787107,9654946,9738881,9914197","615000.0,615000.0,625000.0,123000.0,123000.0","RFA-AG-18-024,RFA-AG-18-024,RFA-AG-18-024,RFA-AG-19-002,RFA-AG-19-002"
7943017,m,w,"7841795,7693713,7692252,7693697,7693814","360000.0,365000.0,365000.0,365000.0,365000.0","RFA-MH-08-090,RFA-MH-08-090,RFA-MH-08-090,RFA-MH-08-090,RFA-MH-08-090"
8527646,m,w,"8738575,8738573,8618060,8618647,8617056","133000.0,133000.0,135000.0,135000.0,135000.0","RFA-AG-13-009,RFA-AG-13-009,RFA-AG-13-009,RFA-AG-13-009,RFA-AG-13-009"
10375776,m,w,"8707611,8729318,8895757,8895758,8332663","675000.0,665000.0,665000.0,665000.0,685000.0","RFA-FD-11-031,RFA-FD-11-031,RFA-FD-11-031,RFA-FD-11-031,RFA-FD-11-031"
7795070,m,w,"8853001,8851991,8852336,8853116,8851806","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
10513696,f,w,"9154487,9152898,9153169,9344529,9320966","262000.0,262000.0,262000.0,250000.0,250000.0","RFA-AG-16-013,RFA-AG-16-013,RFA-AG-16-013,RFA-AG-16-013,RFA-AG-16-013"
8698695,m,w,"9728811,9170159,9170163,9170579,9170588","984000.0,1048000.0,1048000.0,1048000.0,1048000.0","RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011"
9551493,f,w,"8328069,8884672,8331076,8779744,8514728","753500.0000000001,731500.0,753500.0000000001,731500.0,742500.0","RFA-MH-12-070,RFA-MH-12-070,RFA-MH-12-070,RFA-MH-12-070,RFA-MH-12-070"
9110171,f,w,"9987419,9389133,9936412,9977875,10160751","276750.0,281250.0,276750.0,276750.0,261000.0","RFA-AG-17-030,RFA-AG-17-030,RFA-AG-17-030,RFA-AG-17-030,RFA-AG-17-030"
10307483,f,w,"10307474,10307399,10307429,10540310,10543757","535000.0,535000.0,535000.0,515000.0,515000.0","RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001"
10488739,f,w,"7583976,7941580,8019130,7767720,7754755","1460000.0,1460000.0,1050000.0,1080000.0,1095000.0","RFA-CA-07-011,RFA-CA-07-011,RFA-CA-07-010,RFA-CA-07-010,RFA-CA-07-010"
10512955,f,w,"7906058,7906765,7907542,7907544,7686229","216000.0,216000.0,216000.0,216000.0,219000.0","RFA-DA-06-010,RFA-DA-06-010,RFA-DA-06-010,RFA-DA-06-010,RFA-DA-06-010"
8247651,m,w,"10457740,10459080,8383180,8546440,9114634","274540.60000000003,274540.60000000003,443880.00000000006,437400.0,424440.0","RFA-HD-22-010,RFA-HD-22-010,RFA-HD-12-187,RFA-HD-12-187,RFA-HD-12-187"
10471965,m,w,"8118299,7878851,7900934,7900933,7900932","1440000.0,1440000.0,1460000.0,1460000.0,1460000.0","RFA-ES-05-004,RFA-ES-05-004,RFA-ES-05-004,RFA-ES-05-004,RFA-ES-05-004"
10335888,f,w,"8659445,8548349,8263077,8262932,8263074","2394000.0,2430000.0,2466000.0,2466000.0,2466000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
7816653,m,w,"9353792,10007858,9994921,9994999,9995003","312500.0,307500.0,307500.0,307500.0,307500.0","RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003"
10407758,f,w,"10626043,10408486,10408484,10408481,10408480","1030000.0,1070000.0,1070000.0,1070000.0,1070000.0","RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025"
9573392,m,a,"9573420,9978039,10208856,9748489,9756189","312500.0,307500.0,290000.0,307500.0,307500.0","RFA-DE-18-005,RFA-DE-18-005,RFA-DE-18-005,RFA-DE-18-005,RFA-DE-18-005"
9784579,f,w,"10829180,10828665,10404439,10404413,10403252","206000.0,206000.0,1070000.0,1030000.0,1030000.0","RFA-DE-23-014,RFA-DE-23-014,RFA-AR-22-001,RFA-AR-22-001,RFA-AR-22-001"
10084624,m,w,"9824407,9824293,10232302,10232303,10689736","1845000.0,1845000.0,1739999.9999999998,1739999.9999999998,1545000.0","RFA-CA-18-018,RFA-CA-18-018,RFA-CA-18-018,RFA-CA-18-018,RFA-CA-18-018"
9670837,f,w,"8321258,7929527,8112469,8145360,7682323","980000.0,1008000.0,1008000.0,1008000.0,1022000.0","RFA-ES-05-006,RFA-ES-05-006,RFA-ES-05-006,RFA-ES-05-006,RFA-ES-05-006"
9828770,m,w,"10625373,10612954,10442288,10440618,10439334","309000.0,309000.0,321000.0,321000.0,321000.0","RFA-AI-21-007,RFA-AI-21-007,RFA-AI-21-007,RFA-AI-21-007,RFA-AI-21-007"
9332420,m,a,"10483139,10327536,10483210,10678972,10327453","214000.0,232000.0,214000.0,206000.0,232000.0","RFA-HL-21-015,RFA-HL-21-015,RFA-HL-21-015,RFA-HL-21-015,RFA-HL-21-015"
9893788,f,a,"10238916,9999450,9380810,9380827,9380807","246000.0,246000.0,250000.0,250000.0,250000.0","RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050"
9357644,m,w,"9891954,10155418,10155420,10155421,10155422","1230000.0,1160000.0,1160000.0,1160000.0,1160000.0","RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001"
7936275,m,w,"10212916,9304732,9474585,9743059,9733869","1392000.0,1500000.0,1500000.0,1476000.0,1476000.0","RFA-AI-16-003,RFA-AI-16-003,RFA-AI-16-003,RFA-AI-16-003,RFA-AI-16-003"
8381495,f,w,"8074774,8152223,8511846,8300031,8137202","720000.0,700000.0,675000.0,685000.0,1008000.0","RFA-NR-10-004,RFA-NR-10-004,RFA-NR-10-004,RFA-NR-10-004,RFA-NR-08-001"
9037143,m,w,"7682983,7931241,7643794,8118431,8114968","292000.0,292000.0,292000.0,350000.0,350000.0","RFA-MH-08-060,RFA-MH-08-060,RFA-MH-08-060,RFA-GM-08-002,RFA-GM-08-002"
